bins	total_length	num_contigs	N50	GC_content	percent_completion	percent_redundancy	t_domain	t_phylum	t_class	t_order	t_family	t_genus	t_species
Bin_6	4884222	780	10611	42.273728343987116	61.971830985915496	7.042253521126761	Bacteria	Firmicutes	Clostridia	Lachnospirales	Lachnospiraceae	UBA7182	UBA7182 sp003480725
Bin_60	15489108	533	79874	60.523253604319706	100.0	371.83098591549293	Bacteria						
Bin_61	2785	1	2785	38.132854578096946	0.0	0.0							
Bin_62	14087414	623	68481	42.529536832233426	100.0	121.12676056338029	Bacteria	Bacteroidota	Bacteroidia	Bacteroidales	Bacteroidaceae	Bacteroides	
Bin_63	6005920	295	73781	50.5150382565598	71.83098591549296	11.267605633802816	Bacteria	Proteobacteria	Gammaproteobacteria	Enterobacterales	Enterobacteriaceae		
Bin_64	11392303	213	114047	40.512705250994294	100.0	187.32394366197184	Bacteria	Firmicutes	Bacilli	Erysipelotrichales	Erysipelatoclostridiaceae	Erysipelatoclostridium	Erysipelatoclostridium ramosum
Bin_65	6395733	342	51822	47.37397588830494	100.0	105.63380281690141	Bacteria	Firmicutes	Clostridia	Lachnospirales	Lachnospiraceae	Blautia	
Bin_66	4528946	502	18542	55.465514135276074	66.19718309859155	4.225352112676056	Bacteria	Firmicutes	Clostridia	Oscillospirales	Ruminococcaceae	Gemmiger	
Bin_67	3189494	243	25808	28.395871061725696	100.0	1.408450704225352	Bacteria	Firmicutes	Clostridia	Peptostreptococcales	Peptostreptococcaceae	Intestinibacter	
Bin_7	10983789	315	121942	46.683731651735776	100.0	71.83098591549296	Bacteria	Bacteroidota	Bacteroidia	Bacteroidales	Bacteroidaceae	Prevotella	Prevotella bergensis
Bin_8	8515096	1274	18873	41.42086608975805	98.59154929577464	173.2394366197183	Bacteria	Firmicutes	Clostridia	Lachnospirales	Lachnospiraceae	Schaedlerella	Schaedlerella sp900066545
Bin_9	24891399	907	62250	40.14088206664921	100.0	709.8591549295775	Bacteria	Firmicutes	Clostridia	Lachnospirales	Lachnospiraceae	Lachnospira	
