genome,score,completeness,contamination,strain_heterogeneity,size,N50,cluster,taxonomy,tax_confidence,cluster_members,closest_cluster_member,furthest_cluster_member,completeness_metric,contamination_metric
human1_HC-21_maxbin.012.fasta.contigs.fa,93.92127829447,98.28,1.36,0.0,3490136,60882,96_1,NA,NA,12,99.97,99.69,near,low
human1_HV-1_maxbin.033.fasta.contigs.fa,11.890062915392722,73.68,14.51,64.0,2203948,70360,96_2,NA,NA,1,NA,NA,substantial,high
human1_concoct_10_refined_2_Bin_2_10-contigs.fa,70.9253629415374,78.23,1.89,50.0,2703888,19986,97_0,NA,NA,1,NA,NA,substantial,low
human1_concoct_10_refined_2_Bin_9_27-contigs.fa,88.61041447597698,90.29,0.85,0.0,5780685,110054,98_1,NA,NA,2,99.96,99.96,near,low
human1_concoct_10_refined_2_Bin_6_13-contigs.fa,93.3752206904085,95.89,0.95,66.67,6308431,126973,99_0,NA,NA,1,NA,NA,near,low
human1_concoct_10_refined_2_Bin_2_26-contigs.fa,66.05625394987447,70.47,1.38,0.0,2565007,74723,100_1,NA,NA,3,99.97,99.94,substantial,low
human1_concoct_10_refined_2_Bin_2_1-contigs.fa,91.70930647387996,91.96,0.29,0.0,3002004,19889,101_0,NA,NA,1,NA,NA,near,low
human1_concoct_10_refined_2_Bin_4_9_1-contigs.fa,90.56294855622932,92.12,0.92,66.67,2905871,57554,102_1,NA,NA,2,99.95,99.95,near,low
human1_HV-3_maxbin.016.fasta.contigs.fa,100.05808114628,97.32,0.0,0.0,2694397,237969,103_1,NA,NA,24,100.00,99.96,near,none
human1_concoct_10_refined_2_Bin_4_10-contigs.fa,89.25095575519985,96.2,2.14,60.0,2501960,68390,104_1,NA,NA,4,99.98,99.93,near,low
human1_HV-12_maxbin.006.fasta.contigs.fa,87.53157196618109,97.1,2.48,12.5,3052451,88037,105_1,NA,NA,9,99.97,99.88,near,low
human1_HC-21_maxbin.005.fasta.contigs.fa,92.6758567479098,90.1,0.0,0.0,2685372,115492,106_1,NA,NA,23,99.99,97.51,near,none
human1_concoct_10_refined_2_Bin_4_13_1-contigs.fa,92.43470407300336,97.83,1.59,0.0,2686037,102564,107_1,NA,NA,6,99.96,99.79,near,low
human1_concoct_10_refined_2_Bin_3_2_1-contigs.fa,86.57460040837557,86.31,0.24,0.0,2947848,67484,108_0,NA,NA,1,NA,NA,substantial,low
human1_concoct_10_refined_2_Bin_2_18_1-contigs.fa,85.10765419733731,83.89,0.02,100.0,2868629,31283,109_0,NA,NA,1,NA,NA,substantial,low
human1_concoct_10_refined_2_Bin_2_20-contigs.fa,78.48549885815532,86.12,1.92,50.0,2928968,8147,110_0,NA,NA,1,NA,NA,substantial,low
human1_concoct_10_refined_2_Bin_2_17-contigs.fa,77.56263195861607,87.18,2.22,0.0,2527434,73327,111_0,NA,NA,1,NA,NA,substantial,low
human1_concoct_10_refined_2_Bin_9_26_1-contigs.fa,94.29836979346813,94.28,0.32,0.0,3853741,137006,112_0,NA,NA,1,NA,NA,near,low
human1_concoct_10_refined_2_Bin_3_7-contigs.fa,86.98749884720128,93.29,1.92,60.0,2149233,15999,113_1,NA,NA,6,99.53,99.22,near,low
human1_concoct_10_refined_2_Bin_3_8_1-contigs.fa,74.39695229623747,73.16,0.0,0.0,2043702,23654,114_0,NA,NA,1,NA,NA,substantial,none
human1_HC-13_maxbin.020.fasta.contigs.fa,60.94041935355923,70.47,2.34,0.0,3169218,18136,115_1,NA,NA,2,99.11,99.11,substantial,low
human1_concoct_10_refined_2_Bin_2_13-contigs.fa,78.6311148562322,93.95,3.69,50.0,2903386,29664,116_0,NA,NA,1,NA,NA,near,low
human1_concoct_10_refined_2_Bin_2_12-contigs.fa,73.66035207629805,83.42,2.74,100.0,2185302,19985,117_0,NA,NA,1,NA,NA,substantial,low
human1_concoct_10_refined_2_Bin_2_23-contigs.fa,66.54375133492745,85.7,4.77,77.78,2274661,7367,118_0,NA,NA,1,NA,NA,substantial,low
human1_concoct_10_refined_2_Bin_3_4-contigs.fa,75.94893562266759,81.94,1.69,75.0,2603705,19181,119_0,NA,NA,1,NA,NA,substantial,low
human1_HV-17_maxbin.015.fasta.contigs.fa,64.57457338143492,78.01,3.16,0.0,3253081,44957,120_1,NA,NA,4,99.90,98.23,substantial,low
human1_concoct_10_refined_2_Bin_2_9-contigs.fa,76.77042906598557,75.59,0.0,0.0,2280065,18233,121_0,NA,NA,1,NA,NA,substantial,none
human1_D-1_maxbin.027.fasta.contigs.fa,18.79176953515986,87.93,14.81,24.0,2770381,41185,122_0,NA,NA,1,NA,NA,substantial,high
human1_concoct_10_refined_2_Bin_3_3-contigs.fa,89.31554777343501,88.99,0.22,50.0,2059114,33970,123_0,NA,NA,1,NA,NA,substantial,low
human1_HV-11_maxbin.015.fasta.contigs.fa,92.61427327117116,96.52,1.27,0.0,3665874,61601,124_1,NA,NA,4,99.97,99.92,near,low
human1_HC-23_maxbin.021.fasta.contigs.fa,98.51432341522302,96.49,0.1,50.0,2428085,70706,125_1,NA,NA,14,99.98,99.92,near,low
human1_concoct_10_refined_2_Bin_2_15-contigs.fa,66.1768572633917,77.23,2.44,9.09,2029068,5625,126_0,NA,NA,1,NA,NA,substantial,low
