bins	total_length	num_contigs	N50	GC_content	percent_completion	percent_redundancy	t_domain	t_phylum	t_class	t_order	t_family	t_genus	t_species
Bin_5_9	1403519	91	23389	48.62021526422093	59.15492957746479	0.0	Bacteria	Firmicutes	Clostridia	Lachnospirales	Lachnospiraceae	Clostridium	Clostridium sp003024715
Bin_6_1	3334156	41	171855	64.06373595917258	95.77464788732394	0.0	Bacteria	Actinobacteriota	Coriobacteriia	Coriobacteriales	Eggerthellaceae	Eggerthella	Eggerthella lenta
Bin_6_10	5748086	376	27883	49.311661869260206	50.70422535211268	0.0	Bacteria	Firmicutes	Clostridia	Lachnospirales	Lachnospiraceae	Enterocloster	
Bin_6_11	5725674	210	51902	49.67776164883212	73.2394366197183	4.225352112676056	Bacteria	Firmicutes	Clostridia	Lachnospirales	Lachnospiraceae	Enterocloster	
Bin_6_12	2811224	46	104341	61.52513164628984	87.32394366197182	0.0	Bacteria	Firmicutes	Clostridia	Oscillospirales	Ruminococcaceae	Bittarella	Bittarella massiliensis
Bin_6_13	6308431	105	126973	47.82076760456444	56.33802816901409	7.042253521126761	Bacteria	Firmicutes	Clostridia	Lachnospirales	Lachnospiraceae	Hungatella	Hungatella sp005845265
Bin_6_14	1566262	37	82543	42.295417892930466	97.1830985915493	0.0	Bacteria	Firmicutes	Negativicutes	Veillonellales	Dialisteraceae	Dialister	Dialister sp900541485
Bin_6_15	4910826	126	95491	45.8679593484238	98.59154929577464	2.816901408450704	Bacteria	Bacteroidota	Bacteroidia	Bacteroidales	Bacteroidaceae	Bacteroides	
Bin_6_16_1	5484393	382	23627	48.61291326049954	80.28169014084507	5.633802816901408	Bacteria	Firmicutes	Clostridia	Lachnospirales	Lachnospiraceae	Enterocloster	
Bin_6_2	1573965	17	142676	49.05764031831248	92.95774647887323	0.0	Bacteria	Firmicutes	Clostridia	Tissierellales	Peptoniphilaceae	Levyella	Levyella massiliensis
Bin_6_3	3177433	47	223877	47.446701208658794	98.59154929577464	2.816901408450704	Bacteria	Bacteroidota	Bacteroidia	Bacteroidales	Bacteroidaceae	Prevotella	Prevotella bergensis
Bin_6_4	2381595	75	81009	60.29371541600875	98.59154929577464	1.408450704225352	Bacteria	Actinobacteriota	Actinomycetia	Actinomycetales	Bifidobacteriaceae	Bifidobacterium	
Bin_6_5_1	3338604	37	225010	42.283274459318946	100.0	2.816901408450704	Bacteria	Firmicutes	Bacilli	Lactobacillales	Enterococcaceae	Enterococcus	
Bin_6_6	2713585	39	136340	63.2550034020049	97.1830985915493	0.0	Bacteria	Actinobacteriota	Coriobacteriia	Coriobacteriales	Eggerthellaceae	Adlercreutzia	
Bin_6_7	2899475	121	43648	58.645577882266174	94.36619718309859	1.408450704225352	Bacteria	Firmicutes	Clostridia	Oscillospirales	Ruminococcaceae	Ruthenibacterium	Ruthenibacterium lactatiformans
Bin_6_8	3502005	48	154581	66.30444110928208	90.14084507042253	0.0	Bacteria	Actinobacteriota	Coriobacteriia	Coriobacteriales	Eggerthellaceae	Gordonibacter	
Bin_6_9_1	2689357	272	14795	55.32414177791913	88.73239436619718	4.225352112676056	Bacteria	Firmicutes	Clostridia	Oscillospirales	Ruminococcaceae	Gemmiger	Gemmiger qucibialis
Bin_7_1	1737122	37	77171	49.046369645446916	97.1830985915493	2.816901408450704	Bacteria	Firmicutes	Negativicutes	Veillonellales	Megasphaeraceae	Anaeroglobus	Anaeroglobus geminatus
Bin_7_2	1908454	48	79219	44.89570122928518	98.59154929577464	2.816901408450704	Bacteria	Firmicutes	Negativicutes	Veillonellales	Dialisteraceae	Dialister	Dialister invisus
Bin_7_3	7468795	208	59071	59.933531003675725	100.0	1.408450704225352	Bacteria	Proteobacteria	Gammaproteobacteria	Pseudomonadales	Pseudomonadaceae	Pseudomonas	
Bin_7_4_1	3852628	497	11499	51.286126929	98.59154929577464	7.042253521126761	Bacteria	Proteobacteria	Gammaproteobacteria	Enterobacterales	Enterobacteriaceae		
Bin_7_5_1	3844059	22	353187	51.11781690534139	100.0	0.0	Bacteria	Proteobacteria	Gammaproteobacteria	Enterobacterales	Enterobacteriaceae	Morganella	Morganella morganii
Bin_8_1	5750593	889	9286	55.363376723569836	84.50704225352112	5.633802816901408	Bacteria	Firmicutes	Clostridia	Lachnospirales	Lachnospiraceae	Enterocloster	
Bin_8_2	2894617	449	8577	51.111812744410315	54.929577464788736	2.816901408450704	Bacteria	Firmicutes	Bacilli	Erysipelotrichales	Erysipelotrichaceae	Holdemania	
Bin_8_3	1933870	610	3464	48.97627786025899	56.33802816901409	1.408450704225352	Bacteria	Firmicutes	Clostridia	Peptostreptococcales	Anaerovoracaceae	Emergencia	
Bin_8_4_1	1935262	703	2850	48.21667760770947	42.25352112676056	1.408450704225352	Bacteria	Firmicutes	Clostridia	Lachnospirales	Lachnospiraceae	Enterocloster	Enterocloster citroniae
Bin_8_5	1014548	304	3700	46.55139029621253	0.0	0.0							
Bin_8_6_1	5276938	1065	6514	49.66133252755967	53.521126760563384	1.408450704225352	Bacteria	Firmicutes	Clostridia	Lachnospirales	Lachnospiraceae	Enterocloster	
Bin_8_7	741945	308	2432	55.10301381650322	30.985915492957748	0.0	Bacteria	Firmicutes	Clostridia	Oscillospirales	Oscillospiraceae	Flavonifractor	Flavonifractor sp002161215
Bin_8_8	843226	346	2471	40.28813434530459	0.0	0.0							
Bin_9_10_1	1727880	22	117933	49.254995040257086	95.77464788732394	0.0	Bacteria	Actinobacteriota	Coriobacteriia	Coriobacteriales	Atopobiaceae	Olegusella	Olegusella massiliensis
Bin_9_11	1596752	15	362801	29.25119560071579	97.1830985915493	0.0	Bacteria	Campylobacterota	Campylobacteria	Campylobacterales	Campylobacteraceae	Campylobacter	Campylobacter ureolyticus
Bin_9_12_1	4771357	81	131412	45.29895541458475	100.0	2.816901408450704	Bacteria	Bacteroidota	Bacteroidia	Bacteroidales	Tannerellaceae	Parabacteroides	
Bin_9_13_1	1252340	10	264899	49.33374289069295	92.95774647887323	0.0	Bacteria	Proteobacteria	Gammaproteobacteria	Burkholderiales	Burkholderiaceae	Sutterella	Sutterella sp900762445
Bin_9_14_1	1229859	16	189532	35.80516849853426	97.1830985915493	1.408450704225352	Bacteria	Firmicutes	Negativicutes	Veillonellales	Dialisteraceae	Allisonella	Allisonella pneumosintes
Bin_9_15_1	3978805	143	51700	42.66072711019471	63.38028169014085	4.225352112676056	Bacteria	Firmicutes	Bacilli	Erysipelotrichales	Erysipelotrichaceae	Clostridium	
Bin_9_16_1	4294095	105	83979	43.80008678707068	92.95774647887323	8.450704225352112	Bacteria	Firmicutes	Bacilli	Erysipelotrichales	Erysipelotrichaceae	Clostridium	
Bin_9_17	2334237	43	120742	58.40780730045109	98.59154929577464	0.0	Bacteria	Firmicutes	Clostridia	Oscillospirales	Oscillospiraceae	Evtepia	Evtepia gabavorous
Bin_9_18_1	2830866	71	69221	60.33694101849836	95.77464788732394	0.0	Bacteria	Firmicutes	Clostridia	Oscillospirales	Ruminococcaceae	Harryflintia	Harryflintia acetispora
Bin_9_19_1	4723381	96	90798	51.618225330619325	67.6056338028169	5.633802816901408	Bacteria	Proteobacteria	Gammaproteobacteria	Enterobacterales	Enterobacteriaceae		
Bin_9_1_1	2260794	40	155262	40.344721425277406	95.77464788732394	1.408450704225352	Bacteria	Firmicutes	Clostridia	Oscillospirales	Acutalibacteraceae	Ruminococcus	Ruminococcus bromii
Bin_9_2	2405726	87	44802	37.45214578446745	61.971830985915496	1.408450704225352	Bacteria	Firmicutes	Bacilli	Lactobacillales	Enterococcaceae	Enterococcus	Enterococcus durans
Bin_9_20_1	3203881	215	22632	61.7315010906176	64.78873239436619	1.408450704225352	Bacteria	Firmicutes	Clostridia	Oscillospirales	Oscillospiraceae	Flavonifractor	
Bin_9_21	1118220	98	57044	47.82950568086864	50.70422535211268	0.0	Bacteria	Firmicutes	Clostridia	Lachnospirales	Anaerotignaceae	UMGS1670	UMGS1670 sp900553995
Bin_9_22_1	2791659	86	53272	54.05163322417514	80.28169014084507	4.225352112676056	Bacteria	Firmicutes	Clostridia	Oscillospirales	Oscillospiraceae	Lawsonibacter	Lawsonibacter sp002160305
Bin_9_23_1	2235353	120	28521	56.288700275486704	92.95774647887323	1.408450704225352	Bacteria	Firmicutes	Clostridia	Oscillospirales	Ruminococcaceae	UMGS966	UMGS966 sp900547185
Bin_9_24_1	2631745	148	35350	56.60480056584555	90.14084507042253	5.633802816901408	Bacteria	Firmicutes	Clostridia	Oscillospirales	Ruminococcaceae	Gemmiger	
Bin_9_25	2227993	268	16358	57.614317506738765	54.929577464788736	1.408450704225352	Bacteria	Firmicutes	Clostridia	Oscillospirales	Ruminococcaceae	Faecalibacterium	
Bin_9_26_1	3853741	60	137006	49.42064626754043	91.54929577464789	0.0	Bacteria	Firmicutes	Clostridia	Lachnospirales	Lachnospiraceae	OF09-33XD	OF09-33XD sp003481995
Bin_9_27	5780685	123	110054	45.39309544376029	88.73239436619718	0.0	Bacteria	Firmicutes	Clostridia	Lachnospirales	Lachnospiraceae	Blautia	Blautia coccoides
Bin_9_3_1	1859057	42	114142	31.670016865412	92.95774647887323	0.0	Bacteria	Firmicutes	Clostridia	Tissierellales	Peptoniphilaceae	Peptoniphilus	Peptoniphilus sp900538655
Bin_9_4_1	1361142	12	146590	36.301100908807086	94.36619718309859	0.0	Bacteria	Firmicutes	Clostridia	Peptostreptococcales	Anaerovoracaceae	Alterileibacterium	Alterileibacterium massiliense
Bin_9_5_1	498783	1	498783	42.08928609087866	30.985915492957748	0.0	Bacteria	Firmicutes	Clostridia	Lachnospirales	Lachnospiraceae	CAG-317	CAG-317 sp000433215
Bin_9_6	2055837	24	158474	47.04558830671042	95.77464788732394	0.0	Bacteria	Firmicutes	Clostridia	Peptostreptococcales	Anaerovoracaceae	UBA1191	UBA1191 sp900549125
Bin_9_7_1	1433698	13	229860	28.648713816756267	92.95774647887323	0.0	Bacteria	Firmicutes	Clostridia	Tissierellales	Peptoniphilaceae	Anaerococcus	
Bin_9_8_1	2648460	92	49931	58.60906388423766	100.0	1.408450704225352	Bacteria	Firmicutes	Clostridia	Oscillospirales	Oscillospiraceae	Lawsonibacter	Lawsonibacter sp014287875
Bin_9_9_1	2862786	78	65324	37.027439263564474	100.0	1.408450704225352	Bacteria	Firmicutes	Bacilli	Lactobacillales	Enterococcaceae	Enterococcus	Enterococcus faecalis
