genome,score,completeness,contamination,strain_heterogeneity,size,N50,cluster,taxonomy,tax_confidence,cluster_members,closest_cluster_member,furthest_cluster_member,completeness_metric,contamination_metric
human1_HV-17_maxbin.018.fasta.contigs.fa,98.50878801431487,95.92,0.0,0.0,2969963,137925,31_1,NA,NA,6,99.91,99.89,near,none
human1_HC-15_maxbin.026.fasta.contigs.fa,1.7148665546024802,85.9,17.57,10.87,3156805,2973,32_1,NA,NA,2,99.84,99.84,substantial,very high
human1_HV-11_maxbin.007.fasta.contigs.fa,102.58167274188632,100.0,0.0,0.0,2685467,133141,33_1,NA,NA,40,99.99,99.83,perfect,none
human1_D-1_maxbin.051.fasta.contigs.fa,59.393198164636985,83.12,5.45,41.18,2260255,32944,34_0,NA,NA,1,NA,NA,substantial,medium
human1_HC-23_maxbin.004.fasta.contigs.fa,96.97675685241056,99.33,1.01,0.0,2114270,225889,35_1,NA,NA,11,99.99,99.96,near,low
human1_D-1_maxbin.034.fasta.contigs.fa,93.18185104593069,97.32,1.34,0.0,2957651,121371,36_1,NA,NA,13,99.99,99.97,near,low
human1_HC-10_maxbin.006.fasta.contigs.fa,94.17712426600131,91.44,0.0,0.0,2937606,272597,37_1,NA,NA,14,99.98,99.86,near,none
human1_HV-19_maxbin.003.fasta.contigs.fa,97.56111641723696,98.51,0.7,0.0,4678793,115734,38_1,NA,NA,21,100.00,99.70,near,low
human1_HV-10_maxbin.005.fasta.contigs.fa,95.101033213419,96.84,0.87,25.0,4020995,56031,39_1,NA,NA,7,99.98,99.90,near,low
human1_HC-14_maxbin.012.fasta.contigs.fa,75.88109524737926,85.68,2.74,60.0,5387899,29983,40_1,NA,NA,3,99.92,99.82,substantial,low
human1_HC-21_maxbin.010.fasta.contigs.fa,70.36183832758513,93.88,5.81,58.54,4883882,16947,40_2,NA,NA,8,99.90,98.47,near,medium
human1_HC-6_maxbin.009.fasta.contigs.fa,98.94291592822518,97.2,0.17,0.0,6645575,140088,41_1,NA,NA,15,99.99,99.93,near,low
human1_D-1_maxbin.002.fasta.contigs.fa,89.9567382151151,95.15,1.4,27.27,4200180,64553,42_0,NA,NA,1,NA,NA,near,low
human1_HC-16_metabat2.35.fa.contigs.fa,85.19925826850596,84.62,0.4,50.0,3394159,52369,43_1,NA,NA,16,99.99,99.95,substantial,low
human1_D-1_maxbin.037.fasta.contigs.fa,93.07116127015716,94.42,0.77,0.0,4720738,91853,44_1,NA,NA,5,99.97,99.95,near,low
human1_HC-16_maxbin.022.fasta_sub.contigs.fa,-6.066470767999512,83.25,18.03,0.0,3982311,4237,45_0,NA,NA,1,NA,NA,substantial,very high
human1_HV-21_maxbin.006.fasta.contigs.fa,98.77397752747544,96.11,0.0,0.0,1400379,194114,46_1,NA,NA,16,100.00,99.98,near,none
human1_HV-13_maxbin.008.fasta.contigs.fa,95.1531575758208,96.52,0.79,0.0,1834475,133872,47_1,NA,NA,2,99.98,99.98,near,low
human1_HV-16_maxbin.007.fasta.contigs.fa,90.43654590477408,87.88,0.0,0.0,1375663,118376,48_1,NA,NA,17,100.00,99.98,substantial,none
human1_HC-23_maxbin.021.fasta.contigs.fa,98.48432341522305,96.49,0.1,50.0,2428085,70706,49_1,NA,NA,14,99.98,99.92,near,low
human1_HC-24_maxbin.028.fasta.contigs.fa,96.09220306594878,93.37,0.0,0.0,3478383,253943,50_1,NA,NA,11,99.99,99.96,near,none
human1_HC-2_maxbin.027.fasta.contigs.fa,90.39169476584698,87.97,0.0,0.0,2754317,63672,51_1,NA,NA,13,99.99,99.94,substantial,none
human1_HV-23_maxbin.024.fasta.contigs.fa,54.54779788922615,85.76,6.67,11.11,2945792,56692,52_0,NA,NA,1,NA,NA,substantial,medium
human1_D-1_maxbin.056.fasta.contigs.fa,64.22962393194942,86.06,4.64,0.0,2425609,50032,53_0,NA,NA,1,NA,NA,substantial,low
human1_HC-4_maxbin.033.fasta.contigs.fa,70.77773118102873,74.19,1.12,0.0,1098010,21763,54_1,NA,NA,2,99.89,99.89,substantial,low
human1_D-1_maxbin.017.fasta.contigs.fa,96.9035477702096,96.98,0.34,0.0,1916913,161100,55_0,NA,NA,1,NA,NA,near,low
human1_HV-11_maxbin.014.fasta.contigs.fa,95.71035435691324,95.19,0.38,0.0,3198178,63565,56_1,NA,NA,9,99.93,99.79,near,low
human1_HC-18_maxbin.014.fasta.contigs.fa,98.1321545739528,95.89,0.0,0.0,2869307,28279,57_1,NA,NA,11,99.88,99.05,near,none
human1_HC-13_maxbin.018.fasta.contigs.fa,93.85316746123291,97.68,1.27,0.0,3193968,103869,58_1,NA,NA,16,99.97,97.97,near,low
human1_HC-15_maxbin.016.fasta.contigs.fa,88.7969265027283,89.15,0.56,0.0,4876733,71973,59_1,NA,NA,4,99.91,99.78,substantial,low
human1_HC-16_maxbin.012.fasta.contigs.fa,80.08562797914765,79.41,0.21,0.0,5365569,257784,60_0,NA,NA,1,NA,NA,substantial,low
human1_HV-11_maxbin.015.fasta.contigs.fa,92.58427327117116,96.52,1.27,0.0,3665874,61601,61_1,NA,NA,4,99.97,99.92,near,low
human1_HV-3_maxbin.016.fasta.contigs.fa,100.02808114628,97.32,0.0,0.0,2694397,237969,62_1,NA,NA,24,100.00,99.96,near,none
human1_HV-6_maxbin.031.fasta.contigs.fa,87.50001732334253,85.03,0.0,0.0,2082563,79605,63_1,NA,NA,3,99.96,99.95,substantial,none
human1_HV-6_maxbin.047.fasta.contigs.fa,63.30393156091474,86.68,5.04,18.18,2510075,5961,64_0,NA,NA,1,NA,NA,substantial,medium
human1_HV-12_maxbin.006.fasta.contigs.fa,87.50157196618109,97.1,2.48,12.5,3052451,88037,65_1,NA,NA,9,99.97,99.88,near,low
human1_HC-21_maxbin.005.fasta.contigs.fa,92.65079523921662,90.1,0.0,0.0,2685372,115492,66_1,NA,NA,17,99.99,99.86,near,none
human1_HV-6_maxbin.002.fasta.contigs.fa,81.31937782778374,81.24,0.48,0.0,1799985,83628,66_2,NA,NA,5,99.97,99.45,substantial,low
human1_HC-17_maxbin.021.fasta.contigs.fa,83.98277603557264,89.08,1.52,0.0,5365349,92640,67_1,NA,NA,22,99.99,99.88,substantial,low
human1_HC-3_maxbin.003.fasta.contigs.fa,90.43619745338891,97.87,2.09,28.57,3505196,62972,68_1,NA,NA,26,99.98,99.85,near,low
human1_D-1_maxbin.012.fasta.contigs.fa,83.73056788164394,85.91,1.02,75.0,2081113,19530,69_1,NA,NA,5,99.44,98.87,substantial,low
human1_HC-13_maxbin.020.fasta.contigs.fa,60.91041935355923,70.47,2.34,0.0,3169218,18136,70_1,NA,NA,2,99.11,99.11,substantial,low
human1_HC-18_metabat2.32.fa.contigs.fa,38.24490022402448,80.7,9.89,46.67,2477254,53946,71_1,NA,NA,2,99.33,99.33,substantial,medium
human1_HV-5_maxbin.023.fasta_sub.contigs.fa,60.733700873540485,92.11,7.33,39.29,2910807,56402,72_1,NA,NA,8,99.92,99.53,near,medium
human1_HC-23_maxbin.034.fasta.contigs.fa,62.441890204205535,72.78,2.59,11.11,1541579,42488,73_1,NA,NA,2,99.00,99.00,substantial,low
human1_HV-1_maxbin.037.fasta.contigs.fa,68.70994174559715,81.28,3.0,0.0,2264137,66468,74_1,NA,NA,5,99.93,99.76,substantial,low
human1_HV-17_maxbin.015.fasta.contigs.fa,64.54457338143492,78.01,3.16,0.0,3253081,44957,75_1,NA,NA,4,99.90,98.23,substantial,low
human1_HC-14_maxbin.023.fasta.contigs.fa,22.99642405254363,79.43,12.28,28.57,2114088,75172,76_0,NA,NA,1,NA,NA,substantial,high
human1_HC-24_maxbin.037.fasta.contigs.fa,20.23529649129488,95.61,16.01,15.79,3140184,18038,77_1,NA,NA,2,99.92,99.92,near,very high
human1_HC-21_maxbin.012.fasta.contigs.fa,93.8912497383791,98.28,1.36,0.0,3490136,60882,78_1,NA,NA,11,99.97,99.69,near,low
human1_HV-1_maxbin.033.fasta.contigs.fa,11.86006291539272,73.68,14.51,64.0,2203948,70360,78_2,NA,NA,1,NA,NA,substantial,high
human1_HV-17_maxbin.030.fasta.contigs.fa,19.784152958395715,83.98,13.24,0.0,3022469,9362,79_1,NA,NA,2,99.85,99.85,substantial,high
human1_HV-2_maxbin.009.fasta.contigs.fa,82.03798210457319,86.06,1.27,0.0,3863995,41555,80_1,NA,NA,9,99.89,99.80,substantial,low
human1_HC-19_maxbin.016.fasta.contigs.fa,85.3690592277645,96.61,2.74,0.0,3148553,75837,81_1,NA,NA,12,99.97,99.86,near,low
human1_D-1_maxbin.027.fasta.contigs.fa,18.76176953515986,87.93,14.81,24.0,2770381,41185,82_0,NA,NA,1,NA,NA,substantial,high
human1_D-1_metabat2.153.fa.contigs.fa,74.05967435865679,72.93,0.0,0.0,1357876,16571,83_0,NA,NA,1,NA,NA,substantial,none
