user_genome	classification	fastani_reference	fastani_reference_radius	fastani_taxonomy	fastani_ani	fastani_af	closest_placement_reference	closest_placement_radius	closest_placement_taxonomy	closest_placement_ani	closest_placement_af	pplacer_taxonomy	classification_method	note	other_related_references(genome_id,species_name,radius,ANI,AF)	msa_percent	translation_table	red_value	warnings
Bin_12_2-contigs	d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__Lachnoclostridium_A;s__	N/A	N/A	N/A	N/A	N/A	GCF_003464085.1	95.0	d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__Lachnoclostridium_A;s__Lachnoclostridium_A sp003464085	78.22	0.3	d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__Lachnoclostridium_A;s__	taxonomic classification defined by topology and ANI	N/A	GCF_900240245.1, s__Lachnoclostridium_A edouardi, 95.0, 78.55, 0.18; GCF_002160755.1, s__Lachnoclostridium_A sp002160755, 95.0, 77.78, 0.19	53.37	11	0.9573154497680461	N/A
Bin_12_3-contigs	d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Oscillospirales;f__Ruminococcaceae;g__UMGS1826;s__	N/A	N/A	N/A	N/A	N/A	GCA_900555435.1	95.0	d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Oscillospirales;f__Ruminococcaceae;g__UMGS1826;s__UMGS1826 sp900555435	77.87	0.18	d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Oscillospirales;f__Ruminococcaceae;g__;s__	taxonomic classification defined by topology and ANI	N/A	N/A	66.37	11	0.9240701143196607	N/A
Bin_12_4_1-contigs	d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Monoglobales_A;f__UBA1381;g__UBA4716;s__	N/A	N/A	N/A	N/A	N/A	GCA_900556575.1	95.0	d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Monoglobales_A;f__UBA1381;g__UBA4716;s__UBA4716 sp900556575	77.08	0.1	d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Monoglobales_A;f__UBA1381;g__UBA4716;s__	taxonomic classification defined by topology and ANI	N/A	GCA_002438865.1, s__UBA4716 sp002438865, 95.0, 77.54, 0.11	77.7	11	0.9280745233706038	N/A
Bin_12_5-contigs	d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__;s__	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__;s__	taxonomic novelty determined using RED	N/A	N/A	66.21	11	0.9106459535200737	N/A
Bin_12_6_1-contigs	d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Oscillospirales;f__Acutalibacteraceae;g__Anaeromassilibacillus;s__Anaeromassilibacillus sp002159845	GCF_002159845.1	95.0	d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Oscillospirales;f__Acutalibacteraceae;g__Anaeromassilibacillus;s__Anaeromassilibacillus sp002159845	98.84	0.96	GCF_002159845.1	95.0	d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Oscillospirales;f__Acutalibacteraceae;g__Anaeromassilibacillus;s__Anaeromassilibacillus sp002159845	98.84	0.96	d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Oscillospirales;f__Acutalibacteraceae;g__Anaeromassilibacillus;s__	taxonomic classification defined by topology and ANI	topological placement and ANI have congruent species assignments	GCF_001305115.1, s__Anaeromassilibacillus sp001305115, 95.0, 80.72, 0.59; GCF_001261775.1, s__Anaeromassilibacillus senegalensis, 95.0, 78.86, 0.4	77.69	11	N/A	N/A
Bin_12_7-contigs	d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__Lachnoclostridium_A;s__	N/A	N/A	N/A	N/A	N/A	GCF_002160755.1	95.0	d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__Lachnoclostridium_A;s__Lachnoclostridium_A sp002160755	80.79	0.57	d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__Lachnoclostridium_A;s__	taxonomic classification defined by topology and ANI	N/A	GCF_003464085.1, s__Lachnoclostridium_A sp003464085, 95.0, 77.5, 0.12; GCF_900240245.1, s__Lachnoclostridium_A edouardi, 95.0, 77.18, 0.13	91.48	11	0.9637855004644407	N/A
Bin_12_8_1-contigs	d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__Eubacterium_I;s__	N/A	N/A	N/A	N/A	N/A	GCA_001941025.1	95.0	d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__Eubacterium_I;s__Eubacterium_I sp001941025	76.65	0.12	d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__Eubacterium_I;s__	taxonomic classification defined by topology and ANI	N/A	GCF_000469345.1, s__Eubacterium_I ramulus, 95.0, 77.21, 0.14; GCF_003122485.1, s__Eubacterium_I ramulus_A, 95.0, 77.05, 0.13; GCF_902362715.1, s__Eubacterium_I sp900066595, 95.0, 76.95, 0.09; GCF_000270305.1, s__Eubacterium_I sp000270305, 95.0, 76.91, 0.13; GCA_900557275.1, s__Eubacterium_I sp900557275, 95.0, 76.89, 0.1; GCA_902797015.1, s__Eubacterium_I sp902797015, 95.0, 76.84, 0.06; GCA_900546495.1, s__Eubacterium_I sp900546495, 95.0, 76.78, 0.14	81.42	11	0.9270677305394335	N/A
Bin_12_9-contigs	d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__UBA7182;s__UBA7182 sp002160135	GCF_002160135.1	95.0	d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__UBA7182;s__UBA7182 sp002160135	97.93	0.88	GCF_002160135.1	95.0	d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__UBA7182;s__UBA7182 sp002160135	97.93	0.88	d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__UBA7182;s__	taxonomic classification defined by topology and ANI	topological placement and ANI have congruent species assignments	GCF_003480725.1, s__UBA7182 sp003480725, 95.0, 77.84, 0.19; GCA_009774145.1, s__UBA7182 sp009774145, 95.0, 77.66, 0.23; GCF_003481535.1, s__UBA7182 sp003481535, 95.0, 77.62, 0.21; GCA_009774135.1, s__UBA7182 sp009774135, 95.0, 77.55, 0.17; GCA_009774155.1, s__UBA7182 sp009774155, 95.0, 77.2, 0.18; GCA_002491115.1, s__UBA7182 sp002491115, 95.0, 77.1, 0.2; GCA_001941045.1, s__UBA7182 sp001941045, 95.0, 76.96, 0.13	80.41	11	N/A	N/A
Bin_13_1-contigs	d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Oscillospirales;f__Ruminococcaceae;g__Gemmiger;s__	N/A	N/A	N/A	N/A	N/A	GCA_900548355.1	95.0	d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Oscillospirales;f__Ruminococcaceae;g__Gemmiger;s__Gemmiger sp900548355	81.5	0.43	d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Oscillospirales;f__Ruminococcaceae;g__Gemmiger;s__	taxonomic classification defined by topology and ANI	N/A	GCA_002306375.1, s__Gemmiger sp002306375, 95.0, 83.15, 0.49; GCA_900545545.1, s__Gemmiger sp900545545, 95.0, 81.33, 0.33; GCF_000157955.1, s__Gemmiger variabilis, 95.0, 81.31, 0.36; GCA_004561545.1, s__Gemmiger sp004561545, 95.0, 81.2, 0.45; GCA_003343905.1, s__Gemmiger variabilis_C, 95.0, 80.91, 0.36; GCA_900539695.1, s__Gemmiger sp900539695, 95.0, 79.84, 0.34; GCA_004554775.1, s__Gemmiger variabilis_B, 95.0, 79.54, 0.33; GCA_900540775.1, s__Gemmiger sp900540775, 95.0, 79.39, 0.33; GCA_900540595.1, s__Gemmiger sp900540595, 95.0, 79.38, 0.31; GCF_900167555.1, s__Gemmiger formicilis, 95.0, 79.24, 0.33; GCF_003324125.1, s__Gemmiger qucibialis, 95.0, 79.13, 0.3; GCA_900772715.1, s__Gemmiger sp900772715, 95.0, 79.04, 0.34; GCA_004552305.1, s__Gemmiger variabilis_A, 95.0, 78.65, 0.37; GCA_900554145.1, s__Gemmiger sp900554145, 95.0, 78.6, 0.34; GCA_900556255.1, s__Gemmiger sp900556255, 95.0, 78.37, 0.35; GCA_004555405.1, s__Gemmiger sp004555405, 95.0, 77.26, 0.16	67.86	11	0.9824839162569049	N/A
Bin_13_10-contigs	d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Oscillospirales;f__Oscillospiraceae;g__Dysosmobacter;s__Dysosmobacter sp900556925	GCA_900556925.1	95.0	d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Oscillospirales;f__Oscillospiraceae;g__Dysosmobacter;s__Dysosmobacter sp900556925	97.2	0.67	GCA_900556925.1	95.0	d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Oscillospirales;f__Oscillospiraceae;g__Dysosmobacter;s__Dysosmobacter sp900556925	97.2	0.67	d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Oscillospirales;f__Oscillospiraceae;g__Dysosmobacter;s__	taxonomic classification defined by topology and ANI	topological placement and ANI have congruent species assignments	GCF_005121165.1, s__Dysosmobacter welbionis, 95.0, 87.5, 0.76; GCA_900544955.1, s__Dysosmobacter sp900544955, 95.0, 82.79, 0.53; GCA_900770295.1, s__Dysosmobacter sp900770295, 95.0, 82.61, 0.54; GCA_004558115.1, s__Dysosmobacter sp004558115, 95.0, 82.18, 0.45; GCA_900551885.1, s__Dysosmobacter sp900551885, 95.0, 82.13, 0.49; GCA_900548505.1, s__Dysosmobacter sp900548505, 95.0, 81.92, 0.49; GCA_000436875.1, s__Dysosmobacter sp000436875, 95.0, 81.59, 0.49; GCA_900546705.1, s__Dysosmobacter sp900546705, 95.0, 81.52, 0.48; GCA_900554425.1, s__Dysosmobacter sp900554425, 95.0, 81.46, 0.49; GCA_900752075.1, s__Dysosmobacter sp900752075, 95.0, 81.34, 0.34; GCF_000403435.2, s__Dysosmobacter sp000403435, 95.0, 81.28, 0.53; GCA_900550685.1, s__Dysosmobacter sp900550685, 95.0, 80.44, 0.37; GCA_009773995.1, s__Dysosmobacter sp009773995, 95.0, 80.24, 0.41; GCA_009774015.1, s__Dysosmobacter sp009774015, 95.0, 80.19, 0.41; GCA_004553545.1, s__Dysosmobacter sp004553545, 95.0, 80.13, 0.4; GCA_900763685.1, s__Dysosmobacter sp900763685, 95.0, 80.02, 0.35; GCF_014297375.1, s__Dysosmobacter sp014297375, 95.0, 79.37, 0.34; GCF_014297285.1, s__Dysosmobacter sp001916835, 95.0, 79.32, 0.4; GCA_900544105.1, s__Dysosmobacter sp900544105, 95.0, 79.28, 0.32; GCA_900544615.1, s__Dysosmobacter sp900544615, 95.0, 79.13, 0.36; GCF_900115635.1, s__Dysosmobacter sp900115635, 95.0, 78.88, 0.35; GCA_900542115.1, s__Dysosmobacter sp900542115, 95.0, 78.29, 0.29	51.9	11	N/A	N/A
Bin_13_2-contigs	d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__Mediterraneibacter;s__	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__Mediterraneibacter;s__	taxonomic classification defined by topology and ANI	N/A	GCA_900555215.1, s__Mediterraneibacter sp900555215, 95.0, 84.2, 0.65; GCF_002161355.1, s__Mediterraneibacter sp002161355, 95.0, 82.7, 0.65; GCF_900751785.1, s__Mediterraneibacter sp900751785, 95.0, 79.68, 0.36; GCF_900761655.1, s__Mediterraneibacter sp900761655, 95.0, 79.66, 0.39; GCF_002159505.1, s__Mediterraneibacter sp002159505, 95.0, 79.0, 0.37; GCF_900120155.1, s__Mediterraneibacter sp900120155, 95.0, 78.78, 0.36; GCF_002160525.1, s__Mediterraneibacter sp002160525, 95.0, 78.58, 0.32; GCA_002314255.1, s__Mediterraneibacter sp002314255, 95.0, 78.49, 0.35; GCA_900553885.1, s__Mediterraneibacter sp900553885, 95.0, 78.04, 0.25; GCF_000153925.1, s__Mediterraneibacter torques, 95.0, 77.99, 0.19; GCA_900541505.1, s__Mediterraneibacter sp900541505, 95.0, 77.7, 0.17; GCF_900752395.1, s__Mediterraneibacter sp900752395, 95.0, 77.65, 0.23; GCF_001312505.1, s__Mediterraneibacter faecis, 95.0, 77.61, 0.16; GCF_000155205.1, s__Mediterraneibacter lactaris, 95.0, 77.46, 0.15; GCF_014287475.1, s__Mediterraneibacter sp014287475, 95.0, 77.22, 0.14; GCF_001487105.1, s__Mediterraneibacter massiliensis, 95.0, 77.2, 0.14	59.08	11	0.983990158906092	Genome not assigned to closest species as it falls outside its pre-defined ANI radius
Bin_13_3_1-contigs	d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Oscillospirales;f__Oscillospiraceae;g__Flavonifractor;s__Flavonifractor sp002161085	GCF_002161085.1	95.0	d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Oscillospirales;f__Oscillospiraceae;g__Flavonifractor;s__Flavonifractor sp002161085	96.51	0.82	GCF_002161085.1	95.0	d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Oscillospirales;f__Oscillospiraceae;g__Flavonifractor;s__Flavonifractor sp002161085	96.51	0.82	d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Oscillospirales;f__Oscillospiraceae;g__Flavonifractor;s__	taxonomic classification defined by topology and ANI	topological placement and ANI have congruent species assignments	GCF_002159265.1, s__Flavonifractor sp002159265, 95.0, 88.17, 0.69; GCF_900626285.1, s__Flavonifractor massiliensis_A, 95.0, 84.23, 0.61; GCF_002159455.1, s__Flavonifractor sp002159455, 95.0, 83.73, 0.58; GCF_002161215.1, s__Flavonifractor sp002161215, 95.0, 83.31, 0.58; GCF_000239295.1, s__Flavonifractor plautii, 95.0, 82.46, 0.52; GCF_000508885.1, s__Flavonifractor sp000508885, 95.0, 82.27, 0.37; GCF_014281125.1, s__Flavonifractor gabonensis, 95.0, 80.16, 0.4; GCF_014287895.1, s__Flavonifractor sp900549795, 95.0, 80.15, 0.46	80.15	11	N/A	N/A
Bin_13_4_1-contigs	d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Oscillospirales;f__Oscillospiraceae;g__Flavonifractor;s__Flavonifractor plautii	GCF_000239295.1	95.0	d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Oscillospirales;f__Oscillospiraceae;g__Flavonifractor;s__Flavonifractor plautii	98.48	0.82	N/A	N/A	N/A	N/A	N/A	d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Oscillospirales;f__Oscillospiraceae;g__Flavonifractor;s__	ANI	topological placement and ANI have incongruent species assignments	GCF_000239295.1, s__Flavonifractor plautii, 95.0, 98.48, 0.82; GCF_000508885.1, s__Flavonifractor sp000508885, 95.0, 98.16, 0.6; GCF_002161215.1, s__Flavonifractor sp002161215, 95.0, 85.58, 0.59; GCF_900626285.1, s__Flavonifractor massiliensis_A, 95.0, 83.32, 0.5; GCF_002159455.1, s__Flavonifractor sp002159455, 95.0, 82.97, 0.49; GCF_002159265.1, s__Flavonifractor sp002159265, 95.0, 82.92, 0.46; GCF_002161085.1, s__Flavonifractor sp002161085, 95.0, 82.45, 0.45; GCF_014287895.1, s__Flavonifractor sp900549795, 95.0, 80.77, 0.4; GCF_014281125.1, s__Flavonifractor gabonensis, 95.0, 80.63, 0.42	71.89	11	N/A	Genome has more than 11.7% of markers with multiple hits
Bin_13_5_1-contigs	d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Oscillospirales;f__Oscillospiraceae;g__Pseudoflavonifractor;s__	N/A	N/A	N/A	N/A	N/A	GCF_000169255.2	95.0	d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Oscillospirales;f__Oscillospiraceae;g__Pseudoflavonifractor;s__Pseudoflavonifractor capillosus	92.88	0.71	d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Oscillospirales;f__Oscillospiraceae;g__Pseudoflavonifractor;s__	taxonomic classification defined by topology and ANI	N/A	GCF_014287675.1, s__Pseudoflavonifractor sp014287675, 95.0, 81.47, 0.46; GCA_900079765.1, s__Pseudoflavonifractor sp900079765, 95.0, 78.82, 0.29	75.24	11	0.9947993192225631	Genome not assigned to closest species as it falls outside its pre-defined ANI radius
Bin_13_6-contigs	d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__Eisenbergiella;s__Eisenbergiella sp900544445	GCA_900544445.1	95.0	d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__Eisenbergiella;s__Eisenbergiella sp900544445	96.77	0.9	GCA_900544445.1	95.0	d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__Eisenbergiella;s__Eisenbergiella sp900544445	96.77	0.9	d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__Eisenbergiella;s__	taxonomic classification defined by topology and ANI	topological placement and ANI have congruent species assignments	GCF_001881565.1, s__Eisenbergiella tayi, 95.0, 78.16, 0.22; GCF_003478085.1, s__Eisenbergiella sp003478085, 95.0, 78.13, 0.25; GCF_900243045.1, s__Eisenbergiella massiliensis, 95.0, 78.0, 0.29; GCA_900548905.1, s__Eisenbergiella sp900548905, 95.0, 77.88, 0.26; GCA_900555195.1, s__Eisenbergiella sp900555195, 95.0, 77.65, 0.23; GCA_003343625.1, s__Eisenbergiella sp003343625, 95.0, 77.55, 0.12; GCF_003481005.1, s__Eisenbergiella sp900066775, 95.0, 77.48, 0.12; GCA_900539715.1, s__Eisenbergiella sp900539715, 95.0, 76.92, 0.09; GCA_900550285.1, s__Eisenbergiella sp900550285, 95.0, 76.35, 0.11; GCA_002361095.1, s__Eisenbergiella sp002361095, 95.0, 76.26, 0.06	43.12	11	N/A	N/A
Bin_13_7-contigs	d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Oscillospirales;f__Oscillospiraceae;g__Flavonifractor;s__Flavonifractor sp002161215	GCF_002161215.1	95.0	d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Oscillospirales;f__Oscillospiraceae;g__Flavonifractor;s__Flavonifractor sp002161215	96.1	0.82	GCF_002161215.1	95.0	d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Oscillospirales;f__Oscillospiraceae;g__Flavonifractor;s__Flavonifractor sp002161215	96.1	0.82	d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Oscillospirales;f__Oscillospiraceae;g__Flavonifractor;s__	taxonomic classification defined by topology and ANI	topological placement and ANI have congruent species assignments	GCF_000239295.1, s__Flavonifractor plautii, 95.0, 85.37, 0.68; GCF_000508885.1, s__Flavonifractor sp000508885, 95.0, 84.39, 0.47; GCF_900626285.1, s__Flavonifractor massiliensis_A, 95.0, 83.95, 0.63; GCF_002159455.1, s__Flavonifractor sp002159455, 95.0, 83.77, 0.62; GCF_002159265.1, s__Flavonifractor sp002159265, 95.0, 83.67, 0.62; GCF_002161085.1, s__Flavonifractor sp002161085, 95.0, 82.61, 0.57; GCF_014281125.1, s__Flavonifractor gabonensis, 95.0, 80.43, 0.46; GCF_014287895.1, s__Flavonifractor sp900549795, 95.0, 80.38, 0.53	58.69	11	N/A	N/A
Bin_13_8-contigs	d__Bacteria;p__Actinobacteriota;c__Coriobacteriia;o__Coriobacteriales;f__Eggerthellaceae;g__Rubneribacter;s__Rubneribacter badeniensis	GCF_002899695.1	95.0	d__Bacteria;p__Actinobacteriota;c__Coriobacteriia;o__Coriobacteriales;f__Eggerthellaceae;g__Rubneribacter;s__Rubneribacter badeniensis	97.73	0.8	GCF_002899695.1	95.0	d__Bacteria;p__Actinobacteriota;c__Coriobacteriia;o__Coriobacteriales;f__Eggerthellaceae;g__Rubneribacter;s__Rubneribacter badeniensis	97.73	0.8	d__Bacteria;p__Actinobacteriota;c__Coriobacteriia;o__Coriobacteriales;f__Eggerthellaceae;g__Rubneribacter;s__	taxonomic classification defined by topology and ANI	topological placement and ANI have congruent species assignments	GCF_002159915.1, s__Rubneribacter sp002159915, 95.0, 88.92, 0.74	83.52	11	N/A	N/A
Bin_13_9_1-contigs	d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Oscillospirales;f__Oscillospiraceae;g__UBA5446;s__UBA5446 sp900543085	GCA_900543085.1	95.0	d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Oscillospirales;f__Oscillospiraceae;g__UBA5446;s__UBA5446 sp900543085	97.51	0.76	GCA_900543085.1	95.0	d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Oscillospirales;f__Oscillospiraceae;g__UBA5446;s__UBA5446 sp900543085	97.51	0.76	d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Oscillospirales;f__Oscillospiraceae;g__UBA5446;s__	taxonomic classification defined by topology and ANI	topological placement and ANI have congruent species assignments	GCA_900759385.1, s__UBA5446 sp900759385, 95.0, 85.52, 0.57; GCA_900544765.1, s__UBA5446 sp900544765, 95.0, 84.47, 0.57; GCA_900545405.1, s__UBA5446 sp900545405, 95.0, 81.57, 0.46; GCA_900546485.1, s__UBA5446 sp900546485, 95.0, 80.77, 0.37; GCA_900544295.1, s__UBA5446 sp900544295, 95.0, 80.56, 0.39; GCA_900546615.1, s__UBA5446 sp900546615, 95.0, 80.16, 0.36; GCA_004553625.1, s__UBA5446 sp004553625, 95.0, 79.82, 0.34; GCA_900752445.1, s__UBA5446 sp900752445, 95.0, 79.66, 0.4; GCA_002427465.1, s__UBA5446 sp002427465, 95.0, 76.61, 0.12; GCA_012513005.1, s__UBA5446 sp012513005, 95.0, 76.38, 0.04	76.28	11	N/A	Genome has more than 16.7% of markers with multiple hits
Bin_14_1-contigs	d__Bacteria;p__Firmicutes;c__Bacilli;o__Bacillales_B;f__Bacillaceae_C;g__Siminovitchia;s__Siminovitchia terrae	GCF_003605405.2	95.0	d__Bacteria;p__Firmicutes;c__Bacilli;o__Bacillales_B;f__Bacillaceae_C;g__Siminovitchia;s__Siminovitchia terrae	99.25	0.95	GCF_003605405.2	95.0	d__Bacteria;p__Firmicutes;c__Bacilli;o__Bacillales_B;f__Bacillaceae_C;g__Siminovitchia;s__Siminovitchia terrae	99.25	0.95	d__Bacteria;p__Firmicutes;c__Bacilli;o__Bacillales_B;f__Bacillaceae_C;g__Siminovitchia;s__	taxonomic classification defined by topology and ANI	topological placement and ANI have congruent species assignments	GCF_009928435.1, s__Siminovitchia sp009928435, 95.0, 90.9, 0.78; GCF_003605365.2, s__Siminovitchia fortis, 95.0, 83.79, 0.68; GCF_000374565.1, s__Siminovitchia fordii, 95.0, 83.46, 0.65; GCF_900636945.1, s__Siminovitchia freudenreichii, 95.0, 80.62, 0.48; GCF_001989355.1, s__Siminovitchia sp001989355, 95.0, 78.34, 0.17	95.1	11	N/A	N/A
Bin_14_2_1-contigs	d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__Enterocloster;s__Enterocloster aldenensis	GCF_003434055.1	95.0	d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__Enterocloster;s__Enterocloster aldenensis	98.65	0.82	GCF_003434055.1	95.0	d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__Enterocloster;s__Enterocloster aldenensis	98.65	0.82	d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__Enterocloster;s__	taxonomic classification defined by topology and ANI	topological placement and ANI have congruent species assignments	GCF_000155435.1, s__Enterocloster sp000155435, 95.0, 90.83, 0.75; GCF_000233455.1, s__Enterocloster citroniae, 95.0, 81.78, 0.52; GCF_000424325.1, s__Enterocloster clostridioformis_A, 95.0, 81.58, 0.45; GCF_900113155.1, s__Enterocloster clostridioformis, 95.0, 80.88, 0.39; GCF_002234575.2, s__Enterocloster bolteae, 95.0, 80.62, 0.4; GCF_005845215.1, s__Enterocloster sp005845215, 95.0, 80.38, 0.38; GCA_001304855.1, s__Enterocloster sp001304855, 95.0, 79.08, 0.3; GCF_013282095.1, s__Enterocloster sp900538485, 95.0, 78.79, 0.2; GCF_009696375.1, s__Enterocloster sp900540675, 95.0, 78.74, 0.21; GCF_900753815.1, s__Enterocloster sp900753815, 95.0, 78.69, 0.31; GCF_003473545.1, s__Enterocloster sp000431375, 95.0, 78.62, 0.15; GCF_900770345.1, s__Enterocloster sp900770345, 95.0, 78.49, 0.22; GCA_900549235.1, s__Enterocloster sp900549235, 95.0, 78.31, 0.29; GCA_900555045.1, s__Enterocloster sp900555045, 95.0, 78.29, 0.21; GCF_001517625.2, s__Enterocloster sp001517625, 95.0, 78.21, 0.22; GCA_900543885.1, s__Enterocloster sp900543885, 95.0, 78.17, 0.16; GCF_000158075.1, s__Enterocloster asparagiformis, 95.0, 78.12, 0.21; GCF_902364025.1, s__Enterocloster lavalensis, 95.0, 78.1, 0.23; GCA_900551225.1, s__Enterocloster sp900551225, 95.0, 77.98, 0.23; GCF_900759225.1, s__Enterocloster sp900759225, 95.0, 77.73, 0.31; GCA_900541315.1, s__Enterocloster sp900541315, 95.0, 77.64, 0.16; GCA_900555905.1, s__Enterocloster sp900555905, 95.0, 77.3, 0.19; GCA_900547035.1, s__Enterocloster sp900547035, 95.0, 77.2, 0.17	91.09	11	N/A	N/A
