genome,score,completeness,contamination,strain_heterogeneity,size,N50,cluster,taxonomy,tax_confidence,cluster_members,closest_cluster_member,furthest_cluster_member,completeness_metric,contamination_metric
human1_concoct_10_refined_2_Bin_6_11-contigs.fa,92.8375550466721,96.64,1.11,33.33,5725674,51902,70_0,NA,NA,1,NA,NA,near,low
human1_concoct_10_refined_2_Bin_8_6_1-contigs.fa,73.16192387711442,80.29,1.79,50.0,5276938,6514,71_0,NA,NA,1,NA,NA,substantial,low
human1_concoct_10_refined_2_Bin_8_1-contigs.fa,78.58382233966508,90.46,2.76,33.33,5750593,9286,72_0,NA,NA,1,NA,NA,near,low
human1_D-1_maxbin.056.fasta.contigs.fa,65.22937019194943,86.06,4.64,0.0,2425609,50032,73_1,NA,NA,2,99.97,99.97,substantial,low
human1_HC-2_maxbin.027.fasta.contigs.fa,90.39167300507772,87.97,0.0,0.0,2754317,63672,74_1,NA,NA,14,99.99,99.94,substantial,none
human1_HC-24_maxbin.028.fasta.contigs.fa,96.09220306594878,93.37,0.0,0.0,3478383,253943,75_1,NA,NA,11,99.99,99.96,near,none
human1_concoct_10_refined_2_Bin_2_19-contigs.fa,86.27151900175134,89.22,0.95,50.0,2825025,41024,76_0,NA,NA,1,NA,NA,substantial,low
human1_concoct_10_refined_2_Bin_2_8_1-contigs.fa,89.96284934173114,90.13,0.32,0.0,3200917,66942,77_0,NA,NA,1,NA,NA,near,low
human1_HV-11_maxbin.014.fasta.contigs.fa,95.71043378232989,95.19,0.38,0.0,3198178,63565,78_1,NA,NA,10,99.95,99.79,near,low
human1_HC-18_maxbin.014.fasta.contigs.fa,98.1321545739528,95.89,0.0,0.0,2869307,28279,79_1,NA,NA,11,99.88,99.05,near,none
human1_HC-13_maxbin.018.fasta.contigs.fa,93.85335038710792,97.68,1.27,0.0,3193968,103869,80_1,NA,NA,17,99.97,97.97,near,low
human1_HC-17_maxbin.021.fasta.contigs.fa,83.98278298546441,89.08,1.52,0.0,5365349,92640,81_1,NA,NA,23,99.99,99.88,substantial,low
human1_HC-3_maxbin.003.fasta.contigs.fa,90.43619745338891,97.87,2.09,28.57,3505196,62972,82_1,NA,NA,26,99.98,99.85,near,low
human1_concoct_10_refined_2_Bin_2_24_1-contigs.fa,89.7385966235896,97.47,1.9,33.33,2672466,17008,83_0,NA,NA,1,NA,NA,near,low
human1_HC-23_maxbin.034.fasta.contigs.fa,62.441890204205535,72.78,2.59,11.11,1541579,42488,84_1,NA,NA,2,99.00,99.00,substantial,low
human1_concoct_10_refined_2_Bin_5_10_1-contigs.fa,83.89679469495637,91.42,2.27,71.43,2497863,23615,85_1,NA,NA,9,99.94,99.74,near,low
human1_concoct_10_refined_2_Bin_2_3-contigs.fa,75.66165113928383,82.39,1.66,25.0,2346947,18763,86_0,NA,NA,1,NA,NA,substantial,low
human1_concoct_10_refined_2_Bin_2_6-contigs.fa,86.7836182651367,89.47,1.13,50.0,2829429,57561,87_1,NA,NA,2,99.86,99.86,substantial,low
human1_concoct_10_refined_2_Bin_2_5_1-contigs.fa,92.73710300894938,90.49,0.03,100.0,2863464,50139,88_1,NA,NA,3,99.79,99.61,near,low
human1_concoct_10_refined_2_Bin_2_11_1-contigs.fa,80.69553026565941,94.0,2.96,0.0,2409443,89343,89_0,NA,NA,1,NA,NA,near,low
human1_concoct_10_refined_2_Bin_4_7-contigs.fa,76.57263884393166,89.15,3.22,40.0,2827277,26960,90_1,NA,NA,2,99.93,99.93,substantial,low
human1_concoct_10_refined_2_Bin_2_25-contigs.fa,82.69547763065091,92.17,2.22,16.67,2811206,29567,91_0,NA,NA,1,NA,NA,near,low
human1_concoct_10_refined_2_Bin_2_7-contigs.fa,80.2456642102104,84.22,1.27,0.0,3102696,51634,92_1,NA,NA,3,99.92,99.92,substantial,low
human1_HV-2_maxbin.009.fasta.contigs.fa,82.03793451998986,86.06,1.27,0.0,3863995,41555,93_1,NA,NA,10,99.89,99.80,substantial,low
human1_concoct_10_refined_2_Bin_2_16-contigs.fa,79.44816556799198,80.28,0.53,100.0,2837056,34382,94_0,NA,NA,1,NA,NA,substantial,low
human1_HC-19_maxbin.016.fasta.contigs.fa,85.36901762314328,96.61,2.74,0.0,3148553,75837,95_1,NA,NA,13,99.97,99.86,near,low
human1_HC-21_maxbin.012.fasta.contigs.fa,93.89127829447,98.28,1.36,0.0,3490136,60882,96_1,NA,NA,12,99.97,99.69,near,low
human1_HV-1_maxbin.033.fasta.contigs.fa,11.86006291539272,73.68,14.51,64.0,2203948,70360,96_2,NA,NA,1,NA,NA,substantial,high
human1_concoct_10_refined_2_Bin_2_10-contigs.fa,70.8953629415374,78.23,1.89,50.0,2703888,19986,97_0,NA,NA,1,NA,NA,substantial,low
human1_concoct_10_refined_2_Bin_9_27-contigs.fa,88.58041447597698,90.29,0.85,0.0,5780685,110054,98_1,NA,NA,2,99.96,99.96,near,low
human1_concoct_10_refined_2_Bin_6_13-contigs.fa,93.3452206904085,95.89,0.95,66.67,6308431,126973,99_0,NA,NA,1,NA,NA,near,low
human1_concoct_10_refined_2_Bin_2_26-contigs.fa,66.02625394987447,70.47,1.38,0.0,2565007,74723,100_1,NA,NA,3,99.97,99.94,substantial,low
human1_concoct_10_refined_2_Bin_2_1-contigs.fa,91.67930647387996,91.96,0.29,0.0,3002004,19889,101_0,NA,NA,1,NA,NA,near,low
human1_concoct_10_refined_2_Bin_4_9_1-contigs.fa,90.53294855622931,92.12,0.92,66.67,2905871,57554,102_1,NA,NA,2,99.95,99.95,near,low
human1_HV-3_maxbin.016.fasta.contigs.fa,100.02808114628,97.32,0.0,0.0,2694397,237969,103_1,NA,NA,24,100.00,99.96,near,none
human1_concoct_10_refined_2_Bin_4_10-contigs.fa,89.22095575519987,96.2,2.14,60.0,2501960,68390,104_1,NA,NA,4,99.98,99.93,near,low
human1_HV-12_maxbin.006.fasta.contigs.fa,87.50157196618109,97.1,2.48,12.5,3052451,88037,105_1,NA,NA,9,99.97,99.88,near,low
human1_HC-21_maxbin.005.fasta.contigs.fa,92.65072883638574,90.1,0.0,0.0,2685372,115492,106_1,NA,NA,18,99.99,99.84,near,none
human1_HV-6_maxbin.002.fasta.contigs.fa,81.31937782778374,81.24,0.48,0.0,1799985,83628,106_2,NA,NA,5,99.97,99.45,substantial,low
human1_concoct_10_refined_2_Bin_4_13_1-contigs.fa,92.40470407300336,97.83,1.59,0.0,2686037,102564,107_1,NA,NA,6,99.96,99.79,near,low
human1_concoct_10_refined_2_Bin_3_2_1-contigs.fa,86.54460040837557,86.31,0.24,0.0,2947848,67484,108_0,NA,NA,1,NA,NA,substantial,low
human1_concoct_10_refined_2_Bin_2_18_1-contigs.fa,85.07765419733731,83.89,0.02,100.0,2868629,31283,109_0,NA,NA,1,NA,NA,substantial,low
human1_concoct_10_refined_2_Bin_2_20-contigs.fa,78.45549885815532,86.12,1.92,50.0,2928968,8147,110_0,NA,NA,1,NA,NA,substantial,low
human1_concoct_10_refined_2_Bin_2_17-contigs.fa,77.53263195861607,87.18,2.22,0.0,2527434,73327,111_0,NA,NA,1,NA,NA,substantial,low
human1_concoct_10_refined_2_Bin_9_26_1-contigs.fa,94.26836979346812,94.28,0.32,0.0,3853741,137006,112_0,NA,NA,1,NA,NA,near,low
human1_concoct_10_refined_2_Bin_3_7-contigs.fa,86.95749884720128,93.29,1.92,60.0,2149233,15999,113_1,NA,NA,6,99.53,99.22,near,low
human1_concoct_10_refined_2_Bin_3_8_1-contigs.fa,74.36695229623747,73.16,0.0,0.0,2043702,23654,114_0,NA,NA,1,NA,NA,substantial,none
human1_HC-13_maxbin.020.fasta.contigs.fa,60.91041935355923,70.47,2.34,0.0,3169218,18136,115_1,NA,NA,2,99.11,99.11,substantial,low
human1_concoct_10_refined_2_Bin_2_13-contigs.fa,78.6011148562322,93.95,3.69,50.0,2903386,29664,116_0,NA,NA,1,NA,NA,near,low
human1_concoct_10_refined_2_Bin_2_12-contigs.fa,73.63035207629805,83.42,2.74,100.0,2185302,19985,117_0,NA,NA,1,NA,NA,substantial,low
human1_concoct_10_refined_2_Bin_2_23-contigs.fa,66.51375133492745,85.7,4.77,77.78,2274661,7367,118_0,NA,NA,1,NA,NA,substantial,low
human1_concoct_10_refined_2_Bin_3_4-contigs.fa,75.91893562266759,81.94,1.69,75.0,2603705,19181,119_0,NA,NA,1,NA,NA,substantial,low
human1_HV-17_maxbin.015.fasta.contigs.fa,64.54457338143492,78.01,3.16,0.0,3253081,44957,120_1,NA,NA,4,99.90,98.23,substantial,low
human1_concoct_10_refined_2_Bin_2_9-contigs.fa,76.74042906598557,75.59,0.0,0.0,2280065,18233,121_0,NA,NA,1,NA,NA,substantial,none
human1_D-1_maxbin.027.fasta.contigs.fa,18.76176953515986,87.93,14.81,24.0,2770381,41185,122_0,NA,NA,1,NA,NA,substantial,high
human1_concoct_10_refined_2_Bin_3_3-contigs.fa,89.28554777343501,88.99,0.22,50.0,2059114,33970,123_0,NA,NA,1,NA,NA,substantial,low
human1_HV-11_maxbin.015.fasta.contigs.fa,92.58427327117116,96.52,1.27,0.0,3665874,61601,124_1,NA,NA,4,99.97,99.92,near,low
human1_HC-23_maxbin.021.fasta.contigs.fa,98.48432341522305,96.49,0.1,50.0,2428085,70706,125_1,NA,NA,14,99.98,99.92,near,low
human1_concoct_10_refined_2_Bin_2_15-contigs.fa,66.1468572633917,77.23,2.44,9.09,2029068,5625,126_0,NA,NA,1,NA,NA,substantial,low
