user_genome	classification	fastani_reference	fastani_reference_radius	fastani_taxonomy	fastani_ani	fastani_af	closest_placement_reference	closest_placement_radius	closest_placement_taxonomy	closest_placement_ani	closest_placement_af	pplacer_taxonomy	classification_method	note	other_related_references(genome_id,species_name,radius,ANI,AF)	msa_percent	translation_table	red_value	warnings
maxbin_080_fasta_contigs-contigs	d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__Enterocloster;s__	N/A	N/A	N/A	N/A	N/A	GCA_900549235.1	95.0	d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__Enterocloster;s__Enterocloster sp900549235	77.77	0.21	d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__Enterocloster;s__	taxonomic classification defined by topology and ANI	N/A	GCA_900547035.1, s__Enterocloster sp900547035, 95.0, 78.37, 0.22; GCF_902364025.1, s__Enterocloster lavalensis, 95.0, 78.33, 0.23; GCF_900753815.1, s__Enterocloster sp900753815, 95.0, 78.16, 0.24; GCF_000155435.1, s__Enterocloster sp000155435, 95.0, 78.02, 0.22; GCF_900770345.1, s__Enterocloster sp900770345, 95.0, 77.98, 0.21; GCF_000158075.1, s__Enterocloster asparagiformis, 95.0, 77.96, 0.24; GCA_900555045.1, s__Enterocloster sp900555045, 95.0, 77.94, 0.22; GCF_013282095.1, s__Enterocloster sp900538485, 95.0, 77.88, 0.19; GCF_005845215.1, s__Enterocloster sp005845215, 95.0, 77.83, 0.25; GCF_002234575.2, s__Enterocloster bolteae, 95.0, 77.82, 0.24; GCF_900113155.1, s__Enterocloster clostridioformis, 95.0, 77.82, 0.23; GCF_001517625.2, s__Enterocloster sp001517625, 95.0, 77.74, 0.18; GCA_001304855.1, s__Enterocloster sp001304855, 95.0, 77.6, 0.19; GCF_003434055.1, s__Enterocloster aldenensis, 95.0, 77.56, 0.22; GCF_000424325.1, s__Enterocloster clostridioformis_A, 95.0, 77.55, 0.23; GCA_900555905.1, s__Enterocloster sp900555905, 95.0, 77.54, 0.16; GCF_000233455.1, s__Enterocloster citroniae, 95.0, 77.49, 0.22; GCA_900543885.1, s__Enterocloster sp900543885, 95.0, 77.41, 0.12; GCF_900759225.1, s__Enterocloster sp900759225, 95.0, 77.38, 0.23; GCF_009696375.1, s__Enterocloster sp900540675, 95.0, 77.38, 0.12; GCF_003473545.1, s__Enterocloster sp000431375, 95.0, 77.28, 0.12; GCA_900551225.1, s__Enterocloster sp900551225, 95.0, 77.2, 0.16; GCA_900541315.1, s__Enterocloster sp900541315, 95.0, 77.14, 0.11	83.05	11	0.9477572714561189	N/A
maxbin_081_fasta_contigs-contigs	d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__Lachnoclostridium_B;s__Lachnoclostridium_B phocaeensis	GCF_900120345.1	95.0	d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__Lachnoclostridium_B;s__Lachnoclostridium_B phocaeensis	97.71	0.86	GCF_900120345.1	95.0	d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__Lachnoclostridium_B;s__Lachnoclostridium_B phocaeensis	97.71	0.86	d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__Lachnoclostridium_B;s__	taxonomic classification defined by topology and ANI	topological placement and ANI have congruent species assignments	GCF_002160985.1, s__Lachnoclostridium_B sp002160985, 95.0, 88.66, 0.81; GCF_000765215.1, s__Lachnoclostridium_B sp000765215, 95.0, 86.97, 0.79; GCA_900543315.1, s__Lachnoclostridium_B sp900543315, 95.0, 78.52, 0.26; GCF_902362865.1, s__Lachnoclostridium_B sp900066765, 95.0, 77.08, 0.11; GCF_003477705.1, s__Lachnoclostridium_B sp900066555, 95.0, 76.64, 0.09	71.13	11	N/A	Genome has more than 11.7% of markers with multiple hits
maxbin_082_fasta_contigs-contigs	d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Oscillospirales;f__Oscillospiraceae;g__Flavonifractor;s__	N/A	N/A	N/A	N/A	N/A	GCF_002161215.1	95.0	d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Oscillospirales;f__Oscillospiraceae;g__Flavonifractor;s__Flavonifractor sp002161215	88.16	0.61	d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Oscillospirales;f__Oscillospiraceae;g__Flavonifractor;s__	taxonomic classification defined by topology and ANI	N/A	GCF_000239295.1, s__Flavonifractor plautii, 95.0, 85.72, 0.54; GCF_000508885.1, s__Flavonifractor sp000508885, 95.0, 84.79, 0.38; GCF_900626285.1, s__Flavonifractor massiliensis_A, 95.0, 83.63, 0.49; GCF_002159455.1, s__Flavonifractor sp002159455, 95.0, 83.52, 0.48; GCF_002159265.1, s__Flavonifractor sp002159265, 95.0, 83.36, 0.48; GCF_002161085.1, s__Flavonifractor sp002161085, 95.0, 82.36, 0.48; GCF_014287895.1, s__Flavonifractor sp900549795, 95.0, 81.1, 0.4; GCF_014281125.1, s__Flavonifractor gabonensis, 95.0, 80.64, 0.42	68.24	11	0.9833015914357253	Genome has more than 11.7% of markers with multiple hits
maxbin_083_fasta_sub_contigs-contigs	d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Oscillospirales;f__Oscillospiraceae;g__Dysosmobacter;s__	N/A	N/A	N/A	N/A	N/A	GCA_900544955.1	95.0	d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Oscillospirales;f__Oscillospiraceae;g__Dysosmobacter;s__Dysosmobacter sp900544955	82.18	0.44	d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Oscillospirales;f__Oscillospiraceae;g__Dysosmobacter;s__	taxonomic classification defined by topology and ANI	N/A	GCA_900548505.1, s__Dysosmobacter sp900548505, 95.0, 81.49, 0.42; GCA_000436875.1, s__Dysosmobacter sp000436875, 95.0, 81.26, 0.44; GCA_900546705.1, s__Dysosmobacter sp900546705, 95.0, 81.24, 0.43; GCA_004558115.1, s__Dysosmobacter sp004558115, 95.0, 81.24, 0.41; GCA_900770295.1, s__Dysosmobacter sp900770295, 95.0, 81.21, 0.34; GCA_900752075.1, s__Dysosmobacter sp900752075, 95.0, 80.95, 0.33; GCA_900551885.1, s__Dysosmobacter sp900551885, 95.0, 80.72, 0.4; GCF_005121165.1, s__Dysosmobacter welbionis, 95.0, 80.67, 0.32; GCA_900554425.1, s__Dysosmobacter sp900554425, 95.0, 80.54, 0.45; GCA_900556925.1, s__Dysosmobacter sp900556925, 95.0, 80.51, 0.37; GCF_000403435.2, s__Dysosmobacter sp000403435, 95.0, 79.69, 0.3; GCA_900550685.1, s__Dysosmobacter sp900550685, 95.0, 79.68, 0.37; GCF_014297375.1, s__Dysosmobacter sp014297375, 95.0, 79.48, 0.25; GCA_009774015.1, s__Dysosmobacter sp009774015, 95.0, 79.47, 0.3; GCA_004553545.1, s__Dysosmobacter sp004553545, 95.0, 79.24, 0.29; GCA_009773995.1, s__Dysosmobacter sp009773995, 95.0, 79.22, 0.3; GCF_014297285.1, s__Dysosmobacter sp001916835, 95.0, 79.21, 0.24; GCA_900544105.1, s__Dysosmobacter sp900544105, 95.0, 79.16, 0.26; GCA_900763685.1, s__Dysosmobacter sp900763685, 95.0, 79.05, 0.29; GCF_900115635.1, s__Dysosmobacter sp900115635, 95.0, 79.03, 0.26; GCA_900544615.1, s__Dysosmobacter sp900544615, 95.0, 78.86, 0.31; GCA_900542115.1, s__Dysosmobacter sp900542115, 95.0, 78.69, 0.3	57.47	11	0.9714207015860478	Genome has more than 26.7% of markers with multiple hits
maxbin_084_fasta_contigs-contigs	d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__UC5-1-2E3;s__UC5-1-2E3 sp001304875	GCA_001304875.1	95.0	d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__UC5-1-2E3;s__UC5-1-2E3 sp001304875	97.65	0.85	GCA_001304875.1	95.0	d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__UC5-1-2E3;s__UC5-1-2E3 sp001304875	97.65	0.85	d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__;s__	taxonomic classification defined by topology and ANI	topological placement and ANI have congruent species assignments	N/A	89.38	11	N/A	N/A
maxbin_085_fasta_contigs-contigs	d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__Lachnoclostridium_B;s__Lachnoclostridium_B sp002160985	GCF_002160985.1	95.0	d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__Lachnoclostridium_B;s__Lachnoclostridium_B sp002160985	98.74	0.87	GCF_002160985.1	95.0	d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__Lachnoclostridium_B;s__Lachnoclostridium_B sp002160985	98.74	0.87	d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__Lachnoclostridium_B;s__	taxonomic classification defined by topology and ANI	topological placement and ANI have congruent species assignments	GCF_000765215.1, s__Lachnoclostridium_B sp000765215, 95.0, 89.27, 0.82; GCF_900120345.1, s__Lachnoclostridium_B phocaeensis, 95.0, 86.86, 0.75; GCA_900543315.1, s__Lachnoclostridium_B sp900543315, 95.0, 77.82, 0.21; GCF_003477705.1, s__Lachnoclostridium_B sp900066555, 95.0, 77.11, 0.07; GCF_902362865.1, s__Lachnoclostridium_B sp900066765, 95.0, 76.8, 0.09	63.17	11	N/A	N/A
maxbin_086_fasta_contigs-contigs	d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__Blautia;s__	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__Blautia;s__	ANI	N/A	GCA_900765525.1, s__Blautia sp900765525, 95.0, 79.42, 0.28; GCF_002161285.1, s__Blautia sp002161285, 95.0, 79.0, 0.28; GCA_900543715.1, s__Blautia sp900543715, 95.0, 78.78, 0.27; GCF_013304445.1, s__Blautia sp900541955, 95.0, 78.73, 0.26; GCF_902363515.1, s__Blautia sp000432195, 95.0, 78.59, 0.21; GCF_003287895.1, s__Blautia sp003287895, 95.0, 78.48, 0.25; GCF_900120295.1, s__Blautia sp900120295, 95.0, 78.29, 0.2; GCF_002222595.2, s__Blautia hansenii, 95.0, 78.23, 0.18; GCA_900539145.1, s__Blautia sp900539145, 95.0, 78.23, 0.23; GCA_001304935.1, s__Blautia sp001304935, 95.0, 78.03, 0.21; GCF_002221555.2, s__Blautia coccoides_A, 95.0, 77.87, 0.19; GCF_003481745.1, s__Blautia stercoris, 95.0, 77.86, 0.12; GCA_900556555.1, s__Blautia sp900556555, 95.0, 77.85, 0.21; GCA_900547685.1, s__Blautia sp900547685, 95.0, 77.82, 0.17; GCF_002270465.1, s__Blautia hominis, 95.0, 77.8, 0.19; GCF_900461125.1, s__Blautia coccoides, 95.0, 77.66, 0.19; GCA_900753905.1, s__Blautia sp900753905, 95.0, 77.65, 0.18; GCA_900555025.1, s__Blautia sp900555025, 95.0, 77.22, 0.16	85.19	11	0.9481337620377878	N/A
maxbin_088_fasta_contigs-contigs	d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Peptostreptococcales;f__Anaerovoracaceae;g__;s__	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Peptostreptococcales;f__Anaerovoracaceae;g__;s__	taxonomic novelty determined using RED	N/A	N/A	93.85	11	0.9072428584077595	N/A
maxbin_089_fasta_contigs-contigs	d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Oscillospirales;f__Butyricicoccaceae;g__Agathobaculum;s__Agathobaculum sp900555465	GCA_900555465.1	95.0	d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Oscillospirales;f__Butyricicoccaceae;g__Agathobaculum;s__Agathobaculum sp900555465	95.54	0.7	GCA_900555465.1	95.0	d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Oscillospirales;f__Butyricicoccaceae;g__Agathobaculum;s__Agathobaculum sp900555465	95.54	0.7	d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Oscillospirales;f__Butyricicoccaceae;g__Agathobaculum;s__	taxonomic classification defined by topology and ANI	topological placement and ANI have congruent species assignments	GCA_900557315.1, s__Agathobaculum sp900557315, 95.0, 86.51, 0.58; GCF_900625105.1, s__Agathobaculum sp900625105, 95.0, 83.98, 0.48; GCF_900291975.1, s__Agathobaculum sp900291975, 95.0, 82.25, 0.44; GCF_003481705.1, s__Agathobaculum sp003481705, 95.0, 81.31, 0.38; GCF_000701665.1, s__Agathobaculum desmolans, 95.0, 81.09, 0.39; GCA_900544475.1, s__Agathobaculum sp900544475, 95.0, 81.0, 0.43; GCF_003096535.1, s__Agathobaculum butyriciproducens, 95.0, 80.73, 0.38	51.46	11	N/A	Genome has more than 37.5% of markers with multiple hits
maxbin_090_fasta_contigs-contigs	d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Oscillospirales;f__Ruminococcaceae;g__Ruthenibacterium;s__Ruthenibacterium lactatiformans	GCF_000949455.1	95.0	d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Oscillospirales;f__Ruminococcaceae;g__Ruthenibacterium;s__Ruthenibacterium lactatiformans	98.94	0.83	GCF_000949455.1	95.0	d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Oscillospirales;f__Ruminococcaceae;g__Ruthenibacterium;s__Ruthenibacterium lactatiformans	98.94	0.83	d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Oscillospirales;f__Ruminococcaceae;g__Ruthenibacterium;s__	taxonomic classification defined by topology and ANI	topological placement and ANI have congruent species assignments	GCA_013316265.1, s__Ruthenibacterium sp013316265, 95.0, 79.37, 0.43; GCF_900759375.1, s__Ruthenibacterium sp900759375, 95.0, 78.59, 0.29; GCA_900546885.1, s__Ruthenibacterium sp900546885, 95.0, 78.58, 0.29; GCA_003149955.1, s__Ruthenibacterium sp003149955, 95.0, 78.34, 0.23; GCA_002315015.1, s__Ruthenibacterium sp002315015, 95.0, 76.92, 0.12; GCA_009929695.1, s__Ruthenibacterium sp009929695, 95.0, 76.1, 0.09	92.28	11	N/A	N/A
maxbin_092_fasta_contigs-contigs	d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__Anaerosacchariphilus;s__Anaerosacchariphilus sp002160825	GCF_002160825.1	95.0	d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__Anaerosacchariphilus;s__Anaerosacchariphilus sp002160825	98.44	0.77	GCF_002160825.1	95.0	d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__Anaerosacchariphilus;s__Anaerosacchariphilus sp002160825	98.44	0.77	d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__Anaerosacchariphilus;s__	taxonomic classification defined by topology and ANI	topological placement and ANI have congruent species assignments	GCF_002160765.1, s__Anaerosacchariphilus sp002160765, 95.0, 83.72, 0.6; GCF_902362725.1, s__Anaerosacchariphilus sp900066385, 95.0, 78.76, 0.27; GCA_900553635.1, s__Anaerosacchariphilus sp900553635, 95.0, 78.6, 0.27; GCF_014290175.1, s__Anaerosacchariphilus sp014290175, 95.0, 78.6, 0.27; GCF_009917555.1, s__Anaerosacchariphilus sp009917555, 95.0, 77.53, 0.22; GCF_011959465.1, s__Anaerosacchariphilus sp011959465, 95.0, 77.43, 0.18	73.73	11	N/A	N/A
maxbin_093_fasta_contigs-contigs	d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Peptostreptococcales;f__Anaerovoracaceae;g__UBA1191;s__UBA1191 sp900542385	GCA_900542385.1	95.0	d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Peptostreptococcales;f__Anaerovoracaceae;g__UBA1191;s__UBA1191 sp900542385	99.45	0.93	GCA_900542385.1	95.0	d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Peptostreptococcales;f__Anaerovoracaceae;g__UBA1191;s__UBA1191 sp900542385	99.45	0.93	d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Peptostreptococcales;f__Anaerovoracaceae;g__UBA1191;s__	taxonomic classification defined by topology and ANI	topological placement and ANI have congruent species assignments	GCA_014306095.1, s__UBA1191 sp900549125, 95.0, 78.22, 0.15; GCF_902362435.1, s__UBA1191 sp900066305, 95.0, 78.13, 0.13; GCA_902763505.1, s__UBA1191 sp902763505, 95.0, 78.07, 0.05; GCA_902786815.1, s__UBA1191 sp902786815, 95.0, 77.95, 0.04; GCA_900543485.1, s__UBA1191 sp900543485, 95.0, 77.95, 0.14; GCF_014385065.1, s__UBA1191 sp900545775, 95.0, 77.69, 0.14; GCA_012513435.1, s__UBA1191 sp012513435, 95.0, 77.36, 0.12; GCA_902787725.1, s__UBA1191 sp902787725, 95.0, 77.19, 0.05; GCA_902795135.1, s__UBA1191 sp902795135, 95.0, 76.85, 0.05; GCA_002310095.1, s__UBA1191 sp002310095, 95.0, 76.81, 0.05; GCA_902772685.1, s__UBA1191 sp902772685, 95.0, 76.38, 0.04; GCA_902766185.1, s__UBA1191 sp902766185, 95.0, 76.38, 0.01; GCA_902783525.1, s__UBA1191 sp902783525, 95.0, 76.33, 0.04; GCA_902797195.1, s__UBA1191 sp902797195, 95.0, 76.06, 0.03; GCA_902797095.1, s__UBA1191 sp902797095, 95.0, 75.8, 0.02; GCA_902796875.1, s__UBA1191 sp902796875, 95.0, 75.25, 0.02	74.43	11	N/A	Genome has more than 18.3% of markers with multiple hits
maxbin_094_fasta_contigs-contigs	d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__Blautia;s__Blautia sp900765525	GCA_900765525.1	95.0	d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__Blautia;s__Blautia sp900765525	99.39	0.78	GCA_900765525.1	95.0	d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__Blautia;s__Blautia sp900765525	99.39	0.78	d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__Blautia;s__	taxonomic classification defined by topology and ANI	topological placement and ANI have congruent species assignments	GCF_002161285.1, s__Blautia sp002161285, 95.0, 79.14, 0.26; GCA_900543715.1, s__Blautia sp900543715, 95.0, 79.02, 0.3; GCF_013304445.1, s__Blautia sp900541955, 95.0, 78.83, 0.27; GCF_003287895.1, s__Blautia sp003287895, 95.0, 78.78, 0.25; GCF_902363515.1, s__Blautia sp000432195, 95.0, 78.51, 0.22; GCA_900539145.1, s__Blautia sp900539145, 95.0, 78.23, 0.25; GCF_002222595.2, s__Blautia hansenii, 95.0, 78.19, 0.19; GCF_900120295.1, s__Blautia sp900120295, 95.0, 78.07, 0.19; GCA_900556555.1, s__Blautia sp900556555, 95.0, 77.74, 0.19; GCF_003481745.1, s__Blautia stercoris, 95.0, 77.7, 0.12; GCA_001304935.1, s__Blautia sp001304935, 95.0, 77.67, 0.13; GCA_900753905.1, s__Blautia sp900753905, 95.0, 77.6, 0.19; GCA_900547685.1, s__Blautia sp900547685, 95.0, 77.47, 0.21; GCF_002270465.1, s__Blautia hominis, 95.0, 77.46, 0.11; GCF_002221555.2, s__Blautia coccoides_A, 95.0, 77.43, 0.12; GCF_900461125.1, s__Blautia coccoides, 95.0, 77.42, 0.14; GCA_900555025.1, s__Blautia sp900555025, 95.0, 77.4, 0.18	64.44	11	N/A	Genome has more than 28.3% of markers with multiple hits
maxbin_095_fasta_contigs-contigs	d__Bacteria;p__Actinobacteriota;c__Coriobacteriia;o__Coriobacteriales;f__Eggerthellaceae;g__Gordonibacter;s__Gordonibacter pamelaeae	GCF_000210055.1	95.0	d__Bacteria;p__Actinobacteriota;c__Coriobacteriia;o__Coriobacteriales;f__Eggerthellaceae;g__Gordonibacter;s__Gordonibacter pamelaeae	96.56	0.71	GCF_000210055.1	95.0	d__Bacteria;p__Actinobacteriota;c__Coriobacteriia;o__Coriobacteriales;f__Eggerthellaceae;g__Gordonibacter;s__Gordonibacter pamelaeae	96.56	0.71	d__Bacteria;p__Actinobacteriota;c__Coriobacteriia;o__Coriobacteriales;f__Eggerthellaceae;g__Gordonibacter;s__	taxonomic classification defined by topology and ANI	topological placement and ANI have congruent species assignments	GCF_900199375.1, s__Gordonibacter urolithinfaciens, 95.0, 93.59, 0.72; GCA_900170005.1, s__Gordonibacter massiliensis, 95.0, 87.14, 0.66; GCF_003339845.1, s__Gordonibacter sp003339845, 95.0, 86.98, 0.63	74.63	11	N/A	N/A
maxbin_096_fasta_contigs-contigs	d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Oscillospirales;f__Ruminococcaceae;g__Harryflintia;s__Harryflintia acetispora	GCF_004340125.1	95.0	d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Oscillospirales;f__Ruminococcaceae;g__Harryflintia;s__Harryflintia acetispora	98.81	0.97	GCF_004340125.1	95.0	d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Oscillospirales;f__Ruminococcaceae;g__Harryflintia;s__Harryflintia acetispora	98.81	0.97	d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Oscillospirales;f__Ruminococcaceae;g__;s__	taxonomic classification defined by topology and ANI	topological placement and ANI have congruent species assignments	N/A	94.4	11	N/A	N/A
maxbin_099_fasta_contigs-contigs	d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Oscillospirales;f__Acutalibacteraceae;g__;s__	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Oscillospirales;f__Acutalibacteraceae;g__;s__	taxonomic classification fully defined by topology	N/A	N/A	70.8	11	0.8208115367001059	N/A
maxbin_101_fasta_contigs-contigs	d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__;s__	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__;s__	taxonomic novelty determined using RED	N/A	N/A	91.8	11	0.8885720292586798	N/A
maxbin_102_fasta_contigs-contigs	d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Oscillospirales;f__Acutalibacteraceae;g__Acutalibacter;s__	N/A	N/A	N/A	N/A	N/A	GCA_000435395.1	95.0	d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Oscillospirales;f__Acutalibacteraceae;g__Acutalibacter;s__Acutalibacter sp000435395	85.19	0.68	d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Oscillospirales;f__Acutalibacteraceae;g__Acutalibacter;s__	taxonomic classification defined by topology and ANI	N/A	GCA_900543555.1, s__Acutalibacter sp900543555, 95.0, 84.92, 0.68; GCA_900548545.1, s__Acutalibacter sp900548545, 95.0, 84.4, 0.63; GCA_000432995.1, s__Acutalibacter sp000432995, 95.0, 80.79, 0.49; GCF_900755895.1, s__Acutalibacter sp900755895, 95.0, 80.7, 0.36; GCF_900759575.1, s__Acutalibacter sp900759575, 95.0, 80.52, 0.48; GCA_900543305.1, s__Acutalibacter sp900543305, 95.0, 80.36, 0.42; GCF_003612555.1, s__Acutalibacter sp003612555, 95.0, 78.64, 0.22; GCF_009936035.1, s__Acutalibacter sp009936035, 95.0, 78.07, 0.25; GCF_009936055.1, s__Acutalibacter sp009936055, 95.0, 77.81, 0.22; GCF_900048895.1, s__Acutalibacter timonensis, 95.0, 77.75, 0.2; GCF_009917305.1, s__Acutalibacter muris_A, 95.0, 77.56, 0.14; GCF_002201475.1, s__Acutalibacter muris, 95.0, 77.42, 0.16; GCF_009917525.1, s__Acutalibacter sp009917525, 95.0, 77.25, 0.15	58.92	11	0.986694118301677	Genome has more than 31.7% of markers with multiple hits
maxbin_103_fasta_contigs-contigs	d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__Anaerobutyricum;s__	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__Anaerobutyricum;s__	ANI	N/A	GCF_900016875.1, s__Anaerobutyricum sp900016875, 95.0, 82.11, 0.62; GCF_002161065.1, s__Anaerobutyricum sp002161065, 95.0, 81.71, 0.64; GCF_000173975.1, s__Anaerobutyricum hallii, 95.0, 77.94, 0.1; GCF_900209925.1, s__Anaerobutyricum soehngenii, 95.0, 77.63, 0.1; GCF_900754855.1, s__Anaerobutyricum sp900754855, 95.0, 77.43, 0.27; GCA_900554965.1, s__Anaerobutyricum sp900554965, 95.0, 77.25, 0.06; GCA_902796415.1, s__Anaerobutyricum sp902796415, 95.0, 77.14, 0.08; GCA_902796045.1, s__Anaerobutyricum sp902796045, 95.0, 76.96, 0.12; GCA_902783205.1, s__Anaerobutyricum sp902783205, 95.0, 76.95, 0.1; GCA_902767195.1, s__Anaerobutyricum sp902767195, 95.0, 76.71, 0.1; GCA_902782815.1, s__Anaerobutyricum sp902782815, 95.0, 76.49, 0.09; GCA_002494165.1, s__Anaerobutyricum sp002494165, 95.0, 76.48, 0.08; GCA_902782625.1, s__Anaerobutyricum sp902782625, 95.0, 76.35, 0.05; GCA_902795715.1, s__Anaerobutyricum sp902795715, 95.0, 76.08, 0.07	85.96	11	0.9828971147081689	N/A
maxbin_105_fasta_contigs-contigs	d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Oscillospirales;f__Acutalibacteraceae;g__Marseille-P4683;s__	N/A	N/A	N/A	N/A	N/A	GCF_900232885.1	95.0	d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Oscillospirales;f__Acutalibacteraceae;g__Marseille-P4683;s__Marseille-P4683 sp900232885	83.69	0.71	d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Oscillospirales;f__Acutalibacteraceae;g__;s__	taxonomic classification defined by topology and ANI	N/A	N/A	88.47	11	0.9851076654518391	Genome not assigned to closest species as it falls outside its pre-defined ANI radius
