ORF_ID	ORF	HMM_Name	Score	Significance_evalue	NAME	Alternative_name	Database	Description
0000005506	megahit_3989_19263-19562	PF01909.18	44.6	8.5e-12	NTP_transf_2	-	PFAM	Nucleotidyltransferase domain
0000005557	megahit_3992_899-1648	PF01636.18	47.8	9.6e-13	APH	-	PFAM	Phosphotransferase enzyme family
0000005731	megahit_4153_8746-11244	PF01325.14	111.4	8.8e-33	Fe_dep_repress	-	PFAM	Iron dependent repressor, N-terminal DNA binding domain
0000005823	megahit_4240_22117-22779	K11068_1278_95_625	229.3	1.8e-68	hlyIII	-	KEGG	hemolysin III
0000005862	megahit_4252_701-1069	PF06154.6	174.8	2.8e-52	YagB_YeeU_YfjZ	-	PFAM	YagB/YeeU/YfjZ family
0000005932	megahit_4297_879-1247	PF02452.12	91.6	2.2e-26	PemK	-	PFAM	PemK-like protein
0000006031	megahit_4372_2177-2680	PF00903.20	43.8	1.5e-11	Glyoxalase	-	PFAM	Glyoxalase/Bleomycin resistance protein/Dioxygenase superfamily
0000006042	megahit_4385_1745-2335	PF00717.18	56.2	1.2e-15	Peptidase_S24	-	PFAM	Peptidase S24-like
0000006054	megahit_4388_967-1620	K11068_1278_95_625	187.1	1.5e-55	hlyIII	-	KEGG	hemolysin III
0000006096	megahit_4426_3-1049	PF03212.9	155	4.3e-46	Pertactin	-	PFAM	Pertactin
0000006096	megahit_4426_3-1049	3.4.21.72_3	71.7	1.2e-20	IgA-specifi serine endopeptidase	-	SwissProt	IgA-specifi serine endopeptidase
0000006144	megahit_4475_9857-11155	K03699_483	400.7	3.3e-120	tlyC	-	KEGG	putative hemolysin
0000006181	megahit_4484_6115-6378	TIGR02116	104.5	1.3e-30	toxin_Txe_YoeB	-	TIGR	addiction module toxin, Txe/YoeB family
0000006185	megahit_4484_8523-9050	PF00881.19	100.6	5e-29	Nitroreductase	-	PFAM	Nitroreductase family
0000006259	megahit_4522_53997-54344	PF02452.12	106.8	4.2e-31	PemK	-	PFAM	PemK-like protein
0000006431	megahit_4629_2982-3548	PF00717.18	54.3	5.1e-15	Peptidase_S24	-	PFAM	Peptidase S24-like
0000007028	megahit_5010_2072-2287	PF02742.10	51.1	5.3e-14	Fe_dep_repr_C	-	PFAM	Iron dependent repressor, metal binding and dimerisation domain
0000007137	megahit_5029_51688-52068	PF00903.20	45.5	4.2e-12	Glyoxalase	-	PFAM	Glyoxalase/Bleomycin resistance protein/Dioxygenase superfamily
0000007214	megahit_5029_131422-132345	PF03837.9	149.6	4.3e-44	RecT	-	PFAM	RecT family
0000007366	megahit_5101_3745-4767	PF13950.1	108.2	9.2e-32	Epimerase_Csub	-	PFAM	UDP-glucose 4-epimerase C-term subunit
0000007397	megahit_5125_10256-10669	PF13994.1	106.6	4.5e-31	PgaD	-	PFAM	PgaD-like protein
0000007494	megahit_5184_64895-65092	PF14035.1	43.1	2.2e-11	YlzJ	-	PFAM	YlzJ-like protein
0000007543	megahit_5227_779-1027	PF01909.18	49.8	2.1e-13	NTP_transf_2	-	PFAM	Nucleotidyltransferase domain
0000007764	megahit_5288_185649-186764	PF01636.18	53	2.4e-14	APH	-	PFAM	Phosphotransferase enzyme family
0000007898	megahit_5335_57503-58522	PF13950.1	113.8	1.7e-33	Epimerase_Csub	-	PFAM	UDP-glucose 4-epimerase C-term subunit
0000007964	megahit_5350_2361-2876	PF02452.12	73.3	1.1e-20	PemK	-	PFAM	PemK-like protein
0000007972	megahit_5350_5969-6946	PF03837.9	148.7	8.1e-44	RecT	-	PFAM	RecT family
0000008010	megahit_5387_2-406	PF00717.18	48.2	3.9e-13	Peptidase_S24	-	PFAM	Peptidase S24-like
0000008072	megahit_5445_15438-15815	PF02742.10	52.8	1.5e-14	Fe_dep_repr_C	-	PFAM	Iron dependent repressor, metal binding and dimerisation domain
0000008098	megahit_5445_46998-48620	K10815_8	125.5	9.9e-37	hcnB	-	KEGG	hydrogen cyanide synthase HcnB [EC:1.4.99.5]
0000008100	megahit_5445_48939-50066	K10816_8	93.9	4.4e-27	hcnC	-	KEGG	hydrogen cyanide synthase HcnC [EC:1.4.99.5]
0000008167	megahit_5451_15812-16573	PF14057.1	461.3	8.2e-139	GGGtGRT	-	PFAM	GGGtGRT protein
0000008175	megahit_5461_1-438	PF13091.1	50	1.5e-13	PLDc_2	-	PFAM	PLD-like domain
0000008253	megahit_5522_9542-9853	PF05016.9	44.9	7.3e-12	Plasmid_stabil	-	PFAM	Plasmid stabilisation system protein
0000008271	megahit_5543_1586-2413	K03699_483	282.7	2.2e-84	tlyC	-	KEGG	putative hemolysin
0000008300	megahit_5567_27379-27915	PF07883.6	64.7	2.5e-18	Cupin_2	-	PFAM	Cupin domain
0000008324	megahit_5567_54402-55325	PF01636.18	40.6	1.5e-10	APH	-	PFAM	Phosphotransferase enzyme family
0000008374	megahit_5573_1779-2414	PF00717.18	66.1	1.1e-18	Peptidase_S24	-	PFAM	Peptidase S24-like
0000008491	megahit_5604_28271-31279	PF00873.14	634	2.1e-190	ACR_tran	-	PFAM	AcrB/AcrD/AcrF family
0000008535	megahit_5637_543-911	PF02452.12	107	3.7e-31	PemK	-	PFAM	PemK-like protein
0000008572	megahit_5682_6302-6949	PF07883.6	43.4	1.1e-11	Cupin_2	-	PFAM	Cupin domain
0000008701	megahit_5725_33809-34474	PF00881.19	42.6	3.4e-11	Nitroreductase	-	PFAM	Nitroreductase family
0000008873	megahit_5822_6833-7537	PF14058.1	67.7	7.1e-19	PcfK	-	PFAM	PcfK-like protein
0000008905	megahit_5822_50436-50699	TIGR02116	106	4.5e-31	toxin_Txe_YoeB	-	TIGR	addiction module toxin, Txe/YoeB family
0000008963	megahit_5873_4825-5490	K11068_1278_95_625	226.8	1.1e-67	hlyIII	-	KEGG	hemolysin III
0000008967	megahit_5878_718-1605	K11061_2	41.7	2.3e-11	entC	-	KEGG	probable enterotoxin C
0000008967	megahit_5878_718-1605	K11062_2	59.2	1.4e-16	entD	-	KEGG	probable enterotoxin D
0000008967	megahit_5878_718-1605	K11060_3	44.9	3.1e-12	entB	-	KEGG	probable enterotoxin B
0000008976	megahit_5890_170-439	PF01909.18	45.4	5.1e-12	NTP_transf_2	-	PFAM	Nucleotidyltransferase domain
0000008989	megahit_5907_672-1298	PF00717.18	55.7	1.8e-15	Peptidase_S24	-	PFAM	Peptidase S24-like
0000009102	megahit_5955_2337-2999	K11068_1278_95_625	230	1.1e-68	hlyIII	-	KEGG	hemolysin III
0000009133	megahit_5963_4286-4669	PF02742.10	57.8	4.1e-16	Fe_dep_repr_C	-	PFAM	Iron dependent repressor, metal binding and dimerisation domain
0000009174	megahit_5969_45154-47124	K11063_6	180.6	1.4e-53	tcdAB	-	KEGG	toxin A\/B
0000009174	megahit_5969_45154-47124	PF01473.15	259.9	2.6e-80	CW_binding_1	-	PFAM	Putative cell wall binding repeat
0000009194	megahit_5969_67572-68186	PF00881.19	70.8	7.2e-20	Nitroreductase	-	PFAM	Nitroreductase family
0000009360	megahit_6015_1042-1452	PF00903.20	47.8	8.2e-13	Glyoxalase	-	PFAM	Glyoxalase/Bleomycin resistance protein/Dioxygenase superfamily
0000009467	megahit_6098_13387-14754	K12340_892	151.8	1.3e-44	tolC	-	KEGG	outer membrane protein
0000009468	megahit_6098_14751-17894	PF00873.14	953.7	5.7e-287	ACR_tran	-	PFAM	AcrB/AcrD/AcrF family
0000009742	megahit_6244_17861-18853	PF00882.13	43.1	2.2e-11	Zn_dep_PLPC	-	PFAM	Zinc dependent phospholipase C
0000009767	megahit_6244_45465-46940	K10816_8	42.4	1.9e-11	hcnC	-	KEGG	hydrogen cyanide synthase HcnC [EC:1.4.99.5]
0000009768	megahit_6244_46937-48172	K10815_8	71.1	3.2e-20	hcnB	-	KEGG	hydrogen cyanide synthase HcnB [EC:1.4.99.5]
0000009786	megahit_6244_67217-70261	PF00873.14	686.7	2.5e-206	ACR_tran	-	PFAM	AcrB/AcrD/AcrF family
0000009787	megahit_6244_70286-71455	K12340_892	42.1	2.5e-11	tolC	-	KEGG	outer membrane protein
0000009788	megahit_6244_71472-72656	K12340_892	40.2	9.5e-11	tolC	-	KEGG	outer membrane protein
0000009843	megahit_6244_121291-122559	PF01473.15	53.8	6.4e-15	CW_binding_1	-	PFAM	Putative cell wall binding repeat
0000009843	megahit_6244_121291-122559	K11063_6	48.6	8.1e-14	tcdAB	-	KEGG	toxin A\/B
0000009926	megahit_6256_717-1088	PF02452.12	42.8	3.3e-11	PemK	-	PFAM	PemK-like protein
0000010052	megahit_6324_33944-34828	PF00246.19	122.2	1.9e-35	Peptidase_M14	-	PFAM	Zinc carboxypeptidase
0000010297	megahit_6420_130052-130789	PF00717.18	52.9	1.4e-14	Peptidase_S24	-	PFAM	Peptidase S24-like
0000010430	megahit_6479_21254-22570	PF07883.6	48.3	3.5e-13	Cupin_2	-	PFAM	Cupin domain
0000010458	megahit_6484_14986-15348	PF02452.12	108	1.7e-31	PemK	-	PFAM	PemK-like protein
0000010493	megahit_6489_36389-37135	PF01636.18	50.1	2e-13	APH	-	PFAM	Phosphotransferase enzyme family
0000010508	megahit_6489_50833-51333	PF00881.19	103.9	5e-30	Nitroreductase	-	PFAM	Nitroreductase family
0000010744	megahit_6592_4483-4827	PF07883.6	45.5	2.5e-12	Cupin_2	-	PFAM	Cupin domain
0000010838	megahit_6643_12085-12909	PF07883.6	40.2	1.2e-10	Cupin_2	-	PFAM	Cupin domain
0000010880	megahit_6653_595-942	PF02452.12	83.6	6.8e-24	PemK	-	PFAM	PemK-like protein
0000011052	megahit_6741_54086-54958	PF01636.18	92.8	1.8e-26	APH	-	PFAM	Phosphotransferase enzyme family
0000011067	megahit_6741_69253-70155	PF01636.18	63.1	2.1e-17	APH	-	PFAM	Phosphotransferase enzyme family
0000011079	megahit_6746_5706-6278	PF00717.18	58.3	2.7e-16	Peptidase_S24	-	PFAM	Peptidase S24-like
0000011212	megahit_6902_61-1278	PF00246.19	120.5	6.6e-35	Peptidase_M14	-	PFAM	Zinc carboxypeptidase
0000011270	megahit_6956_2872-3261	PF01325.14	41.6	5.7e-11	Fe_dep_repress	-	PFAM	Iron dependent repressor, N-terminal DNA binding domain
0000011270	megahit_6956_2872-3261	PF02742.10	43	1.8e-11	Fe_dep_repr_C	-	PFAM	Iron dependent repressor, metal binding and dimerisation domain
0000011283	megahit_6959_396-1268	PF14057.1	545.1	2.6e-164	GGGtGRT	-	PFAM	GGGtGRT protein
0000011305	megahit_6982_1274-2311	K11063_6	88.9	5.9e-26	tcdAB	-	KEGG	toxin A\/B
0000011305	megahit_6982_1274-2311	PF01473.15	81.6	9.8e-24	CW_binding_1	-	PFAM	Putative cell wall binding repeat
0000011383	megahit_7030_3846-4151	PF13950.1	67.4	4.9e-19	Epimerase_Csub	-	PFAM	UDP-glucose 4-epimerase C-term subunit
0000011425	megahit_7052_10524-11528	PF14057.1	645.4	8e-195	GGGtGRT	-	PFAM	GGGtGRT protein
0000011581	megahit_7117_8549-10081	PF13091.1	99.8	6e-29	PLDc_2	-	PFAM	PLD-like domain
0000011614	megahit_7117_47833-48825	PF14057.1	635.2	1e-191	GGGtGRT	-	PFAM	GGGtGRT protein
0000011640	megahit_7117_75984-76340	PF07883.6	68.3	2e-19	Cupin_2	-	PFAM	Cupin domain
0000011649	megahit_7117_86735-87847	PF01636.18	66.9	1.4e-18	APH	-	PFAM	Phosphotransferase enzyme family
0000011651	megahit_7117_88818-89837	PF13950.1	107.7	1.4e-31	Epimerase_Csub	-	PFAM	UDP-glucose 4-epimerase C-term subunit
0000011877	megahit_7277_15835-16182	PF02452.12	107.5	2.5e-31	PemK	-	PFAM	PemK-like protein
0000011896	megahit_7277_35571-36620	K01186_172	56.4	1.5e-15	NEU1	-	KEGG	Sialidase-1
0000011963	megahit_7301_437-970	PF00881.19	96	1.3e-27	Nitroreductase	-	PFAM	Nitroreductase family
0000012042	megahit_7355_16211-17482	PF00675.15	69.4	1.8e-19	Peptidase_M16	-	PFAM	Insulinase (Peptidase family M16)
0000012171	megahit_7361_13611-13883	K06972_355	121.1	1.8e-35	PITRM1, PreP, CYM1	-	KEGG	presequence protease [EC:3.4.24.-]
0000012172	megahit_7361_13901-16528	PF08367.6	210.5	1.1e-62	M16C_assoc	-	PFAM	Peptidase M16C associated
0000012172	megahit_7361_13901-16528	K06972_355	837.6	6.4e-252	PITRM1, PreP, CYM1	-	KEGG	presequence protease [EC:3.4.24.-]
0000012172	megahit_7361_13901-16528	PF05193.16	65.1	4.2e-18	Peptidase_M16_C	-	PFAM	Peptidase M16 inactive domain
0000012239	megahit_7395_3-1376	PF00873.14	268.7	4.9e-80	ACR_tran	-	PFAM	AcrB/AcrD/AcrF family
0000012277	megahit_7421_6418-7080	TIGR02771	46.7	1.3e-12	TraF_Ti	-	TIGR	conjugative transfer signal peptidase TraF
0000012277	megahit_7421_6418-7080	PF10502.4	43.7	1.2e-11	Peptidase_S26	-	PFAM	Signal peptidase, peptidase S26
0000012277	megahit_7421_6418-7080	PF00717.18	40.2	1.3e-10	Peptidase_S24	-	PFAM	Peptidase S24-like
0000012289	megahit_7426_1987-2361	K03699_483	132.2	1e-38	tlyC	-	KEGG	putative hemolysin
0000012413	megahit_7509_26647-27108	PF05105.7	74.4	3.7e-21	Phage_holin_4	-	PFAM	Holin family
0000012413	megahit_7509_26647-27108	TIGR01593	55.7	2.5e-15	holin_tox_secr	-	TIGR	toxin secretion/phage lysis holin
0000012431	megahit_7509_46615-48135	PF13091.1	103.1	5.6e-30	PLDc_2	-	PFAM	PLD-like domain
0000012441	megahit_7510_5831-6385	PF00881.19	116.8	5.2e-34	Nitroreductase	-	PFAM	Nitroreductase family
0000012529	megahit_7547_750-1112	PF00717.18	59	1.7e-16	Peptidase_S24	-	PFAM	Peptidase S24-like
0000012570	megahit_7583_27531-37121	K11021_124	104.5	2.3e-30	tccC	-	KEGG	insecticidal toxin complex protein TccC
0000012636	megahit_7627_1081-2223	K01186_172	56.8	1.1e-15	NEU1	-	KEGG	Sialidase-1
0000012755	megahit_7683_10399-10974	PF00881.19	92.4	1.7e-26	Nitroreductase	-	PFAM	Nitroreductase family
0000012868	megahit_7750_42205-42699	PF00717.18	52.8	1.4e-14	Peptidase_S24	-	PFAM	Peptidase S24-like
0000012950	megahit_7752_66-2339	PF01473.15	77.6	1.8e-22	CW_binding_1	-	PFAM	Putative cell wall binding repeat
0000012950	megahit_7752_66-2339	K11063_6	134.4	1.2e-39	tcdAB	-	KEGG	toxin A\/B
0000013080	megahit_7779_56018-56557	PF00717.18	44.9	4.3e-12	Peptidase_S24	-	PFAM	Peptidase S24-like
0000013147	megahit_7820_2-1090	K11021_124	41.1	3.7e-11	tccC	-	KEGG	insecticidal toxin complex protein TccC
0000013339	megahit_7886_3125-3457	PF05016.9	46.5	2.3e-12	Plasmid_stabil	-	PFAM	Plasmid stabilisation system protein
0000013340	megahit_7886_3454-3759	PF04221.7	57.4	5.8e-16	RelB	-	PFAM	RelB antitoxin
0000013425	megahit_7904_4834-6003	K11063_6	43.1	3.7e-12	tcdAB	-	KEGG	toxin A\/B
0000013468	megahit_7939_3814-4119	PF04221.7	59.5	1.3e-16	RelB	-	PFAM	RelB antitoxin
0000013636	megahit_8070_10128-10751	PF00717.18	61.7	2.4e-17	Peptidase_S24	-	PFAM	Peptidase S24-like
0000013639	megahit_8070_12021-12671	PF00717.18	65.1	2.1e-18	Peptidase_S24	-	PFAM	Peptidase S24-like
0000013639	megahit_8070_12021-12671	PF10502.4	49.5	1.9e-13	Peptidase_S26	-	PFAM	Signal peptidase, peptidase S26
0000013639	megahit_8070_12021-12671	TIGR02771	42.6	2.3e-11	TraF_Ti	-	TIGR	conjugative transfer signal peptidase TraF
0000013858	megahit_8241_1176-1790	PF00717.18	72.5	1e-20	Peptidase_S24	-	PFAM	Peptidase S24-like
0000013897	megahit_8258_13399-14142	PF00717.18	47.1	8.7e-13	Peptidase_S24	-	PFAM	Peptidase S24-like
0000013921	megahit_8266_8229-8600	TIGR01593	86.2	9.1e-25	holin_tox_secr	-	TIGR	toxin secretion/phage lysis holin
0000013921	megahit_8266_8229-8600	PF05105.7	115.3	7.7e-34	Phage_holin_4	-	PFAM	Holin family
0000013924	megahit_8276_1052-1828	PF03372.18	95.6	2.9e-27	Exo_endo_phos	-	PFAM	Endonuclease/Exonuclease/phosphatase family
0000013938	megahit_8288_589-1518	K11041_146	179.9	3.4e-53	eta	-	KEGG	exfoliative toxin A\/B
0000013941	megahit_8293_1072-2061	PF13950.1	72.3	1.5e-20	Epimerase_Csub	-	PFAM	UDP-glucose 4-epimerase C-term subunit
0000013958	megahit_8297_24586-25260	K11062_2	50	8.3e-14	entD	-	KEGG	probable enterotoxin D
0000013970	megahit_8300_661-1665	PF01473.15	57.5	4.3e-16	CW_binding_1	-	PFAM	Putative cell wall binding repeat
0000014213	megahit_8427_1-312	PF04221.7	57.3	6.1e-16	RelB	-	PFAM	RelB antitoxin
0000014214	megahit_8427_309-638	PF05016.9	50.4	1.4e-13	Plasmid_stabil	-	PFAM	Plasmid stabilisation system protein
0000014230	megahit_8430_2303-3106	PF01636.18	101.6	3.6e-29	APH	-	PFAM	Phosphotransferase enzyme family
