Bin Id,Marker lineage,# genomes,# markers,# marker sets,Completeness,Contamination,Strain heterogeneity,Genome size (bp),# ambiguous bases,# scaffolds,# contigs,N50 (scaffolds),N50 (contigs),Mean scaffold length (bp),Mean contig length (bp),Longest scaffold (bp),Longest contig (bp),GC,GC std (scaffolds > 1kbp),Coding density,Translation table,# predicted genes,0,1,2,3,4,5+
human1_DAS_maxbin_021_fasta_contigs-contigs.fa,f__Lachnospiraceae (UID1256),33,333,171,86.57,0.29,0.0,2782824,37039,2744,2744,47864,380,300,287,2042,1892,39.6,7.1,-100.0,-1,-1,48,284,1,0,0,0
human1_DAS_maxbin_022_fasta_contigs-contigs.fa,k__Bacteria (UID203),5449,103,57,94.58,47.13,24.07,4147704,47620,4027,4027,17884,385,303,291,2961,2776,38.6,5.51,-100.0,-1,-1,4,61,30,8,0,0
human1_DAS_maxbin_023_fasta_contigs-contigs.fa,o__Clostridiales (UID1226),155,278,158,26.38,4.11,14.29,2528319,35088,2802,2802,9297,340,258,245,2392,2236,39.7,7.01,-100.0,-1,-1,188,83,7,0,0,0
human1_DAS_maxbin_025_fasta_contigs-contigs.fa,o__Clostridiales (UID1212),172,263,149,97.29,4.69,20.0,3179080,40994,3020,3020,12855,370,293,280,2678,2540,40.0,7.83,-100.0,-1,-1,8,245,10,0,0,0
human1_DAS_maxbin_026_fasta_contigs-contigs.fa,o__Selenomonadales (UID1024),64,334,167,97.59,1.7,0.0,2331683,30456,2238,2238,117575,382,314,301,5629,5173,38.5,6.69,-100.0,-1,-1,9,320,5,0,0,0
human1_DAS_maxbin_028_fasta_contigs-contigs.fa,o__Bacteroidales (UID2621),198,427,260,98.85,0.51,0.0,4785209,71793,3987,3987,131412,438,360,342,3266,3043,39.2,4.83,-100.0,-1,-1,3,422,2,0,0,0
human1_DAS_maxbin_029_fasta_contigs-contigs.fa,o__Clostridiales (UID1226),155,278,158,90.51,6.27,28.57,3051715,36077,2813,2813,39411,389,317,304,3253,3031,40.6,6.88,-100.0,-1,-1,31,226,21,0,0,0
human1_DAS_maxbin_033_fasta_contigs-contigs.fa,p__Actinobacteria (UID2112),31,211,124,92.74,0.0,0.0,2491933,20327,2137,2137,136340,418,340,330,4041,3833,35.6,5.54,-100.0,-1,-1,16,195,0,0,0,0
human1_DAS_maxbin_034_fasta_contigs-contigs.fa,o__Clostridiales (UID1212),172,263,149,93.29,1.01,0.0,2962683,53727,2687,2687,111381,415,333,313,14442,13330,38.4,6.46,-100.0,-1,-1,21,240,2,0,0,0
human1_DAS_maxbin_035_fasta_contigs-contigs.fa,o__Bacteroidales (UID2621),198,427,260,98.27,0.0,0.0,5084709,76519,4423,4423,95529,421,348,330,2473,2294,39.3,5.74,-100.0,-1,-1,5,422,0,0,0,0
human1_DAS_maxbin_036_fasta_contigs-contigs.fa,f__Lachnospiraceae (UID1256),33,333,171,89.47,3.95,0.0,3482898,48800,3534,3534,21768,364,288,274,1517,1452,40.4,6.1,-100.0,-1,-1,27,297,8,1,0,0
human1_DAS_maxbin_037_fasta_contigs-contigs.fa,f__Lachnospiraceae (UID1286),57,420,207,88.89,1.73,0.0,3182217,42482,2930,2930,66268,401,323,309,2255,2081,39.0,7.22,-100.0,-1,-1,48,363,9,0,0,0
human1_DAS_maxbin_039_fasta_contigs-contigs.fa,f__Lachnospiraceae (UID1256),33,333,171,16.76,0.39,0.0,518676,8197,530,530,80602,373,282,267,2135,2027,39.2,4.39,-100.0,-1,-1,249,82,2,0,0,0
human1_DAS_maxbin_040_fasta_contigs-contigs.fa,f__Lachnospiraceae (UID1256),33,333,171,75.64,0.78,0.0,2454300,30149,2350,2350,57561,372,309,296,3271,3018,40.3,6.65,-100.0,-1,-1,115,216,2,0,0,0
human1_DAS_maxbin_041_fasta_contigs-contigs.fa,f__Lachnospiraceae (UID1256),33,333,171,83.08,4.31,10.53,2651203,33938,2620,2620,43494,368,299,286,3289,3009,40.1,7.34,-100.0,-1,-1,57,257,19,0,0,0
human1_DAS_maxbin_042_fasta_contigs-contigs.fa,o__Clostridiales (UID1226),155,278,158,75.32,0.0,0.0,2093348,26557,1793,1793,35549,418,348,333,3207,3039,38.4,8.17,-100.0,-1,-1,73,205,0,0,0,0
human1_DAS_maxbin_043_fasta_contigs-contigs.fa,o__Lactobacillales (UID544),293,473,265,99.25,0.48,33.33,3581041,44189,3462,3462,225010,367,303,290,3118,2943,34.0,6.88,-100.0,-1,-1,2,468,3,0,0,0
human1_DAS_maxbin_045_fasta_contigs-contigs.fa,k__Bacteria (UID203),5449,102,56,70.54,2.68,50.0,2140966,22344,2191,2191,10390,373,288,278,3466,3307,36.5,5.81,-100.0,-1,-1,56,44,2,0,0,0
human1_DAS_maxbin_052_fasta_contigs-contigs.fa,o__Clostridiales (UID1212),172,257,149,92.64,2.62,66.67,3268057,29206,3298,3298,22632,369,296,287,2739,2556,38.8,3.98,-100.0,-1,-1,43,208,6,0,0,0
human1_DAS_maxbin_053_fasta_contigs-contigs.fa,f__Lachnospiraceae (UID1286),57,420,207,90.84,1.66,0.0,3209009,44697,3175,3175,19626,372,299,285,1678,1553,38.7,5.73,-100.0,-1,-1,66,347,7,0,0,0
human1_DAS_maxbin_054_fasta_contigs-contigs.fa,o__Clostridiales (UID1212),172,261,147,81.36,2.04,0.0,1902223,19270,1742,1742,32140,386,321,310,3626,3353,35.9,5.91,-100.0,-1,-1,55,202,4,0,0,0
human1_DAS_maxbin_055_fasta_sub_contigs-contigs.fa,o__Clostridiales (UID1226),155,278,158,61.86,14.94,0.0,3187059,32106,3346,3346,43140,355,278,269,3127,3008,38.0,4.14,-100.0,-1,-1,126,126,21,5,0,0
human1_DAS_maxbin_056_fasta_contigs-contigs.fa,o__Clostridiales (UID1226),155,278,158,89.59,7.12,26.32,2980542,33866,2895,2895,19808,373,298,287,2343,2239,39.6,6.11,-100.0,-1,-1,24,237,16,1,0,0
human1_DAS_maxbin_057_fasta_contigs-contigs.fa,o__Clostridiales (UID1212),172,261,147,79.28,10.34,52.38,2748315,27829,2516,2516,33718,380,318,307,3580,3324,35.6,5.71,-100.0,-1,-1,55,185,21,0,0,0
human1_DAS_maxbin_058_fasta_contigs-contigs.fa,o__Clostridiales (UID1120),304,249,142,93.66,0.7,100.0,2982363,54384,2863,2863,25665,355,298,279,2112,1968,41.8,5.95,-100.0,-1,-1,10,238,1,0,0,0
human1_DAS_maxbin_060_fasta_contigs-contigs.fa,f__Lachnospiraceae (UID1255),90,354,174,94.64,8.43,12.5,3432566,40331,3253,3253,45850,386,313,300,2411,2306,39.7,4.78,-100.0,-1,-1,45,290,14,4,1,0
human1_DAS_maxbin_061_fasta_contigs-contigs.fa,o__Clostridiales (UID1212),172,263,149,73.15,3.4,0.0,2601903,32098,2432,2432,76650,383,315,302,2254,2134,39.4,5.95,-100.0,-1,-1,71,185,7,0,0,0
human1_DAS_maxbin_062_fasta_contigs-contigs.fa,k__Bacteria (UID203),5449,104,58,65.2,15.6,52.63,1617318,21996,1674,1674,11313,362,288,275,3740,3460,34.3,8.05,-100.0,-1,-1,25,60,19,0,0,0
human1_DAS_maxbin_064_fasta_contigs-contigs.fa,o__Clostridiales (UID1226),155,278,158,92.52,4.18,55.0,3151075,40027,2984,2984,25240,388,313,300,2790,2653,40.3,6.37,-100.0,-1,-1,24,238,14,2,0,0
human1_DAS_maxbin_065_fasta_contigs-contigs.fa,o__Clostridiales (UID1226),155,278,158,92.39,3.98,58.33,4115760,53090,3833,3834,31157,397,312,298,2997,2851,40.0,7.06,-100.0,-1,-1,21,247,9,1,0,0
human1_DAS_maxbin_066_fasta_contigs-contigs.fa,f__Lachnospiraceae (UID1255),90,354,174,93.54,53.13,3.95,7133105,100103,6720,6720,21434,400,313,298,2925,2703,39.4,5.08,-100.0,-1,-1,21,208,99,26,0,0
human1_DAS_maxbin_068_fasta_sub_contigs-contigs.fa,o__Clostridiales (UID1226),155,278,158,83.78,19.75,36.54,3464382,44576,3583,3583,7439,363,288,275,5734,5328,39.2,5.39,-100.0,-1,-1,59,171,46,2,0,0
human1_DAS_maxbin_069_fasta_contigs-contigs.fa,p__Actinobacteria (UID2112),31,211,124,100.0,0.07,100.0,3391385,27190,2932,2932,171855,415,338,329,3834,3692,36.2,5.66,-100.0,-1,-1,0,210,1,0,0,0
human1_DAS_maxbin_071_fasta_contigs-contigs.fa,o__Clostridiales (UID1212),172,263,149,95.32,1.74,25.0,2867852,46005,2709,2709,91302,387,319,302,2631,2505,39.4,5.51,-100.0,-1,-1,43,216,4,0,0,0
human1_DAS_maxbin_074_fasta_contigs-contigs.fa,k__Bacteria (UID2372),131,177,106,100.0,7.21,11.11,3201182,62475,3289,3290,39490,357,287,268,3429,3109,40.4,8.83,-100.0,-1,-1,0,168,9,0,0,0
human1_DAS_maxbin_075_fasta_contigs-contigs.fa,k__Bacteria (UID2372),131,177,106,100.0,0.13,100.0,3287311,57565,3221,3222,115067,370,304,286,4096,3784,39.7,6.52,-100.0,-1,-1,0,176,1,0,0,0
human1_DAS_maxbin_077_fasta_contigs-contigs.fa,o__Clostridiales (UID1226),155,278,158,97.89,32.36,13.33,3941312,46617,3742,3742,29155,379,303,291,3391,3273,39.8,6.05,-100.0,-1,-1,7,196,67,6,0,2
human1_DAS_maxbin_084_fasta_contigs-contigs.fa,o__Clostridiales (UID1212),172,260,146,97.26,0.68,0.0,2971085,42767,2818,2819,71697,390,310,295,3245,2925,39.4,6.21,-100.0,-1,-1,6,253,1,0,0,0
human1_DAS_maxbin_086_fasta_sub_contigs-contigs.fa,o__Clostridiales (UID1226),155,278,158,85.67,55.46,18.42,3374151,40786,3569,3569,7230,362,288,276,2605,2468,39.9,7.31,-100.0,-1,-1,51,118,80,17,7,5
human1_DAS_maxbin_087_fasta_contigs-contigs.fa,k__Bacteria (UID203),5449,104,58,58.78,11.21,14.29,1475845,27109,1603,1603,4803,345,274,257,1455,1329,41.2,6.97,-100.0,-1,-1,65,32,7,0,0,0
human1_DAS_maxbin_088_fasta_contigs-contigs.fa,k__Bacteria (UID203),5449,104,58,91.38,49.92,8.89,5751915,61854,6122,6122,6440,346,280,270,2522,2429,36.2,5.59,-100.0,-1,-1,6,64,30,3,1,0
human1_DAS_maxbin_090_fasta_contigs-contigs.fa,o__Clostridiales (UID1212),172,263,149,76.01,0.67,0.0,2177663,30136,2265,2265,23783,363,286,273,3009,2812,40.1,6.14,-100.0,-1,-1,91,171,1,0,0,0
human1_DAS_maxbin_091_fasta_contigs-contigs.fa,k__Bacteria (UID203),5449,102,56,75.89,24.68,19.05,7647045,94367,7750,7750,23448,368,290,278,4373,4199,40.8,5.7,-100.0,-1,-1,18,56,21,7,0,0
human1_DAS_maxbin_092_fasta_contigs-contigs.fa,p__Firmicutes (UID1022),100,295,158,95.25,0.63,0.0,1697604,19910,1644,1644,67073,359,305,293,2591,2401,40.1,5.91,-100.0,-1,-1,18,276,1,0,0,0
human1_DAS_maxbin_094_fasta_contigs-contigs.fa,k__Bacteria (UID203),5449,104,58,98.28,14.26,12.0,3132984,32938,2914,2914,62727,380,308,297,3141,3026,37.2,5.41,-100.0,-1,-1,1,82,19,2,0,0
human1_DAS_maxbin_096_fasta_contigs-contigs.fa,f__Lachnospiraceae (UID1256),33,333,171,91.1,0.49,50.0,2309056,29092,2180,2180,114091,391,316,303,3301,3058,39.6,5.86,-100.0,-1,-1,28,303,2,0,0,0
human1_DAS_maxbin_098_fasta_contigs-contigs.fa,p__Actinobacteria (UID2112),31,211,124,84.68,1.69,66.67,3230458,24644,2864,2864,151499,410,330,322,3535,3388,36.8,5.49,-100.0,-1,-1,32,176,3,0,0,0
human1_DAS_maxbin_101_fasta_contigs-contigs.fa,f__Lachnospiraceae (UID1256),33,333,171,94.25,5.19,5.56,2330609,28986,2194,2194,98422,382,322,309,3577,3311,40.3,6.18,-100.0,-1,-1,26,291,15,1,0,0
human1_DAS_maxbin_102_fasta_contigs-contigs.fa,o__Clostridiales (UID1212),172,257,149,96.98,2.01,16.67,2662751,25809,2661,2661,45502,372,292,282,1887,1776,38.6,5.37,-100.0,-1,-1,5,246,6,0,0,0
human1_DAS_maxbin_103_fasta_sub_contigs-contigs.fa,o__Clostridiales (UID1120),304,247,141,58.98,18.7,12.5,2637453,30415,3047,3047,3029,332,261,251,2195,2120,40.1,7.66,-100.0,-1,-1,106,102,32,6,1,0
human1_DAS_maxbin_105_fasta_contigs-contigs.fa,o__Clostridiales (UID1212),172,263,149,90.6,0.02,100.0,2370233,24263,2229,2229,52066,378,305,294,3106,2928,37.2,5.49,-100.0,-1,-1,18,244,1,0,0,0
human1_DAS_maxbin_106_fasta_contigs-contigs.fa,k__Bacteria (UID203),5449,104,58,10.08,1.72,0.0,125720,1695,161,161,2161,283,232,222,691,670,34.1,0.0,-100.0,-1,-1,93,10,1,0,0,0
human1_DAS_maxbin_107_fasta_contigs-contigs.fa,o__Clostridiales (UID1212),172,263,149,93.95,4.36,33.33,3210334,43366,3083,3083,29755,369,296,282,2638,2462,40.1,7.08,-100.0,-1,-1,45,211,6,1,0,0
human1_DAS_maxbin_109_fasta_contigs-contigs.fa,o__Clostridiales (UID1212),172,263,149,88.1,0.92,66.67,2640313,41559,2327,2327,50927,391,323,305,2821,2652,39.3,5.63,-100.0,-1,-1,54,206,3,0,0,0
human1_DAS_maxbin_110_fasta_contigs-contigs.fa,f__Enterobacteriaceae (UID5124),134,1173,336,68.95,2.02,88.89,3346619,39576,3437,3437,11955,364,287,275,5232,4860,36.1,6.54,-100.0,-1,-1,317,838,18,0,0,0
human1_DAS_maxbin_111_fasta_contigs-contigs.fa,o__Clostridiales (UID1212),172,263,149,78.29,1.81,0.0,2277999,31588,2466,2466,4696,343,277,264,2193,2079,37.4,5.46,-100.0,-1,-1,68,191,4,0,0,0
human1_DAS_maxbin_112_fasta_contigs-contigs.fa,o__Clostridiales (UID1226),155,278,158,74.64,0.63,100.0,2118661,27369,2046,2046,19256,385,305,292,3137,3023,40.0,7.07,-100.0,-1,-1,84,193,1,0,0,0
human1_DAS_maxbin_113_fasta_contigs-contigs.fa,f__Lachnospiraceae (UID1255),90,354,174,94.83,8.32,0.0,5770917,67167,5562,5562,70202,373,299,287,3067,2937,40.6,6.51,-100.0,-1,-1,11,323,18,2,0,0
human1_DAS_maxbin_117_fasta_contigs-contigs.fa,o__Clostridiales (UID1212),172,263,149,90.05,0.0,0.0,2354668,39574,2206,2206,68390,391,324,306,2142,1991,39.6,6.15,-100.0,-1,-1,62,201,0,0,0,0
human1_DAS_maxbin_121_fasta_contigs-contigs.fa,k__Bacteria (UID203),5449,104,58,100.0,10.34,0.0,1879982,22715,1757,1757,189532,374,315,302,1894,1827,37.5,6.23,-100.0,-1,-1,0,84,20,0,0,0
human1_DAS_maxbin_122_fasta_contigs-contigs.fa,k__Bacteria (UID2372),131,177,106,90.4,4.72,50.0,4771004,58309,4763,4763,37237,351,286,274,4981,4667,38.5,6.05,-100.0,-1,-1,38,133,6,0,0,0
human1_DAS_maxbin_123_fasta_contigs-contigs.fa,o__Clostridiales (UID1120),304,247,141,65.79,5.85,9.09,2122622,24591,2451,2451,3501,322,257,247,2371,2199,41.5,4.84,-100.0,-1,-1,78,158,11,0,0,0
human1_DAS_maxbin_124_fasta_contigs-contigs.fa,o__Clostridiales (UID1212),172,263,149,91.28,0.22,0.0,2169566,33026,2198,2198,110018,355,292,277,2288,2148,38.9,5.41,-100.0,-1,-1,16,246,1,0,0,0
human1_DAS_maxbin_125_fasta_contigs-contigs.fa,f__Lachnospiraceae (UID1256),33,333,171,98.05,5.64,33.33,4273951,50758,4093,4093,252902,377,317,305,3718,3505,41.0,5.41,-100.0,-1,-1,5,308,9,11,0,0
human1_DAS_maxbin_126_fasta_contigs-contigs.fa,f__Enterobacteriaceae (UID5124),134,1172,336,89.28,3.31,54.76,4838542,55131,4621,4621,90798,372,309,297,3465,3206,36.2,6.14,-100.0,-1,-1,133,997,42,0,0,0
human1_DAS_maxbin_127_fasta_contigs-contigs.fa,o__Clostridiales (UID1226),155,278,158,75.85,8.91,44.0,3869701,49761,3779,3779,25263,385,306,293,5352,5065,40.2,7.47,-100.0,-1,-1,83,174,19,2,0,0
human1_DAS_maxbin_128_fasta_contigs-contigs.fa,f__Lachnospiraceae (UID1256),33,333,171,94.93,0.0,0.0,2648134,33845,2409,2409,59271,409,328,314,4108,3853,39.7,6.52,-100.0,-1,-1,12,321,0,0,0,0
human1_DAS_maxbin_129_fasta_contigs-contigs.fa,o__Clostridiales (UID1226),155,278,158,91.14,1.29,0.0,3076375,38992,2940,2940,56003,383,317,304,6016,5771,39.3,6.96,-100.0,-1,-1,20,255,3,0,0,0
human1_DAS_maxbin_130_fasta_contigs-contigs.fa,o__Clostridiales (UID1226),155,278,158,70.58,1.9,0.0,2525973,28185,2228,2228,27270,406,335,322,3558,3385,38.3,7.05,-100.0,-1,-1,87,188,3,0,0,0
human1_DAS_maxbin_131_fasta_contigs-contigs.fa,f__Lachnospiraceae (UID1256),33,333,171,67.48,1.27,25.0,1775842,20702,1930,1930,6071,344,277,266,1489,1425,40.7,6.19,-100.0,-1,-1,105,224,4,0,0,0
human1_DAS_maxbin_132_fasta_contigs-contigs.fa,o__Clostridiales (UID1212),172,263,149,63.76,2.01,0.0,1918947,33141,1747,1748,86097,394,320,301,2919,2621,39.3,6.74,-100.0,-1,-1,71,190,1,1,0,0
human1_DAS_maxbin_133_fasta_contigs-contigs.fa,k__Bacteria (UID2372),131,177,106,97.64,6.45,66.67,4469524,52823,4457,4457,83490,345,285,274,2671,2565,38.7,6.62,-100.0,-1,-1,4,161,12,0,0,0
human1_DAS_maxbin_134_fasta_sub_contigs-contigs.fa,o__Clostridiales (UID1226),155,278,158,83.0,2.22,50.0,2824795,33338,2708,2708,22238,376,302,290,3735,3521,39.8,5.0,-100.0,-1,-1,65,209,4,0,0,0
human1_DAS_maxbin_135_fasta_contigs-contigs.fa,f__Lachnospiraceae (UID1255),90,354,174,77.66,1.31,60.0,2614897,32993,2353,2353,19605,398,319,305,3383,3117,39.2,6.18,-100.0,-1,-1,101,248,5,0,0,0
human1_DAS_maxbin_136_fasta_contigs-contigs.fa,o__Clostridiales (UID1212),172,261,147,90.79,1.04,75.0,2691477,27960,2620,2620,112598,380,308,297,2682,2589,36.6,6.39,-100.0,-1,-1,27,230,4,0,0,0
human1_DAS_maxbin_137_fasta_contigs-contigs.fa,o__Clostridiales (UID1212),172,263,149,95.19,0.0,0.0,2504177,24552,2526,2526,34902,363,287,277,1945,1844,37.6,5.22,-100.0,-1,-1,11,252,0,0,0,0
human1_DAS_maxbin_138_fasta_contigs-contigs.fa,k__Bacteria (UID203),5449,103,57,18.63,0.88,0.0,3127539,47067,3759,3759,4000,314,236,224,1965,1804,39.4,5.4,-100.0,-1,-1,85,17,1,0,0,0
human1_DAS_maxbin_139_fasta_contigs-contigs.fa,k__Bacteria (UID2372),131,176,105,89.52,3.49,40.0,2911907,32064,2979,2979,8913,347,284,273,1664,1630,37.5,6.57,-100.0,-1,-1,13,158,5,0,0,0
human1_DAS_maxbin_140_fasta_contigs-contigs.fa,o__Clostridiales (UID1226),155,278,158,28.92,4.06,40.0,3652195,47143,4319,4319,3648,320,244,233,5085,4851,39.7,6.58,-100.0,-1,-1,180,77,14,7,0,0
human1_DAS_maxbin_141_fasta_contigs-contigs.fa,o__Clostridiales (UID1226),155,278,158,53.98,5.72,6.25,2791915,32088,3382,3382,3049,315,245,236,1564,1466,40.0,9.16,-100.0,-1,-1,121,127,29,1,0,0
human1_DAS_maxbin_143_fasta_contigs-contigs.fa,p__Firmicutes (UID1022),100,295,158,34.72,0.0,0.0,605572,7383,602,602,90634,353,291,279,1800,1667,39.8,4.51,-100.0,-1,-1,176,119,0,0,0,0
human1_DAS_maxbin_144_fasta_contigs-contigs.fa,g__Prevotella (UID2724),55,567,296,86.04,0.0,0.0,2801769,42401,2233,2233,272597,439,366,347,3286,3081,38.6,4.66,-100.0,-1,-1,72,495,0,0,0,0
human1_DAS_maxbin_145_fasta_contigs-contigs.fa,o__Clostridiales (UID1226),155,278,158,90.32,13.2,6.06,6603095,71566,6679,6679,10113,362,297,286,4366,4145,41.1,5.68,-100.0,-1,-1,60,187,30,1,0,0
human1_DAS_maxbin_152_fasta_contigs-contigs.fa,o__Clostridiales (UID1226),155,278,158,80.74,3.5,22.22,2486052,27053,2452,2452,7752,375,296,285,1659,1620,39.2,7.31,-100.0,-1,-1,62,207,9,0,0,0
human1_DAS_maxbin_153_fasta_contigs-contigs.fa,o__Lactobacillales (UID544),293,475,267,99.19,1.38,80.0,2789045,35116,2682,2682,47764,357,292,279,2375,2248,35.4,5.81,-100.0,-1,-1,6,459,10,0,0,0
human1_DAS_maxbin_154_fasta_contigs-contigs.fa,o__Lactobacillales (UID543),294,471,264,90.9,0.19,0.0,2330915,35638,2407,2407,135754,346,280,265,1808,1672,35.0,6.57,-100.0,-1,-1,36,433,2,0,0,0
human1_DAS_maxbin_155_fasta_contigs-contigs.fa,c__Gammaproteobacteria (UID4442),899,311,184,79.89,0.0,0.0,3035523,34743,2900,2900,353187,373,306,294,3344,3121,36.0,8.66,-100.0,-1,-1,57,254,0,0,0,0
human1_DAS_maxbin_156_fasta_contigs-contigs.fa,o__Clostridiales (UID1226),155,278,158,96.58,0.95,66.67,6666361,79879,6178,6178,121942,394,324,311,4657,4427,40.5,5.13,-100.0,-1,-1,35,240,3,0,0,0
human1_DAS_maxbin_157_fasta_contigs-contigs.fa,o__Clostridiales (UID1226),155,278,158,96.1,1.74,80.0,5556849,61735,5261,5261,52101,372,315,304,4125,3948,42.5,5.43,-100.0,-1,-1,28,245,5,0,0,0
human1_DAS_maxbin_158_fasta_contigs-contigs.fa,o__Clostridiales (UID1226),155,274,157,78.18,0.85,0.0,5240324,63270,4784,4786,110054,391,328,315,3474,3219,41.3,6.13,-100.0,-1,-1,60,212,2,0,0,0
human1_DAS_maxbin_159_fasta_contigs-contigs.fa,o__Clostridiales (UID1212),172,257,149,95.64,0.67,0.0,2334237,21167,2232,2232,120742,379,309,300,2189,2066,38.4,4.69,-100.0,-1,-1,7,249,1,0,0,0
human1_DAS_maxbin_161_fasta_contigs-contigs.fa,o__Clostridiales (UID1125),128,313,164,98.78,2.24,0.0,1815015,35261,1721,1721,194925,373,319,298,4744,4355,41.0,5.37,-100.0,-1,-1,2,306,5,0,0,0
human1_DAS_maxbin_162_fasta_contigs-contigs.fa,o__Lactobacillales (UID544),293,475,267,97.75,0.0,0.0,2796785,37812,2746,2746,65324,361,301,287,2033,1908,34.4,6.68,-100.0,-1,-1,13,462,0,0,0,0
human1_DAS_maxbin_163_fasta_contigs-contigs.fa,s__difficile (UID1169),60,1183,308,99.11,0.47,0.0,4022708,72121,3684,3684,199739,365,307,288,2994,2800,42.7,4.91,-100.0,-1,-1,22,1158,3,0,0,0
human1_DAS_maxbin_164_fasta_contigs-contigs.fa,o__Clostridiales (UID1120),304,250,143,96.5,0.0,0.0,2004513,36024,1938,1938,88323,382,313,295,4643,4291,40.6,5.72,-100.0,-1,-1,6,244,0,0,0,0
human1_DAS_maxbin_165_fasta_contigs-contigs.fa,g__Lactobacillus (UID436),31,586,184,98.1,0.0,0.0,2645723,30013,2647,2647,44122,342,281,270,2725,2561,31.0,7.59,-100.0,-1,-1,5,581,0,0,0,0
