genome,cluster,score
human1_concoct_10_refined_2_Bin_2_18_1-contigs.fa,110_1,86.07764979733732
human1_concoct_10_refined_2_Bin_4_7-contigs.fa,111_1,76.57335994393165
human1_concoct_10_refined_2_Bin_2_25-contigs.fa,112_0,82.69547763065091
human1_DAS_maxbin_065_fasta_contigs-contigs.fa,113_1,77.07831181714839
human1_concoct_10_refined_2_Bin_2_16-contigs.fa,114_1,80.44783672799198
human1_concoct_10_refined_2_Bin_2_12-contigs.fa,115_1,74.63034867629806
human1_concoct_10_refined_2_Bin_2_23-contigs.fa,116_1,67.51283633492746
human1_concoct_10_refined_2_Bin_3_4-contigs.fa,117_0,75.91893562266759
human1_concoct_10_refined_2_Bin_2_9-contigs.fa,118_1,77.74042496598557
human1_DAS_maxbin_019_fasta_contigs-contigs.fa,119_0,75.64304230881568
human1_DAS_maxbin_021_fasta_contigs-contigs.fa,120_0,86.48000449491698
human1_concoct_10_refined_2_Bin_4_2-contigs.fa,121_1,87.30023093521926
human1_DAS_maxbin_135_fasta_contigs-contigs.fa,122_1,74.0621834233181
human1_concoct_10_refined_2_Bin_5_12-contigs.fa,123_0,82.88782849147589
human1_DAS_maxbin_134_fasta_sub_contigs-contigs.fa,124_0,74.20354786294733
human1_concoct_10_refined_2_Bin_2_8_1-contigs.fa,125_0,89.96284934173114
human1_concoct_10_refined_2_Bin_5_6_1-contigs.fa,126_0,55.514926991992176
human1_concoct_10_refined_2_Bin_2_20-contigs.fa,127_1,79.45540122815532
human1_concoct_10_refined_2_Bin_2_19-contigs.fa,128_0,86.27151900175134
