name	len	score	pvalue
0000070086	1112	0.3804780840873718	0.10127275473978398
0000070068	1097	0.7115628123283386	0.032196540524208776
0000070087	1160	0.0054082078859210014	0.38730266636452904
0000070061	5672	0.03066416271030903	0.26644761688949314
0000070081	14384	0.8485146164894104	0.021621723695143136
0000070062	1048	1.1679142517095897e-05	0.7740199410831634
0000070069	1133	0.35390418767929077	0.10716443840169197
0000070088	16547	0.1035616397857666	0.18774076591887603
0000070082	2680	0.014269698411226273	0.31807538333711005
0000070070	1692	0.2556343674659729	0.13090112546264823
0000070089	9144	0.5508273839950562	0.04860639021074099
0000070092	1510	0.21412916481494904	0.14202356673464764
0000070083	9083	0.06052155792713165	0.22235440743258555
0000070090	1056	2.5809899852902163e-06	0.8381864189138153
0000070063	39588	0.5795621871948242	0.04452753229095853
0000070093	7803	0.8328753709793091	0.0227547397839716
0000070091	1340	0.00561557337641716	0.3844512425409774
0000070099	1014	0.4727926254272461	0.07653523680036256
0000070084	3340	0.0013829232193529606	0.48625273812221464
0000070100	6073	0.0002266592055093497	0.6076554120401843
0000070094	3461	0.09290715306997299	0.19401012161039352
0000070095	1118	3.192985502664669e-07	0.9036369816451394
0000070096	1257	0.00029966802685521543	0.5906601707077573
0000070097	3511	0.4191057085990906	0.09201979001435154
0000070098	2209	0.28898724913597107	0.1223090867890324
0000070122	1291	0.09947668015956879	0.18996903089357203
0000070123	2338	0.14361487329006195	0.16747866153032706
0000070115	1220	0.00933775119483471	0.34891230455472466
0000070108	1888	0.000383907463401556	0.5742125538182642
0000070124	1240	0.011221223510801792	0.33514615907545886
0000070101	1362	0.010707113891839981	0.33869627615378806
0000070125	1269	0.9895408153533936	0.007515673389228794
0000070109	1373	0.002550823614001274	0.44221617946974845
0000070116	9226	0.4485127031803131	0.08382430697182566
0000070102	1092	0.00013753565144725144	0.6392287937155374
0000070117	2942	1.8130463104171213e-06	0.8514238235516277
0000070110	1044	0.0904998704791069	0.19576629654807765
0000070118	1989	0.0027465203311294317	0.4368721202507742
0000070103	1749	0.22631624341011047	0.13868116927260368
0000070119	2047	9.829789178184e-07	0.8720069491653448
0000070111	1431	0.47587308287620544	0.07542110431301458
0000070120	2163	0.18059757351875305	0.153542563637737
0000070104	4819	0.022556891664862633	0.2865397688647179
0000070112	6227	0.22514906525611877	0.1390966085051741
0000070121	6201	0.7475893497467041	0.029326233099176674
0000070105	1044	0.8462953567504883	0.021829443311428356
0000070113	1222	1.3527444025385194e-05	0.7678638870005288
0000070129	4082	0.5315654277801514	0.05217539089055065
0000070130	1906	0.0056158797815442085	0.38443235893949695
0000070106	12882	0.4491580128669739	0.08371100536294282
0000070114	1872	0.00185529631562531	0.46468766523151295
0000070131	3530	0.17209944128990173	0.15633733665684718
0000070136	1215	1.1022348189726472e-06	0.8682491124707304
0000070107	1937	1.4351937352330424e-05	0.7652957171991842
0000070137	1098	0.8607954978942871	0.020771961628521792
0000070132	25938	0.3548758625984192	0.1069189515824458
0000070126	118697	0.5147605538368225	0.05585769317924315
0000070143	1531	0.012107870541512966	0.329141173804668
0000070138	1392	9.464152390137315e-05	0.6618513482891457
0000070133	1191	0.19338396191596985	0.1489538484779817
0000070127	2023	0.8883637189865112	0.018619231059747714
0000070144	2078	0.03480686619877815	0.25872422388397914
0000070134	5649	0.8845267295837402	0.01894025228491578
0000070128	5622	0.06396889686584473	0.21818113150540072
0000070135	1221	0.12005646526813507	0.17880882241861168
0000070145	1388	0.07056860625743866	0.21194954301684418
0000070157	1292	0.0031424283515661955	0.426712742654279
0000070150	2388	0.010737307369709015	0.3384885565375028
0000070139	28231	0.6820477843284607	0.03470805952111187
0000070146	2196	0.018662936985492706	0.2996261046906866
0000070158	1148	2.2856465164977635e-08	0.9551325628823929
0000070151	1984	0.9995302557945251	0.0028514238235516276
0000070140	3993	0.0022442990448325872	0.4514502605937004
0000070159	2427	0.9999825954437256	0.0008308784651408716
0000070147	3479	0.5547946691513062	0.047718860941158694
0000070160	1034	0.00413807388395071	0.4067716594908981
0000070152	1343	0.006570182740688324	0.3730266636452904
0000070141	5554	0.004330192226916552	0.40350479643477605
0000070161	5637	0.015650546178221703	0.3119193292544754
0000070148	1511	0.426883339881897	0.0899803610544603
0000070142	5714	0.0006308953161351383	0.5406752775889417
0000070153	2731	0.12567874789237976	0.17588186418913815
0000070149	1452	0.00327633717097342	0.4239179696351688
0000070164	1255	1.6496016542077996e-05	0.7580255306292016
0000070154	1732	6.527814548462629e-05	0.6842472996449883
0000070171	1611	0.000410332198953256	0.569623838658509
0000070165	6341	0.0034156464971601963	0.4205566885716444
0000070155	3190	0.02431817725300789	0.2815167308709117
0000070172	1340	9.282605788030196e-06	0.7850479643477604
0000070166	1189	0.18804296851158142	0.15104992824231436
0000070173	1787	0.7398897409439087	0.02991162474507138
0000070156	1466	0.5213552713394165	0.05423370345192235
0000070167	1868	0.44088149070739746	0.08607145554800212
0000070174	7055	0.02121647074818611	0.2905619759800589
0000070178	1504	0.3541221618652344	0.10701336958984818
0000070175	1951	1.0	0.0
0000070168	3273	0.9997966289520264	0.0020205453584107563
0000070179	3405	0.01918785832822323	0.29762444293375634
0000070169	1086	1.014898165507816e-09	0.9840433567489991
0000070176	1577	0.00010689496411941946	0.6547511141324873
0000070162	171855	0.49662327766418457	0.0659037691668555
0000070170	1194	0.0011451125610619783	0.4990558199259763
0000070177	1546	7.000335699558491e-06	0.797171236498225
0000070163	1303	0.5485952496528625	0.049040713044791906
0000070199	1194	0.030258242040872574	0.26718407734723165
0000070185	2142	0.0002615075500216335	0.5989311881562052
0000070180	43539	0.12301238626241684	0.17727925069869324
0000070192	24080	0.13939723372459412	0.16968804290354256
0000070200	35131	0.5689560174942017	0.04571719918422842
0000070181	1130	0.4651583135128021	0.07936777702243372
0000070186	7718	0.0022361313458532095	0.4516768638114661
0000070182	1105	0.9988705515861511	0.003757836694614397
0000070193	1135	0.008917323313653469	0.3520658660019639
0000070187	2314	0.23074349761009216	0.13735931716897046
0000070194	1941	0.0004527414566837251	0.5628257421255382
0000070183	1821	0.012128343805670738	0.3290845230002266
0000070188	2428	0.0016353047685697675	0.4743183019865549
0000070189	1174	0.00020583120931405574	0.6141891381524285
0000070184	23660	0.26857829093933105	0.12731324118135812
0000070190	1206	1.8016528713360458e-08	0.957965103104464
0000070191	1085	0.0003542452468536794	0.5800853538786918
0000070195	192104	0.6404521465301514	0.03803157338167535
0000070196	1779	0.008282181806862354	0.3572399728076139
0000070197	3210	0.15774250030517578	0.16166251227434097
0000070198	1093	2.375349694716533e-09	0.9784160435078179
0000070208	1994	0.010893371887505054	0.3373366568471939
0000070215	1093	2.570907963672653e-05	0.7357428808822418
0000070222	9939	0.008561364375054836	0.3546529194047889
0000070201	24195	0.18099871277809143	0.15344814563033463
0000070209	2256	0.00746661564335227	0.3646423445879598
0000070202	14834	0.02288251742720604	0.2855767051892137
0000070216	7999	0.8793952465057373	0.019299040713044793
0000070203	1513	0.04153929650783539	0.24686532215424126
0000070210	1820	0.005339065566658974	0.3881713120326309
0000070204	1236	0.00013045525702182204	0.6427789107938666
0000070217	4017	0.3376597464084625	0.11063902107409926
0000070211	1184	0.006691141054034233	0.3719691819623839
0000070223	29496	0.40256020426750183	0.0957965103104464
0000070212	1106	6.501864845631644e-05	0.6845494372686759
0000070224	3359	0.01399711798876524	0.3193783518392628
0000070205	79219	0.1871766746044159	0.15137094946748245
0000070213	1692	0.4604319930076599	0.08087846514087167
0000070225	1239	0.015738528221845627	0.3116171916307878
0000070206	1317	3.2415977329947054e-05	0.7231475186947655
0000070218	37059	0.5697503089904785	0.04569831558274794
0000070214	2433	0.5355701446533203	0.05128786162096835
0000070207	2796	0.006511548534035683	0.373725356900068
0000070236	1702	0.006907160859555006	0.3695898481758441
0000070229	1189	0.04262001812458038	0.2453735176372838
0000070226	4347	0.0003533310373313725	0.5801797718860942
0000070237	3951	0.0012972094118595123	0.49036936324495806
0000070219	10724	0.030455904081463814	0.26688193972354407
0000070230	1372	0.0002870970929507166	0.5933416421179848
0000070238	1308	0.0008958037360571325	0.5163909660850518
0000070239	1147	2.6779545805766247e-05	0.7336468011179093
0000070220	1229	0.0251679215580225	0.27936400030213765
0000070231	1034	0.01891193352639675	0.2985308558048191
0000070221	1345	3.2522794413125666e-07	0.9029949391948032
0000070232	1166	0.00035269054933451116	0.580255306292016
0000070240	13416	0.09587220847606659	0.19215952866530706
0000070227	27758	0.03929634019732475	0.2504154392325704
0000070241	1614	2.7898536245629657e-06	0.8352594606843418
0000070233	1801	5.733347643399611e-05	0.6915552534179319
0000070242	1186	0.22074854373931885	0.14019185739104162
0000070243	5720	0.1141669750213623	0.18149029382883905
0000070228	6668	0.07569722831249237	0.20741747866153032
0000070250	1101	0.0004070540890097618	0.5700770450940403
0000070234	1377	8.26208657045413e-10	0.9853652088526323
0000070251	2272	0.05565650016069412	0.22756628144119648
0000070244	12210	0.21562917530536652	0.14151370949467482
0000070257	1129	0.00010276756074745208	0.657205982324949
0000070235	3035	0.012989013455808163	0.32434473902862754
0000070252	9192	0.18523959815502167	0.15199410831633808
0000070245	1364	8.820992661640048e-05	0.6659490898104087
0000070253	7876	0.19540134072303772	0.14814185361432133
0000070264	4019	0.6721109747886658	0.03536898557292847
0000070254	3429	0.5200745463371277	0.05446030666968804
0000070246	1065	1.824961154417437e-10	0.9917289825515523
0000070255	1207	6.980360012676101e-06	0.7972467709041469
0000070265	2386	0.024328334257006645	0.28144119646498983
0000070256	1009	0.00011304571671644226	0.6510499282423143
0000070258	29100	0.8880184292793274	0.018694765465669613
0000070266	1166	0.0009197322651743889	0.5146536747488482
0000070271	12892	0.12328127026557922	0.17707153108240803
0000070259	1325	2.837206920958124e-05	0.7303799380617871
0000070272	3270	0.001893101492896676	0.4631014427071531
0000070273	4374	0.02428864873945713	0.2816677996827555
0000070267	1001	2.6935410346595745e-07	0.9080557443915703
0000070274	1915	2.4556097741879057e-06	0.8401314298663041
0000070268	6647	0.9382791519165039	0.014936928771055215
0000070260	13364	0.022373881191015244	0.28714404411209304
0000070247	60537	0.04432814568281174	0.24221995619004458
0000070275	12942	0.0656813457608223	0.21659490898104086
0000070276	1036	0.024869192391633987	0.2801004607598761
0000070269	1224	0.0015029129572212696	0.48017221844550195
0000070261	3473	0.04722313582897186	0.23819774907470354
0000070277	1583	0.02841326780617237	0.2712062844625727
0000070248	3119	0.002708952873945236	0.4378540675277589
0000070278	4203	0.9563696384429932	0.012803081803761614
0000070270	1481	0.02875381149351597	0.27058312561371706
0000070279	1034	5.001890895073302e-05	0.6993730644308482
0000070249	1723	7.836180157028139e-05	0.6730115567641061
0000070280	2237	0.08582595735788345	0.1989009743938364
0000070262	13241	0.154510036110878	0.16300324797945465
0000070285	1116	7.654726505279541e-05	0.6743334088677393
0000070292	1331	0.009787589311599731	0.34583427751340734
0000070281	1266	0.00029846420511603355	0.5909811919329254
0000070263	1055	4.431565685081296e-06	0.8174333408867739
0000070286	3394	0.04636680707335472	0.23955736838129768
0000070293	1547	0.00013079405471216887	0.6426656091849837
0000070299	1694	0.002200028393417597	0.4529609487121384
0000070287	6781	0.00837390311062336	0.35622025832766824
0000070282	32903	0.5494018793106079	0.04888964423294811
0000070294	1035	0.009041295386850834	0.3511972203338621
0000070300	1267	1.955582047230564e-05	0.750037767202961
0000070283	5300	0.9780395030975342	0.00953621874763955
0000070295	1689	1.1845415315292485e-07	0.9266372082483572
0000070284	1085	0.8217265605926514	0.023566734647631996
0000070296	2588	0.02214161492884159	0.28797492257723395
0000070288	29011	0.014134231954813004	0.31864189138152427
0000070297	6705	0.4717353582382202	0.07683737442405016
0000070289	2370	0.015406289137899876	0.3127313241181358
0000070298	1294	0.0002849780139513314	0.5935682453357505
0000070290	1260	2.9312063816178124e-06	0.833522169348138
0000070291	2421	5.939210950600682e-06	0.8042148198504419
0000070308	2445	0.010538511909544468	0.3398292922426165
0000070315	2147	0.0006976706208661199	0.5337072286426467
0000070322	7245	0.03291408717632294	0.2622365737593474
0000070316	1332	0.000253675680141896	0.6008950827101744
0000070309	6556	0.015310602262616158	0.31322229775662813
0000070301	11956	0.16710007190704346	0.1581690460004532
0000070323	1985	0.02715771459043026	0.27449203112017523
0000070317	1860	2.654003878888034e-07	0.9083956492182189
0000070324	1158	1.7551325299791642e-06	0.8524246544300929
0000070325	1251	0.11706254631280899	0.18028174333408867
0000070318	1041	0.3063451051712036	0.11766372082483571
0000070302	2303	0.033899810165166855	0.2602160284009366
0000070326	3029	2.3179550225904677e-06	0.8423785784424805
0000070303	1738	3.594725421862677e-05	0.7172558350328575
0000070319	3261	5.729335043724859e-06	0.8060276455925675
0000070327	5566	0.17016196250915527	0.15716821512198806
0000070328	1145	0.0009824727894738317	0.5100460759876123
0000070320	3118	0.09986676275730133	0.18970466047284537
0000070329	2356	0.16350844502449036	0.15943424729964498
0000070321	2284	0.999788761138916	0.0020394289598912306
0000070330	2000	3.8952708564465865e-05	0.7126293526701413
0000070310	78911	0.26095741987228394	0.12922048493088603
0000070336	1779	9.83515492407605e-05	0.6596041997129692
0000070311	1019	0.012806961312890053	0.32513785029080744
0000070312	1732	0.025748107582330704	0.2779099629881411
0000070313	1181	0.05623914301395416	0.2270186569982627
0000070331	39987	0.07300718128681183	0.20981569604955058
0000070337	11793	0.41953760385513306	0.09196313920991012
0000070332	2188	0.9987607598304749	0.003927789107938666
0000070314	3199	0.5280540585517883	0.052817433340886774
0000070304	75227	0.22608400881290436	0.13871893647556463
0000070333	1558	0.002255470957607031	0.45116700657149333
0000070338	1381	1.4449437912844587e-06	0.859675957398595
0000070339	1278	1.8258145928484737e-06	0.851234987536823
0000070305	3931	0.0003478046855889261	0.5811050683586374
0000070334	4919	0.20300787687301636	0.14593247224110584
0000070343	23615	0.5281553268432617	0.052817433340886774
0000070335	1297	0.0006671838345937431	0.5365775360676788
0000070340	2162	0.3064021170139313	0.11766372082483571
0000070306	3863	0.014931194484233856	0.3149029382883904
0000070341	1571	5.537111974263098e-06	0.8075761009139664
0000070344	1614	5.96071458858205e-06	0.8040448674371176
0000070350	1548	0.002071055816486478	0.45709645743636224
0000070307	3930	0.05592072010040283	0.22735856182491124
0000070342	1356	0.002714138478040695	0.4376841151144346
0000070351	1102	9.31885588215664e-05	0.6627011103557671
0000070357	2594	0.0002405385603196919	0.6038786917440895
0000070352	4483	0.009224878624081612	0.3496109978095022
0000070345	24471	0.1739916056394577	0.15565752700355012
0000070353	1594	0.0010053833248093724	0.5083843190573306
0000070358	10808	0.0253879614174366	0.2789107938666062
0000070346	1067	4.9526399379828945e-05	0.6998451544678601
0000070354	1386	0.30609047412872314	0.11770148802779666
0000070347	1757	9.82851133812801e-07	0.8720069491653448
0000070355	2713	0.048919323831796646	0.23581841528816375
0000070348	1060	1.5015269127616193e-05	0.7627464309993202
0000070359	23103	0.5922306180000305	0.0433756326006496
0000070356	1571	0.0016532107256352901	0.4734307727169726
0000070364	70822	0.27955615520477295	0.12491502379333787
0000070349	2594	0.019129633903503418	0.29775662814411963
0000070360	1471	3.4642698665265925e-06	0.8270073268373744
0000070371	3652	0.002448364393785596	0.44495430168441724
0000070365	1227	0.4108794629573822	0.09351159453130901
0000070378	1363	0.3047795593738556	0.1181169272603671
0000070361	1029	0.0008268020465038717	0.5219427449203112
0000070372	2968	0.13612885773181915	0.17131203263086336
0000070379	1112	0.00018923722382169217	0.6187778533121837
0000070362	1017	5.3697251132689416e-05	0.6951242540977415
0000070373	4774	0.001100586960092187	0.5017561749376841
0000070380	1933	0.02672041393816471	0.27556839640456227
0000070374	1154	1.4421561900235247e-06	0.8597326082030364
0000070381	2047	3.4226381103508174e-05	0.719861772037163
0000070375	1599	2.3380923863669523e-08	0.9547548908527834
0000070376	5165	0.013622348196804523	0.3211722939799079
0000070366	68090	0.5385453104972839	0.05068358637359317
0000070382	17000	0.24882158637046814	0.13271395120477378
0000070377	1085	0.01231702882796526	0.3280459249188005
0000070363	65700	0.12400572746992111	0.17669385905279855
0000070383	1621	0.0014128278708085418	0.4846287483948939
0000070367	6200	0.08702396601438522	0.1981456303346174
0000070385	1275	0.00676982756704092	0.3711760707002039
0000070392	1390	7.695081905012557e-08	0.9349459928997659
0000070384	1126	0.29084673523902893	0.12176146234609865
0000070368	1003	2.6535884899203666e-05	0.7342133091623234
0000070386	1427	0.0016103832749649882	0.47539466727094193
0000070393	1503	0.0072789788246154785	0.36615303270639776
0000070399	1518	0.002066704910248518	0.4571719918422842
0000070369	1309	6.187874390661818e-08	0.9394025228491578
0000070394	7788	0.09390634298324585	0.1932358939496941
0000070400	1075	0.0018936796113848686	0.4631014427071531
0000070387	1131	1.0777570196296438e-06	0.8688722713195861
0000070370	13979	0.623308539390564	0.03974998111639852
0000070395	1185	0.49184519052505493	0.06839640456227812
0000070388	1979	1.0881240086746402e-05	0.7775700581614926
0000070389	8557	0.040587637573480606	0.24854596268600349
0000070396	21037	0.5216608047485352	0.05408263464007856
0000070397	2096	2.7041493012802675e-05	0.7331369438779364
0000070390	21340	0.3755786418914795	0.10242465443009291
0000070398	1209	0.0006350908079184592	0.5402598383563714
0000070391	1749	0.0022961157374083996	0.44978850366341866
0000070401	1233	0.4515278935432434	0.08310673011556764
0000070415	1092	0.00010824921628227457	0.6537502832540222
0000070402	1811	0.0006423908635042608	0.5394478434927109
0000070408	1117	0.4252210259437561	0.09047133469295264
0000070403	1616	5.4527350584976375e-05	0.6942367248281592
0000070416	1026	0.005529660265892744	0.3857353274416497
0000070404	1361	0.00010513564484426752	0.655733061409472
0000070417	3448	0.007007022388279438	0.3687023189062618
0000070409	1465	1.1074781980369153e-07	0.9280345947579123
0000070405	9484	0.7965818643569946	0.025606163607523227
0000070410	2478	0.6124163269996643	0.040864113603746505
0000070422	61074	0.05960454046726227	0.22344965631845307
0000070406	1345	0.2449302226305008	0.13360148047435608
0000070423	2618	0.39629581570625305	0.09747715084220862
0000070411	4139	0.010239879600703716	0.3421330916232344
0000070424	1340	0.06826432049274445	0.213932321172294
0000070418	52581	0.6700817942619324	0.03559558879069416
0000070407	1013	0.0003157833416480571	0.5874499584560767
0000070412	1125	0.001227579195983708	0.4942593851499358
0000070425	1567	0.5016157031059265	0.06099403278193217
0000070419	1024	0.0033635031431913376	0.42170858826195334
0000070429	3732	0.9999870657920837	0.0007742276606994485
0000070426	1365	0.00015939961303956807	0.6295226225545736
0000070420	4561	0.00042421065154485404	0.5673766900823325
0000070427	2306	0.22589881718158722	0.13875670367852558
0000070430	1484	0.0005208081565797329	0.553421708588262
0000070428	4033	0.8994510173797607	0.01769393458720447
0000070431	1428	6.0644480981864035e-05	0.6884961099780951
0000070421	20806	0.17167098820209503	0.15658282347609337
0000070436	7848	0.11166532337665558	0.18286879673691367
0000070443	3680	0.0002281582565046847	0.6070700203942896
0000070432	1142	0.008812887594103813	0.3527267920537805
0000070444	5744	0.15481612086296082	0.16298436437797417
0000070413	57511	0.6007435321807861	0.04226150011330161
0000070445	1226	0.0002723158395383507	0.596495203565224
0000070446	1050	5.0955159167642705e-06	0.8111639851952565
0000070433	4728	0.9971293210983276	0.0051552232041694995
0000070437	37262	0.9794352650642395	0.009347382732834806
0000070414	7331	0.20137017965316772	0.14636679507515674
0000070447	1017	0.4936598539352417	0.06747110808973487
0000070438	3594	0.19479024410247803	0.1484628748394894
0000070448	1221	5.147215986767151e-10	0.9878389606465745
0000070439	5552	0.6294211149215698	0.03924012387642571
0000070450	9798	0.08914981782436371	0.19659717501321852
0000070449	1554	0.007981136441230774	0.360072513029685
0000070440	1475	0.0001711046352284029	0.625160510612584
0000070457	1325	0.026252014562487602	0.2766447616889493
0000070441	1152	1.2362136203591945e-06	0.8648311806027645
0000070451	4018	0.33405473828315735	0.11156431754664249
0000070458	1388	0.0015927011845633388	0.47618777853312183
0000070442	4083	0.06459786742925644	0.2175202054535841
0000070452	1991	0.3721068501472473	0.10317999848931188
0000070459	2665	6.584983930224553e-05	0.6835674899916913
0000070464	2882	0.0026383812073618174	0.4398368456832087
0000070465	1470	0.029448019340634346	0.26897801948787675
0000070453	2254	0.8314017057418823	0.022905808595815393
0000070460	11961	0.03033081814646721	0.26705189213686836
0000070466	1068	0.07119733095169067	0.21145856937835183
0000070461	2105	9.866397886071354e-05	0.6594908981040865
0000070454	1066	4.1424678784096614e-05	0.7097779288465896
0000070467	4554	0.0008471849141642451	0.520224337185588
0000070462	2176	0.0011330160778015852	0.49966009517335147
0000070455	1493	2.946884706034325e-05	0.7283216255004155
0000070468	3605	2.333763404749334e-05	0.7408792204849309
0000070463	1582	1.3982875657347904e-07	0.9229549059596647
0000070434	117575	0.2231225073337555	0.13954981494070548
0000070456	1032	0.0001347817451460287	0.6407394818339753
0000070469	3419	0.13585996627807617	0.1713497998338243
0000070471	2008	0.8785719871520996	0.019355691517486215
0000070435	2478	0.16264519095420837	0.1599441045396178
0000070470	1122	1.5330888345488347e-06	0.857523226829821
0000070472	1257	0.5072341561317444	0.05818037616134149
0000070492	1055	0.06037287786602974	0.22244882543998792
0000070473	2148	0.49062782526016235	0.06894402900521188
0000070485	1460	0.005564610939472914	0.3851877029987159
0000070474	1348	0.36135536432266235	0.10542714706548834
0000070475	1589	7.1072290275253636e-09	0.968275549512803
0000070486	6964	0.0023079286329448223	0.44944859883677013
0000070478	37397	0.3363666236400604	0.11096004229926731
0000070493	49335	0.2485380619764328	0.1328461364151371
0000070487	2285	0.3106599748134613	0.11670065714933152
0000070476	3915	0.041595958173274994	0.2467520205453584
0000070479	3663	0.36079996824264526	0.10554044867437118
0000070494	10657	0.2815287113189697	0.12419744693707983
0000070488	1468	0.10844846069812775	0.18471938968200016
0000070477	3030	0.8510894775390625	0.02145177128181887
0000070495	4302	0.046099383383989334	0.24001057481682905
0000070489	1684	6.142828624433605e-06	0.8030440365586524
0000070496	2265	0.014910545200109482	0.3149595890928318
0000070499	1900	0.0018050044309347868	0.4667648613943651
0000070497	1431	0.5830988883972168	0.04418762746430999
0000070490	1520	2.110740024363622e-05	0.7463176977113075
0000070500	1906	0.9401775598526001	0.014804743560691894
0000070498	1073	0.0024947775527834892	0.44368910038522547
0000070480	29503	0.7566889524459839	0.02887302666364529
0000070491	1441	0.0016381731256842613	0.4742238839791525
0000070481	1279	7.081796127295092e-08	0.9365699826270867
0000070482	1052	0.04942837357521057	0.2350630712289448
0000070483	1915	0.17741617560386658	0.15473223053100688
0000070484	2769	7.841872866265476e-05	0.6729549059596647
0000070522	1252	0.4344983398914337	0.08777097968124481
0000070501	1477	0.002288792748004198	0.4499962232797039
0000070515	1798	0.18858212232589722	0.15084220862602915
0000070508	1447	0.03126664087176323	0.26512576478586
0000070523	1072	1.0288500789101818e-06	0.870382959438024
0000070502	2487	0.73214191198349	0.030402598383563715
0000070503	1529	0.8405312895774841	0.02218823173955737
0000070509	1663	0.5133056640625	0.05623536520885263
0000070516	1234	0.004096136894077063	0.4074892363471561
0000070524	1018	0.0006839329726062715	0.5351801495581238
0000070504	1473	2.909214380508729e-08	0.9514313769922199
0000070517	1120	2.8492737328633666e-05	0.7301533348440215
0000070525	3373	3.977614687755704e-05	0.7114774529798323
0000070510	3697	0.9707632064819336	0.010688118437948485
0000070505	4111	0.6814568638801575	0.03472694312259234
0000070518	1038	0.502577006816864	0.06023868872271319
0000070511	1465	4.226974965604313e-07	0.8966500490973639
0000070526	3131	0.003910011611878872	0.410869401012161
0000070506	2621	0.0029578369576483965	0.4314714102273586
0000070512	1050	0.06476951390504837	0.2173124858372989
0000070519	1845	6.41419755993411e-05	0.6853803157338167
0000070520	1025	0.9416496753692627	0.014615907545887152
0000070507	12505	0.5878140330314636	0.04371553742729813
0000070513	2862	0.00010753908281913027	0.654222373291034
0000070521	1226	1.6103429061331553e-06	0.8556159830802931
0000070529	9336	0.342640221118927	0.10948712138379031
