CONTIG_NAME	CALL	CONTIG_LENGTH	LOCI	ANNOTATIONS:UNIREF50	ANNOTATIONS:UNIREF90
megahit_11556	unclassified	1013	--	--	--
megahit_11568	unclassified	776	--	--	--
megahit_11570	unclassified	2213	--	--	--
megahit_11576	unclassified	1786	--	--	--
megahit_11583	unclassified	929	--	--	--
megahit_11590	unclassified	1457	--	--	--
megahit_11594	unclassified	979	--	--	--
megahit_11606	unclassified	1333	--	--	--
megahit_11619	unclassified	1031	--	--	--
megahit_11620	unclassified	3665	--	--	--
megahit_11623	unclassified	4172	--	--	--
megahit_11639	unclassified	782	--	--	--
megahit_11644	unclassified	953	--	--	--
megahit_11645	unclassified	2880	--	--	--
megahit_11646	unclassified	1057	--	--	--
megahit_11651	unclassified	778	--	--	--
megahit_11656	unclassified	943	--	--	--
megahit_11658	unclassified	1766	--	--	--
megahit_11674	unclassified	4233	--	--	--
megahit_1168	unclassified	980	--	--	--
megahit_11683	unclassified	1779	--	--	--
megahit_11688	unclassified	908	--	--	--
megahit_11695	unclassified	850	--	--	--
megahit_11701	unclassified	1898	--	--	--
megahit_11707	unclassified	1061	--	--	--
megahit_11711	unclassified	1875	--	--	--
megahit_11712	unclassified	1083	--	--	--
megahit_11715	unclassified	1751	--	--	--
megahit_11718	unclassified	2317	--	--	--
megahit_11721	unclassified	771	--	--	--
megahit_11722	unclassified	1393	--	--	--
megahit_11728	unclassified	1907	--	--	--
megahit_11730	unclassified	1045	--	--	--
megahit_11732	unclassified	951	--	--	--
megahit_11738	unclassified	5089	--	--	--
megahit_11739	unclassified	1709	37:1551:+	UniRef50_B7B8R8	UniRef90_B7B8R8
megahit_11741	unclassified	833	--	--	--
megahit_1175	unclassified	985	--	--	--
megahit_11750	unclassified	1015	--	--	--
megahit_11757	unclassified	839	--	--	--
megahit_11766	unclassified	1359	--	--	--
megahit_11767	unclassified	1320	--	--	--
megahit_11768	unclassified	1500	--	--	--
megahit_11769	unclassified	876	--	--	--
megahit_11789	unclassified	1492	--	--	--
megahit_11790	unclassified	2061	--	--	--
megahit_11794	unclassified	1468	--	--	--
megahit_11795	unclassified	1392	--	--	--
megahit_118	unclassified	834	--	--	--
megahit_1180	unclassified	937	--	--	--
megahit_11802	unclassified	4491	--	--	--
megahit_1181	unclassified	1040	--	--	--
megahit_11812	unclassified	2602	--	--	--
megahit_11815	unclassified	3642	--	--	--
megahit_11818	unclassified	1488	--	--	--
megahit_11827	unclassified	913	--	--	--
megahit_1183	unclassified	1731	--	--	--
megahit_11835	unclassified	2598	--	--	--
megahit_11838	unclassified	1983	--	--	--
megahit_11842	unclassified	1160	--	--	--
megahit_11844	unclassified	871	--	--	--
megahit_11855	unclassified	1088	--	--	--
megahit_11857	unclassified	2268	--	--	--
megahit_11878	unclassified	1080	--	--	--
megahit_11879	unclassified	996	--	--	--
megahit_11880	unclassified	2558	--	--	--
megahit_11882	unclassified	3463	--	--	--
megahit_11884	unclassified	783	--	--	--
megahit_11888	unclassified	1065	--	--	--
megahit_11890	unclassified	4097	--	--	--
megahit_11891	unclassified	1086	--	--	--
megahit_11896	unclassified	2303	--	--	--
megahit_11906	unclassified	5953	--	--	--
megahit_11909	unclassified	1078	--	--	--
megahit_1191	unclassified	876	--	--	--
megahit_11910	unclassified	1147	--	--	--
megahit_11911	unclassified	1316	--	--	--
megahit_11914	unclassified	3016	--	--	--
megahit_11925	unclassified	765	--	--	--
megahit_11926	unclassified	916	--	--	--
megahit_11931	unclassified	1540	--	--	--
megahit_11935	unclassified	1316	--	--	--
megahit_11941	unclassified	1339	--	--	--
megahit_11944	unclassified	795	--	--	--
megahit_11945	unclassified	764	--	--	--
megahit_11954	unclassified	6796	--	--	--
megahit_11955	unclassified	1254	--	--	--
megahit_11956	unclassified	6963	--	--	--
megahit_11957	unclassified	924	--	--	--
megahit_11970	unclassified	1453	--	--	--
megahit_11973	unclassified	1852	--	--	--
megahit_11980	unclassified	1567	--	--	--
megahit_11985	unclassified	808	--	--	--
megahit_11995	unclassified	780	--	--	--
megahit_12	unclassified	789	--	--	--
megahit_120	unclassified	764	--	--	--
megahit_1200	unclassified	1612	--	--	--
megahit_12002	unclassified	2962	--	--	--
megahit_12006	unclassified	817	--	--	--
megahit_12008	unclassified	827	--	--	--
megahit_12011	unclassified	1957	--	--	--
megahit_12013	unclassified	1308	--	--	--
megahit_12018	unclassified	844	--	--	--
megahit_12020	unclassified	789	--	--	--
megahit_12027	unclassified	1814	--	--	--
megahit_1203	unclassified	840	--	--	--
megahit_12030	unclassified	752	--	--	--
megahit_12031	unclassified	6198	--	--	--
megahit_12034	unclassified	1305	--	--	--
megahit_12037	unclassified	1390	--	--	--
megahit_12039	unclassified	2971	--	--	--
megahit_12046	unclassified	1136	--	--	--
megahit_12047	unclassified	1305	--	--	--
megahit_12049	unclassified	858	--	--	--
megahit_12055	unclassified	908	--	--	--
megahit_12062	unclassified	791	--	--	--
megahit_12075	unclassified	1168	--	--	--
megahit_12076	unclassified	898	--	--	--
megahit_12087	unclassified	1275	--	--	--
megahit_12092	unclassified	909	--	--	--
megahit_12094	unclassified	792	--	--	--
megahit_12095	unclassified	802	--	--	--
megahit_12098	unclassified	1002	--	--	--
megahit_1210	unclassified	1046	--	--	--
megahit_12100	unclassified	1098	--	--	--
megahit_12103	unclassified	3468	--	--	--
megahit_12107	unclassified	1317	--	--	--
megahit_12109	unclassified	1403	--	--	--
megahit_12114	unclassified	847	--	--	--
megahit_12122	unclassified	1689	--	--	--
megahit_12127	unclassified	952	--	--	--
megahit_12135	unclassified	1605	--	--	--
megahit_12136	unclassified	1040	--	--	--
megahit_12138	unclassified	783	--	--	--
megahit_1214	unclassified	1419	--	--	--
megahit_12143	unclassified	1388	--	--	--
megahit_12144	unclassified	1235	--	--	--
megahit_12152	unclassified	1742	--	--	--
megahit_12153	unclassified	1206	--	--	--
megahit_12158	unclassified	1303	--	--	--
megahit_12181	unclassified	830	--	--	--
megahit_12188	unclassified	1255	--	--	--
megahit_1220	unclassified	1196	--	--	--
megahit_12203	unclassified	806	--	--	--
megahit_12209	unclassified	755	--	--	--
megahit_12211	unclassified	803	--	--	--
megahit_12215	unclassified	1617	--	--	--
megahit_12223	unclassified	1127	--	--	--
megahit_12225	unclassified	766	--	--	--
megahit_1224	unclassified	2015	--	--	--
megahit_12244	unclassified	1201	--	--	--
megahit_12245	unclassified	2428	--	--	--
megahit_12248	unclassified	1054	--	--	--
megahit_12256	unclassified	1114	--	--	--
megahit_12268	unclassified	2253	--	--	--
megahit_12274	unclassified	4152	--	--	--
megahit_12280	unclassified	871	--	--	--
megahit_12293	unclassified	775	--	--	--
megahit_12294	unclassified	773	--	--	--
megahit_1230	unclassified	881	--	--	--
megahit_12308	unclassified	1041	--	--	--
megahit_12310	unclassified	3259	--	--	--
megahit_12314	unclassified	1505	--	--	--
megahit_12319	unclassified	1247	--	--	--
megahit_1232	unclassified	1258	--	--	--
megahit_1233	unclassified	1943	--	--	--
megahit_12335	unclassified	3470	--	--	--
megahit_12337	unclassified	957	--	--	--
megahit_12338	unclassified	940	--	--	--
megahit_12348	unclassified	1051	--	--	--
megahit_12352	unclassified	816	--	--	--
megahit_12356	unclassified	1699	--	--	--
megahit_12358	unclassified	1230	--	--	--
megahit_12359	unclassified	1429	--	--	--
megahit_12364	unclassified	2427	--	--	--
megahit_12366	unclassified	948	--	--	--
megahit_12372	unclassified	3500	--	--	--
megahit_12374	unclassified	864	--	--	--
megahit_12377	unclassified	1484	--	--	--
megahit_12382	unclassified	755	--	--	--
megahit_1239	unclassified	897	--	--	--
megahit_12390	unclassified	896	--	--	--
megahit_12391	unclassified	1351	--	--	--
megahit_12393	unclassified	773	--	--	--
megahit_12395	unclassified	1389	--	--	--
megahit_12398	unclassified	1071	--	--	--
megahit_12399	unclassified	1095	--	--	--
megahit_1240	unclassified	1905	--	--	--
megahit_12414	unclassified	1744	--	--	--
megahit_12420	unclassified	856	--	--	--
megahit_12421	unclassified	774	--	--	--
megahit_12426	unclassified	816	--	--	--
megahit_12437	unclassified	4393	--	--	--
megahit_1244	unclassified	3033	--	--	--
megahit_12447	unclassified	770	--	--	--
megahit_12448	unclassified	1177	--	--	--
megahit_12449	unclassified	1861	--	--	--
megahit_12451	unclassified	1455	--	--	--
megahit_12455	unclassified	875	--	--	--
megahit_12461	unclassified	2452	--	--	--
megahit_12468	unclassified	777	--	--	--
megahit_12474	unclassified	2610	--	--	--
megahit_12480	unclassified	1974	--	--	--
megahit_12481	unclassified	778	--	--	--
megahit_12487	unclassified	1365	--	--	--
megahit_12495	unclassified	1517	--	--	--
megahit_12496	unclassified	1043	--	--	--
megahit_12498	unclassified	1145	--	--	--
megahit_1250	unclassified	1199	--	--	--
megahit_12503	unclassified	1215	--	--	--
megahit_12504	unclassified	2356	--	--	--
megahit_12508	unclassified	1152	--	--	--
megahit_12521	unclassified	1151	--	--	--
megahit_12531	unclassified	1282	--	--	--
megahit_12532	unclassified	1084	--	--	--
megahit_12534	unclassified	3730	--	--	--
megahit_12537	unclassified	5351	--	--	--
megahit_12546	unclassified	829	--	--	--
megahit_12548	unclassified	823	--	--	--
megahit_12552	unclassified	1242	--	--	--
megahit_12553	unclassified	2641	--	--	--
megahit_12574	unclassified	1716	--	--	--
megahit_12587	unclassified	927	--	--	--
megahit_1259	unclassified	786	--	--	--
megahit_12592	unclassified	751	--	--	--
megahit_12593	unclassified	817	--	--	--
megahit_12594	unclassified	871	--	--	--
megahit_126	unclassified	2486	--	--	--
megahit_12607	unclassified	6311	--	--	--
megahit_12612	unclassified	763	--	--	--
megahit_12614	unclassified	4248	--	--	--
megahit_12621	unclassified	1004	--	--	--
megahit_12629	unclassified	993	--	--	--
megahit_12639	unclassified	776	--	--	--
megahit_12650	unclassified	8305	--	--	--
megahit_12653	unclassified	942	--	--	--
megahit_12654	unclassified	32445	--	--	--
megahit_12657	unclassified	1431	--	--	--
megahit_1266	unclassified	753	--	--	--
megahit_1267	unclassified	756	--	--	--
megahit_12672	unclassified	11200	--	--	--
megahit_12680	unclassified	816	--	--	--
megahit_12688	unclassified	1314	--	--	--
megahit_12699	unclassified	3553	--	--	--
megahit_1270	unclassified	1489	--	--	--
megahit_12714	unclassified	3907	--	--	--
megahit_12716	unclassified	873	--	--	--
megahit_12717	unclassified	966	--	--	--
megahit_12723	unclassified	759	--	--	--
megahit_1273	unclassified	836	--	--	--
megahit_12730	unclassified	1430	--	--	--
megahit_12735	unclassified	877	--	--	--
megahit_12737	unclassified	1595	--	--	--
megahit_12751	unclassified	2381	--	--	--
megahit_12755	unclassified	4492	--	--	--
megahit_12757	unclassified	827	--	--	--
megahit_12763	unclassified	2484	--	--	--
megahit_12765	unclassified	1014	--	--	--
megahit_12766	unclassified	2185	--	--	--
megahit_12768	unclassified	816	--	--	--
megahit_12771	unclassified	853	--	--	--
megahit_12772	unclassified	2287	--	--	--
megahit_12776	unclassified	1062	--	--	--
megahit_12788	unclassified	949	--	--	--
megahit_12789	unclassified	1457	--	--	--
megahit_12795	unclassified	1894	--	--	--
megahit_12803	unclassified	885	--	--	--
megahit_12804	unclassified	877	--	--	--
megahit_1281	unclassified	903	--	--	--
megahit_12810	unclassified	1071	--	--	--
megahit_12815	unclassified	2181	--	--	--
megahit_12817	unclassified	1965	--	--	--
megahit_12819	unclassified	1063	--	--	--
megahit_12821	unclassified	1099	--	--	--
megahit_12824	unclassified	1806	--	--	--
megahit_12828	unclassified	1322	--	--	--
megahit_12829	unclassified	1414	--	--	--
megahit_1283	unclassified	3010	--	--	--
megahit_12830	unclassified	2029	--	--	--
megahit_12832	unclassified	1106	--	--	--
megahit_12835	unclassified	919	--	--	--
megahit_12844	unclassified	846	--	--	--
megahit_12845	unclassified	1245	--	--	--
megahit_12849	unclassified	1092	--	--	--
megahit_12850	unclassified	833	--	--	--
megahit_12853	unclassified	2725	--	--	--
megahit_12854	unclassified	784	--	--	--
megahit_12860	unclassified	1049	--	--	--
megahit_12861	unclassified	1030	--	--	--
megahit_12867	unclassified	818	--	--	--
megahit_12881	unclassified	1041	--	--	--
megahit_12883	unclassified	3438	--	--	--
megahit_12885	unclassified	864	--	--	--
megahit_12886	unclassified	1835	--	--	--
megahit_12887	unclassified	937	--	--	--
megahit_12898	unclassified	11467	--	--	--
megahit_12905	unclassified	950	--	--	--
megahit_12909	unclassified	1084	--	--	--
megahit_1291	unclassified	1475	--	--	--
megahit_12912	unclassified	771	--	--	--
megahit_12913	unclassified	1305	--	--	--
megahit_12921	unclassified	1101	--	--	--
megahit_12928	unclassified	780	--	--	--
megahit_12954	unclassified	854	--	--	--
megahit_12957	unclassified	980	--	--	--
megahit_12967	unclassified	878	--	--	--
megahit_12972	unclassified	2033	--	--	--
megahit_12983	unclassified	2661	--	--	--
megahit_12987	unclassified	1712	--	--	--
megahit_12991	unclassified	1912	--	--	--
megahit_1300	unclassified	1039	--	--	--
megahit_13001	unclassified	874	--	--	--
megahit_13002	unclassified	1193	--	--	--
megahit_13013	unclassified	937	--	--	--
megahit_13020	unclassified	771	--	--	--
megahit_13028	unclassified	768	--	--	--
megahit_13040	unclassified	925	--	--	--
megahit_1305	unclassified	771	--	--	--
megahit_13052	unclassified	775	--	--	--
megahit_13053	unclassified	2842	--	--	--
megahit_13055	unclassified	827	--	--	--
megahit_13058	unclassified	2527	--	--	--
megahit_13060	unclassified	2396	--	--	--
megahit_13071	unclassified	1028	--	--	--
megahit_13072	unclassified	1065	--	--	--
megahit_13081	unclassified	1048	--	--	--
megahit_13099	unclassified	3058	--	--	--
megahit_13103	unclassified	845	--	--	--
megahit_13110	unclassified	2685	--	--	--
megahit_13117	unclassified	1170	--	--	--
megahit_13120	unclassified	3546	--	--	--
megahit_13122	unclassified	907	--	--	--
megahit_13129	unclassified	1478	--	--	--
megahit_13145	unclassified	1152	--	--	--
megahit_13147	unclassified	1432	--	--	--
megahit_13148	unclassified	1530	--	--	--
megahit_13153	unclassified	10843	--	--	--
megahit_1316	unclassified	1463	--	--	--
megahit_13160	unclassified	1108	--	--	--
megahit_13162	unclassified	847	--	--	--
megahit_13174	unclassified	862	--	--	--
megahit_13176	unclassified	1806	--	--	--
megahit_13188	unclassified	826	--	--	--
megahit_13195	unclassified	1309	--	--	--
