CONTIG_NAME	CALL	CONTIG_LENGTH	LOCI	ANNOTATIONS:UNIREF50	ANNOTATIONS:UNIREF90
megahit_10502	unclassified	1127	--	--	--
megahit_10511	unclassified	780	--	--	--
megahit_10514	unclassified	1284	--	--	--
megahit_10521	unclassified	760	--	--	--
megahit_10525	unclassified	1152	--	--	--
megahit_1053	unclassified	2485	--	--	--
megahit_10531	unclassified	844	--	--	--
megahit_10532	unclassified	968	--	--	--
megahit_10536	unclassified	1930	--	--	--
megahit_10538	unclassified	1051	--	--	--
megahit_1054	unclassified	919	--	--	--
megahit_10541	unclassified	2887	--	--	--
megahit_10544	unclassified	874	--	--	--
megahit_10547	unclassified	916	--	--	--
megahit_10549	unclassified	886	--	--	--
megahit_10552	unclassified	1631	--	--	--
megahit_1056	unclassified	1172	--	--	--
megahit_10570	unclassified	1929	--	--	--
megahit_10571	unclassified	1386	--	--	--
megahit_10572	unclassified	4336	--	--	--
megahit_10575	unclassified	928	--	--	--
megahit_1058	unclassified	849	--	--	--
megahit_10582	unclassified	1281	--	--	--
megahit_10587	unclassified	976	--	--	--
megahit_10596	unclassified	914	--	--	--
megahit_10599	unclassified	837	--	--	--
megahit_106	unclassified	1875	--	--	--
megahit_10602	unclassified	993	--	--	--
megahit_10610	unclassified	804	--	--	--
megahit_10611	unclassified	779	--	--	--
megahit_10614	unclassified	791	--	--	--
megahit_10617	unclassified	915	--	--	--
megahit_1062	unclassified	1739	--	--	--
megahit_10620	unclassified	1407	--	--	--
megahit_10623	unclassified	825	--	--	--
megahit_10626	unclassified	843	--	--	--
megahit_10628	unclassified	1950	--	--	--
megahit_10630	unclassified	1938	--	--	--
megahit_10638	unclassified	1406	--	--	--
megahit_10639	unclassified	972	--	--	--
megahit_10640	unclassified	958	--	--	--
megahit_10643	unclassified	885	--	--	--
megahit_10644	unclassified	1972	--	--	--
megahit_10656	unclassified	1075	--	--	--
megahit_10666	unclassified	3782	--	--	--
megahit_10667	unclassified	1143	--	--	--
megahit_1067	unclassified	987	--	--	--
megahit_10670	unclassified	1758	--	--	--
megahit_10680	unclassified	1575	--	--	--
megahit_10681	unclassified	889	--	--	--
megahit_10683	unclassified	886	--	--	--
megahit_10689	unclassified	799	--	--	--
megahit_1069	unclassified	1047	--	--	--
megahit_10692	unclassified	1322	--	--	--
megahit_10695	unclassified	787	--	--	--
megahit_10696	unclassified	2323	--	--	--
megahit_10704	unclassified	892	--	--	--
megahit_10707	unclassified	1096	--	--	--
megahit_10712	unclassified	3428	--	--	--
megahit_10716	unclassified	4294	--	--	--
megahit_10717	unclassified	834	--	--	--
megahit_1072	unclassified	922	--	--	--
megahit_10725	unclassified	3704	--	--	--
megahit_10736	unclassified	1064	--	--	--
megahit_10737	unclassified	5439	--	--	--
megahit_10740	unclassified	1197	--	--	--
megahit_10744	unclassified	801	--	--	--
megahit_10747	unclassified	998	--	--	--
megahit_10751	unclassified	789	--	--	--
megahit_10754	unclassified	864	--	--	--
megahit_10758	unclassified	10429	--	--	--
megahit_10759	unclassified	2766	--	--	--
megahit_10760	unclassified	1060	--	--	--
megahit_10763	unclassified	4657	--	--	--
megahit_10767	unclassified	756	--	--	--
megahit_10779	unclassified	2577	--	--	--
megahit_10784	unclassified	1518	--	--	--
megahit_10785	unclassified	1281	--	--	--
megahit_10797	unclassified	1087	--	--	--
megahit_108	unclassified	875	--	--	--
megahit_10807	unclassified	1118	--	--	--
megahit_10816	unclassified	1641	--	--	--
megahit_10818	unclassified	2900	--	--	--
megahit_10819	unclassified	979	--	--	--
megahit_10827	unclassified	3126	--	--	--
megahit_10836	unclassified	1610	--	--	--
megahit_1084	unclassified	845	--	--	--
megahit_10840	unclassified	1595	--	--	--
megahit_10847	unclassified	2235	--	--	--
megahit_10849	unclassified	6971	--	--	--
megahit_1085	unclassified	1544	--	--	--
megahit_10850	unclassified	1264	--	--	--
megahit_10853	unclassified	3207	--	--	--
megahit_10857	unclassified	10721	--	--	--
megahit_1086	unclassified	2236	--	--	--
megahit_10861	unclassified	3989	--	--	--
megahit_10863	unclassified	7255	--	--	--
megahit_1087	unclassified	4238	--	--	--
megahit_10870	unclassified	2251	--	--	--
megahit_10872	unclassified	2102	--	--	--
megahit_10878	unclassified	786	--	--	--
megahit_10879	unclassified	1175	--	--	--
megahit_10881	unclassified	2210	--	--	--
megahit_10884	unclassified	964	--	--	--
megahit_10894	unclassified	1294	--	--	--
megahit_10896	unclassified	1251	--	--	--
megahit_1090	unclassified	957	--	--	--
megahit_10903	unclassified	941	--	--	--
megahit_10904	unclassified	798	--	--	--
megahit_10910	unclassified	2251	--	--	--
megahit_10912	unclassified	871	--	--	--
megahit_10918	unclassified	1879	--	--	--
megahit_10922	unclassified	1683	--	--	--
megahit_10923	unclassified	1703	--	--	--
megahit_10925	unclassified	2616	--	--	--
megahit_1093	unclassified	885	--	--	--
megahit_10930	unclassified	12631	--	--	--
megahit_10932	unclassified	834	--	--	--
megahit_10934	unclassified	892	--	--	--
megahit_10935	unclassified	1276	--	--	--
megahit_10936	unclassified	788	--	--	--
megahit_1094	unclassified	797	--	--	--
megahit_10946	unclassified	1311	--	--	--
megahit_10948	unclassified	926	--	--	--
megahit_10955	unclassified	951	--	--	--
megahit_10960	unclassified	796	--	--	--
megahit_10962	unclassified	1478	--	--	--
megahit_10966	unclassified	893	--	--	--
megahit_10969	unclassified	946	--	--	--
megahit_10972	unclassified	1132	--	--	--
megahit_10973	unclassified	2657	--	--	--
megahit_10985	unclassified	5454	--	--	--
megahit_1099	unclassified	1187	--	--	--
megahit_10990	unclassified	903	--	--	--
megahit_10992	unclassified	1945	--	--	--
megahit_11	unclassified	846	--	--	--
megahit_1101	unclassified	1465	--	--	--
megahit_11010	unclassified	1637	--	--	--
megahit_11012	unclassified	1273	--	--	--
megahit_11029	unclassified	1222	--	--	--
megahit_11031	unclassified	1218	--	--	--
megahit_11034	unclassified	815	--	--	--
megahit_11035	unclassified	986	--	--	--
megahit_11037	unclassified	810	--	--	--
megahit_11039	unclassified	949	--	--	--
megahit_11045	unclassified	857	--	--	--
megahit_11047	unclassified	758	--	--	--
megahit_11048	unclassified	1284	--	--	--
megahit_11049	unclassified	2190	--	--	--
megahit_1105	unclassified	1588	--	--	--
megahit_11055	unclassified	1232	--	--	--
megahit_11057	unclassified	764	--	--	--
megahit_11060	unclassified	1721	--	--	--
megahit_11065	unclassified	1028	--	--	--
megahit_11072	unclassified	911	--	--	--
megahit_11073	unclassified	810	--	--	--
megahit_11075	unclassified	1520	--	--	--
megahit_11082	unclassified	2632	--	--	--
megahit_11097	unclassified	1167	--	--	--
megahit_11099	unclassified	1629	--	--	--
megahit_11103	unclassified	1474	--	--	--
megahit_11112	unclassified	934	--	--	--
megahit_11115	unclassified	2250	--	--	--
megahit_11120	unclassified	771	--	--	--
megahit_11123	unclassified	2324	--	--	--
megahit_1113	unclassified	835	--	--	--
megahit_1114	unclassified	816	--	--	--
megahit_11140	unclassified	761	--	--	--
megahit_11142	unclassified	1703	--	--	--
megahit_11149	unclassified	909	--	--	--
megahit_11150	unclassified	850	--	--	--
megahit_11160	unclassified	978	--	--	--
megahit_11169	unclassified	963	--	--	--
megahit_11172	unclassified	8380	--	--	--
megahit_11173	unclassified	776	--	--	--
megahit_11174	unclassified	985	--	--	--
megahit_11180	unclassified	2085	--	--	--
megahit_11184	unclassified	764	--	--	--
megahit_11196	unclassified	3600	--	--	--
megahit_11200	unclassified	1423	--	--	--
megahit_11203	unclassified	1544	--	--	--
megahit_11210	unclassified	1135	--	--	--
megahit_11213	unclassified	1369	--	--	--
megahit_11216	unclassified	8003	--	--	--
megahit_11221	unclassified	2152	--	--	--
megahit_11224	unclassified	956	--	--	--
megahit_11227	unclassified	855	--	--	--
megahit_11230	unclassified	1402	--	--	--
megahit_11233	unclassified	1146	--	--	--
megahit_11235	unclassified	1129	--	--	--
megahit_11238	unclassified	768	--	--	--
megahit_1124	unclassified	2490	--	--	--
megahit_11240	unclassified	1763	--	--	--
megahit_11243	unclassified	1770	--	--	--
megahit_11249	unclassified	2946	--	--	--
megahit_11252	unclassified	1027	--	--	--
megahit_11261	unclassified	1669	--	--	--
megahit_11275	unclassified	766	--	--	--
megahit_11281	unclassified	770	--	--	--
megahit_11289	unclassified	1463	--	--	--
megahit_1129	unclassified	919	--	--	--
megahit_1130	unclassified	1506	--	--	--
megahit_11300	unclassified	791	--	--	--
megahit_11301	unclassified	915	--	--	--
megahit_11304	unclassified	819	--	--	--
megahit_11313	unclassified	1442	--	--	--
megahit_11321	unclassified	767	--	--	--
megahit_11327	unclassified	2522	--	--	--
megahit_11328	unclassified	1123	--	--	--
megahit_11329	unclassified	1096	--	--	--
megahit_11333	unclassified	960	--	--	--
megahit_11335	unclassified	9076	--	--	--
megahit_1134	unclassified	1344	--	--	--
megahit_11340	unclassified	1132	--	--	--
megahit_11346	unclassified	766	--	--	--
megahit_11347	unclassified	23232	--	--	--
megahit_1135	unclassified	1184	--	--	--
megahit_11353	unclassified	2520	--	--	--
megahit_11355	unclassified	1300	--	--	--
megahit_11358	unclassified	1039	--	--	--
megahit_11361	unclassified	1003	--	--	--
megahit_11367	unclassified	970	--	--	--
megahit_11373	unclassified	2041	--	--	--
megahit_11379	unclassified	862	--	--	--
megahit_11385	unclassified	757	--	--	--
megahit_11389	unclassified	802	--	--	--
megahit_1139	unclassified	846	--	--	--
megahit_11394	unclassified	5283	--	--	--
megahit_11397	unclassified	1536	--	--	--
megahit_1140	unclassified	823	--	--	--
megahit_11405	unclassified	5203	--	--	--
megahit_11407	unclassified	881	--	--	--
megahit_1141	unclassified	814	--	--	--
megahit_11415	unclassified	780	--	--	--
megahit_11422	unclassified	759	--	--	--
megahit_11427	unclassified	1413	--	--	--
megahit_11428	unclassified	3207	--	--	--
megahit_11439	unclassified	3239	--	--	--
megahit_11443	unclassified	12307	--	--	--
megahit_1145	unclassified	3576	--	--	--
megahit_11450	unclassified	2539	--	--	--
megahit_11451	unclassified	2619	--	--	--
megahit_11455	unclassified	1062	--	--	--
megahit_11456	unclassified	1689	--	--	--
megahit_11458	unclassified	1299	--	--	--
megahit_11461	unclassified	3128	--	--	--
megahit_11470	unclassified	795	--	--	--
megahit_11484	unclassified	969	--	--	--
megahit_11486	unclassified	3073	--	--	--
megahit_11489	unclassified	3671	--	--	--
megahit_11494	unclassified	841	--	--	--
megahit_11498	unclassified	830	--	--	--
megahit_11502	unclassified	1012	--	--	--
megahit_11503	unclassified	12739	--	--	--
megahit_11510	unclassified	950	--	--	--
megahit_11511	unclassified	4188	--	--	--
megahit_11512	unclassified	794	--	--	--
megahit_11513	unclassified	848	--	--	--
megahit_11514	unclassified	4291	--	--	--
megahit_11530	unclassified	875	--	--	--
megahit_11531	unclassified	2596	--	--	--
megahit_11536	unclassified	1167	--	--	--
megahit_11539	unclassified	1871	--	--	--
megahit_11548	unclassified	996	--	--	--
megahit_11557	unclassified	15923	--	--	--
megahit_11558	unclassified	1231	--	--	--
megahit_1156	unclassified	948	--	--	--
megahit_11560	unclassified	1339	--	--	--
megahit_11562	unclassified	893	--	--	--
megahit_11569	unclassified	1003	--	--	--
megahit_1157	unclassified	971	--	--	--
megahit_11573	unclassified	904	--	--	--
megahit_11577	unclassified	1839	--	--	--
megahit_11582	unclassified	1001	--	--	--
megahit_11585	unclassified	1972	--	--	--
megahit_11586	unclassified	2088	--	--	--
megahit_11590	unclassified	2187	--	--	--
megahit_11592	unclassified	792	--	--	--
megahit_1160	unclassified	999	--	--	--
megahit_11600	unclassified	984	--	--	--
megahit_11605	unclassified	1294	--	--	--
megahit_11606	unclassified	1876	--	--	--
megahit_11615	unclassified	925	--	--	--
megahit_11616	unclassified	1125	--	--	--
megahit_11617	unclassified	2079	--	--	--
megahit_11619	unclassified	885	--	--	--
megahit_11626	unclassified	2790	--	--	--
megahit_1163	unclassified	973	--	--	--
megahit_11630	unclassified	2078	--	--	--
megahit_11634	unclassified	786	--	--	--
megahit_11636	unclassified	1330	--	--	--
megahit_11641	unclassified	1262	--	--	--
megahit_11644	unclassified	984	--	--	--
megahit_11653	unclassified	941	--	--	--
megahit_1166	unclassified	1093	--	--	--
megahit_11660	unclassified	972	--	--	--
megahit_11662	unclassified	1406	--	--	--
megahit_11663	unclassified	2751	--	--	--
megahit_11666	unclassified	1069	--	--	--
megahit_11668	unclassified	8417	--	--	--
megahit_11669	unclassified	836	--	--	--
megahit_11670	unclassified	1083	--	--	--
megahit_11671	unclassified	774	--	--	--
megahit_11672	unclassified	1077	--	--	--
megahit_11677	unclassified	1068	--	--	--
megahit_11678	unclassified	1453	--	--	--
megahit_1168	unclassified	947	--	--	--
megahit_11680	unclassified	1260	--	--	--
megahit_11682	unclassified	1325	--	--	--
megahit_11684	unclassified	884	--	--	--
megahit_11688	unclassified	920	--	--	--
megahit_11695	unclassified	1454	--	--	--
megahit_11699	unclassified	864	--	--	--
megahit_11701	unclassified	845	--	--	--
megahit_11704	unclassified	1267	--	--	--
megahit_11709	unclassified	792	--	--	--
megahit_1171	unclassified	810	--	--	--
megahit_11710	unclassified	17606	--	--	--
megahit_11713	unclassified	1026	--	--	--
megahit_11716	unclassified	880	--	--	--
megahit_11720	unclassified	1389	--	--	--
megahit_11726	unclassified	1010	--	--	--
megahit_11729	unclassified	1115	--	--	--
megahit_11730	unclassified	1740	--	--	--
megahit_11733	unclassified	1607	--	--	--
megahit_11742	unclassified	1739	--	--	--
megahit_11743	unclassified	1042	--	--	--
megahit_11744	unclassified	2024	--	--	--
megahit_11746	unclassified	2895	--	--	--
megahit_11752	unclassified	2321	--	--	--
megahit_11753	unclassified	1068	--	--	--
megahit_11761	unclassified	755	--	--	--
megahit_11764	unclassified	790	--	--	--
megahit_11765	unclassified	1127	--	--	--
megahit_11766	unclassified	1249	--	--	--
megahit_11769	unclassified	1121	--	--	--
megahit_11772	unclassified	1740	--	--	--
megahit_11782	unclassified	3097	--	--	--
megahit_11785	unclassified	1484	--	--	--
megahit_11790	unclassified	985	--	--	--
megahit_11791	unclassified	1212	--	--	--
megahit_11792	unclassified	2674	--	--	--
megahit_11795	unclassified	809	--	--	--
megahit_11796	unclassified	6500	--	--	--
megahit_118	unclassified	1030	--	--	--
megahit_11800	unclassified	1432	--	--	--
megahit_11806	unclassified	1207	--	--	--
megahit_11808	unclassified	834	--	--	--
megahit_11809	unclassified	2299	--	--	--
megahit_11810	unclassified	853	--	--	--
megahit_11812	unclassified	2739	--	--	--
megahit_11813	unclassified	4449	--	--	--
megahit_11814	unclassified	1785	--	--	--
megahit_11815	unclassified	987	--	--	--
megahit_11817	unclassified	1119	--	--	--
megahit_11819	unclassified	3224	--	--	--
megahit_11824	unclassified	1204	--	--	--
megahit_11828	unclassified	1060	--	--	--
megahit_11835	unclassified	7941	--	--	--
megahit_1184	unclassified	2522	--	--	--
megahit_11840	unclassified	1028	--	--	--
megahit_11841	unclassified	950	--	--	--
megahit_11848	unclassified	961	--	--	--
megahit_11850	unclassified	1326	--	--	--
megahit_11854	unclassified	2551	--	--	--
megahit_1186	unclassified	821	--	--	--
megahit_11861	unclassified	838	--	--	--
megahit_11863	unclassified	2378	--	--	--
megahit_11864	unclassified	2262	--	--	--
megahit_11866	unclassified	1355	--	--	--
megahit_11877	unclassified	2871	--	--	--
megahit_11878	unclassified	1121	--	--	--
megahit_11879	unclassified	884	--	--	--
megahit_11880	unclassified	2624	--	--	--
megahit_11895	unclassified	762	--	--	--
megahit_11898	unclassified	2012	--	--	--
megahit_1190	unclassified	953	--	--	--
megahit_11902	unclassified	1071	--	--	--
megahit_11905	unclassified	795	--	--	--
megahit_11906	unclassified	1043	--	--	--
megahit_11909	unclassified	1070	--	--	--
megahit_11916	unclassified	794	--	--	--
megahit_11920	unclassified	3913	--	--	--
megahit_11921	unclassified	1566	--	--	--
megahit_11929	unclassified	838	--	--	--
megahit_1193	unclassified	2306	--	--	--
megahit_11932	unclassified	806	--	--	--
megahit_11933	unclassified	2220	--	--	--
megahit_11935	unclassified	966	--	--	--
megahit_11936	unclassified	1253	--	--	--
megahit_11937	unclassified	1254	--	--	--
megahit_11939	unclassified	1022	--	--	--
megahit_11942	unclassified	1610	--	--	--
megahit_11944	unclassified	1217	--	--	--
megahit_11945	unclassified	868	--	--	--
megahit_11946	unclassified	2505	--	--	--
megahit_11957	unclassified	4883	--	--	--
megahit_11958	unclassified	819	--	--	--
megahit_11965	unclassified	1605	--	--	--
megahit_11967	unclassified	1122	--	--	--
megahit_11970	unclassified	985	--	--	--
megahit_11978	unclassified	762	--	--	--
megahit_11989	unclassified	1138	--	--	--
megahit_11994	unclassified	920	--	--	--
megahit_11995	unclassified	1379	--	--	--
megahit_120	unclassified	856	--	--	--
megahit_12004	unclassified	2357	--	--	--
megahit_12005	unclassified	1798	--	--	--
megahit_12006	unclassified	1360	--	--	--
megahit_12007	unclassified	6874	--	--	--
megahit_12037	unclassified	1462	--	--	--
megahit_12046	unclassified	1016	--	--	--
megahit_12047	unclassified	916	--	--	--
megahit_12050	unclassified	759	--	--	--
megahit_12064	unclassified	895	--	--	--
megahit_12066	unclassified	6985	--	--	--
megahit_12073	unclassified	3385	--	--	--
megahit_12074	unclassified	928	--	--	--
megahit_12077	unclassified	1023	--	--	--
megahit_12081	unclassified	811	--	--	--
megahit_12083	unclassified	1268	--	--	--
megahit_12084	unclassified	930	--	--	--
megahit_1209	unclassified	1444	--	--	--
megahit_12092	unclassified	5635	--	--	--
megahit_12102	unclassified	2174	--	--	--
megahit_12103	unclassified	1132	--	--	--
megahit_12104	unclassified	890	--	--	--
megahit_12106	unclassified	853	--	--	--
megahit_12120	unclassified	2213	--	--	--
megahit_12121	unclassified	1405	--	--	--
megahit_12122	unclassified	1879	--	--	--
megahit_12125	unclassified	1391	--	--	--
megahit_12126	unclassified	6046	--	--	--
megahit_12127	unclassified	824	--	--	--
megahit_12129	unclassified	1784	--	--	--
megahit_12130	unclassified	1050	--	--	--
megahit_12131	unclassified	3850	--	--	--
megahit_12134	unclassified	4678	--	--	--
megahit_12135	unclassified	1645	--	--	--
megahit_1215	unclassified	786	--	--	--
megahit_12152	unclassified	1203	--	--	--
megahit_12154	unclassified	993	--	--	--
megahit_12158	unclassified	861	--	--	--
megahit_12159	unclassified	1565	--	--	--
megahit_1216	unclassified	1455	--	--	--
megahit_12160	unclassified	5668	--	--	--
megahit_12165	unclassified	1665	--	--	--
megahit_12168	unclassified	4497	--	--	--
megahit_12174	unclassified	847	--	--	--
megahit_12177	unclassified	1505	--	--	--
megahit_12182	unclassified	1036	--	--	--
megahit_12186	unclassified	1665	--	--	--
megahit_12190	unclassified	1627	--	--	--
megahit_12191	unclassified	992	--	--	--
megahit_12194	unclassified	1032	--	--	--
megahit_12206	unclassified	1814	--	--	--
megahit_12211	unclassified	2554	--	--	--
megahit_12213	unclassified	1042	--	--	--
megahit_12218	unclassified	3022	--	--	--
megahit_12220	unclassified	1662	--	--	--
megahit_12221	unclassified	750	--	--	--
megahit_1223	unclassified	1156	--	--	--
megahit_12230	unclassified	1966	--	--	--
megahit_12232	unclassified	3854	--	--	--
megahit_1224	unclassified	764	--	--	--
megahit_12242	unclassified	1056	--	--	--
megahit_12247	unclassified	827	--	--	--
megahit_12250	unclassified	1382	--	--	--
megahit_12257	unclassified	1250	--	--	--
megahit_12262	unclassified	892	--	--	--
megahit_12266	unclassified	1222	--	--	--
megahit_12267	unclassified	2823	--	--	--
megahit_12289	unclassified	1140	--	--	--
megahit_12292	unclassified	2767	--	--	--
megahit_12296	unclassified	1001	--	--	--
megahit_12298	unclassified	875	--	--	--
megahit_12304	unclassified	1404	--	--	--
megahit_12310	unclassified	940	--	--	--
megahit_12311	unclassified	3544	--	--	--
megahit_12317	unclassified	1194	--	--	--
megahit_12320	unclassified	1970	--	--	--
megahit_12324	unclassified	2837	--	--	--
megahit_12331	unclassified	940	--	--	--
megahit_12336	unclassified	7934	--	--	--
megahit_12341	unclassified	901	--	--	--
megahit_12342	unclassified	1474	--	--	--
megahit_12343	unclassified	885	--	--	--
megahit_12348	unclassified	1580	--	--	--
megahit_1235	unclassified	1115	--	--	--
megahit_12350	unclassified	763	--	--	--
megahit_12351	unclassified	2950	--	--	--
megahit_12352	unclassified	898	--	--	--
megahit_12353	unclassified	882	--	--	--
megahit_12363	unclassified	1816	--	--	--
megahit_12364	unclassified	891	--	--	--
megahit_12368	unclassified	1194	--	--	--
megahit_12369	unclassified	872	--	--	--
megahit_12371	unclassified	825	--	--	--
megahit_12373	unclassified	3595	--	--	--
megahit_12380	unclassified	843	--	--	--
megahit_12384	unclassified	767	--	--	--
megahit_12385	unclassified	840	--	--	--
megahit_12393	unclassified	1588	--	--	--
megahit_124	unclassified	1046	--	--	--
megahit_12404	unclassified	1236	--	--	--
megahit_12407	unclassified	2504	--	--	--
megahit_12410	unclassified	2491	--	--	--
megahit_12414	unclassified	2495	--	--	--
megahit_12421	unclassified	12609	--	--	--
megahit_12424	unclassified	1115	--	--	--
megahit_12425	unclassified	994	--	--	--
megahit_12428	unclassified	1330	--	--	--
megahit_12429	unclassified	1773	--	--	--
megahit_12433	unclassified	2308	--	--	--
megahit_12437	unclassified	1359	--	--	--
megahit_12438	unclassified	1521	--	--	--
megahit_12442	unclassified	2988	--	--	--
megahit_12443	unclassified	1327	--	--	--
megahit_12445	unclassified	2674	--	--	--
megahit_12446	unclassified	1054	--	--	--
megahit_12448	unclassified	8782	--	--	--
megahit_12450	unclassified	1105	--	--	--
megahit_12457	unclassified	812	--	--	--
megahit_12461	unclassified	1040	--	--	--
megahit_12462	unclassified	1104	--	--	--
megahit_12471	unclassified	930	--	--	--
megahit_12472	unclassified	947	--	--	--
megahit_12473	unclassified	812	--	--	--
megahit_12474	unclassified	2685	--	--	--
megahit_12477	unclassified	1884	--	--	--
megahit_12483	unclassified	1319	--	--	--
megahit_12489	unclassified	1111	--	--	--
megahit_12493	unclassified	1949	--	--	--
megahit_12498	unclassified	2009	--	--	--
megahit_12506	unclassified	847	--	--	--
megahit_12507	unclassified	1434	--	--	--
megahit_12512	unclassified	1018	--	--	--
megahit_12514	unclassified	1891	--	--	--
megahit_12517	unclassified	4033	--	--	--
megahit_12518	unclassified	1000	--	--	--
megahit_12521	unclassified	965	--	--	--
megahit_12522	unclassified	3893	--	--	--
megahit_12525	unclassified	793	--	--	--
megahit_12527	unclassified	1116	--	--	--
megahit_12531	unclassified	1146	--	--	--
