CONTIG_NAME	CALL	CONTIG_LENGTH	MIN_MAX_SCORE	AVG_MAX_SCORE	SYNTENY	DIRECTION	CLADE_A	CLADE_B	LCA	MELDED_A	MELDED_B	TAXONOMY_A	TAXONOMY_B	LOCI	ANNOTATIONS:UNIREF50	ANNOTATIONS:UNIREF90
megahit_13457	lgt	10032	0.8707	0.9764	AAAAAB	A?B	s__Ruminococcus_bromii	s__Enterococcus_faecium	p__Firmicutes	--	--	r__Root|k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Ruminococcaceae|g__Ruminococcus|s__Ruminococcus_bromii	r__Root|k__Bacteria|p__Firmicutes|c__Bacilli|o__Lactobacillales|f__Enterococcaceae|g__Enterococcus|s__Enterococcus_faecium	1792:2370:-|2354:3010:-|3858:4559:-|4549:5373:-|6205:6666:-|8518:8811:-	UniRef50_D4L8Y8|UniRef50_R6KZN4|UniRef50_D4L8Z0|UniRef50_D4L8Z1|UniRef50_D4L8Z2|UniRef50_R7I2U2	UniRef90_D4L8Y8|UniRef90_D4L8Y9|UniRef90_D4L8Z0|UniRef90_D4L8Z1|UniRef90_D4L8Z2|UniRef90_Q9ANU9
megahit_1390	lgt	3913	0.8630	0.9399	ABA	B>A	g__Clostridium	g__Ruminococcus	o__Clostridiales	--	--	r__Root|k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Clostridiaceae|g__Clostridium	r__Root|k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Ruminococcaceae|g__Ruminococcus	401:841:+|1116:1649:+|1845:3913:+	UniRef50_A6NXS2|UniRef50_G6BHF1|UniRef50_A7B8H7	UniRef90_B6FTB2|UniRef90_V8CFQ1|UniRef90_A7B8H7
megahit_14443	lgt	2665	0.9955	0.9957	AB	A?B	s__Bacteroides_sp_4_3_47FAA	s__Bacteroides_massiliensis	g__Bacteroides	--	--	r__Root|k__Bacteria|p__Bacteroidetes|c__Bacteroidia|o__Bacteroidales|f__Bacteroidaceae|g__Bacteroides|s__Bacteroides_sp_4_3_47FAA	r__Root|k__Bacteria|p__Bacteroidetes|c__Bacteroidia|o__Bacteroidales|f__Bacteroidaceae|g__Bacteroides|s__Bacteroides_massiliensis	1:257:-|279:1623:-	UniRef50_G1UMM8|UniRef50_R5WEN4	UniRef90_G1UMM8|UniRef90_U6RHW7
megahit_15163	lgt	7011	0.9230	0.9694	AAABB	A?B	s__Ruminococcus_sp	s__Ruminococcus_sp_5_1_39BFAA	g__Ruminococcus	--	--	r__Root|k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Ruminococcaceae|g__Ruminococcus|s__Ruminococcus_sp	r__Root|k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Ruminococcaceae|g__Ruminococcus|s__Ruminococcus_sp_5_1_39BFAA	1:813:+|899:1137:+|1277:2585:+|3190:4557:+|4782:6812:-	UniRef50_D4LN28|UniRef50_D4LN29|UniRef50_W0NJC3|UniRef50_R6T1U4|UniRef50_R7CQ26	UniRef90_D4LN28|UniRef90_D4LN29|UniRef90_R7CKY4|UniRef90_R7CNN5|UniRef90_R7CQ26
megahit_15353	lgt	36178	0.8272	0.9605	AAAA*AAAAAAAAAAAAABAAAAA	A?B	s__Clostridium_sp_KLE_1755	s__Lachnospiraceae_bacterium_3_1_57FAA_CT1	o__Clostridiales	--	--	r__Root|k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Clostridiaceae|g__Clostridium|s__Clostridium_sp_KLE_1755	r__Root|k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Lachnospiraceae|g__Lachnospiraceae_noname|s__Lachnospiraceae_bacterium_3_1_57FAA_CT1	450:686:+|837:1515:+|1611:2513:-|3262:5043:+|5048:6808:+|7038:8156:+|8627:9580:+|10379:10873:+|11972:12614:+|12856:13616:+|13896:14675:+|14735:15292:+|15327:16136:+|16318:17673:-|17852:18496:+|18523:19065:+|19083:20114:+|20111:21616:+|23455:24820:+|28862:29728:-|29923:30915:+|30943:31866:+|31892:33562:+|33629:34801:+	UniRef50_U2CVD9|UniRef50_A9KL15|UniRef50_F2JRV1|UniRef50_R7D6B5|UniRef50_R6VS58|UniRef50_U2BDH2|UniRef50_F7KGQ9|UniRef50_U2CSE4|UniRef50_R5HH80|UniRef50_U2BDG3|UniRef50_R6TMV6|UniRef50_U2CSD7|UniRef50_A9KSX2|UniRef50_U2CLY3|UniRef50_D4LG86|UniRef50_R6P0K3|UniRef50_R5RMY4|UniRef50_U2BEF0|UniRef50_D6DLA3|UniRef50_U2AWJ7|UniRef50_X4ZEW8|UniRef50_R6Y9U0|UniRef50_U2CSC0|UniRef50_R6CT36	UniRef90_U2CVD9|UniRef90_U2AWM8|UniRef90_U2BEH3|UniRef90_U2CM04|UniRef90_unknown|UniRef90_U2BDH2|UniRef90_U2AWM4|UniRef90_U2CSE4|UniRef90_U2BEG7|UniRef90_U2BDG3|UniRef90_U2CLZ1|UniRef90_U2CSD7|UniRef90_U2BDF8|UniRef90_U2CLY3|UniRef90_U2CSC8|UniRef90_U2BDF0|UniRef90_U2AWK2|UniRef90_U2BEF0|UniRef90_F7KEW6|UniRef90_U2AWJ7|UniRef90_U2BEE8|UniRef90_U2CLX4|UniRef90_U2CSC0|UniRef90_U2BDE1
megahit_15561	lgt	2194	0.9843	0.9869	ABB	A?B	s__Dorea_formicigenerans	s__Eubacterium_hallii	o__Clostridiales	--	--	r__Root|k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Lachnospiraceae|g__Dorea|s__Dorea_formicigenerans	r__Root|k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Eubacteriaceae|g__Eubacterium|s__Eubacterium_hallii	1:668:+|662:1483:+|1748:2194:-	UniRef50_D6DL31|UniRef50_R5GBU0|UniRef50_R5GQH1	UniRef90_R6SGT2|UniRef90_R5GBU0|UniRef90_R5GQH1
megahit_15581	lgt	43497	0.8995	0.9879	AAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAA**AAB	A?B	s__Bacteroides_uniformis	s__Parabacteroides_johnsonii	o__Bacteroidales	--	--	r__Root|k__Bacteria|p__Bacteroidetes|c__Bacteroidia|o__Bacteroidales|f__Bacteroidaceae|g__Bacteroides|s__Bacteroides_uniformis	r__Root|k__Bacteria|p__Bacteroidetes|c__Bacteroidia|o__Bacteroidales|f__Porphyromonadaceae|g__Parabacteroides|s__Parabacteroides_johnsonii	436:939:-|899:2278:-|2349:3476:-|3549:4545:-|4594:6592:-|6842:7759:+|7778:9660:+|9679:10740:+|10817:11104:+|11101:11523:+|11617:14098:-|14339:14950:-|15040:19032:-|19139:20761:-|20767:22257:-|22256:22798:+|22809:23846:-|24295:26727:+|26749:28008:+|28079:29380:+|29573:29829:+|29866:30189:-|30174:31956:+|31964:32614:-|32614:34926:-|35162:36031:+|36159:36401:-|36530:37072:+|37516:37965:+|38200:38409:+|38510:38713:+|39046:40422:+|40562:41401:+|41410:42183:+|42188:42418:+|42845:43087:-|43129:43370:+	UniRef50_R7EHQ1|UniRef50_R7EID0|UniRef50_R6ZSS9|UniRef50_R5M798|UniRef50_R7EJG7|UniRef50_A3QG19|UniRef50_R5JML8|UniRef50_R6SBV4|UniRef50_R7ELR0|UniRef50_R7EJH2|UniRef50_R6AC52|UniRef50_R6LK76|UniRef50_unknown|UniRef50_R6AGM3|UniRef50_R6XM86|UniRef50_R6VM60|UniRef50_R5GQD3|UniRef50_R7NU49|UniRef50_P58812|UniRef50_R7A9B4|UniRef50_A7V477|UniRef50_R6AC60|UniRef50_R6APQ8|UniRef50_R7EJI5|UniRef50_unknown|UniRef50_R6W2X5|UniRef50_R6K4X0|UniRef50_R6D8N1|UniRef50_R7EHS9|UniRef50_R7EIF4|UniRef50_A7V462|UniRef50_B2UQB7|UniRef50_Q64RP2|UniRef50_V5WKG0|UniRef50_R7EHT3|UniRef50_R7EIF9|UniRef50_K5Z607	UniRef90_R7EHQ1|UniRef90_R7EID0|UniRef90_R7EJ32|UniRef90_A7V495|UniRef90_R7EJG7|UniRef90_Q5LHS7|UniRef90_unknown|UniRef90_R7EJ38|UniRef90_R7ELR0|UniRef90_R7EJH2|UniRef90_unknown|UniRef90_R7EID7|UniRef90_unknown|UniRef90_R7ELR4|UniRef90_unknown|UniRef90_F3PRM8|UniRef90_E6SSR0|UniRef90_unknown|UniRef90_R7ELR9|UniRef90_E6SSR3|UniRef90_A7V477|UniRef90_R7EIE5|UniRef90_A7V474|UniRef90_R7EJI5|UniRef90_unknown|UniRef90_R7EJ57|UniRef90_R7ELS7|UniRef90_R7EJJ0|UniRef90_R7EHS9|UniRef90_R7EIF4|UniRef90_A7V462|UniRef90_unknown|UniRef90_R7ELT1|UniRef90_R7EJJ5|UniRef90_R7EHT3|UniRef90_R7EIF9|UniRef90_K5Z607
megahit_16015	lgt	5093	0.8963	0.9786	AAAAAAAB	A?B	g__Bacteroides	g__Prevotella	o__Bacteroidales	--	--	r__Root|k__Bacteria|p__Bacteroidetes|c__Bacteroidia|o__Bacteroidales|f__Bacteroidaceae|g__Bacteroides	r__Root|k__Bacteria|p__Bacteroidetes|c__Bacteroidia|o__Bacteroidales|f__Prevotellaceae|g__Prevotella	148:783:+|857:1708:+|1822:2049:+|2028:2452:+|2608:2940:+|3225:3809:+|3814:4794:+|4891:5093:-	UniRef50_I8XZG1|UniRef50_I9SIA7|UniRef50_Q64YM9|UniRef50_I8XX18|UniRef50_R5JPZ4|UniRef50_R5UR02|UniRef50_R6DH79|UniRef50_F0R6R6	UniRef90_I8XZG1|UniRef90_I9SIA7|UniRef90_I9H742|UniRef90_I8XX18|UniRef90_E1WVY0|UniRef90_Q64YN3|UniRef90_I9SIB2|UniRef90_K1G6X3
megahit_16441	lgt	1564	0.8370	0.9185	AB	A?B	s__Gordonibacter_pamelaeae	g__Eggerthella	f__Coriobacteriaceae	--	s__Eggerthella_lenta; s__Eggerthella_sp_1_3_56FAA; s__Eggerthella_sp_HGA1	r__Root|k__Bacteria|p__Actinobacteria|c__Actinobacteria|o__Coriobacteriales|f__Coriobacteriaceae|g__Gordonibacter|s__Gordonibacter_pamelaeae	r__Root|k__Bacteria|p__Actinobacteria|c__Actinobacteria|o__Coriobacteriales|f__Coriobacteriaceae|g__Eggerthella	1:379:+|744:1564:+	UniRef50_P39849|UniRef50_R7BPR4	UniRef90_D6E6U7|UniRef90_C8WHE7
megahit_16487	lgt	2314	0.9399	0.9529	AAB	A?B	s__Lachnospiraceae_bacterium_5_1_57FAA	s__Clostridium_scindens	o__Clostridiales	--	--	r__Root|k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Lachnospiraceae|g__Lachnospiraceae_noname|s__Lachnospiraceae_bacterium_5_1_57FAA	r__Root|k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Clostridiaceae|g__Clostridium|s__Clostridium_scindens	1:897:+|878:1609:+|1681:2314:+	UniRef50_R6SJS9|UniRef50_G5HKZ8|UniRef50_R5LSB5	UniRef90_F7KV85|UniRef90_F7KV84|UniRef90_B0NJV0
megahit_17225	lgt	1028	0.8212	0.8489	AB	A?B	s__Coprococcus_comes	s__Ruminococcus_obeum	f__Lachnospiraceae	--	--	r__Root|k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Lachnospiraceae|g__Coprococcus|s__Coprococcus_comes	r__Root|k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Lachnospiraceae|g__Blautia|s__Ruminococcus_obeum	1:479:-|726:1028:+	UniRef50_C0B513|UniRef50_L0CZD0	UniRef90_C0B513|UniRef90_A5ZQM3
megahit_17852	lgt	1262	0.8712	0.9077	AB	A?B	s__Roseburia_intestinalis	s__Eubacterium_ventriosum	o__Clostridiales	--	--	r__Root|k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Lachnospiraceae|g__Roseburia|s__Roseburia_intestinalis	r__Root|k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Eubacteriaceae|g__Eubacterium|s__Eubacterium_ventriosum	447:777:+|918:1132:+	UniRef50_R5AE19|UniRef50_R7N3R4	UniRef90_C7GGA3|UniRef90_R6FEH3
megahit_18871	lgt	3987	0.8633	0.9217	AAAB	A?B	g__Clostridium	g__Eubacterium	o__Clostridiales	--	--	r__Root|k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Clostridiaceae|g__Clostridium	r__Root|k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Eubacteriaceae|g__Eubacterium	1:200:-|556:1887:-|1910:3280:-|3519:3731:-	UniRef50_B0G288|UniRef50_R5KGY8|UniRef50_R6QJ03|UniRef50_R7N3R4	UniRef90_B0G288|UniRef90_D6DI79|UniRef90_B6XTM4|UniRef90_R6FEH3
megahit_19092	lgt	5754	0.8047	0.8742	AB	A?B	s__Ruminococcus_sp_JC304	s__Ruminococcus_obeum	o__Clostridiales	--	--	r__Root|k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Ruminococcaceae|g__Ruminococcus|s__Ruminococcus_sp_JC304	r__Root|k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Lachnospiraceae|g__Blautia|s__Ruminococcus_obeum	1:221:+|558:1703:-	UniRef50_UPI0002F99FAC|UniRef50_D4MSA0	UniRef90_UPI0002F99FAC|UniRef90_D4LW99
megahit_19417	lgt	4272	0.8442	0.9391	AABBB	A?B	s__Clostridium_hylemonae	s__Blautia_producta	o__Clostridiales	--	--	r__Root|k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Clostridiaceae|g__Clostridium|s__Clostridium_hylemonae	r__Root|k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Lachnospiraceae|g__Blautia|s__Blautia_producta	3:685:+|704:1716:+|1783:2385:+|2366:3022:+|3078:4272:-	UniRef50_B2TJG1|UniRef50_C0C013|UniRef50_R6ZFT4|UniRef50_B2UQ41|UniRef50_R5BW02	UniRef90_C0C014|UniRef90_C0C013|UniRef90_UPI00035C652E|UniRef90_UPI00039F49AF|UniRef90_unknown
megahit_19820	lgt	1340	0.9564	0.9782	AB	A?B	g__Clostridium	s__Dorea_longicatena	o__Clostridiales	s__Clostridium_bolteae; s__Clostridium_clostridioforme	--	r__Root|k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Clostridiaceae|g__Clostridium	r__Root|k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Lachnospiraceae|g__Dorea|s__Dorea_longicatena	1:659:+|1062:1340:-	UniRef50_R7G3D6|UniRef50_R6PEA0	UniRef90_R7PIV7|UniRef90_R7FQA2
megahit_20140	lgt	5626	0.8416	0.9418	AAAAABB	A?B	s__Selenomonas_bovis	g__Oscillibacter	p__Firmicutes	--	s__Oscillibacter_sp_KLE_1728; s__Oscillibacter_sp_KLE_1745	r__Root|k__Bacteria|p__Firmicutes|c__Negativicutes|o__Selenomonadales|f__Veillonellaceae|g__Selenomonas|s__Selenomonas_bovis	r__Root|k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Oscillospiraceae|g__Oscillibacter	110:1267:-|1272:1592:-|1592:2668:-|2655:2857:-|3047:3578:+|3793:5332:-|5361:5626:-	UniRef50_R6URY9|UniRef50_I3WHJ9|UniRef50_C4Z3W8|UniRef50_R6PT20|UniRef50_D4KT44|UniRef50_Q7UFS3|UniRef50_R6MMX3	UniRef90_Q1M2Q5|UniRef90_X4QU46|UniRef90_R5ATK4|UniRef90_R5AQM9|UniRef90_R5AX23|UniRef90_R6THL7|UniRef90_U2QHS5
megahit_20161	lgt	1132	0.9049	0.9434	AB	A?B	s__Bacteroides_finegoldii	s__Prevotella_melaninogenica	o__Bacteroidales	--	--	r__Root|k__Bacteria|p__Bacteroidetes|c__Bacteroidia|o__Bacteroidales|f__Bacteroidaceae|g__Bacteroides|s__Bacteroides_finegoldii	r__Root|k__Bacteria|p__Bacteroidetes|c__Bacteroidia|o__Bacteroidales|f__Prevotellaceae|g__Prevotella|s__Prevotella_melaninogenica	495:908:-|913:1132:-	UniRef50_R5B9H6|UniRef50_D3I3D3	UniRef90_C9L355|UniRef90_D3I3D3
megahit_2019	lgt	9114	0.8736	0.9379	AAAAABBA	B>A	s__Eubacterium_hallii	s__Clostridium_sp_ASF502	o__Clostridiales	--	--	r__Root|k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Eubacteriaceae|g__Eubacterium|s__Eubacterium_hallii	r__Root|k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Clostridiaceae|g__Clostridium|s__Clostridium_sp_ASF502	126:2712:-|2735:3604:-|3617:3838:-|3914:5840:-|5837:6328:-|7583:7993:-|8613:8822:-|8898:9114:-	UniRef50_C4ZE38|UniRef50_C4ZE39|UniRef50_B0S1Z2|UniRef50_unknown|UniRef50_C4ZE66|UniRef50_R9N754|UniRef50_R5HWK8|UniRef50_C4Z770	UniRef90_C4ZE38|UniRef90_C4ZE39|UniRef90_R7EJY9|UniRef90_unknown|UniRef90_C4ZE66|UniRef90_R9N754|UniRef90_G9R4C0|UniRef90_C4Z770
megahit_20229	lgt	14592	0.8144	0.9797	AAAAAAAAAAAABAAA	B>A	s__Bacteroides_uniformis	s__Bacteroides_ovatus	g__Bacteroides	--	--	r__Root|k__Bacteria|p__Bacteroidetes|c__Bacteroidia|o__Bacteroidales|f__Bacteroidaceae|g__Bacteroides|s__Bacteroides_uniformis	r__Root|k__Bacteria|p__Bacteroidetes|c__Bacteroidia|o__Bacteroidales|f__Bacteroidaceae|g__Bacteroides|s__Bacteroides_ovatus	1:671:-|758:1420:-|1390:3864:-|3861:5294:-|5300:5530:-|5534:6499:-|6486:7310:-|7307:8056:-|8044:8703:-|8778:9386:-|9392:10555:-|10552:11298:-|11476:12011:+|12028:13209:-|13190:14053:-|14184:14592:-	UniRef50_D9RS64|UniRef50_I9A4S2|UniRef50_I9UIF0|UniRef50_R6ZFW5|UniRef50_R7AAY2|UniRef50_D2F0P4|UniRef50_R6FAK9|UniRef50_R6FJQ8|UniRef50_I9UJ76|UniRef50_P71062|UniRef50_K5Y845|UniRef50_E6SS64|UniRef50_I9J793|UniRef50_I9UJ72|UniRef50_I9A4Q9|UniRef50_I9UID9	UniRef90_R7ER70|UniRef90_I9A4S2|UniRef90_I9UIF0|UniRef90_I9A3P1|UniRef90_unknown|UniRef90_D2F0P4|UniRef90_I9A4R7|UniRef90_I9UHJ0|UniRef90_I9UJ76|UniRef90_I9A4R3|UniRef90_I9UIE4|UniRef90_I9A3N3|UniRef90_I9J793|UniRef90_I9UJ72|UniRef90_I9A4Q9|UniRef90_I9UID9
megahit_20344	lgt	4395	0.9127	0.9506	ABB	A?B	s__Bacteroides_salanitronis	s__Bacteroides_massiliensis	g__Bacteroides	--	--	r__Root|k__Bacteria|p__Bacteroidetes|c__Bacteroidia|o__Bacteroidales|f__Bacteroidaceae|g__Bacteroides|s__Bacteroides_salanitronis	r__Root|k__Bacteria|p__Bacteroidetes|c__Bacteroidia|o__Bacteroidales|f__Bacteroidaceae|g__Bacteroides|s__Bacteroides_massiliensis	285:638:-|927:1790:-|1835:4260:-	UniRef50_A6L6H6|UniRef50_U6RBQ8|UniRef50_U6RFU0	UniRef90_F0R4R3|UniRef90_U6RBQ8|UniRef90_U6RFU0
