CONTIG_NAME	CALL	CONTIG_LENGTH	MIN_MAX_SCORE	AVG_MAX_SCORE	SYNTENY	DIRECTION	CLADE_A	CLADE_B	LCA	MELDED_A	MELDED_B	TAXONOMY_A	TAXONOMY_B	LOCI	ANNOTATIONS:UNIREF50	ANNOTATIONS:UNIREF90
megahit_113921	lgt	5312	0.8426	0.8614	AABB	A?B	s__Roseburia_intestinalis	g__Lachnospiraceae_noname	f__Lachnospiraceae	--	s__Lachnospiraceae_bacterium_1_1_57FAA; s__Lachnospiraceae_bacterium_3_1_46FAA; s__Lachnospiraceae_bacterium_8_1_57FAA	r__Root|k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Lachnospiraceae|g__Roseburia|s__Roseburia_intestinalis	r__Root|k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Lachnospiraceae|g__Lachnospiraceae_noname	1:606:-|623:1301:-|1805:3561:-|3760:4734:-	UniRef50_F0SV46|UniRef50_B1IEN9|UniRef50_R9MHL7|UniRef50_F7JFG0	UniRef90_D4L310|UniRef90_D4L309|UniRef90_F7JFF8|UniRef90_F7JFG0
megahit_11429	lgt	4562	0.8610	0.9277	ABA	B>A	s__Ruminococcus_sp_5_1_39BFAA	s__Ruminococcus_sp_JC304	g__Ruminococcus	--	--	r__Root|k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Ruminococcaceae|g__Ruminococcus|s__Ruminococcus_sp_5_1_39BFAA	r__Root|k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Ruminococcaceae|g__Ruminococcus|s__Ruminococcus_sp_JC304	1:214:+|2574:2853:-|4283:4562:-	UniRef50_R7JT54|UniRef50_E6LJC1|UniRef50_C4Z9T5	UniRef90_R7CHC5|UniRef90_UPI0002EE3B20|UniRef90_R7CI81
megahit_114979	lgt	2474	0.8072	0.9012	AB	A?B	s__Clostridium_difficile	s__Coprococcus_catus	o__Clostridiales	--	--	r__Root|k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Peptostreptococcaceae|g__Peptostreptococcaceae_noname|s__Clostridium_difficile	r__Root|k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Lachnospiraceae|g__Coprococcus|s__Coprococcus_catus	1:411:-|2060:2284:-	UniRef50_E3GIR5|UniRef50_D4J5U0	UniRef90_A0A031WBM6|UniRef90_D4J5U0
megahit_115274	lgt	2523	0.8181	0.8376	ABA	B>A	f__Lachnospiraceae	f__Clostridiaceae	o__Clostridiales	--	--	r__Root|k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Lachnospiraceae	r__Root|k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Clostridiaceae	1:392:-|448:684:-|744:1400:-	UniRef50_D8IDP9|UniRef50_B7C9H0|UniRef50_R6ELW1	UniRef90_C4Z7M7|UniRef90_B7C9H0|UniRef90_D4M1F1
megahit_115326	lgt	69320	0.8026	0.9672	AAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAA*BBBBBB	A?B	g__Blautia	g__Clostridium	o__Clostridiales	--	--	r__Root|k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Lachnospiraceae|g__Blautia	r__Root|k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Clostridiaceae|g__Clostridium	703:4434:-|4437:7868:-|7886:8698:-|17928:18365:+|18497:19708:-|19977:20828:-|20845:21726:-|21796:23103:-|23384:24976:-|24988:26775:-|26863:27606:-|27646:29325:-|29356:32001:-|32012:33013:-|33291:34346:+|34446:35303:-|35303:36343:-|36440:37774:-|37908:38134:-|38155:39171:-|39191:41254:-|41579:41956:-|42222:43199:-|43368:44462:-|44489:46402:-|46421:47305:-|47333:48094:-|48284:49132:-|49569:51776:-|52208:53809:-|53790:55580:-|55588:56490:-|56502:57425:-|57584:59092:-|59700:62353:-|62951:64063:-|64340:65241:-|65413:66098:-|66115:67491:-|67617:68329:+|68348:69314:+	UniRef50_R7H1W4|UniRef50_R6R232|UniRef50_N2AQD8|UniRef50_R7AUY0|UniRef50_UPI00035ED0D9|UniRef50_G7VW20|UniRef50_G7VW19|UniRef50_U2ENK7|UniRef50_UPI0003775E57|UniRef50_UPI00037FFB01|UniRef50_U2ESS0|UniRef50_L0KBL9|UniRef50_U2DN48|UniRef50_U2D504|UniRef50_G2T287|UniRef50_G8QXB4|UniRef50_R6RD69|UniRef50_A6LTD8|UniRef50_UPI0003613B43|UniRef50_R6V1H1|UniRef50_R6U053|UniRef50_UPI0003731FC3|UniRef50_R5MCL7|UniRef50_UPI0004777E62|UniRef50_R7LC69|UniRef50_A9KTE0|UniRef50_R7I075|UniRef50_D4KZK8|UniRef50_R5RIS5|UniRef50_UPI00037850DE|UniRef50_R5HRN2|UniRef50_C6CV09|UniRef50_L7VSM5|UniRef50_R7JTZ3|UniRef50_R6CQT0|UniRef50_C0C020|UniRef50_D3QZR4|UniRef50_R5A8R7|UniRef50_C0C015|UniRef50_B2TJG1|UniRef50_C0C013	UniRef90_UPI00036DC111|UniRef90_UPI0003742DCD|UniRef90_UPI000362398E|UniRef90_UPI00035EABAF|UniRef90_UPI00035ED0D9|UniRef90_UPI000476BEED|UniRef90_UPI00036A2BE5|UniRef90_UPI000367EED1|UniRef90_UPI0003775E57|UniRef90_UPI00037FFB01|UniRef90_UPI0003803FA8|UniRef90_UPI00035E6A4D|UniRef90_UPI0003787558|UniRef90_UPI0003781EA3|UniRef90_UPI0003753227|UniRef90_UPI000376CCCB|UniRef90_UPI000369D5C1|UniRef90_UPI00037F619E|UniRef90_UPI0003613B43|UniRef90_UPI00035C5ED1|UniRef90_UPI00035E2DEE|UniRef90_UPI0003731FC3|UniRef90_UPI000477B2B1|UniRef90_UPI0004777E62|UniRef90_UPI000371F734|UniRef90_UPI00035C67AF|UniRef90_UPI00037D686E|UniRef90_UPI00037AC693|UniRef90_UPI00036FEFB7|UniRef90_UPI00037850DE|UniRef90_UPI00037D7576|UniRef90_UPI00036206CF|UniRef90_UPI0003810CE1|UniRef90_UPI00035D2182|UniRef90_unknown|UniRef90_C0C020|UniRef90_C0C018|UniRef90_C0C016|UniRef90_C0C015|UniRef90_C0C014|UniRef90_C0C013
megahit_116384	lgt	4395	0.9127	0.9506	ABB	A?B	s__Bacteroides_salanitronis	s__Bacteroides_massiliensis	g__Bacteroides	--	--	r__Root|k__Bacteria|p__Bacteroidetes|c__Bacteroidia|o__Bacteroidales|f__Bacteroidaceae|g__Bacteroides|s__Bacteroides_salanitronis	r__Root|k__Bacteria|p__Bacteroidetes|c__Bacteroidia|o__Bacteroidales|f__Bacteroidaceae|g__Bacteroides|s__Bacteroides_massiliensis	285:638:-|927:1790:-|1835:4260:-	UniRef50_A6L6H6|UniRef50_U6RBQ8|UniRef50_U6RFU0	UniRef90_F0R4R3|UniRef90_U6RBQ8|UniRef90_U6RFU0
megahit_117133	lgt	641	0.8481	0.8567	AB	A?B	s__Ruminococcus_sp	s__Ruminococcus_obeum	o__Clostridiales	--	--	r__Root|k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Ruminococcaceae|g__Ruminococcus|s__Ruminococcus_sp	r__Root|k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Lachnospiraceae|g__Blautia|s__Ruminococcus_obeum	14:229:-|328:603:+	UniRef50_D4LLA7|UniRef50_A5ZXK5	UniRef90_D4LLA7|UniRef90_A5ZXK5
megahit_117614	lgt	1020	0.8676	0.9121	AB	A?B	s__Eubacterium_biforme	s__Ruminococcus_obeum	p__Firmicutes	--	--	r__Root|k__Bacteria|p__Firmicutes|c__Erysipelotrichia|o__Erysipelotrichales|f__Erysipelotrichaceae|g__Erysipelotrichaceae_noname|s__Eubacterium_biforme	r__Root|k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Lachnospiraceae|g__Blautia|s__Ruminococcus_obeum	135:351:-|449:748:-	UniRef50_B7C9D4|UniRef50_U2QPW9	UniRef90_B7C9D4|UniRef90_D4LVG8
megahit_117859	lgt	4223	0.9418	0.9633	AB	A?B	s__Clostridium_sp_M62_1	s__Dorea_formicigenerans	o__Clostridiales	--	--	r__Root|k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Clostridiaceae|g__Clostridium|s__Clostridium_sp_M62_1	r__Root|k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Lachnospiraceae|g__Dorea|s__Dorea_formicigenerans	399:725:-|1837:3606:+	UniRef50_D4CBB3|UniRef50_D4LYW8	UniRef90_D4CBB3|UniRef90_D4LYW8
megahit_117979	lgt	13260	0.8221	0.9079	ABBB	A?B	s__Bacteroides_pectinophilus	s__Streptococcus_anginosus	p__Firmicutes	--	--	r__Root|k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Clostridiales_noname|g__Clostridiales_noname|s__Bacteroides_pectinophilus	r__Root|k__Bacteria|p__Firmicutes|c__Bacilli|o__Lactobacillales|f__Streptococcaceae|g__Streptococcus|s__Streptococcus_anginosus	158:514:+|6804:8417:+|8430:10850:+|10840:12330:+	UniRef50_B1MY00|UniRef50_J9C6Y6|UniRef50_E6J268|UniRef50_C4KBH5	UniRef90_R7ADE8|UniRef90_U2Z8Q3|UniRef90_E6J268|UniRef90_U2Y5K0
megahit_11798	lgt	2369	0.9722	0.9847	ABA	B>A	s__Ruminococcus_sp_5_1_39BFAA	s__Blautia_sp_KLE_1732	o__Clostridiales	--	--	r__Root|k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Ruminococcaceae|g__Ruminococcus|s__Ruminococcus_sp_5_1_39BFAA	r__Root|k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Lachnospiraceae|g__Blautia|s__Blautia_sp_KLE_1732	1:315:+|450:1205:-|1416:2336:-	UniRef50_R7ALJ2|UniRef50_B0P2E3|UniRef50_R7CNU8	UniRef90_D4MUD2|UniRef90_U2DN71|UniRef90_C6JGA3
