CONTIG_NAME	CALL	CONTIG_LENGTH	MIN_MAX_SCORE	AVG_MAX_SCORE	SYNTENY	DIRECTION	CLADE_A	CLADE_B	LCA	MELDED_A	MELDED_B	TAXONOMY_A	TAXONOMY_B	LOCI	ANNOTATIONS:UNIREF50	ANNOTATIONS:UNIREF90
megahit_114140	lgt	6637	0.8207	0.9212	AAABAA	B>A	g__Clostridium	g__Faecalibacterium	o__Clostridiales	--	--	r__Root|k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Clostridiaceae|g__Clostridium	r__Root|k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Ruminococcaceae|g__Faecalibacterium	2232:2747:-|2744:3037:-|3030:3549:-|3723:4020:+|4200:5009:+|5660:6282:-	UniRef50_R9IS42|UniRef50_G2T4R6|UniRef50_D4LXN4|UniRef50_D4S156|UniRef50_D4JA60|UniRef50_G2T4S2	UniRef90_R9KWY5|UniRef90_R9KNW1|UniRef90_N2A2E2|UniRef90_D4S156|UniRef90_N1ZQV6|UniRef90_R9J5U3
megahit_114274	lgt	1293	0.8306	0.8434	AB	A?B	s__Anaerostipes_sp_3_2_56FAA	s__Blautia_hydrogenotrophica	f__Lachnospiraceae	--	--	r__Root|k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Lachnospiraceae|g__Anaerostipes|s__Anaerostipes_sp_3_2_56FAA	r__Root|k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Lachnospiraceae|g__Blautia|s__Blautia_hydrogenotrophica	1:684:-|807:1291:-	UniRef50_D4LQ53|UniRef50_R5VR67	UniRef90_R6QBB1|UniRef90_R7PKF0
megahit_114474	lgt	3874	0.8376	0.9104	AAABB*	A?B	o__Clostridiales	o__Erysipelotrichales	p__Firmicutes	--	--	r__Root|k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales	r__Root|k__Bacteria|p__Firmicutes|c__Erysipelotrichia|o__Erysipelotrichales	1:218:-|385:873:-|906:1614:-|1690:2795:-|2788:3542:-|3639:3860:-	UniRef50_Q8Y812|UniRef50_L7VNU0|UniRef50_R3DJN6|UniRef50_R6QDR8|UniRef50_U3SRD2|UniRef50_G7M2G7	UniRef90_T3AD20|UniRef90_T3A9M2|UniRef90_R3DJN6|UniRef90_H1BBB0|UniRef90_H1BBA9|UniRef90_C9XSM7
megahit_114849	lgt	573	0.8500	0.8530	AB	A?B	g__Blautia	g__Ruminococcus	o__Clostridiales	--	--	r__Root|k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Lachnospiraceae|g__Blautia	r__Root|k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Ruminococcaceae|g__Ruminococcus	1:283:-|317:571:-	UniRef50_B9MKF3|UniRef50_B9KZW1	UniRef90_R6EF58|UniRef90_R5QCY5
megahit_115010	lgt	1764	0.8101	0.8487	AB	A?B	s__Ruminococcus_obeum	s__Anaerostipes_caccae	f__Lachnospiraceae	--	--	r__Root|k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Lachnospiraceae|g__Blautia|s__Ruminococcus_obeum	r__Root|k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Lachnospiraceae|g__Anaerostipes|s__Anaerostipes_caccae	20:612:-|754:1764:-	UniRef50_A5KL06|UniRef50_R0CI69	UniRef90_A5ZQM1|UniRef90_R0CI69
megahit_118465	lgt	938	0.8289	0.8704	AB	A?B	s__Coprococcus_comes	s__Blautia_producta	f__Lachnospiraceae	--	--	r__Root|k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Lachnospiraceae|g__Coprococcus|s__Coprococcus_comes	r__Root|k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Lachnospiraceae|g__Blautia|s__Blautia_producta	1:387:+|699:913:+	UniRef50_R7B2J7|UniRef50_D4MJ06	UniRef90_R5C140|UniRef90_UPI00036BA394
megahit_118573	lgt	34635	0.8552	0.8904	AAAAAA*BA	A?B	p__Firmicutes	p__Actinobacteria	k__Bacteria	--	--	r__Root|k__Bacteria|p__Firmicutes	r__Root|k__Bacteria|p__Actinobacteria	1:629:+|936:1361:+|1574:3349:+|3331:4911:+|5271:6197:+|6227:7066:+|7078:7755:+|7774:8222:+|8744:9079:+	UniRef50_H8L7T0|UniRef50_E6UA17|UniRef50_R6CRC3|UniRef50_K4Q9R5|UniRef50_C9LS18|UniRef50_R9IXJ9|UniRef50_F9YV44|UniRef50_E0RZ14|UniRef50_W4KXM9	UniRef90_H8L7T0|UniRef90_UPI00035D1BA7|UniRef90_UPI0003634731|UniRef90_U2M6A9|UniRef90_R5RKL2|UniRef90_UPI000376CE7E|UniRef90_U2U3T0|UniRef90_E6JZL8|UniRef90_F7V3A0
megahit_118927	lgt	2154	0.8270	0.8802	AB	A?B	f__Lachnospiraceae	g__Clostridium	o__Clostridiales	g__Blautia|s__Ruminococcus_torques; g__Lachnospiraceae_noname|s__Lachnospiraceae_bacterium_3_1_46FAA	s__Clostridium_citroniae; s__Clostridium_hathewayi	r__Root|k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Lachnospiraceae	r__Root|k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Clostridiaceae|g__Clostridium	1318:1635:+|1915:2154:+	UniRef50_A7VS09|UniRef50_R5NPK7	UniRef90_A5KQB8|UniRef90_A5KP25
megahit_119577	lgt	36919	0.9891	0.9970	AABBBBBBBBBBBBBBBBBBBBBBBBBBBBBBBB	A?B	g__Holdemania	g__Clostridium	p__Firmicutes	--	--	r__Root|k__Bacteria|p__Firmicutes|c__Erysipelotrichia|o__Erysipelotrichales|f__Erysipelotrichaceae|g__Holdemania	r__Root|k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Clostridiaceae|g__Clostridium	1:465:-|462:1709:-|2677:3321:-|3721:4416:+|4429:6141:-|6700:8898:-|9364:11157:-|11224:11763:-|11741:13189:-|13233:14642:-|14784:15104:-|15162:15488:-|15499:15783:-|15846:16085:-|16090:16365:-|16509:16967:-|17163:17711:-|17875:19359:-|19445:19708:-|19831:20115:-|20178:21299:-|21296:22570:-|22742:24394:+|24487:24729:-|24751:25785:+|25798:27672:+|27718:27927:-|27976:29277:-|29428:30565:-|30746:31927:-|32133:33134:-|33192:34472:-|34749:36255:-|36458:36919:-	UniRef50_D4MP37|UniRef50_D4MP36|UniRef50_R6S320|UniRef50_R5T519|UniRef50_D4CBQ5|UniRef50_R6W3V8|UniRef50_C9XSG3|UniRef50_P37472|UniRef50_D4MP94|UniRef50_R5FX77|UniRef50_R7B507|UniRef50_D4MP97|UniRef50_R5IF79|UniRef50_D3R2B6|UniRef50_Q9KDA5|UniRef50_R5ML65|UniRef50_D4JU39|UniRef50_R6A942|UniRef50_D4CBY3|UniRef50_A5N4I4|UniRef50_R7IMM2|UniRef50_Q9L385|UniRef50_R6C0D0|UniRef50_D4CBY8|UniRef50_R7AZU5|UniRef50_R5J3U4|UniRef50_D4CBZ1|UniRef50_R5KQQ7|UniRef50_D4CBZ4|UniRef50_R5UIW1|UniRef50_D6DE46|UniRef50_R5M8K9|UniRef50_D4CBZ9|UniRef50_G2SX24	UniRef90_D4MP37|UniRef90_D4MP36|UniRef90_unknown|UniRef90_D6DE67|UniRef90_D4CBQ5|UniRef90_D6DE64|UniRef90_R5MM01|UniRef90_R5ML91|UniRef90_D4MP94|UniRef90_D6DE61|UniRef90_R5ML85|UniRef90_D4MP97|UniRef90_D4MP98|UniRef90_D4MP99|UniRef90_D6DE57|UniRef90_R5ML65|UniRef90_D6DE55|UniRef90_D4MPA0|UniRef90_D4CBY3|UniRef90_D6DE53|UniRef90_D6DE52|UniRef90_R6YVA8|UniRef90_unknown|UniRef90_D4CBY8|UniRef90_R5M328|UniRef90_D4CBZ0|UniRef90_D4CBZ1|UniRef90_D6DE49|UniRef90_D4CBZ4|UniRef90_D4MPA6|UniRef90_D6DE46|UniRef90_R5M8K9|UniRef90_D4CBZ9|UniRef90_D6DE43
megahit_121158	lgt	1633	0.9189	0.9382	AB	A?B	g__Clostridium	s__Pseudoflavonifractor_capillosus	o__Clostridiales	s__Clostridium_sp_7_3_54FAA; s__Clostridium_symbiosum	--	r__Root|k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Clostridiaceae|g__Clostridium	r__Root|k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Clostridiales_noname|g__Pseudoflavonifractor|s__Pseudoflavonifractor_capillosus	1:636:+|981:1540:-	UniRef50_E1QWS6|UniRef50_A6NYW1	UniRef90_E9SR38|UniRef90_A6NYW1
megahit_122668	lgt	5411	0.8817	0.9309	AABBBBA	B>A	g__Clostridium	g__Faecalibacterium	o__Clostridiales	--	--	r__Root|k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Clostridiaceae|g__Clostridium	r__Root|k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Ruminococcaceae|g__Faecalibacterium	1:423:+|444:796:+|985:1653:+|1641:2819:+|2853:3782:+|3779:4855:+|5136:5411:-	UniRef50_D4L1Y1|UniRef50_R6ICJ8|UniRef50_D6EAP6|UniRef50_D4K803|UniRef50_X4ZSZ9|UniRef50_R5IZM5|UniRef50_D6DKL9	UniRef90_D6DKL2|UniRef90_UPI00046F05DF|UniRef90_D4K804|UniRef90_D4K803|UniRef90_unknown|UniRef90_A8SHK8|UniRef90_D6DKL9
megahit_125668	lgt	4602	0.9020	0.9094	AB	A?B	s__Pseudoflavonifractor_capillosus	g__Clostridium	o__Clostridiales	--	s__Clostridium_bolteae; s__Clostridium_saccharolyticum	r__Root|k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Clostridiales_noname|g__Pseudoflavonifractor|s__Pseudoflavonifractor_capillosus	r__Root|k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Clostridiaceae|g__Clostridium	2035:2391:+|4231:4602:-	UniRef50_D4JB85|UniRef50_D6DEA0	UniRef90_A6NZM9|UniRef90_D6DF19
megahit_130123	lgt	1816	0.8135	0.8486	AB	A?B	s__Clostridium_sp_M62_1	f__Lachnospiraceae	o__Clostridiales	--	g__Blautia|s__Ruminococcus_obeum; g__Coprococcus|s__Coprococcus_catus	r__Root|k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Clostridiaceae|g__Clostridium|s__Clostridium_sp_M62_1	r__Root|k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Lachnospiraceae	1023:1368:-|1389:1816:-	UniRef50_D4LFV6|UniRef50_F9D0N5	UniRef90_unknown|UniRef90_D4JA86
megahit_1305	lgt	2676	0.8066	0.9047	AAAB	A?B	s__Clostridium_clostridioforme	s__Eubacterium_sp_14_2	o__Clostridiales	--	--	r__Root|k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Clostridiaceae|g__Clostridium|s__Clostridium_clostridioforme	r__Root|k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Eubacteriaceae|g__Eubacterium|s__Eubacterium_sp_14_2	1:435:+|454:834:+|837:1166:+|1471:1893:+	UniRef50_R6WKZ3|UniRef50_I0GN24|UniRef50_R6P7I9|UniRef50_R9N814	UniRef90_N9XVV5|UniRef90_N9XW91|UniRef90_N9ZGF2|UniRef90_S0IV62
megahit_131207	lgt	13713	0.8167	0.8275	ABA	B>A	s__Ruminococcus_torques	s__Clostridium_sp_D5	o__Clostridiales	--	--	r__Root|k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Lachnospiraceae|g__Blautia|s__Ruminococcus_torques	r__Root|k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Clostridiaceae|g__Clostridium|s__Clostridium_sp_D5	156:699:+|868:1404:+|12703:13713:-	UniRef50_Q97D83|UniRef50_W6RTH4|UniRef50_R5CAJ8	UniRef90_B1C685|UniRef90_F0Z2D7|UniRef90_unknown
megahit_133975	lgt	2077	0.8140	0.8358	AB	A?B	s__Clostridium_clostridioforme	s__Clostridium_bolteae	g__Clostridium	--	--	r__Root|k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Clostridiaceae|g__Clostridium|s__Clostridium_clostridioforme	r__Root|k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Clostridiaceae|g__Clostridium|s__Clostridium_bolteae	166:747:+|839:2032:+	UniRef50_R7PEF1|UniRef50_R7PIG7	UniRef90_R7PEF1|UniRef90_unknown
megahit_134293	lgt	2234	0.8870	0.9197	AAB	A?B	s__Faecalibacterium_prausnitzii	s__Clostridium_difficile	o__Clostridiales	--	--	r__Root|k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Ruminococcaceae|g__Faecalibacterium|s__Faecalibacterium_prausnitzii	r__Root|k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Peptostreptococcaceae|g__Peptostreptococcaceae_noname|s__Clostridium_difficile	1:425:+|422:1315:+|1984:2234:+	UniRef50_C7H6Z4|UniRef50_R5BZ97|UniRef50_I7C202	UniRef90_C7H6Z4|UniRef90_C7H6Z6|UniRef90_R0D5Q1
megahit_138185	lgt	16105	0.8153	0.8601	AABA	B>A	s__Ruminococcaceae_bacterium_D16	s__Oscillibacter_valericigenes	o__Clostridiales	--	--	r__Root|k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Ruminococcaceae|g__Ruminococcaceae_noname|s__Ruminococcaceae_bacterium_D16	r__Root|k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Oscillospiraceae|g__Oscillibacter|s__Oscillibacter_valericigenes	1:201:-|542:808:-|2282:3691:+|15148:16105:-	UniRef50_unknown|UniRef50_Q1IWA0|UniRef50_I6Y186|UniRef50_R5ALQ3	UniRef90_unknown|UniRef90_R5HBA2|UniRef90_G4KYZ2|UniRef90_A6NQK6
megahit_138345	lgt	7479	0.8711	0.9239	AABB	A?B	s__Pseudoflavonifractor_capillosus	s__Clostridium_sp_ATCC_BAA_442	o__Clostridiales	--	--	r__Root|k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Clostridiales_noname|g__Pseudoflavonifractor|s__Pseudoflavonifractor_capillosus	r__Root|k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Clostridiaceae|g__Clostridium|s__Clostridium_sp_ATCC_BAA_442	1:276:+|277:1110:+|2742:3051:+|3126:3694:+	UniRef50_G4Q4K4|UniRef50_F9D1R4|UniRef50_R6TF69|UniRef50_R6T827	UniRef90_A6P2T3|UniRef90_A6P2T4|UniRef90_U2DIS9|UniRef90_R6T827
megahit_140119	lgt	5897	0.8157	0.8658	ABAA	B>A	g__Clostridium	g__Pseudoflavonifractor	o__Clostridiales	--	--	r__Root|k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Clostridiaceae|g__Clostridium	r__Root|k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Clostridiales_noname|g__Pseudoflavonifractor	491:1244:-|1835:3909:-|4373:5038:-|5158:5897:-	UniRef50_H1B5S2|UniRef50_A6NYT6|UniRef50_R5J005|UniRef50_D4M3V7	UniRef90_H1B5S2|UniRef90_A6NYT6|UniRef90_D4M3W0|UniRef90_unknown
megahit_140967	lgt	940	0.8049	0.8226	AB	A?B	s__Ruminococcus_sp_JC304	s__Faecalibacterium_prausnitzii	f__Ruminococcaceae	--	--	r__Root|k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Ruminococcaceae|g__Ruminococcus|s__Ruminococcus_sp_JC304	r__Root|k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Ruminococcaceae|g__Faecalibacterium|s__Faecalibacterium_prausnitzii	1:404:-|419:940:-	UniRef50_C7N370|UniRef50_R7IK71	UniRef90_UPI000311DFA6|UniRef90_D4JYW5
megahit_141695	lgt	1668	0.8797	0.9157	AB	A?B	s__Clostridium_sp_ATCC_BAA_442	s__Clostridium_methylpentosum	g__Clostridium	--	--	r__Root|k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Clostridiaceae|g__Clostridium|s__Clostridium_sp_ATCC_BAA_442	r__Root|k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Clostridiaceae|g__Clostridium|s__Clostridium_methylpentosum	2:1396:+|1449:1655:+	UniRef50_C0EBS8|UniRef50_C0EBS9	UniRef90_unknown|UniRef90_C0EBS9
megahit_142499	lgt	805	0.8189	0.8299	AB	A?B	s__Corynebacterium_casei	s__Corynebacterium_ammoniagenes	g__Corynebacterium	--	--	r__Root|k__Bacteria|p__Actinobacteria|c__Actinobacteria|o__Actinomycetales|f__Corynebacteriaceae|g__Corynebacterium|s__Corynebacterium_casei	r__Root|k__Bacteria|p__Actinobacteria|c__Actinobacteria|o__Actinomycetales|f__Corynebacteriaceae|g__Corynebacterium|s__Corynebacterium_ammoniagenes	2:483:-|480:803:-	UniRef50_D8KJR3|UniRef50_C4LLR8	UniRef90_W5XPY4|UniRef90_W5XP80
megahit_144143	lgt	6561	0.8171	0.9443	AAAB	A?B	s__Pseudoflavonifractor_capillosus	s__Clostridium_saccharolyticum	o__Clostridiales	--	--	r__Root|k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Clostridiales_noname|g__Pseudoflavonifractor|s__Pseudoflavonifractor_capillosus	r__Root|k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Clostridiaceae|g__Clostridium|s__Clostridium_saccharolyticum	1:711:-|740:1414:-|1557:1955:-|4688:5212:-	UniRef50_A7VUP4|UniRef50_R5F255|UniRef50_C0D2F6|UniRef50_R6ZXL4	UniRef90_A6NYT5|UniRef90_A6NYT4|UniRef90_A6NYX0|UniRef90_D6DFF6
