genome,secondary_cluster,threshold,cluster_method,comparison_algorithm,primary_cluster
chicken1_D16_maxbin.014.fasta.contigs.fa,36_1,0.020000000000000018,average,ANImf,36
chicken1_D1_maxbin.031.fasta.contigs.fa,36_1,0.020000000000000018,average,ANImf,36
chicken1_D28_maxbin.010.fasta.contigs.fa,36_1,0.020000000000000018,average,ANImf,36
chicken1_D29_maxbin.005.fasta.contigs.fa,36_1,0.020000000000000018,average,ANImf,36
chicken1_D30_maxbin.001.fasta.contigs.fa,36_1,0.020000000000000018,average,ANImf,36
chicken1_D31_maxbin.016.fasta.contigs.fa,36_1,0.020000000000000018,average,ANImf,36
chicken1_D32_maxbin.005.fasta.contigs.fa,36_1,0.020000000000000018,average,ANImf,36
chicken1_D33_maxbin.005.fasta.contigs.fa,36_1,0.020000000000000018,average,ANImf,36
chicken1_D34_maxbin.013.fasta.contigs.fa,36_1,0.020000000000000018,average,ANImf,36
chicken1_D38_maxbin.006.fasta.contigs.fa,36_1,0.020000000000000018,average,ANImf,36
chicken1_D39_maxbin.006.fasta.contigs.fa,36_1,0.020000000000000018,average,ANImf,36
chicken1_D3_maxbin.005.fasta.contigs.fa,36_1,0.020000000000000018,average,ANImf,36
chicken1_D41_maxbin.001.fasta.contigs.fa,36_1,0.020000000000000018,average,ANImf,36
chicken1_D42_maxbin.008.fasta.contigs.fa,36_1,0.020000000000000018,average,ANImf,36
chicken1_D43_maxbin.029.fasta.contigs.fa,36_1,0.020000000000000018,average,ANImf,36
chicken1_D6_maxbin.034.fasta.contigs.fa,36_1,0.020000000000000018,average,ANImf,36
chicken1_concoct_20_refined_2_Bin_17_5_1-contigs.fa,36_1,0.020000000000000018,average,ANImf,36
chicken1_concoct_20_refined_2_Bin_0_13_1-contigs.fa,37_0,0.020000000000000018,average,ANImf,37
chicken1_C-1_maxbin.003.fasta.contigs.fa,38_1,0.020000000000000018,average,ANImf,38
chicken1_C-2_maxbin.001.fasta.contigs.fa,38_1,0.020000000000000018,average,ANImf,38
chicken1_C-3_maxbin.001.fasta.contigs.fa,38_1,0.020000000000000018,average,ANImf,38
chicken1_C-4_maxbin.001.fasta.contigs.fa,38_1,0.020000000000000018,average,ANImf,38
chicken1_C-5_maxbin.014.fasta.contigs.fa,38_1,0.020000000000000018,average,ANImf,38
chicken1_C-6_maxbin.001.fasta.contigs.fa,38_1,0.020000000000000018,average,ANImf,38
chicken1_D10_maxbin.003.fasta.contigs.fa,38_1,0.020000000000000018,average,ANImf,38
chicken1_D11_maxbin.001.fasta.contigs.fa,38_1,0.020000000000000018,average,ANImf,38
chicken1_D12_maxbin.001.fasta.contigs.fa,38_1,0.020000000000000018,average,ANImf,38
chicken1_D13_maxbin.003.fasta.contigs.fa,38_1,0.020000000000000018,average,ANImf,38
chicken1_D14_maxbin.001.fasta.contigs.fa,38_1,0.020000000000000018,average,ANImf,38
chicken1_D16_maxbin.028.fasta.contigs.fa,38_1,0.020000000000000018,average,ANImf,38
chicken1_D17_maxbin.002.fasta.contigs.fa,38_1,0.020000000000000018,average,ANImf,38
chicken1_D18_maxbin.001.fasta.contigs.fa,38_1,0.020000000000000018,average,ANImf,38
chicken1_D19_maxbin.004.fasta.contigs.fa,38_1,0.020000000000000018,average,ANImf,38
chicken1_D1_maxbin.001.fasta.contigs.fa,38_1,0.020000000000000018,average,ANImf,38
chicken1_D20_maxbin.001.fasta.contigs.fa,38_1,0.020000000000000018,average,ANImf,38
chicken1_D21_maxbin.001.fasta.contigs.fa,38_1,0.020000000000000018,average,ANImf,38
chicken1_D24_maxbin.001.fasta.contigs.fa,38_1,0.020000000000000018,average,ANImf,38
chicken1_D25_maxbin.001.fasta.contigs.fa,38_1,0.020000000000000018,average,ANImf,38
chicken1_D26_maxbin.001.fasta.contigs.fa,38_1,0.020000000000000018,average,ANImf,38
chicken1_D27_maxbin.001.fasta.contigs.fa,38_1,0.020000000000000018,average,ANImf,38
chicken1_D28_maxbin.001.fasta.contigs.fa,38_1,0.020000000000000018,average,ANImf,38
chicken1_D29_maxbin.031.fasta.contigs.fa,38_1,0.020000000000000018,average,ANImf,38
chicken1_D2_maxbin.004.fasta.contigs.fa,38_1,0.020000000000000018,average,ANImf,38
chicken1_D31_maxbin.005.fasta.contigs.fa,38_1,0.020000000000000018,average,ANImf,38
chicken1_D32_maxbin.002.fasta.contigs.fa,38_1,0.020000000000000018,average,ANImf,38
chicken1_D33_maxbin.003.fasta.contigs.fa,38_1,0.020000000000000018,average,ANImf,38
chicken1_D34_maxbin.007.fasta.contigs.fa,38_1,0.020000000000000018,average,ANImf,38
chicken1_D35_maxbin.004.fasta.contigs.fa,38_1,0.020000000000000018,average,ANImf,38
chicken1_D36_maxbin.002.fasta.contigs.fa,38_1,0.020000000000000018,average,ANImf,38
chicken1_D37_maxbin.002.fasta.contigs.fa,38_1,0.020000000000000018,average,ANImf,38
chicken1_D38_maxbin.002.fasta.contigs.fa,38_1,0.020000000000000018,average,ANImf,38
chicken1_D3_maxbin.001.fasta.contigs.fa,38_1,0.020000000000000018,average,ANImf,38
chicken1_D40_maxbin.002.fasta.contigs.fa,38_1,0.020000000000000018,average,ANImf,38
chicken1_D41_maxbin.027.fasta.contigs.fa,38_1,0.020000000000000018,average,ANImf,38
chicken1_D42_maxbin.011.fasta.contigs.fa,38_1,0.020000000000000018,average,ANImf,38
chicken1_D4_maxbin.001.fasta.contigs.fa,38_1,0.020000000000000018,average,ANImf,38
chicken1_D5_maxbin.003.fasta.contigs.fa,38_1,0.020000000000000018,average,ANImf,38
chicken1_D6_maxbin.001.fasta.contigs.fa,38_1,0.020000000000000018,average,ANImf,38
chicken1_D7_maxbin.001.fasta.contigs.fa,38_1,0.020000000000000018,average,ANImf,38
chicken1_D8_maxbin.017.fasta.contigs.fa,38_1,0.020000000000000018,average,ANImf,38
chicken1_D9_maxbin.006.fasta.contigs.fa,38_1,0.020000000000000018,average,ANImf,38
chicken1_concoct_20_refined_2_Bin_5_1_1-contigs.fa,38_1,0.020000000000000018,average,ANImf,38
chicken1_C-1_maxbin.014.fasta.contigs.fa,39_1,0.020000000000000018,average,ANImf,39
chicken1_C-2_maxbin.006.fasta.contigs.fa,39_1,0.020000000000000018,average,ANImf,39
chicken1_C-3_maxbin.008.fasta.contigs.fa,39_1,0.020000000000000018,average,ANImf,39
chicken1_C-4_maxbin.002.fasta.contigs.fa,39_1,0.020000000000000018,average,ANImf,39
chicken1_C-6_maxbin.004.fasta.contigs.fa,39_1,0.020000000000000018,average,ANImf,39
chicken1_D12_maxbin.006.fasta.contigs.fa,39_1,0.020000000000000018,average,ANImf,39
chicken1_D14_maxbin.003.fasta.contigs.fa,39_1,0.020000000000000018,average,ANImf,39
chicken1_D17_maxbin.003.fasta.contigs.fa,39_1,0.020000000000000018,average,ANImf,39
chicken1_D18_maxbin.007.fasta.contigs.fa,39_1,0.020000000000000018,average,ANImf,39
chicken1_D20_maxbin.003.fasta.contigs.fa,39_1,0.020000000000000018,average,ANImf,39
chicken1_D21_maxbin.002.fasta.contigs.fa,39_1,0.020000000000000018,average,ANImf,39
chicken1_D24_maxbin.002.fasta.contigs.fa,39_1,0.020000000000000018,average,ANImf,39
chicken1_D25_maxbin.005.fasta.contigs.fa,39_1,0.020000000000000018,average,ANImf,39
chicken1_D26_maxbin.006.fasta.contigs.fa,39_1,0.020000000000000018,average,ANImf,39
chicken1_D27_maxbin.002.fasta.contigs.fa,39_1,0.020000000000000018,average,ANImf,39
chicken1_D28_maxbin.003.fasta.contigs.fa,39_1,0.020000000000000018,average,ANImf,39
chicken1_D29_maxbin.059.fasta.contigs.fa,39_1,0.020000000000000018,average,ANImf,39
chicken1_D2_maxbin.041.fasta.contigs.fa,39_1,0.020000000000000018,average,ANImf,39
chicken1_D32_maxbin.001.fasta.contigs.fa,39_1,0.020000000000000018,average,ANImf,39
chicken1_D33_maxbin.001.fasta.contigs.fa,39_1,0.020000000000000018,average,ANImf,39
chicken1_D34_maxbin.001.fasta.contigs.fa,39_1,0.020000000000000018,average,ANImf,39
chicken1_D35_maxbin.007.fasta.contigs.fa,39_1,0.020000000000000018,average,ANImf,39
chicken1_D38_maxbin.010.fasta.contigs.fa,39_1,0.020000000000000018,average,ANImf,39
chicken1_D39_maxbin.011.fasta.contigs.fa,39_1,0.020000000000000018,average,ANImf,39
chicken1_D3_maxbin.006.fasta.contigs.fa,39_1,0.020000000000000018,average,ANImf,39
chicken1_D41_maxbin.049.fasta.contigs.fa,39_1,0.020000000000000018,average,ANImf,39
chicken1_D42_maxbin.001.fasta.contigs.fa,39_1,0.020000000000000018,average,ANImf,39
chicken1_D6_maxbin.039.fasta.contigs.fa,39_1,0.020000000000000018,average,ANImf,39
chicken1_D7_maxbin.015.fasta.contigs.fa,39_1,0.020000000000000018,average,ANImf,39
chicken1_D8_maxbin.030.fasta.contigs.fa,39_1,0.020000000000000018,average,ANImf,39
chicken1_D9_maxbin.055.fasta.contigs.fa,39_1,0.020000000000000018,average,ANImf,39
chicken1_concoct_20_refined_2_Bin_5_2_1-contigs.fa,39_1,0.020000000000000018,average,ANImf,39
chicken1_C-6_maxbin.009.fasta.contigs.fa,40_1,0.020000000000000018,average,ANImf,40
chicken1_concoct_20_refined_2_Bin_5_4_1-contigs.fa,40_1,0.020000000000000018,average,ANImf,40
chicken1_concoct_20_refined_2_Bin_5_5_1-contigs.fa,41_0,0.020000000000000018,average,ANImf,41
chicken1_C-4_maxbin.021.fasta.contigs.fa,42_1,0.020000000000000018,average,ANImf,42
chicken1_C-5_maxbin.031.fasta.contigs.fa,42_1,0.020000000000000018,average,ANImf,42
chicken1_D10_maxbin.042.fasta_sub.contigs.fa,42_1,0.020000000000000018,average,ANImf,42
chicken1_D11_maxbin.021.fasta.contigs.fa,42_1,0.020000000000000018,average,ANImf,42
chicken1_D12_maxbin.022.fasta.contigs.fa,42_1,0.020000000000000018,average,ANImf,42
chicken1_D13_maxbin.030.fasta.contigs.fa,42_1,0.020000000000000018,average,ANImf,42
chicken1_D20_maxbin.028.fasta.contigs.fa,42_1,0.020000000000000018,average,ANImf,42
chicken1_D21_maxbin.020.fasta.contigs.fa,42_1,0.020000000000000018,average,ANImf,42
chicken1_D24_maxbin.034.fasta.contigs.fa,42_1,0.020000000000000018,average,ANImf,42
chicken1_D27_maxbin.028.fasta.contigs.fa,42_1,0.020000000000000018,average,ANImf,42
chicken1_D28_maxbin.025.fasta.contigs.fa,42_1,0.020000000000000018,average,ANImf,42
chicken1_D2_maxbin.038.fasta_sub.contigs.fa,42_1,0.020000000000000018,average,ANImf,42
chicken1_D31_maxbin.027.fasta.contigs.fa,42_1,0.020000000000000018,average,ANImf,42
chicken1_D34_maxbin.036.fasta.contigs.fa,42_1,0.020000000000000018,average,ANImf,42
chicken1_D35_maxbin.037.fasta_sub.contigs.fa,42_1,0.020000000000000018,average,ANImf,42
chicken1_D37_maxbin.036.fasta.contigs.fa,42_1,0.020000000000000018,average,ANImf,42
chicken1_D40_maxbin.033.fasta.contigs.fa,42_1,0.020000000000000018,average,ANImf,42
chicken1_D41_maxbin.030.fasta.contigs.fa,42_1,0.020000000000000018,average,ANImf,42
chicken1_D42_maxbin.033.fasta.contigs.fa,42_1,0.020000000000000018,average,ANImf,42
chicken1_D4_maxbin.024.fasta.contigs.fa,42_1,0.020000000000000018,average,ANImf,42
chicken1_D5_maxbin.038.fasta.contigs.fa,42_1,0.020000000000000018,average,ANImf,42
chicken1_D6_maxbin.054.fasta.contigs.fa,42_1,0.020000000000000018,average,ANImf,42
chicken1_D7_maxbin.061.fasta.contigs.fa,42_1,0.020000000000000018,average,ANImf,42
chicken1_D9_maxbin.037.fasta_sub.contigs.fa,42_1,0.020000000000000018,average,ANImf,42
chicken1_concoct_20_refined_2_Bin_7_7-contigs.fa,42_1,0.020000000000000018,average,ANImf,42
chicken1_C-1_maxbin.019.fasta.contigs.fa,43_1,0.020000000000000018,average,ANImf,43
chicken1_D10_maxbin.020.fasta.contigs.fa,43_1,0.020000000000000018,average,ANImf,43
chicken1_D17_maxbin.027.fasta.contigs.fa,43_1,0.020000000000000018,average,ANImf,43
chicken1_D19_maxbin.019.fasta.contigs.fa,43_1,0.020000000000000018,average,ANImf,43
chicken1_D29_maxbin.018.fasta.contigs.fa,43_1,0.020000000000000018,average,ANImf,43
chicken1_D2_maxbin.027.fasta.contigs.fa,43_1,0.020000000000000018,average,ANImf,43
chicken1_D34_maxbin.014.fasta.contigs.fa,43_1,0.020000000000000018,average,ANImf,43
chicken1_D4_maxbin.022.fasta.contigs.fa,43_1,0.020000000000000018,average,ANImf,43
chicken1_D5_maxbin.034.fasta.contigs.fa,43_1,0.020000000000000018,average,ANImf,43
chicken1_D6_maxbin.018.fasta.contigs.fa,43_1,0.020000000000000018,average,ANImf,43
chicken1_D7_maxbin.006.fasta.contigs.fa,43_1,0.020000000000000018,average,ANImf,43
chicken1_D8_maxbin.010.fasta.contigs.fa,43_1,0.020000000000000018,average,ANImf,43
chicken1_concoct_20_refined_2_Bin_8_3_1-contigs.fa,43_1,0.020000000000000018,average,ANImf,43
chicken1_D20_maxbin.029.fasta.contigs.fa,44_1,0.020000000000000018,average,ANImf,44
chicken1_concoct_20_refined_2_Bin_9_7-contigs.fa,44_1,0.020000000000000018,average,ANImf,44
chicken1_C-1_maxbin.009.fasta.contigs.fa,45_1,0.020000000000000018,average,ANImf,45
chicken1_C-2_maxbin.009.fasta.contigs.fa,45_1,0.020000000000000018,average,ANImf,45
chicken1_C-3_maxbin.010.fasta.contigs.fa,45_1,0.020000000000000018,average,ANImf,45
chicken1_C-4_maxbin.012.fasta.contigs.fa,45_1,0.020000000000000018,average,ANImf,45
chicken1_C-5_maxbin.008.fasta.contigs.fa,45_1,0.020000000000000018,average,ANImf,45
chicken1_C-6_maxbin.003.fasta.contigs.fa,45_1,0.020000000000000018,average,ANImf,45
chicken1_D10_maxbin.011.fasta.contigs.fa,45_1,0.020000000000000018,average,ANImf,45
chicken1_D11_maxbin.003.fasta.contigs.fa,45_1,0.020000000000000018,average,ANImf,45
chicken1_D12_maxbin.002.fasta.contigs.fa,45_1,0.020000000000000018,average,ANImf,45
chicken1_D13_maxbin.014.fasta.contigs.fa,45_1,0.020000000000000018,average,ANImf,45
chicken1_D17_maxbin.011.fasta.contigs.fa,45_1,0.020000000000000018,average,ANImf,45
chicken1_D18_maxbin.004.fasta.contigs.fa,45_1,0.020000000000000018,average,ANImf,45
chicken1_D19_maxbin.012.fasta.contigs.fa,45_1,0.020000000000000018,average,ANImf,45
chicken1_D1_maxbin.021.fasta.contigs.fa,45_1,0.020000000000000018,average,ANImf,45
chicken1_D20_maxbin.008.fasta.contigs.fa,45_1,0.020000000000000018,average,ANImf,45
chicken1_D22_maxbin.021.fasta.contigs.fa,45_1,0.020000000000000018,average,ANImf,45
chicken1_D24_maxbin.019.fasta.contigs.fa,45_1,0.020000000000000018,average,ANImf,45
chicken1_D25_maxbin.003.fasta.contigs.fa,45_1,0.020000000000000018,average,ANImf,45
chicken1_D26_maxbin.003.fasta.contigs.fa,45_1,0.020000000000000018,average,ANImf,45
chicken1_D27_maxbin.025.fasta.contigs.fa,45_1,0.020000000000000018,average,ANImf,45
chicken1_D28_maxbin.013.fasta.contigs.fa,45_1,0.020000000000000018,average,ANImf,45
chicken1_D29_maxbin.022.fasta.contigs.fa,45_1,0.020000000000000018,average,ANImf,45
chicken1_D2_maxbin.015.fasta.contigs.fa,45_1,0.020000000000000018,average,ANImf,45
chicken1_D31_maxbin.008.fasta.contigs.fa,45_1,0.020000000000000018,average,ANImf,45
chicken1_D32_maxbin.009.fasta.contigs.fa,45_1,0.020000000000000018,average,ANImf,45
chicken1_D33_maxbin.008.fasta.contigs.fa,45_1,0.020000000000000018,average,ANImf,45
chicken1_D34_maxbin.005.fasta.contigs.fa,45_1,0.020000000000000018,average,ANImf,45
chicken1_D35_maxbin.011.fasta.contigs.fa,45_1,0.020000000000000018,average,ANImf,45
chicken1_D36_maxbin.014.fasta.contigs.fa,45_1,0.020000000000000018,average,ANImf,45
chicken1_D37_maxbin.011.fasta.contigs.fa,45_1,0.020000000000000018,average,ANImf,45
chicken1_D38_maxbin.009.fasta.contigs.fa,45_1,0.020000000000000018,average,ANImf,45
chicken1_D39_maxbin.012.fasta.contigs.fa,45_1,0.020000000000000018,average,ANImf,45
chicken1_D3_maxbin.004.fasta.contigs.fa,45_1,0.020000000000000018,average,ANImf,45
chicken1_D40_maxbin.010.fasta.contigs.fa,45_1,0.020000000000000018,average,ANImf,45
chicken1_D41_maxbin.006.fasta.contigs.fa,45_1,0.020000000000000018,average,ANImf,45
chicken1_D42_maxbin.015.fasta.contigs.fa,45_1,0.020000000000000018,average,ANImf,45
chicken1_D4_maxbin.011.fasta.contigs.fa,45_1,0.020000000000000018,average,ANImf,45
chicken1_D5_maxbin.010.fasta.contigs.fa,45_1,0.020000000000000018,average,ANImf,45
chicken1_D6_maxbin.006.fasta.contigs.fa,45_1,0.020000000000000018,average,ANImf,45
chicken1_D7_maxbin.008.fasta.contigs.fa,45_1,0.020000000000000018,average,ANImf,45
chicken1_D8_maxbin.008.fasta.contigs.fa,45_1,0.020000000000000018,average,ANImf,45
chicken1_D9_maxbin.010.fasta.contigs.fa,45_1,0.020000000000000018,average,ANImf,45
chicken1_concoct_20_refined_2_Bin_5_3_1-contigs.fa,45_1,0.020000000000000018,average,ANImf,45
