genome,completeness,contamination,strain_heterogeneity,length,N50
chicken1_C-2_maxbin.005.fasta.contigs.fa,99.25,0.0,0.0,2522727,33229
chicken1_C-2_maxbin.006.fasta.contigs.fa,98.5,1.58,72.0,5044377,25705
chicken1_C-2_maxbin.007.fasta.contigs.fa,97.29,0.34,100.0,2615618,119377
chicken1_C-2_maxbin.008.fasta.contigs.fa,67.67,0.0,0.0,2128227,138609
chicken1_C-2_maxbin.009.fasta.contigs.fa,97.32,3.24,66.67,3211868,18804
chicken1_C-2_maxbin.010.fasta.contigs.fa,97.29,4.59,11.11,3591932,62424
chicken1_C-2_maxbin.011.fasta.contigs.fa,77.02,0.0,0.0,1606764,29426
chicken1_C-2_maxbin.012.fasta.contigs.fa,94.87,7.44,14.29,4633326,6548
chicken1_C-2_maxbin.013.fasta.contigs.fa,77.07,10.09,0.0,3177616,4076
chicken1_C-3_maxbin.001.fasta.contigs.fa,99.46,1.08,0.0,3879809,195494
chicken1_C-3_maxbin.002.fasta.contigs.fa,99.73,0.89,0.0,4003596,109696
chicken1_C-3_maxbin.003.fasta.contigs.fa,95.97,0.0,0.0,2162452,117348
chicken1_C-3_maxbin.004.fasta.contigs.fa,99.31,1.5,0.0,4819694,48616
chicken1_C-3_maxbin.005.fasta.contigs.fa,99.34,0.37,0.0,2735455,31246
chicken1_C-3_maxbin.006.fasta.contigs.fa,93.1,50.0,7.69,3401985,48341
chicken1_C-3_maxbin.007.fasta.contigs.fa,98.32,5.5,0.0,3188655,91499
chicken1_C-3_maxbin.008.fasta.contigs.fa,98.0,4.13,81.4,4897997,20827
chicken1_C-3_maxbin.009.fasta.contigs.fa,92.6,1.01,0.0,2871521,69545
chicken1_C-3_maxbin.010.fasta.contigs.fa,97.32,0.56,100.0,3337615,21845
chicken1_C-3_maxbin.011.fasta.contigs.fa,97.29,1.51,0.0,3629512,62751
chicken1_C-3_maxbin.012.fasta.contigs.fa,43.44,7.36,39.13,4378824,3279
chicken1_C-4_maxbin.001.fasta.contigs.fa,100.0,0.0,0.0,4002890,219491
chicken1_C-4_maxbin.002.fasta.contigs.fa,87.87,1.0,58.33,3746790,21303
chicken1_C-4_maxbin.004.fasta.contigs.fa,96.13,11.91,48.48,4854665,44972
chicken1_C-4_maxbin.005.fasta.contigs.fa,85.68,0.18,0.0,2931075,63622
chicken1_C-4_maxbin.006.fasta.contigs.fa,77.34,0.89,0.0,1540322,59709
chicken1_C-4_maxbin.007.fasta.contigs.fa,96.49,8.29,27.59,3717042,90768
chicken1_C-4_maxbin.008.fasta.contigs.fa,99.25,1.95,0.0,3796787,125682
chicken1_C-4_maxbin.009.fasta.contigs.fa,92.15,12.31,88.0,4887749,8009
chicken1_C-4_maxbin.010.fasta.contigs.fa,92.57,2.42,0.0,5621225,279517
chicken1_C-4_maxbin.011.fasta.contigs.fa,73.98,1.57,0.0,2303351,74386
chicken1_C-4_maxbin.012.fasta.contigs.fa,95.3,2.68,0.0,3455392,30348
chicken1_C-4_maxbin.014.fasta.contigs.fa,86.73,0.0,0.0,2204683,62101
chicken1_C-4_maxbin.015.fasta.contigs.fa,93.1,12.77,5.56,3091842,16390
chicken1_C-4_maxbin.016.fasta_sub.contigs.fa,68.85,12.75,0.0,1957839,44944
chicken1_C-4_maxbin.017.fasta.contigs.fa,93.97,51.88,39.08,5889912,26711
chicken1_C-4_maxbin.020.fasta_sub.contigs.fa,54.08,2.92,9.09,1257373,25184
chicken1_C-4_maxbin.021.fasta.contigs.fa,94.83,5.17,0.0,2157391,63036
chicken1_C-4_maxbin.022.fasta.contigs.fa,98.28,14.83,6.25,3066175,54655
chicken1_C-4_maxbin.023.fasta.contigs.fa,27.52,9.55,20.0,4777418,5902
chicken1_C-4_maxbin.025.fasta.contigs.fa,98.28,7.77,5.26,2601945,24246
chicken1_C-4_maxbin.028.fasta.contigs.fa,83.81,18.23,2.27,7569348,8396
chicken1_C-4_maxbin.032.fasta.contigs.fa,85.58,5.56,9.09,2048464,6339
chicken1_C-4_maxbin.034.fasta.contigs.fa,19.4,4.82,29.17,1306784,2556
chicken1_C-4_maxbin.039.fasta.contigs.fa,64.99,25.32,14.29,2139644,3116
chicken1_C-4_maxbin.040.fasta.contigs.fa,49.8,1.36,20.0,1157249,1907
chicken1_C-4_maxbin.045.fasta.contigs.fa,45.87,1.83,40.0,1239281,1598
chicken1_C-4_metabat2.36.fa.contigs.fa,4.03,0.0,0.0,203052,125689
chicken1_C-4_metabat2.39.fa.contigs.fa,43.54,0.0,0.0,1041095,29597
chicken1_C-4_metabat2.53.fa.contigs.fa,8.88,0.0,0.0,227279,14551
chicken1_C-5_maxbin.001.fasta.contigs.fa,79.93,0.57,0.0,2115560,75906
chicken1_C-5_maxbin.003.fasta.contigs.fa,99.63,0.87,0.0,2839728,31439
chicken1_C-5_maxbin.004.fasta.contigs.fa,91.59,12.92,25.81,2957166,80938
chicken1_C-5_maxbin.005.fasta_sub.contigs.fa,85.49,10.85,39.13,3536797,59129
chicken1_C-5_maxbin.007.fasta.contigs.fa,91.38,15.99,16.67,3640481,95602
chicken1_C-5_maxbin.008.fasta.contigs.fa,94.3,3.55,0.0,4071507,29040
chicken1_C-5_maxbin.009.fasta.contigs.fa,90.51,0.0,0.0,2629088,80052
chicken1_C-5_maxbin.010.fasta.contigs.fa,98.12,3.3,55.56,3248346,30616
chicken1_C-5_maxbin.011.fasta.contigs.fa,70.69,0.0,0.0,3376114,99944
chicken1_C-5_maxbin.012.fasta.contigs.fa,95.57,19.15,5.56,3568365,114254
chicken1_C-5_maxbin.013.fasta.contigs.fa,99.63,5.43,0.0,3934610,121798
chicken1_C-5_maxbin.014.fasta.contigs.fa,100.0,0.0,0.0,4094999,219622
chicken1_C-5_maxbin.015.fasta.contigs.fa,94.83,19.67,53.33,4144629,65194
chicken1_C-5_maxbin.016.fasta.contigs.fa,67.6,29.56,14.93,2442525,35545
chicken1_C-5_maxbin.018.fasta.contigs.fa,66.46,23.32,16.22,2134915,36415
chicken1_C-5_maxbin.019.fasta.contigs.fa,89.34,0.34,0.0,2198043,45613
chicken1_C-5_maxbin.020.fasta.contigs.fa,77.28,0.81,0.0,1521020,26176
chicken1_C-5_maxbin.021.fasta.contigs.fa,95.3,3.19,42.86,2160084,12319
chicken1_C-5_maxbin.022.fasta.contigs.fa,84.4,4.15,24.0,2528890,21378
chicken1_C-5_maxbin.023.fasta.contigs.fa,86.22,5.07,7.41,6456670,99719
chicken1_C-5_maxbin.024.fasta.contigs.fa,98.99,39.17,76.5,8992840,28452
chicken1_C-5_maxbin.025.fasta.contigs.fa,88.6,9.36,52.38,4089841,63944
chicken1_C-5_maxbin.026.fasta.contigs.fa,88.85,1.27,100.0,3003519,16242
chicken1_C-5_maxbin.027.fasta.contigs.fa,99.25,1.51,0.0,3667438,82864
chicken1_C-5_maxbin.028.fasta.contigs.fa,79.87,0.69,0.0,2302366,49088
chicken1_C-5_maxbin.029.fasta.contigs.fa,71.25,8.18,0.0,2540105,56828
chicken1_C-5_maxbin.030.fasta.contigs.fa,75.1,13.46,31.37,2767636,29717
chicken1_C-5_maxbin.031.fasta.contigs.fa,93.36,8.52,3.12,2890733,61707
chicken1_C-5_maxbin.039.fasta.contigs.fa,4.95,0.54,42.86,195391,4260
chicken1_C-5_metabat2.108.fa.contigs.fa,11.33,0.0,0.0,227750,81116
chicken1_C-6_maxbin.001.fasta.contigs.fa,100.0,0.0,0.0,3960337,219639
chicken1_C-6_maxbin.002.fasta.contigs.fa,92.67,0.0,0.0,2051927,66269
chicken1_C-6_maxbin.003.fasta.contigs.fa,95.97,0.67,100.0,2800910,26070
chicken1_C-6_maxbin.004.fasta.contigs.fa,97.43,1.3,21.05,5020809,46909
chicken1_C-6_maxbin.006.fasta.contigs.fa,98.88,1.0,0.0,2473366,36607
chicken1_C-6_maxbin.007.fasta.contigs.fa,98.08,1.34,0.0,4205746,109696
chicken1_C-6_maxbin.008.fasta.contigs.fa,93.97,2.48,0.0,3396516,78784
chicken1_C-6_maxbin.009.fasta.contigs.fa,70.4,9.95,0.0,3775398,3054
chicken1_D10_maxbin.002.fasta.contigs.fa,86.98,1.59,0.0,2212057,91506
chicken1_D10_maxbin.003.fasta.contigs.fa,100.0,0.0,0.0,4009210,211737
chicken1_D10_maxbin.004.fasta.contigs.fa,65.13,1.01,46.15,3134036,24484
chicken1_D10_maxbin.005.fasta.contigs.fa,77.34,0.89,0.0,1384844,60555
chicken1_D10_maxbin.008.fasta.contigs.fa,94.39,4.03,0.0,2404161,92843
chicken1_D10_maxbin.010.fasta.contigs.fa,93.63,12.4,52.63,3486009,60929
chicken1_D10_maxbin.011.fasta.contigs.fa,92.95,0.67,0.0,2588438,38255
chicken1_D10_maxbin.013.fasta.contigs.fa,85.75,2.23,0.0,4261955,57685
chicken1_D10_maxbin.014.fasta_sub.contigs.fa,63.87,14.09,0.0,2332647,75995
chicken1_D10_maxbin.016.fasta.contigs.fa,93.96,2.01,0.0,2538303,94806
chicken1_D10_maxbin.017.fasta.contigs.fa,83.67,2.68,0.0,2595014,80180
chicken1_D10_maxbin.019.fasta.contigs.fa,71.88,1.34,0.0,1776223,48077
chicken1_D10_maxbin.020.fasta.contigs.fa,85.01,0.67,0.0,2602384,80177
chicken1_D10_maxbin.021.fasta.contigs.fa,94.74,7.02,33.33,2657845,18140
chicken1_D10_maxbin.022.fasta.contigs.fa,33.83,6.19,16.67,2719921,20143
chicken1_D10_maxbin.026.fasta.contigs.fa,39.46,1.39,40.0,1151696,5293
chicken1_D10_maxbin.027.fasta.contigs.fa,77.58,40.3,3.31,5308853,52006
chicken1_D10_maxbin.028.fasta.contigs.fa,59.81,0.63,0.0,2000451,78500
chicken1_D10_maxbin.029.fasta.contigs.fa,76.19,0.68,0.0,1836565,56575
chicken1_D10_maxbin.030.fasta.contigs.fa,22.47,3.16,14.29,968697,33028
chicken1_D10_maxbin.031.fasta.contigs.fa,17.98,0.0,0.0,897729,22667
chicken1_D10_maxbin.034.fasta.contigs.fa,88.59,0.84,11.11,2609996,58578
chicken1_D10_maxbin.035.fasta.contigs.fa,93.97,41.91,77.01,3105668,13215
chicken1_D10_maxbin.036.fasta.contigs.fa,95.28,2.36,33.33,3059079,23683
chicken1_D10_maxbin.037.fasta.contigs.fa,87.96,10.28,3.57,2560411,30434
chicken1_D10_maxbin.038.fasta.contigs.fa,86.37,9.36,9.38,2684525,16267
chicken1_D10_maxbin.039.fasta.contigs.fa,93.23,7.03,35.71,3449934,7535
chicken1_D10_maxbin.042.fasta_sub.contigs.fa,70.19,15.48,2.5,2878426,5954
chicken1_D10_maxbin.044.fasta.contigs.fa,89.72,5.58,13.04,2409252,9709
chicken1_D10_maxbin.048.fasta.contigs.fa,70.51,38.63,18.37,1790739,4731
chicken1_D10_maxbin.049.fasta.contigs.fa,44.9,12.08,28.57,1640128,4259
chicken1_D10_maxbin.050.fasta.contigs.fa,68.07,8.84,4.76,3057946,3191
chicken1_D10_maxbin.054.fasta.contigs.fa,81.03,30.09,24.41,2497039,4083
chicken1_D10_maxbin.061.fasta.contigs.fa,7.21,1.08,36.36,656613,2215
chicken1_D10_maxbin.069.fasta.contigs.fa,53.74,13.5,0.0,1190301,1532
chicken1_D10_metabat2.32.fa.contigs.fa,27.97,0.0,0.0,524323,63571
chicken1_D10_metabat2.93.fa.contigs.fa,6.04,0.0,0.0,313903,202537
chicken1_D11_maxbin.001.fasta.contigs.fa,100.0,0.0,0.0,3954445,219571
chicken1_D11_maxbin.002.fasta.contigs.fa,43.09,0.87,62.5,1892772,15403
chicken1_D11_maxbin.003.fasta.contigs.fa,97.32,0.67,0.0,3292165,44320
chicken1_D11_maxbin.005.fasta.contigs.fa,88.1,0.91,0.0,2626792,69401
chicken1_D11_maxbin.007.fasta.contigs.fa,77.34,1.57,0.0,1497571,59709
chicken1_D11_maxbin.008.fasta.contigs.fa,94.34,4.85,0.0,2459411,40731
chicken1_D11_maxbin.010.fasta.contigs.fa,92.95,0.94,0.0,2551317,120561
chicken1_D11_maxbin.011.fasta.contigs.fa,85.13,0.47,33.33,3077633,69160
chicken1_D11_maxbin.012.fasta.contigs.fa,37.7,5.37,0.0,1266057,36706
chicken1_D11_maxbin.013.fasta.contigs.fa,28.19,2.62,12.5,878603,22335
chicken1_D11_maxbin.014.fasta.contigs.fa,78.52,2.68,0.0,2245476,91487
chicken1_D11_maxbin.017.fasta.contigs.fa,59.13,2.35,25.0,1668483,24091
chicken1_D11_maxbin.018.fasta.contigs.fa,78.69,2.13,66.67,1761727,21348
chicken1_D11_maxbin.019.fasta_sub.contigs.fa,89.01,1.7,0.0,2213739,50809
chicken1_D11_maxbin.021.fasta.contigs.fa,88.11,0.9,0.0,1855849,286531
chicken1_D11_maxbin.022.fasta.contigs.fa,97.38,0.0,0.0,2966835,257716
chicken1_D11_maxbin.023.fasta.contigs.fa,84.21,1.61,0.0,3189797,60432
chicken1_D11_maxbin.024.fasta_sub.contigs.fa,69.39,8.13,92.86,2546786,44697
chicken1_D11_maxbin.025.fasta.contigs.fa,68.82,5.72,66.67,2143046,15023
chicken1_D11_maxbin.026.fasta.contigs.fa,87.62,11.01,20.59,2252784,19630
chicken1_D11_maxbin.030.fasta.contigs.fa,92.37,10.43,37.04,3393934,6304
chicken1_D11_maxbin.032.fasta.contigs.fa,84.78,18.71,10.42,3876894,13217
chicken1_D11_maxbin.034.fasta_sub.contigs.fa,77.59,14.34,17.24,4524309,2943
chicken1_D11_maxbin.036.fasta_sub.contigs.fa,79.71,15.7,32.79,2910913,6296
chicken1_D11_maxbin.045.fasta.contigs.fa,57.95,3.85,0.0,1837821,2424
chicken1_D11_metabat2.33.fa.contigs.fa,57.5,0.06,100.0,1375380,28099
chicken1_D11_metabat2.34.fa.contigs.fa,26.42,0.0,0.0,532951,20705
chicken1_D11_metabat2.37.fa_sub.contigs.fa,87.0,1.91,0.0,3069801,20221
chicken1_D11_metabat2.60.fa.contigs.fa,74.55,1.93,11.11,1957855,29181
chicken1_D12_maxbin.001.fasta.contigs.fa,100.0,0.0,0.0,4023392,219558
chicken1_D12_maxbin.002.fasta.contigs.fa,93.96,0.0,0.0,2488954,38842
chicken1_D12_maxbin.004.fasta.contigs.fa,89.8,0.12,0.0,2620821,115728
chicken1_D12_maxbin.005.fasta.contigs.fa,95.29,0.0,0.0,2042191,76902
chicken1_D12_maxbin.006.fasta.contigs.fa,98.55,2.39,8.57,5508152,44538
chicken1_D12_maxbin.007.fasta.contigs.fa,99.63,3.37,5.88,3192996,29345
chicken1_D12_maxbin.008.fasta_sub.contigs.fa,96.3,2.78,30.77,3831224,81374
chicken1_D12_maxbin.009.fasta.contigs.fa,97.59,1.5,0.0,4693598,57599
chicken1_D12_maxbin.014.fasta.contigs.fa,95.28,0.13,0.0,2550026,40933
chicken1_D12_maxbin.016.fasta.contigs.fa,94.94,3.16,0.0,3772938,71031
chicken1_D12_maxbin.017.fasta.contigs.fa,90.94,0.69,0.0,2498923,118010
chicken1_D12_maxbin.018.fasta.contigs.fa,76.0,6.82,0.0,1815193,60555
chicken1_D12_maxbin.019.fasta.contigs.fa,98.08,1.48,0.0,3947981,112853
chicken1_D12_maxbin.020.fasta.contigs.fa,69.73,2.91,0.0,1736128,76947
chicken1_D12_maxbin.021.fasta.contigs.fa,81.38,0.0,0.0,2412877,125051
chicken1_D12_maxbin.022.fasta.contigs.fa,91.08,9.77,0.0,4189613,43806
chicken1_D12_maxbin.023.fasta.contigs.fa,96.55,17.26,7.69,2835262,52927
chicken1_D12_maxbin.024.fasta.contigs.fa,98.5,8.29,24.0,3547254,55818
chicken1_D12_maxbin.025.fasta.contigs.fa,94.91,4.26,7.41,3470438,37219
chicken1_D12_maxbin.026.fasta.contigs.fa,23.85,2.83,25.0,1700030,1814
chicken1_D12_maxbin.027.fasta_sub.contigs.fa,34.43,4.77,16.67,1961487,3662
chicken1_D12_maxbin.030.fasta_sub.contigs.fa,33.43,10.8,2.56,3196365,2120
chicken1_D12_maxbin.033.fasta.contigs.fa,83.88,12.87,5.0,2774632,4100
chicken1_D12_maxbin.036.fasta.contigs.fa,56.75,10.61,2.44,4383751,1840
chicken1_D12_maxbin.038.fasta.contigs.fa,67.02,8.06,11.11,1696465,2136
chicken1_D12_metabat2.25.fa.contigs.fa,28.03,0.0,0.0,443583,7395
chicken1_D12_metabat2.34.fa.contigs.fa,5.7,0.0,0.0,266423,266423
chicken1_D12_metabat2.38.fa.contigs.fa,8.72,0.0,0.0,255040,85901
chicken1_D12_metabat2.53.fa.contigs.fa,72.21,0.17,0.0,1745859,7839
chicken1_D12_metabat2.74.fa.contigs.fa,84.39,0.64,0.0,2877530,30696
chicken1_D12_metabat2.77.fa.contigs.fa,40.86,0.0,0.0,1554092,16986
chicken1_D13_maxbin.002.fasta.contigs.fa,85.75,3.29,0.0,2065248,84100
chicken1_D13_maxbin.003.fasta.contigs.fa,100.0,0.0,0.0,4003367,239002
chicken1_D13_maxbin.005.fasta.contigs.fa,94.54,4.51,25.0,4042261,67850
chicken1_D13_maxbin.006.fasta.contigs.fa,60.35,0.82,66.67,2654338,22858
chicken1_D13_maxbin.007.fasta.contigs.fa,85.85,1.49,0.0,3653087,35214
chicken1_D13_maxbin.010.fasta.contigs.fa,74.65,1.57,0.0,2173294,76439
chicken1_D13_maxbin.011.fasta.contigs.fa,86.58,2.68,0.0,3012449,64140
chicken1_D13_maxbin.012.fasta.contigs.fa,96.64,4.25,0.0,2371882,104194
chicken1_D13_maxbin.013.fasta.contigs.fa,81.43,6.76,0.0,3072355,42867
chicken1_D13_maxbin.014.fasta.contigs.fa,94.3,0.0,0.0,2690336,39414
chicken1_D13_maxbin.015.fasta.contigs.fa,94.34,1.08,0.0,2786733,44258
chicken1_D13_maxbin.016.fasta_sub.contigs.fa,72.99,21.21,31.82,2264880,53965
chicken1_D13_maxbin.018.fasta.contigs.fa,77.34,2.24,0.0,1497058,60117
chicken1_D13_maxbin.021.fasta.contigs.fa,5.38,0.69,33.33,553581,40667
chicken1_D13_maxbin.022.fasta.contigs.fa,87.75,1.34,0.0,2783301,56781
chicken1_D13_maxbin.025.fasta.contigs.fa,69.49,1.75,20.0,2278011,30248
chicken1_D13_maxbin.026.fasta.contigs.fa,96.08,0.34,0.0,4311515,51994
chicken1_D13_maxbin.027.fasta.contigs.fa,98.08,0.14,0.0,3867640,109696
chicken1_D13_maxbin.028.fasta.contigs.fa,80.06,0.63,0.0,2418506,76378
chicken1_D13_maxbin.029.fasta.contigs.fa,76.29,4.59,45.45,1756648,11193
chicken1_D13_maxbin.030.fasta.contigs.fa,91.96,2.8,0.0,1976744,122940
chicken1_D13_maxbin.031.fasta.contigs.fa,96.2,29.43,1.96,4411733,74589
chicken1_D13_maxbin.032.fasta.contigs.fa,91.53,10.71,88.89,3400142,17229
chicken1_D13_maxbin.033.fasta.contigs.fa,89.6,1.56,0.0,2524321,53272
chicken1_D13_maxbin.034.fasta.contigs.fa,86.56,7.65,20.0,2202286,47266
chicken1_D13_maxbin.035.fasta.contigs.fa,99.06,6.13,11.11,3369190,16380
chicken1_D13_maxbin.036.fasta_sub.contigs.fa,70.25,3.58,23.08,3992942,21566
chicken1_D13_maxbin.037.fasta.contigs.fa,77.19,9.01,11.54,3080235,28400
chicken1_D13_maxbin.038.fasta.contigs.fa,40.16,10.4,17.39,2232297,14968
chicken1_D13_maxbin.042.fasta.contigs.fa,97.44,12.93,1.89,5441110,7523
chicken1_D13_maxbin.044.fasta.contigs.fa,23.16,1.76,0.0,1356603,1937
chicken1_D13_maxbin.045.fasta_sub.contigs.fa,81.75,28.53,0.0,2907668,3526
chicken1_D13_maxbin.056.fasta.contigs.fa,62.73,25.71,5.06,3044598,2130
chicken1_D13_maxbin.058.fasta.contigs.fa,65.69,3.83,0.0,1544742,2405
chicken1_D13_metabat2.117.fa.contigs.fa,20.74,0.0,0.0,483037,26444
chicken1_D13_metabat2.129.fa_sub.contigs.fa,13.29,0.0,0.0,270140,56008
chicken1_D13_metabat2.143.fa.contigs.fa,19.4,0.0,0.0,542735,145110
chicken1_D13_metabat2.23.fa_sub.contigs.fa,69.99,5.56,15.38,2468618,16499
chicken1_D13_metabat2.43.fa.contigs.fa,16.04,0.67,100.0,390338,84456
chicken1_D13_metabat2.82.fa.contigs.fa,25.17,0.0,0.0,371899,49742
chicken1_D14_maxbin.001.fasta.contigs.fa,100.0,0.0,0.0,3949735,219559
chicken1_D14_maxbin.002.fasta.contigs.fa,97.38,0.0,0.0,3038453,165213
chicken1_D14_maxbin.003.fasta.contigs.fa,99.62,0.19,50.0,5074844,78900
chicken1_D14_maxbin.004.fasta.contigs.fa,97.96,8.5,0.0,4929290,80536
chicken1_D14_maxbin.005.fasta.contigs.fa,99.63,0.75,0.0,2915538,32173
chicken1_D14_maxbin.006.fasta.contigs.fa,86.39,0.23,0.0,2283265,102149
chicken1_D14_maxbin.007.fasta.contigs.fa,47.56,3.08,0.0,1213062,1860
chicken1_D14_maxbin.009.fasta_sub.contigs.fa,58.62,14.26,0.0,2860763,1675
chicken1_D14_maxbin.010.fasta.contigs.fa,72.93,25.41,26.19,3035300,1707
chicken1_D14_metabat2.17.fa_sub.contigs.fa,81.75,1.49,12.5,2940763,6639
chicken1_D15_maxbin.001.fasta.contigs.fa,73.19,5.67,0.0,2030756,87772
chicken1_D15_maxbin.003.fasta.contigs.fa,1.9,0.0,0.0,461383,5114
chicken1_D15_maxbin.004.fasta.contigs.fa,36.71,0.95,0.0,1843381,80428
chicken1_D15_maxbin.006.fasta.contigs.fa,98.17,0.59,16.67,5748251,286775
chicken1_D15_maxbin.007.fasta.contigs.fa,77.72,6.04,42.86,2726158,37733
chicken1_D15_maxbin.009.fasta.contigs.fa,88.29,6.69,16.67,2457359,94401
chicken1_D15_maxbin.011.fasta.contigs.fa,92.11,4.78,10.0,2784619,25874
chicken1_D15_maxbin.012.fasta.contigs.fa,97.47,0.0,0.0,2932833,99875
chicken1_D15_maxbin.014.fasta_sub.contigs.fa,77.72,0.62,6.67,1820923,42535
chicken1_D15_maxbin.016.fasta.contigs.fa,92.28,0.78,0.0,2565529,88343
chicken1_D15_maxbin.017.fasta.contigs.fa,84.95,37.59,23.33,2974797,46619
chicken1_D15_maxbin.018.fasta.contigs.fa,63.4,5.84,81.82,1450186,10307
chicken1_D15_maxbin.019.fasta.contigs.fa,90.51,0.0,0.0,2269894,205379
chicken1_D15_maxbin.020.fasta_sub.contigs.fa,83.33,10.1,2.22,3584194,29251
chicken1_D15_maxbin.021.fasta_sub.contigs.fa,76.7,0.96,75.0,2874471,17326
chicken1_D15_maxbin.023.fasta.contigs.fa,91.28,2.73,47.06,2031578,82060
chicken1_D15_maxbin.025.fasta.contigs.fa,78.59,32.21,11.11,3473993,58587
chicken1_D15_maxbin.026.fasta.contigs.fa,98.73,23.5,3.33,4878797,64375
chicken1_D15_maxbin.028.fasta.contigs.fa,92.54,12.34,4.0,5783181,57271
chicken1_D15_maxbin.030.fasta.contigs.fa,99.63,2.26,0.0,3020223,74485
chicken1_D15_maxbin.031.fasta.contigs.fa,55.7,0.0,0.0,1535110,44993
chicken1_D15_maxbin.034.fasta.contigs.fa,32.06,5.48,50.0,1057659,25637
chicken1_D15_maxbin.035.fasta.contigs.fa,75.43,44.72,17.07,2423037,13942
chicken1_D15_maxbin.037.fasta_sub.contigs.fa,48.21,19.4,0.0,1567789,3899
chicken1_D15_maxbin.038.fasta.contigs.fa,77.69,9.38,0.0,1725068,9646
chicken1_D15_maxbin.040.fasta.contigs.fa,81.27,9.96,20.0,3904429,4244
