genome,score,completeness,contamination,strain_heterogeneity,size,N50,cluster,taxonomy,tax_confidence,cluster_members,closest_cluster_member,furthest_cluster_member,completeness_metric,contamination_metric
chicken1_concoct_20_refined_2_Bin_17_3-contigs.fa,101.0151640740617,98.58,0.0,0.0,2504373,68254,22_1,NA,NA,6,99.98,99.58,near,none
chicken1_concoct_20_refined_2_Bin_6_21_1-contigs.fa,96.11266436570264,94.68,0.0,0.0,2183668,66885,23_0,NA,NA,1,NA,NA,near,none
chicken1_D34_maxbin.025.fasta.contigs.fa,88.44589640354448,85.89,0.0,0.0,2469045,118524,24_1,NA,NA,23,99.99,99.52,substantial,none
chicken1_D43_maxbin.021.fasta.contigs.fa,95.51242359112682,93.96,0.0,0.0,2088976,116104,25_0,NA,NA,1,NA,NA,near,none
chicken1_concoct_20_refined_2_Bin_0_4-contigs.fa,80.01332553854444,80.73,0.34,0.0,1585675,8446,26_0,NA,NA,1,NA,NA,substantial,low
chicken1_D39_maxbin.002.fasta.contigs.fa,98.61242939483256,95.97,0.0,0.0,2118984,176021,27_1,NA,NA,8,99.99,99.91,near,none
chicken1_D43_maxbin.048.fasta.contigs.fa,78.0512321579978,84.85,1.69,40.0,1637912,8137,28_0,NA,NA,1,NA,NA,substantial,low
chicken1_D43_maxbin.032.fasta.contigs.fa,87.23316356445461,87.47,0.34,0.0,1868545,76971,29_0,NA,NA,1,NA,NA,substantial,low
chicken1_concoct_20_refined_2_Bin_11_13-contigs.fa,92.87755739270207,91.95,0.11,0.0,2507500,82246,30_0,NA,NA,1,NA,NA,near,low
chicken1_concoct_20_refined_2_Bin_6_22-contigs.fa,87.59451672610376,91.28,1.01,0.0,2369649,48869,31_0,NA,NA,1,NA,NA,near,low
chicken1_D18_maxbin.005.fasta.contigs.fa,92.207555410253,89.85,0.03,0.0,2368010,94641,32_1,NA,NA,7,99.98,99.91,substantial,low
chicken1_concoct_20_refined_2_Bin_7_5_1-contigs.fa,93.56895387774132,91.35,0.05,0.0,2411408,79424,33_1,NA,NA,2,99.90,99.90,near,low
chicken1_D21_maxbin.013.fasta.contigs.fa,94.84645256175128,93.15,0.18,37.5,2083772,104555,34_1,NA,NA,8,99.97,99.83,near,low
chicken1_concoct_20_refined_2_Bin_17_1_1-contigs.fa,89.24288292209253,89.26,0.25,33.33,2062885,18160,35_0,NA,NA,1,NA,NA,substantial,low
chicken1_D39_maxbin.006.fasta.contigs.fa,82.63796938379605,80.24,0.0,0.0,1585510,57234,36_1,NA,NA,20,99.96,99.81,substantial,none
chicken1_concoct_20_refined_2_Bin_0_13_1-contigs.fa,42.579039430968734,70.92,5.85,0.0,1358898,5999,37_0,NA,NA,1,NA,NA,substantial,medium
chicken1_D9_maxbin.006.fasta.contigs.fa,102.7140653263674,100.0,0.0,0.0,4008516,244501,38_1,NA,NA,44,100.00,99.98,perfect,none
chicken1_D14_maxbin.003.fasta.contigs.fa,101.22748863418536,99.62,0.19,50.0,5074844,78900,39_1,NA,NA,32,99.93,98.60,near,low
chicken1_concoct_20_refined_2_Bin_5_4_1-contigs.fa,98.9172764757212,96.45,0.0,0.0,2069319,78674,40_1,NA,NA,2,99.94,99.94,near,none
chicken1_concoct_20_refined_2_Bin_5_5_1-contigs.fa,79.72498767298897,81.66,0.67,0.0,2746548,61656,41_0,NA,NA,1,NA,NA,substantial,low
chicken1_D40_maxbin.033.fasta.contigs.fa,94.25684566302256,97.55,1.17,0.0,2142371,118586,42_1,NA,NA,25,100.00,99.97,near,low
chicken1_concoct_20_refined_2_Bin_8_3_1-contigs.fa,92.22199149398776,89.74,0.0,0.0,2139475,84110,43_1,NA,NA,13,99.98,99.93,substantial,none
chicken1_concoct_20_refined_2_Bin_9_7-contigs.fa,87.0668994941911,84.56,0.0,0.0,2025262,94339,44_1,NA,NA,2,99.96,99.96,substantial,none
chicken1_D9_maxbin.010.fasta.contigs.fa,99.62866964781692,97.32,0.0,0.0,3134623,38620,45_1,NA,NA,43,99.97,97.97,near,none
chicken1_concoct_20_refined_2_Bin_5_6-contigs.fa,91.48960415109288,90.1,0.0,0.0,2088163,54854,46_0,NA,NA,1,NA,NA,near,none
chicken1_concoct_20_refined_2_Bin_11_2-contigs.fa,89.67770317951724,93.65,1.27,0.0,2999500,52356,47_1,NA,NA,3,99.91,99.73,near,low
chicken1_concoct_20_refined_2_Bin_9_17-contigs.fa,101.61271134480891,99.21,0.0,0.0,3587157,58371,48_1,NA,NA,6,99.98,99.94,near,none
chicken1_concoct_20_refined_2_Bin_18_6_1-contigs.fa,82.1873865105408,89.5,2.06,25.0,2684926,80409,49_1,NA,NA,3,99.97,99.97,substantial,low
chicken1_D9_maxbin.024.fasta.contigs.fa,100.04154872726431,97.47,0.0,0.0,2549293,128897,50_1,NA,NA,13,99.99,98.13,near,none
chicken1_concoct_20_refined_2_Bin_9_9-contigs.fa,90.15129251469956,89.03,0.08,0.0,2474506,100597,51_0,NA,NA,1,NA,NA,substantial,low
chicken1_D15_maxbin.012.fasta.contigs.fa,99.98463449282768,97.47,0.0,0.0,2932833,99875,52_1,NA,NA,16,99.96,99.25,near,none
chicken1_concoct_20_refined_2_Bin_18_3-contigs.fa,92.71147390978128,94.3,0.79,0.0,3256819,48469,53_1,NA,NA,6,99.91,99.84,near,low
chicken1_concoct_20_refined_2_Bin_14_2_1-contigs.fa,97.66573286384474,98.5,0.63,0.0,5809948,39086,54_1,NA,NA,3,99.98,99.96,near,low
chicken1_concoct_20_refined_2_Bin_11_11-contigs.fa,90.2029830061813,92.44,1.11,100.0,2946806,23439,55_1,NA,NA,4,99.83,99.75,near,low
chicken1_concoct_20_refined_2_Bin_17_2_1-contigs.fa,88.15041047579295,95.99,2.05,0.0,2956209,60447,56_1,NA,NA,2,99.97,99.97,near,low
chicken1_concoct_20_refined_2_Bin_11_9_1-contigs.fa,58.426272228304846,95.57,8.02,9.09,3500598,26449,57_1,NA,NA,2,99.60,99.60,near,medium
chicken1_D23_maxbin.022.fasta.contigs.fa,76.0541099750278,94.94,4.08,0.0,5157580,97324,58_0,NA,NA,1,NA,NA,near,low
chicken1_concoct_20_refined_2_Bin_15_6-contigs.fa,74.40406985343756,89.22,3.16,0.0,2946512,8475,59_0,NA,NA,1,NA,NA,substantial,low
chicken1_concoct_20_refined_2_Bin_9_12-contigs.fa,94.091544005264,96.82,0.78,0.0,3671085,20095,60_0,NA,NA,1,NA,NA,near,low
chicken1_concoct_20_refined_2_Bin_6_4-contigs.fa,80.08747661133033,91.97,2.9,10.0,3216424,41446,61_1,NA,NA,2,99.87,99.87,near,low
chicken1_concoct_20_refined_2_Bin_6_5-contigs.fa,91.38030604346116,94.04,0.92,66.67,2702909,41104,62_0,NA,NA,1,NA,NA,near,low
chicken1_concoct_20_refined_2_Bin_11_14-contigs.fa,83.84768421786534,89.56,1.75,50.0,3283472,19672,63_1,NA,NA,2,99.58,99.58,substantial,low
chicken1_D41_maxbin.028.fasta.contigs.fa,85.89003404208661,86.62,0.64,50.0,3048256,18900,64_1,NA,NA,7,99.28,99.08,substantial,low
chicken1_D21_maxbin.016.fasta.contigs.fa,87.788304715839,88.54,0.64,0.0,3670681,74868,65_1,NA,NA,3,99.34,98.89,substantial,low
chicken1_concoct_20_refined_2_Bin_15_8_1-contigs.fa,65.69254080436615,75.82,2.39,20.0,2933712,44574,66_0,NA,NA,1,NA,NA,substantial,low
chicken1_concoct_20_refined_2_Bin_14_7_1-contigs.fa,66.51226214209314,90.74,5.38,7.69,3584790,30122,67_1,NA,NA,2,99.91,99.91,near,medium
chicken1_D43_maxbin.018.fasta.contigs.fa,49.90052823667988,93.46,10.34,66.67,2749431,28425,68_0,NA,NA,1,NA,NA,near,high
chicken1_concoct_20_refined_2_Bin_12_10_1-contigs.fa,82.73679227811131,81.88,0.32,50.0,2519543,36204,69_1,NA,NA,2,99.74,99.74,substantial,low
chicken1_D43_maxbin.025.fasta.contigs.fa,4.440771927478259,93.04,18.3,8.16,4218016,59564,70_0,NA,NA,1,NA,NA,near,very high
chicken1_concoct_20_refined_2_Bin_17_6_1-contigs.fa,81.81091568874481,86.95,1.32,25.0,2490599,16666,71_0,NA,NA,1,NA,NA,substantial,low
chicken1_concoct_20_refined_2_Bin_8_5_1-contigs.fa,102.4765470366589,99.98,0.0,0.0,2449001,89833,72_1,NA,NA,5,99.99,99.97,near,none
chicken1_D42_maxbin.009.fasta.contigs.fa,94.82898367093634,92.45,0.0,0.0,2979003,52412,73_1,NA,NA,22,99.99,99.80,near,none
chicken1_concoct_20_refined_2_Bin_9_16-contigs.fa,92.04497599185366,96.31,1.34,0.0,3088233,67779,74_1,NA,NA,4,99.95,99.93,near,low
chicken1_concoct_20_refined_2_Bin_11_6-contigs.fa,69.71561512616479,92.91,6.07,81.25,3051522,25935,75_1,NA,NA,2,99.68,99.68,near,medium
chicken1_concoct_20_refined_2_Bin_18_9_1-contigs.fa,75.49249903034185,85.44,2.69,40.0,3104189,65286,76_1,NA,NA,2,99.91,99.91,substantial,low
chicken1_concoct_20_refined_2_Bin_6_15-contigs.fa,88.82374420879799,87.34,0.0,0.0,2256052,84623,77_0,NA,NA,1,NA,NA,substantial,none
chicken1_concoct_20_refined_2_Bin_9_14-contigs.fa,94.37451845953066,96.45,0.71,0.0,2915226,81103,78_0,NA,NA,1,NA,NA,near,low
chicken1_concoct_20_refined_2_Bin_14_5-contigs.fa,85.74498822299584,86.03,0.63,100.0,2697726,27145,79_1,NA,NA,2,99.81,99.81,substantial,low
chicken1_concoct_20_refined_2_Bin_12_9-contigs.fa,85.82355178997805,92.64,1.81,60.0,2725596,17993,80_0,NA,NA,1,NA,NA,near,low
chicken1_concoct_20_refined_2_Bin_16_5-contigs.fa,77.03742381648776,81.32,1.17,50.0,2653485,8411,81_0,NA,NA,1,NA,NA,substantial,low
chicken1_concoct_20_refined_2_Bin_6_7-contigs.fa,96.5145707146857,98.22,0.88,25.0,3441091,81319,82_1,NA,NA,2,99.95,99.95,near,low
chicken1_D1_maxbin.012.fasta.contigs.fa,81.9328476617936,87.36,1.58,0.0,4384792,84310,83_1,NA,NA,15,99.87,97.82,substantial,low
chicken1_D34_maxbin.026.fasta.contigs.fa,78.88444766885647,88.83,2.61,36.36,3814651,19879,83_2,NA,NA,6,99.48,97.94,substantial,low
chicken1_D43_maxbin.062.fasta.contigs.fa,58.63386263420031,87.27,6.12,12.5,3789054,22789,83_3,NA,NA,1,NA,NA,substantial,medium
chicken1_concoct_20_refined_2_Bin_9_8-contigs.fa,90.19041933026796,93.96,1.23,0.0,2936300,52838,84_1,NA,NA,11,99.91,99.86,near,low
chicken1_concoct_20_refined_2_Bin_11_4_1-contigs.fa,76.25070070745261,84.29,2.19,33.33,2084283,21274,85_1,NA,NA,3,99.71,99.66,substantial,low
chicken1_D40_maxbin.012.fasta.contigs.fa,99.0149248643616,98.1,0.32,0.0,3417041,97983,86_1,NA,NA,12,99.98,99.86,near,low
chicken1_D11_maxbin.011.fasta.contigs.fa,85.37333788680094,85.13,0.47,33.33,3077633,69160,87_1,NA,NA,21,99.81,99.49,substantial,low
chicken1_concoct_20_refined_2_Bin_11_16_1-contigs.fa,92.98234918688738,97.18,1.11,0.0,4131510,46206,88_0,NA,NA,1,NA,NA,near,low
chicken1_concoct_20_refined_2_Bin_11_12-contigs.fa,64.49533979882548,79.0,3.8,62.5,2128354,16111,89_1,NA,NA,2,99.68,99.68,substantial,low
chicken1_concoct_20_refined_2_Bin_11_3-contigs.fa,86.9564930647492,94.54,2.05,16.67,2589272,40910,90_1,NA,NA,5,99.93,99.85,near,low
chicken1_D16_maxbin.013.fasta.contigs.fa,79.97650664769333,94.09,3.31,0.0,3559269,69501,91_1,NA,NA,11,99.91,98.79,near,low
chicken1_concoct_20_refined_2_Bin_18_8_1-contigs.fa,69.51351158872582,73.97,1.17,0.0,2560907,55850,92_0,NA,NA,1,NA,NA,substantial,low
chicken1_concoct_20_refined_2_Bin_11_10_1-contigs.fa,91.7026979772589,94.1,1.12,80.0,3383170,37571,93_1,NA,NA,2,99.93,99.93,near,low
chicken1_D16_metabat2.39.fa_sub.contigs.fa,74.92920291471731,84.71,2.51,25.0,2604139,17583,94_1,NA,NA,4,99.96,99.84,substantial,low
chicken1_D20_maxbin.007.fasta.contigs.fa,87.02134698659896,98.05,2.95,41.67,3495144,88985,95_1,NA,NA,20,99.92,99.58,near,low
chicken1_D41_maxbin.017.fasta.contigs.fa,90.16666608956612,95.02,1.55,40.0,3060456,32821,96_1,NA,NA,5,99.89,99.81,near,low
chicken1_D5_maxbin.020.fasta.contigs.fa,89.71738361592797,92.76,1.25,60.0,3138318,75797,97_1,NA,NA,5,99.82,99.71,near,low
chicken1_D27_maxbin.029.fasta.contigs.fa,65.26991126970735,85.61,4.93,37.5,2686392,76558,98_1,NA,NA,3,99.92,99.91,substantial,low
chicken1_D30_maxbin.026.fasta.contigs.fa,74.97447219008778,86.53,2.87,18.18,2849964,32408,99_1,NA,NA,3,99.86,99.62,substantial,low
chicken1_D42_maxbin.028.fasta_sub.contigs.fa,69.25138259144855,79.83,2.81,45.0,2518409,25272,100_1,NA,NA,3,98.81,98.30,substantial,low
chicken1_D43_maxbin.046.fasta.contigs.fa,65.59724118580694,81.28,3.87,60.0,2130147,44718,101_0,NA,NA,1,NA,NA,substantial,low
chicken1_concoct_20_refined_2_Bin_15_2-contigs.fa,79.42152242130048,91.22,2.73,25.0,3467010,19863,102_0,NA,NA,1,NA,NA,near,low
chicken1_concoct_20_refined_2_Bin_15_7_1-contigs.fa,70.3799007988426,87.48,4.11,54.55,2953145,23757,103_0,NA,NA,1,NA,NA,substantial,low
chicken1_concoct_20_refined_2_Bin_12_8_1-contigs.fa,80.28033315084002,78.93,0.0,0.0,2347363,45779,104_0,NA,NA,1,NA,NA,substantial,none
chicken1_concoct_20_refined_2_Bin_15_5-contigs.fa,90.74257835096992,93.68,0.99,60.0,3483868,62684,105_0,NA,NA,1,NA,NA,near,low
chicken1_concoct_20_refined_2_Bin_0_5-contigs.fa,75.97576295420603,83.15,1.75,33.33,1306069,8810,106_0,NA,NA,1,NA,NA,substantial,low
chicken1_concoct_20_refined_2_Bin_15_9-contigs.fa,78.08582962205581,91.18,2.99,30.0,2288851,7545,107_0,NA,NA,1,NA,NA,near,low
chicken1_D41_maxbin.026.fasta.contigs.fa,101.414711994054,99.59,0.14,50.0,6385845,74395,108_1,NA,NA,3,99.96,99.83,near,low
chicken1_D9_maxbin.018.fasta.contigs.fa,95.93835315568693,93.55,0.0,0.0,3113346,55171,109_1,NA,NA,19,99.98,99.15,near,none
chicken1_concoct_20_refined_2_Bin_16_1-contigs.fa,75.1451184719554,85.32,2.49,50.0,2753978,10477,110_0,NA,NA,1,NA,NA,substantial,low
chicken1_concoct_20_refined_2_Bin_7_4_1-contigs.fa,87.07493254642097,96.51,2.42,50.0,3548458,74108,111_0,NA,NA,1,NA,NA,near,low
chicken1_D30_maxbin.025.fasta.contigs.fa,90.98465060525336,98.66,2.01,0.0,2550072,53617,112_1,NA,NA,2,99.00,99.00,near,low
chicken1_concoct_20_refined_2_Bin_17_7-contigs.fa,33.207401132850386,86.8,11.13,9.3,2079824,10107,113_0,NA,NA,1,NA,NA,substantial,high
chicken1_D43_maxbin.100.fasta.contigs.fa,51.74614716580572,79.27,5.93,20.0,2169060,6923,114_0,NA,NA,1,NA,NA,substantial,medium
chicken1_concoct_20_refined_2_Bin_12_7-contigs.fa,86.34157554156536,91.46,1.5,75.0,2891727,29727,115_0,NA,NA,1,NA,NA,near,low
chicken1_concoct_20_refined_2_Bin_18_10_1-contigs.fa,90.36914224369016,96.82,1.58,0.0,3282653,72158,116_0,NA,NA,1,NA,NA,near,low
chicken1_concoct_20_refined_2_Bin_9_11_1-contigs.fa,92.87350177390984,94.3,0.65,50.0,2204266,90574,117_0,NA,NA,1,NA,NA,near,low
chicken1_D21_maxbin.007.fasta.contigs.fa,97.1065150648885,97.96,0.68,0.0,3477310,113288,118_1,NA,NA,4,99.98,99.88,near,low
chicken1_D6_maxbin.015.fasta.contigs.fa,85.48424035028316,86.39,0.68,0.0,2025729,88985,119_1,NA,NA,20,99.99,99.88,substantial,low
chicken1_concoct_20_refined_2_Bin_11_15-contigs.fa,84.40081050769338,88.59,1.34,0.0,2966129,96940,120_1,NA,NA,2,99.76,99.76,substantial,low
chicken1_concoct_20_refined_2_Bin_7_3-contigs.fa,80.33306781503883,78.86,0.0,0.0,1901875,80563,121_0,NA,NA,1,NA,NA,substantial,none
chicken1_concoct_20_refined_2_Bin_15_4-contigs.fa,95.92113877346384,94.63,0.0,0.0,2734753,34856,122_0,NA,NA,1,NA,NA,near,none
chicken1_concoct_20_refined_2_Bin_6_16_1-contigs.fa,89.47132671036745,87.92,0.0,0.0,2561002,115519,123_0,NA,NA,1,NA,NA,substantial,none
chicken1_D22_maxbin.014.fasta.contigs.fa,94.07859892181683,93.4,0.36,0.0,2530439,82854,124_1,NA,NA,34,99.97,99.87,near,low
chicken1_concoct_20_refined_2_Bin_6_14-contigs.fa,85.41969090149686,94.63,2.18,11.11,2099859,71612,125_0,NA,NA,1,NA,NA,near,low
chicken1_D35_maxbin.009.fasta.contigs.fa,72.54310821219273,80.51,2.32,57.14,2156612,38198,126_1,NA,NA,2,99.64,99.64,substantial,low
chicken1_concoct_20_refined_2_Bin_13_10-contigs.fa,39.2752458523251,76.49,9.08,68.75,2134703,7375,126_2,NA,NA,2,98.89,98.89,substantial,medium
chicken1_D28_maxbin.022.fasta.contigs.fa,49.79201653226066,72.07,5.16,45.45,1954501,20587,126_3,NA,NA,1,NA,NA,substantial,medium
chicken1_D43_maxbin.035.fasta.contigs.fa,67.50764108985693,96.71,6.7,43.48,2631723,53575,127_0,NA,NA,1,NA,NA,near,medium
chicken1_concoct_20_refined_2_Bin_6_3_1-contigs.fa,81.05953915918514,82.89,0.67,0.0,2293706,99788,128_0,NA,NA,1,NA,NA,substantial,low
chicken1_D8_metabat2.83.fa.contigs.fa,77.80898931739091,75.76,0.0,0.0,1527694,12114,129_1,NA,NA,12,99.75,98.18,substantial,none
chicken1_D12_metabat2.53.fa.contigs.fa,73.32553539555683,72.21,0.17,0.0,1745859,7839,130_1,NA,NA,4,99.89,99.77,substantial,low
chicken1_D17_maxbin.022.fasta.contigs.fa,84.69632359304732,89.14,1.34,0.0,2140325,30117,131_1,NA,NA,8,99.82,99.41,substantial,low
chicken1_D20_maxbin.013.fasta.contigs.fa,44.07721982309898,86.21,9.26,30.0,2337428,54757,132_1,NA,NA,1,NA,NA,substantial,medium
chicken1_concoct_20_refined_2_Bin_6_6-contigs.fa,62.5184972233205,76.94,3.41,45.45,2102805,13101,132_2,NA,NA,1,NA,NA,substantial,low
chicken1_concoct_20_refined_2_Bin_13_5_1-contigs.fa,57.93904656448639,90.78,7.38,23.08,3358613,47472,133_1,NA,NA,3,99.79,99.71,near,medium
chicken1_D21_maxbin.008.fasta.contigs.fa,98.48160846502527,98.32,0.47,0.0,3315072,96809,134_1,NA,NA,6,99.97,99.70,near,low
chicken1_concoct_20_refined_2_Bin_18_4_1-contigs.fa,62.86785255820639,78.56,4.47,100.0,3100749,21987,135_1,NA,NA,3,99.70,99.66,substantial,low
chicken1_D9_maxbin.005.fasta.contigs.fa,76.39248861557333,74.7,0.16,100.0,1941439,42915,136_1,NA,NA,8,99.82,99.27,substantial,low
chicken1_concoct_20_refined_2_Bin_13_3_1-contigs.fa,69.64412395900645,90.44,5.09,66.67,2642185,30286,137_0,NA,NA,1,NA,NA,near,medium
chicken1_concoct_20_refined_2_Bin_6_1-contigs.fa,69.1063027122033,92.28,4.97,6.67,2954880,44628,138_0,NA,NA,1,NA,NA,near,low
chicken1_D9_maxbin.019.fasta.contigs.fa,89.92231119388359,94.13,1.34,0.0,2401072,88477,139_1,NA,NA,27,99.96,99.55,near,low
chicken1_D34_maxbin.008.fasta.contigs.fa,67.47320231741506,85.51,4.03,25.0,2822535,14839,139_2,NA,NA,1,NA,NA,substantial,low
chicken1_concoct_20_refined_2_Bin_6_2_1-contigs.fa,96.36685395285016,93.96,0.0,0.0,2086494,59512,140_1,NA,NA,4,99.96,99.94,near,none
chicken1_D41_maxbin.038.fasta.contigs.fa,34.62222441941011,93.12,12.06,5.0,4760933,22827,140_2,NA,NA,1,NA,NA,near,high
chicken1_concoct_20_refined_2_Bin_12_6_1-contigs.fa,76.84677967245665,78.86,0.67,0.0,2240896,43009,141_0,NA,NA,1,NA,NA,substantial,low
chicken1_C-5_maxbin.019.fasta.contigs.fa,89.98893076761215,89.34,0.34,0.0,2198043,45613,142_1,NA,NA,12,99.98,99.87,substantial,low
chicken1_D28_maxbin.004.fasta.contigs.fa,92.49117501769004,91.16,0.23,0.0,2519428,84259,143_1,NA,NA,32,99.96,98.45,near,low
chicken1_D43_maxbin.005.fasta.contigs.fa,79.39120852471628,84.42,1.43,66.67,2156190,19754,144_0,NA,NA,1,NA,NA,substantial,low
chicken1_D43_maxbin.053.fasta.contigs.fa,56.25745697340948,75.84,4.71,60.0,2016570,17495,145_0,NA,NA,1,NA,NA,substantial,low
chicken1_concoct_20_refined_2_Bin_7_1-contigs.fa,78.6384854259721,82.99,1.36,0.0,2148447,72167,146_1,NA,NA,2,99.93,99.93,substantial,low
chicken1_concoct_20_refined_2_Bin_16_4-contigs.fa,83.7477764480097,87.62,1.04,25.0,2331985,12461,147_0,NA,NA,1,NA,NA,substantial,low
chicken1_D27_maxbin.006.fasta.contigs.fa,96.48182308294258,97.32,0.67,0.0,2440760,96783,148_1,NA,NA,21,99.96,99.74,near,low
chicken1_D33_maxbin.007.fasta.contigs.fa,99.82036690941584,97.29,0.0,0.0,2752954,105393,149_1,NA,NA,6,99.95,99.83,near,none
chicken1_D32_maxbin.010.fasta.contigs.fa,98.03310844634692,97.29,0.34,0.0,3533310,70738,150_1,NA,NA,6,99.94,99.72,near,low
chicken1_concoct_20_refined_2_Bin_6_17_1-contigs.fa,55.15513073939324,78.36,4.92,0.0,2229163,56268,151_0,NA,NA,1,NA,NA,substantial,low
chicken1_concoct_20_refined_2_Bin_6_9_1-contigs.fa,92.04361876030788,90.94,0.06,0.0,2252828,58511,152_0,NA,NA,1,NA,NA,near,low
chicken1_D8_maxbin.039.fasta.contigs.fa,87.04309269087763,84.56,0.0,0.0,2175331,84647,153_1,NA,NA,21,99.97,99.90,substantial,none
chicken1_concoct_20_refined_2_Bin_6_11-contigs.fa,90.17306732776284,88.59,0.0,0.0,1675953,133701,154_0,NA,NA,1,NA,NA,substantial,none
chicken1_concoct_20_refined_2_Bin_6_19_1-contigs.fa,71.81756630042149,73.74,0.67,0.0,2036666,65333,155_0,NA,NA,1,NA,NA,substantial,low
chicken1_concoct_20_refined_2_Bin_9_18-contigs.fa,101.6258219341605,99.37,0.06,0.0,3365627,118123,156_1,NA,NA,2,99.97,99.97,near,low
chicken1_concoct_20_refined_2_Bin_6_8-contigs.fa,97.17498988523766,97.99,0.67,0.0,2673975,107318,157_1,NA,NA,2,99.97,99.97,near,low
chicken1_concoct_20_refined_2_Bin_9_15-contigs.fa,72.39872077324684,79.98,2.01,0.0,2039329,79153,158_1,NA,NA,4,99.96,99.94,substantial,low
chicken1_concoct_20_refined_2_Bin_7_2-contigs.fa,80.0702606280352,78.52,0.02,100.0,1678859,166158,159_0,NA,NA,1,NA,NA,substantial,low
chicken1_concoct_20_refined_2_Bin_6_12-contigs.fa,72.64768168491204,82.33,2.35,20.0,2399233,143009,160_0,NA,NA,1,NA,NA,substantial,low
chicken1_D12_maxbin.005.fasta.contigs.fa,97.7527853223498,95.29,0.0,0.0,2042191,76902,161_1,NA,NA,9,99.99,99.96,near,none
chicken1_D43_maxbin.011.fasta.contigs.fa,21.364223718994,71.3,11.65,61.7,1402110,16306,162_1,NA,NA,1,NA,NA,substantial,high
chicken1_concoct_20_refined_2_Bin_4_6-contigs.fa,86.11875324806996,87.19,0.51,80.0,1619367,12633,162_2,NA,NA,1,NA,NA,substantial,low
chicken1_D43_maxbin.004.fasta.contigs.fa,19.216989208018678,82.76,13.17,7.89,1641762,31315,163_0,NA,NA,1,NA,NA,substantial,high
