user_genome	classification	fastani_reference	fastani_reference_radius	fastani_taxonomy	fastani_ani	fastani_af	closest_placement_reference	closest_placement_radius	closest_placement_taxonomy	closest_placement_ani	closest_placement_af	pplacer_taxonomy	classification_method	note	other_related_references(genome_id,species_name,radius,ANI,AF)	msa_percent	translation_table	red_value	warnings
chicken1_D19_maxbin.030.fasta.contigs	d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__Hungatella;s__Hungatella pullicola	GCA_019114305.1	95.0	d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__Hungatella;s__Hungatella pullicola	99.55	0.92	GCA_019114305.1	95.0	d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__Hungatella;s__Hungatella pullicola	99.55	0.92	d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__Hungatella;s__	taxonomic classification defined by topology and ANI	topological placement and ANI have congruent species assignments	GCF_003201875.1, s__Hungatella effluvii, 95.0, 78.07, 0.14; GCF_005845265.1, s__Hungatella sp005845265, 95.0, 77.78, 0.16	70.23	11	N/A	Genome has more than 25.8% of markers with multiple hits
chicken1_D19_maxbin.034.fasta_sub.contigs	d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__Mediterraneibacter;s__	N/A	N/A	N/A	N/A	N/A	GCA_019119675.1	95.0	d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__Mediterraneibacter;s__Mediterraneibacter faecipullorum	92.87	0.62	d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__Mediterraneibacter;s__	taxonomic classification defined by topology and ANI	classification based on placement in class-level tree	GCA_019119265.1, s__Mediterraneibacter intestinigallinarum, 95.0, 85.93, 0.55; GCA_019119995.1, s__Mediterraneibacter faecavium, 95.0, 85.52, 0.59; GCA_900751785.1, s__Mediterraneibacter faecigallinarum, 95.0, 85.26, 0.41; GCA_904377845.1, s__Mediterraneibacter sp904377845, 95.0, 84.35, 0.58; GCF_002159505.1, s__Mediterraneibacter ornithocaccae, 95.0, 84.0, 0.59; GCA_019119745.1, s__Mediterraneibacter gallistercoris, 95.0, 83.94, 0.52; GCA_019118885.1, s__Mediterraneibacter surreyensis, 95.0, 83.5, 0.53; GCA_904419285.1, s__Mediterraneibacter caccogallinarum, 95.0, 81.06, 0.4; GCA_019116885.1, s__Mediterraneibacter pullistercoris, 95.0, 80.22, 0.38; GCF_016902345.1, s__Mediterraneibacter glycyrrhizinilyticus_A, 95.0, 80.13, 0.41; GCF_002161355.1, s__Mediterraneibacter caccavium, 95.0, 80.04, 0.38; GCA_019113645.1, s__Mediterraneibacter vanvlietii, 95.0, 79.94, 0.38; GCA_019112735.1, s__Mediterraneibacter guildfordensis, 95.0, 79.82, 0.41; GCA_019120575.1, s__Mediterraneibacter quadrami, 95.0, 79.44, 0.4; GCA_019120275.1, s__Mediterraneibacter excrementavium, 95.0, 79.33, 0.36; GCA_019114745.1, s__Mediterraneibacter colneyensis, 95.0, 79.26, 0.35; GCA_900555215.1, s__Mediterraneibacter excrementipullorum, 95.0, 79.23, 0.21; GCA_019120075.1, s__Mediterraneibacter excrementigallinarum_A, 95.0, 79.19, 0.37; GCA_019112765.1, s__Mediterraneibacter norwichensis, 95.0, 79.15, 0.25; GCA_019117125.1, s__Mediterraneibacter merdipullorum, 95.0, 79.03, 0.34; GCA_019120615.1, s__Mediterraneibacter norfolkensis, 95.0, 78.97, 0.35; GCA_019119205.1, s__Mediterraneibacter intestinavium, 95.0, 78.9, 0.36; GCA_900761655.1, s__Mediterraneibacter sp900761655, 95.0, 78.81, 0.26; GCF_002160525.1, s__Mediterraneibacter cottocaccae, 95.0, 78.8, 0.33; GCA_019120595.1, s__Mediterraneibacter tabaqchaliae, 95.0, 78.76, 0.32; GCA_019116185.1, s__Mediterraneibacter stercorigallinarum, 95.0, 78.67, 0.27; GCF_900120155.1, s__Mediterraneibacter sp900120155, 95.0, 78.56, 0.31; GCA_904418845.1, s__Mediterraneibacter sp904418845, 95.0, 78.55, 0.27; GCA_001312505.1, s__Mediterraneibacter faecis, 95.0, 78.44, 0.18; GCA_019117065.1, s__Mediterraneibacter pullicola, 95.0, 78.43, 0.25; GCA_019116845.1, s__Mediterraneibacter stercoravium, 95.0, 78.42, 0.24; GCA_019117305.1, s__Mediterraneibacter merdigallinarum, 95.0, 78.35, 0.2; GCA_019118545.1, s__Mediterraneibacter merdavium, 95.0, 78.31, 0.28; GCA_019118665.1, s__Mediterraneibacter intestinipullorum, 95.0, 78.24, 0.28; GCF_000153925.1, s__Mediterraneibacter torques, 95.0, 78.22, 0.21; GCA_019115385.1, s__Mediterraneibacter avicola, 95.0, 78.13, 0.27; GCA_900553885.1, s__Mediterraneibacter sp900553885, 95.0, 78.08, 0.26; GCA_019115765.1, s__Mediterraneibacter stercoripullorum, 95.0, 78.02, 0.34; GCF_000155205.1, s__Mediterraneibacter lactaris, 95.0, 77.82, 0.22; GCA_900541505.1, s__Mediterraneibacter sp900541505, 95.0, 77.69, 0.18; GCA_905209865.1, s__Mediterraneibacter sp900752395, 95.0, 77.31, 0.19; GCF_014287475.1, s__Mediterraneibacter sp014287475, 95.0, 77.28, 0.14; GCF_001487105.1, s__Mediterraneibacter massiliensis, 95.0, 77.23, 0.14	47.42	11	0.9971580731134352	Genome not assigned to closest species as it falls outside its pre-defined ANI radius;Genome has more than 10.8% of markers with multiple hits
chicken1_D19_maxbin.036.fasta.contigs	d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Oscillospirales;f__Acutalibacteraceae;g__Howiella;s__Howiella intestinavium	GCF_904420585.1	95.0	d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Oscillospirales;f__Acutalibacteraceae;g__Howiella;s__Howiella intestinavium	98.65	0.89	GCF_904420585.1	95.0	d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Oscillospirales;f__Acutalibacteraceae;g__Howiella;s__Howiella intestinavium	98.65	0.89	d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Oscillospirales;f__Acutalibacteraceae;g__Howiella;s__	taxonomic classification defined by topology and ANI	topological placement and ANI have congruent species assignments	GCA_900543525.1, s__Howiella sp900543525, 95.0, 77.46, 0.14	77.26	11	N/A	N/A
chicken1_D19_maxbin.037.fasta_sub.contigs	d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__Sellimonas;s__Sellimonas avistercoris	GCF_016900655.1	95.0	d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__Sellimonas;s__Sellimonas avistercoris	98.11	0.82	GCF_016900655.1	95.0	d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__Sellimonas;s__Sellimonas avistercoris	98.11	0.82	d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__Sellimonas;s__	taxonomic classification defined by topology and ANI	topological placement and ANI have congruent species assignments	GCA_904393575.1, s__Sellimonas sp904393575, 95.0, 82.84, 0.55; GCF_001280875.1, s__Sellimonas intestinalis, 95.0, 80.82, 0.49; GCF_002159995.1, s__Sellimonas sp002159995, 95.0, 79.86, 0.31	52.74	11	N/A	Genome has more than 19.2% of markers with multiple hits
chicken1_D19_maxbin.039.fasta.contigs	d__Bacteria;p__Firmicutes;c__Bacilli;o__Lactobacillales;f__Enterococcaceae;g__Enterococcus_D;s__Enterococcus_D casseliflavus	GCF_001544095.1	95.0	d__Bacteria;p__Firmicutes;c__Bacilli;o__Lactobacillales;f__Enterococcaceae;g__Enterococcus_D;s__Enterococcus_D casseliflavus	96.6	0.9	GCF_001544095.1	95.0	d__Bacteria;p__Firmicutes;c__Bacilli;o__Lactobacillales;f__Enterococcaceae;g__Enterococcus_D;s__Enterococcus_D casseliflavus	96.6	0.9	d__Bacteria;p__Firmicutes;c__Bacilli;o__Lactobacillales;f__Enterococcaceae;g__Enterococcus_D;s__	taxonomic classification defined by topology and ANI	topological placement and ANI have congruent species assignments	GCF_002850555.1, s__Enterococcus_D sp002850555, 95.0, 95.8, 0.91; GCF_002140915.1, s__Enterococcus_D sp002140915, 95.0, 80.27, 0.43; GCF_001297065.1, s__Enterococcus_D sp001297065, 95.0, 80.26, 0.43; GCF_001544275.1, s__Enterococcus_D gallinarum, 95.0, 79.83, 0.37	73.99	11	N/A	N/A
chicken1_D19_maxbin.040.fasta.contigs	d__Bacteria;p__Firmicutes;c__Bacilli;o__Erysipelotrichales;f__Coprobacillaceae;g__Erysipelatoclostridium;s__Erysipelatoclostridium spiroforme	GCF_000154805.1	95.0	d__Bacteria;p__Firmicutes;c__Bacilli;o__Erysipelotrichales;f__Coprobacillaceae;g__Erysipelatoclostridium;s__Erysipelatoclostridium spiroforme	96.44	0.81	GCF_000154805.1	95.0	d__Bacteria;p__Firmicutes;c__Bacilli;o__Erysipelotrichales;f__Coprobacillaceae;g__Erysipelatoclostridium;s__Erysipelatoclostridium spiroforme	96.44	0.81	d__Bacteria;p__Firmicutes;c__Bacilli;o__Erysipelotrichales;f__Coprobacillaceae;g__Erysipelatoclostridium;s__	taxonomic classification defined by topology and ANI	topological placement and ANI have congruent species assignments	GCA_018369555.1, s__Erysipelatoclostridium spiroforme_A, 95.0, 91.28, 0.71; GCF_900102365.1, s__Erysipelatoclostridium cocleatum, 95.0, 81.8, 0.57; GCF_000686665.1, s__Erysipelatoclostridium saccharogumia, 95.0, 81.51, 0.55; GCA_000508865.1, s__Erysipelatoclostridium sp000508865, 95.0, 81.43, 0.56; GCF_002160495.1, s__Erysipelatoclostridium merdavium, 95.0, 80.79, 0.45; GCF_014131695.1, s__Erysipelatoclostridium ramosum, 95.0, 80.25, 0.46; GCA_017889095.1, s__Erysipelatoclostridium sp017889095, 95.0, 79.32, 0.36	85.58	11	N/A	N/A
chicken1_D19_maxbin.043.fasta.contigs	d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Xanthomonadales;f__Xanthomonadaceae;g__Stenotrophomonas;s__Stenotrophomonas maltophilia	GCF_900186865.1	95.0	d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Xanthomonadales;f__Xanthomonadaceae;g__Stenotrophomonas;s__Stenotrophomonas maltophilia	98.08	0.95	GCF_900186865.1	95.0	d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Xanthomonadales;f__Xanthomonadaceae;g__Stenotrophomonas;s__Stenotrophomonas maltophilia	98.08	0.95	d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Xanthomonadales;f__Xanthomonadaceae;g__Stenotrophomonas;s__	taxonomic classification defined by topology and ANI	topological placement and ANI have congruent species assignments	GCF_006974125.1, s__Stenotrophomonas maltophilia_O, 95.0, 93.83, 0.9; GCF_003970865.1, s__Stenotrophomonas maltophilia_AR, 95.0, 93.52, 0.86; GCF_002799165.1, s__Stenotrophomonas maltophilia_Q, 95.0, 93.29, 0.91; GCF_013004645.1, s__Stenotrophomonas maltophilia_AM, 95.0, 93.22, 0.91; GCF_013464915.1, s__Stenotrophomonas maltophilia_AT, 95.0, 93.11, 0.88; GCF_004346925.1, s__Stenotrophomonas maltophilia_A, 95.0, 92.77, 0.9; GCA_001431625.1, s__Stenotrophomonas geniculata, 95.0, 92.72, 0.89; GCF_002138415.1, s__Stenotrophomonas maltophilia_G, 95.0, 92.63, 0.9; GCF_000382065.1, s__Stenotrophomonas maltophilia_B, 95.0, 92.61, 0.87; GCF_003205835.1, s__Stenotrophomonas maltophilia_AL, 95.0, 92.32, 0.88; GCF_000284595.1, s__Stenotrophomonas maltophilia_F, 95.0, 92.22, 0.92; GCF_006970445.1, s__Stenotrophomonas maltophilia_AU, 95.0, 92.03, 0.89; GCA_014171555.1, s__Stenotrophomonas maltophilia_AK, 95.0, 91.93, 0.89; GCF_002192255.1, s__Stenotrophomonas sp002192255, 95.0, 91.93, 0.89; GCF_002799155.1, s__Stenotrophomonas maltophilia_R, 95.0, 91.63, 0.89; GCF_004684085.1, s__Stenotrophomonas maltophilia_AS, 95.0, 91.55, 0.88; GCF_900101175.1, s__Stenotrophomonas pavanii, 95.0, 91.53, 0.89; GCF_013464485.1, s__Stenotrophomonas maltophilia_AW, 95.0, 91.5, 0.87; GCF_002799245.1, s__Stenotrophomonas maltophilia_S, 95.0, 91.49, 0.87; GCF_000020665.1, s__Stenotrophomonas maltophilia_L, 95.0, 91.47, 0.89; GCF_001431665.1, s__Stenotrophomonas maltophilia_K, 95.0, 91.22, 0.85; GCF_001274595.1, s__Stenotrophomonas maltophilia_AJ, 95.0, 91.08, 0.87; GCF_004920835.1, s__Stenotrophomonas maltophilia_AQ, 95.0, 90.92, 0.88; GCF_003028475.1, s__Stenotrophomonas sp003028475, 95.0, 90.59, 0.86; GCF_001676385.1, s__Stenotrophomonas maltophilia_J, 95.0, 89.83, 0.78; GCF_003086775.1, s__Stenotrophomonas sp003086775, 95.0, 88.92, 0.82; GCF_008710035.1, s__Stenotrophomonas cyclobalanopsidis, 95.0, 88.56, 0.77; GCA_002364755.1, s__Stenotrophomonas maltophilia_AX, 95.0, 88.47, 0.78; GCF_002750975.1, s__Stenotrophomonas indicatrix, 95.0, 88.18, 0.86; GCF_013364355.1, s__Stenotrophomonas sp013364355, 95.0, 88.13, 0.86; GCF_002803515.1, s__Stenotrophomonas lactitubi, 95.0, 88.03, 0.88; GCF_003086695.1, s__Stenotrophomonas sp003086695, 95.0, 87.94, 0.78; GCF_003086895.1, s__Stenotrophomonas sp003086895, 95.0, 87.87, 0.78; GCA_900113425.1, s__Stenotrophomonas maltophilia_P, 95.0, 87.84, 0.8; GCA_003510825.1, s__Stenotrophomonas sp003086795, 95.0, 87.63, 0.57; GCA_009912235.1, s__Stenotrophomonas maltophilia_AV, 95.0, 86.46, 0.71; GCA_002386405.1, s__Stenotrophomonas maltophilia_AD, 95.0, 84.74, 0.55; GCF_013185915.1, s__Stenotrophomonas bentonitica, 95.0, 84.62, 0.66; GCF_002893095.1, s__Stenotrophomonas sp002893095, 95.0, 84.57, 0.67; GCF_000661955.1, s__Stenotrophomonas rhizophila, 95.0, 84.52, 0.73; GCF_007667275.1, s__Stenotrophomonas maltophilia_AE, 95.0, 84.49, 0.66; GCF_009832905.1, s__Stenotrophomonas maltophilia_AP, 95.0, 84.48, 0.71; GCF_013387485.1, s__Stenotrophomonas maltophilia_AA, 95.0, 84.46, 0.68; GCA_002435595.1, s__Stenotrophomonas maltophilia_AC, 95.0, 84.44, 0.67; GCF_001431535.1, s__Stenotrophomonas chelatiphaga, 95.0, 84.42, 0.64; GCA_002365915.1, s__Stenotrophomonas maltophilia_AB, 95.0, 84.38, 0.6; GCF_001704155.1, s__Stenotrophomonas rhizophila_A, 95.0, 84.35, 0.67; GCF_002887735.1, s__Stenotrophomonas bentonitica_A, 95.0, 84.33, 0.69; GCF_002836635.1, s__Stenotrophomonas sp002836635, 95.0, 84.23, 0.63; GCF_018612915.1, s__Stenotrophomonas sp018612915, 95.0, 84.22, 0.53; GCF_003751305.1, s__Stenotrophomonas rhizophila_B, 95.0, 84.17, 0.66; GCA_002363385.1, s__Stenotrophomonas maltophilia_AN, 95.0, 84.16, 0.67; GCF_002205165.1, s__Stenotrophomonas maltophilia_N, 95.0, 84.15, 0.7; GCF_003651185.1, s__Stenotrophomonas maltophilia_Z, 95.0, 84.11, 0.7; GCF_011604605.1, s__Stenotrophomonas maltophilia_AO, 95.0, 84.1, 0.69; GCA_003484865.1, s__Stenotrophomonas sp003484865, 95.0, 84.01, 0.58; GCA_002387845.1, s__Stenotrophomonas maltophilia_AG, 95.0, 84.01, 0.64; GCF_001431425.1, s__Stenotrophomonas nitritireducens, 95.0, 83.87, 0.56; GCF_014117215.1, s__Stenotrophomonas tumulicola, 95.0, 83.86, 0.65; GCF_003935715.1, s__Stenotrophomonas maltophilia_AH, 95.0, 83.57, 0.61; GCF_001431595.1, s__Stenotrophomonas acidaminiphila, 95.0, 83.57, 0.56; GCF_009496535.1, s__Stenotrophomonas sp003504055, 95.0, 83.49, 0.59; GCF_004348115.1, s__Stenotrophomonas sp004348115, 95.0, 83.44, 0.6; GCF_001431505.1, s__Stenotrophomonas daejeonensis, 95.0, 83.43, 0.52; GCF_002951995.1, s__Stenotrophomonas acidaminiphila_A, 95.0, 83.38, 0.57; GCF_014621775.1, s__Stenotrophomonas sp014621775, 95.0, 83.22, 0.64; GCF_011761925.1, s__Stenotrophomonas sp011761925, 95.0, 83.17, 0.59; GCA_900078405.1, s__Stenotrophomonas sp900078405, 95.0, 83.03, 0.54; GCF_001310775.1, s__Stenotrophomonas pictorum, 95.0, 82.85, 0.52; GCA_002345545.1, s__Stenotrophomonas sp002345545, 95.0, 82.79, 0.48; GCA_002329155.1, s__Stenotrophomonas sp002329155, 95.0, 82.64, 0.56; GCF_001700965.1, s__Stenotrophomonas nitritireducens_A, 95.0, 82.44, 0.57; GCF_001431465.1, s__Stenotrophomonas terrae, 95.0, 82.28, 0.54; GCF_001431415.1, s__Stenotrophomonas humi, 95.0, 82.28, 0.54; GCA_002471015.1, s__Stenotrophomonas sp002471015, 95.0, 82.22, 0.54; GCA_003248565.1, s__Stenotrophomonas sp003248565, 95.0, 81.72, 0.45; GCA_002359895.1, s__Stenotrophomonas sp002359895, 95.0, 81.49, 0.51; GCF_001431525.1, s__Stenotrophomonas koreensis, 95.0, 81.21, 0.42; GCF_001431485.1, s__Stenotrophomonas ginsengisoli, 95.0, 81.19, 0.43	71.17	11	N/A	N/A
chicken1_D19_maxbin.045.fasta.contigs	d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__Mediterraneibacter;s__Mediterraneibacter sp900761655	GCA_900761655.1	95.0	d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__Mediterraneibacter;s__Mediterraneibacter sp900761655	97.39	0.54	GCA_900761655.1	95.0	d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__Mediterraneibacter;s__Mediterraneibacter sp900761655	97.39	0.54	d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__Mediterraneibacter;s__	taxonomic classification defined by topology and ANI	topological placement and ANI have congruent species assignments	GCA_019118545.1, s__Mediterraneibacter merdavium, 95.0, 82.88, 0.53; GCA_904418845.1, s__Mediterraneibacter sp904418845, 95.0, 82.74, 0.53; GCA_019119675.1, s__Mediterraneibacter faecipullorum, 95.0, 82.51, 0.38; GCA_900751785.1, s__Mediterraneibacter faecigallinarum, 95.0, 81.86, 0.31; GCA_019117065.1, s__Mediterraneibacter pullicola, 95.0, 80.54, 0.44; GCF_002159505.1, s__Mediterraneibacter ornithocaccae, 95.0, 79.98, 0.37; GCA_019119995.1, s__Mediterraneibacter faecavium, 95.0, 79.92, 0.38; GCF_002161355.1, s__Mediterraneibacter caccavium, 95.0, 79.89, 0.43; GCA_019119265.1, s__Mediterraneibacter intestinigallinarum, 95.0, 79.83, 0.29; GCA_019116185.1, s__Mediterraneibacter stercorigallinarum, 95.0, 79.62, 0.31; GCF_016902345.1, s__Mediterraneibacter glycyrrhizinilyticus_A, 95.0, 79.17, 0.31; GCA_904377845.1, s__Mediterraneibacter sp904377845, 95.0, 79.15, 0.32; GCA_904419285.1, s__Mediterraneibacter caccogallinarum, 95.0, 79.14, 0.34; GCA_019120595.1, s__Mediterraneibacter tabaqchaliae, 95.0, 79.1, 0.34; GCA_900555215.1, s__Mediterraneibacter excrementipullorum, 95.0, 79.05, 0.26; GCA_019118885.1, s__Mediterraneibacter surreyensis, 95.0, 79.0, 0.35; GCA_019115385.1, s__Mediterraneibacter avicola, 95.0, 78.92, 0.24; GCA_019112735.1, s__Mediterraneibacter guildfordensis, 95.0, 78.89, 0.31; GCA_019113645.1, s__Mediterraneibacter vanvlietii, 95.0, 78.87, 0.33; GCA_019120575.1, s__Mediterraneibacter quadrami, 95.0, 78.75, 0.29; GCA_019120275.1, s__Mediterraneibacter excrementavium, 95.0, 78.73, 0.27; GCA_019118665.1, s__Mediterraneibacter intestinipullorum, 95.0, 78.73, 0.33; GCA_019119745.1, s__Mediterraneibacter gallistercoris, 95.0, 78.73, 0.29; GCF_002160525.1, s__Mediterraneibacter cottocaccae, 95.0, 78.7, 0.29; GCF_900120155.1, s__Mediterraneibacter sp900120155, 95.0, 78.66, 0.32; GCA_019120075.1, s__Mediterraneibacter excrementigallinarum_A, 95.0, 78.66, 0.29; GCA_019116885.1, s__Mediterraneibacter pullistercoris, 95.0, 78.64, 0.28; GCA_019114745.1, s__Mediterraneibacter colneyensis, 95.0, 78.55, 0.25; GCA_001312505.1, s__Mediterraneibacter faecis, 95.0, 78.41, 0.16; GCA_019117125.1, s__Mediterraneibacter merdipullorum, 95.0, 78.4, 0.26; GCF_000155205.1, s__Mediterraneibacter lactaris, 95.0, 78.34, 0.2; GCA_019119205.1, s__Mediterraneibacter intestinavium, 95.0, 78.34, 0.28; GCA_019115765.1, s__Mediterraneibacter stercoripullorum, 95.0, 78.25, 0.28; GCF_000153925.1, s__Mediterraneibacter torques, 95.0, 78.24, 0.2; GCA_019116845.1, s__Mediterraneibacter stercoravium, 95.0, 78.07, 0.2; GCA_019112765.1, s__Mediterraneibacter norwichensis, 95.0, 77.96, 0.23; GCA_900553885.1, s__Mediterraneibacter sp900553885, 95.0, 77.89, 0.22; GCA_019120615.1, s__Mediterraneibacter norfolkensis, 95.0, 77.74, 0.27; GCF_001487105.1, s__Mediterraneibacter massiliensis, 95.0, 77.62, 0.14; GCA_900541505.1, s__Mediterraneibacter sp900541505, 95.0, 77.48, 0.18; GCA_905209865.1, s__Mediterraneibacter sp900752395, 95.0, 77.45, 0.17; GCA_019117305.1, s__Mediterraneibacter merdigallinarum, 95.0, 77.37, 0.17; GCF_014287475.1, s__Mediterraneibacter sp014287475, 95.0, 77.07, 0.17	29.65	11	N/A	Genome has more than 12.5% of markers with multiple hits
chicken1_D19_maxbin.046.fasta.contigs	d__Bacteria;p__Firmicutes;c__Bacilli;o__Lactobacillales;f__Enterococcaceae;g__Enterococcus_B;s__Enterococcus_B faecium	GCF_001544255.1	95.0	d__Bacteria;p__Firmicutes;c__Bacilli;o__Lactobacillales;f__Enterococcaceae;g__Enterococcus_B;s__Enterococcus_B faecium	98.5	0.65	GCF_001544255.1	95.0	d__Bacteria;p__Firmicutes;c__Bacilli;o__Lactobacillales;f__Enterococcaceae;g__Enterococcus_B;s__Enterococcus_B faecium	98.5	0.65	d__Bacteria;p__Firmicutes;c__Bacilli;o__Lactobacillales;f__Enterococcaceae;g__Enterococcus_B;s__	taxonomic classification defined by topology and ANI	topological placement and ANI have congruent species assignments	GCF_015751045.1, s__Enterococcus_B lactis, 95.0, 94.07, 0.65; GCF_011038845.1, s__Enterococcus_B sp011038845, 95.0, 81.6, 0.48; GCF_001544215.1, s__Enterococcus_B durans, 95.0, 80.68, 0.38; GCA_015680865.1, s__Enterococcus_B lacertideformus, 95.0, 80.3, 0.31; GCF_013394305.1, s__Enterococcus_B pernyi, 96.3614, 80.02, 0.34; GCF_002813755.1, s__Enterococcus_B mundtii, 96.3614, 79.94, 0.34; GCA_000271405.2, s__Enterococcus_B hirae, 95.0, 79.93, 0.36; GCF_007990225.1, s__Enterococcus_B villorum, 95.0, 79.87, 0.33; GCF_017315945.1, s__Enterococcus_B sp017315945, 95.0, 79.75, 0.32; GCF_002947535.1, s__Enterococcus_B mundtii_B, 95.0, 79.72, 0.34; GCF_003957375.1, s__Enterococcus_B mundtii_C, 96.247, 79.66, 0.35; GCF_002140175.1, s__Enterococcus_B sp002140175, 95.0, 79.65, 0.35; GCF_001886265.1, s__Enterococcus_B thailandicus, 95.0, 79.57, 0.34; GCF_017316305.1, s__Enterococcus_B sp017316305, 95.0, 79.46, 0.34; GCF_017316125.1, s__Enterococcus_B sp017316125, 95.0, 79.42, 0.34; GCF_001886195.1, s__Enterococcus_B ratti, 95.0, 79.24, 0.28; GCF_000415185.1, s__Enterococcus_B faecalis_A, 95.0, 79.13, 0.32; GCF_000407505.1, s__Enterococcus_B phoeniculicola, 95.0, 78.82, 0.14; GCF_009933175.1, s__Enterococcus_B sp009933175, 95.0, 78.4, 0.13	60.05	11	N/A	Genome has more than 26.7% of markers with multiple hits
chicken1_D19_maxbin.047.fasta.contigs	d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Lachnospirales;f__Anaerotignaceae;g__;s__	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Lachnospirales;f__Anaerotignaceae;g__;s__	taxonomic novelty determined using RED	classification based on placement in class-level tree	N/A	24.32	11	0.8309607966570342	Genome has more than 11.7% of markers with multiple hits
chicken1_D19_maxbin.049.fasta_sub.contigs	d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__Blautia;s__	N/A	N/A	N/A	N/A	N/A	GCA_900765525.1	95.0	d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__Blautia;s__Blautia pullicola	78.48	0.09	d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__Blautia;s__	taxonomic classification defined by topology and ANI	classification based on placement in class-level tree	GCA_019119975.1, s__Blautia merdavium, 95.0, 94.36, 0.18; GCA_019120515.1, s__Blautia avicola, 95.0, 78.38, 0.08; GCF_002222595.2, s__Blautia hansenii, 95.0, 78.23, 0.06; GCA_900547685.1, s__Blautia sp900547685, 95.0, 78.19, 0.03; GCF_003287895.1, s__Blautia argi, 95.0, 78.09, 0.06; GCA_900539145.1, s__Blautia sp900539145, 95.0, 78.08, 0.05; GCF_013304445.1, s__Blautia sp900541955, 95.0, 77.92, 0.08; GCA_900543715.1, s__Blautia merdigallinarum, 95.0, 77.69, 0.08; GCA_019118685.1, s__Blautia merdipullorum, 95.0, 77.61, 0.09; GCA_902363515.1, s__Blautia sp000432195, 95.0, 77.58, 0.08; GCF_002161285.1, s__Blautia ornithocaccae, 95.0, 77.53, 0.1; GCA_003481745.1, s__Blautia stercoris, 95.0, 77.45, 0.05; GCF_900120295.1, s__Blautia sp900120295, 95.0, 77.41, 0.05; GCA_019112785.1, s__Blautia stercorigallinarum, 95.0, 77.4, 0.09; GCF_014287615.1, s__Blautia sp001304935, 95.0, 77.21, 0.07; GCA_019114495.1, s__Blautia stercoravium, 95.0, 77.19, 0.05; GCA_905201915.1, s__Blautia sp900555025, 95.0, 77.17, 0.04; GCA_002270465.1, s__Blautia hominis, 95.0, 77.15, 0.08; GCF_900461125.1, s__Blautia coccoides, 95.0, 76.95, 0.07; GCA_019120545.1, s__Blautia stercoripullorum, 95.0, 76.92, 0.08; GCA_019114545.1, s__Blautia pullistercoris, 95.0, 76.88, 0.09; GCF_001689125.2, s__Blautia pseudococcoides, 95.0, 76.68, 0.08; GCA_905200905.1, s__Blautia sp900753905, 95.0, 76.59, 0.06; GCA_900556555.1, s__Blautia sp900556555, 95.0, 76.25, 0.05	29.21	11	0.9701824600589574	Genome has more than 12.5% of markers with multiple hits
