genome,location,length
chicken1_C-4_maxbin.028.fasta.contigs.fa,/datadrive05/Flo/NRP72/chicken1/ssbins/ssbins_genomes_chicken1/chicken1_C-4_maxbin.028.fasta.contigs.fa,7569348
chicken1_C-4_maxbin.032.fasta.contigs.fa,/datadrive05/Flo/NRP72/chicken1/ssbins/ssbins_genomes_chicken1/chicken1_C-4_maxbin.032.fasta.contigs.fa,2048464
chicken1_C-5_maxbin.001.fasta.contigs.fa,/datadrive05/Flo/NRP72/chicken1/ssbins/ssbins_genomes_chicken1/chicken1_C-5_maxbin.001.fasta.contigs.fa,2115560
chicken1_C-5_maxbin.003.fasta.contigs.fa,/datadrive05/Flo/NRP72/chicken1/ssbins/ssbins_genomes_chicken1/chicken1_C-5_maxbin.003.fasta.contigs.fa,2839728
chicken1_C-5_maxbin.004.fasta.contigs.fa,/datadrive05/Flo/NRP72/chicken1/ssbins/ssbins_genomes_chicken1/chicken1_C-5_maxbin.004.fasta.contigs.fa,2957166
chicken1_C-5_maxbin.005.fasta_sub.contigs.fa,/datadrive05/Flo/NRP72/chicken1/ssbins/ssbins_genomes_chicken1/chicken1_C-5_maxbin.005.fasta_sub.contigs.fa,3536797
chicken1_C-5_maxbin.007.fasta.contigs.fa,/datadrive05/Flo/NRP72/chicken1/ssbins/ssbins_genomes_chicken1/chicken1_C-5_maxbin.007.fasta.contigs.fa,3640481
chicken1_C-5_maxbin.008.fasta.contigs.fa,/datadrive05/Flo/NRP72/chicken1/ssbins/ssbins_genomes_chicken1/chicken1_C-5_maxbin.008.fasta.contigs.fa,4071507
chicken1_C-5_maxbin.009.fasta.contigs.fa,/datadrive05/Flo/NRP72/chicken1/ssbins/ssbins_genomes_chicken1/chicken1_C-5_maxbin.009.fasta.contigs.fa,2629088
chicken1_C-5_maxbin.010.fasta.contigs.fa,/datadrive05/Flo/NRP72/chicken1/ssbins/ssbins_genomes_chicken1/chicken1_C-5_maxbin.010.fasta.contigs.fa,3248346
chicken1_C-5_maxbin.011.fasta.contigs.fa,/datadrive05/Flo/NRP72/chicken1/ssbins/ssbins_genomes_chicken1/chicken1_C-5_maxbin.011.fasta.contigs.fa,3376114
chicken1_C-5_maxbin.012.fasta.contigs.fa,/datadrive05/Flo/NRP72/chicken1/ssbins/ssbins_genomes_chicken1/chicken1_C-5_maxbin.012.fasta.contigs.fa,3568365
chicken1_C-5_maxbin.013.fasta.contigs.fa,/datadrive05/Flo/NRP72/chicken1/ssbins/ssbins_genomes_chicken1/chicken1_C-5_maxbin.013.fasta.contigs.fa,3934610
chicken1_C-5_maxbin.014.fasta.contigs.fa,/datadrive05/Flo/NRP72/chicken1/ssbins/ssbins_genomes_chicken1/chicken1_C-5_maxbin.014.fasta.contigs.fa,4094999
chicken1_C-5_maxbin.015.fasta.contigs.fa,/datadrive05/Flo/NRP72/chicken1/ssbins/ssbins_genomes_chicken1/chicken1_C-5_maxbin.015.fasta.contigs.fa,4144629
chicken1_C-5_maxbin.019.fasta.contigs.fa,/datadrive05/Flo/NRP72/chicken1/ssbins/ssbins_genomes_chicken1/chicken1_C-5_maxbin.019.fasta.contigs.fa,2198043
chicken1_C-5_maxbin.020.fasta.contigs.fa,/datadrive05/Flo/NRP72/chicken1/ssbins/ssbins_genomes_chicken1/chicken1_C-5_maxbin.020.fasta.contigs.fa,1521020
chicken1_C-5_maxbin.021.fasta.contigs.fa,/datadrive05/Flo/NRP72/chicken1/ssbins/ssbins_genomes_chicken1/chicken1_C-5_maxbin.021.fasta.contigs.fa,2160084
chicken1_C-5_maxbin.022.fasta.contigs.fa,/datadrive05/Flo/NRP72/chicken1/ssbins/ssbins_genomes_chicken1/chicken1_C-5_maxbin.022.fasta.contigs.fa,2528890
chicken1_C-5_maxbin.023.fasta.contigs.fa,/datadrive05/Flo/NRP72/chicken1/ssbins/ssbins_genomes_chicken1/chicken1_C-5_maxbin.023.fasta.contigs.fa,6456670
chicken1_C-5_maxbin.025.fasta.contigs.fa,/datadrive05/Flo/NRP72/chicken1/ssbins/ssbins_genomes_chicken1/chicken1_C-5_maxbin.025.fasta.contigs.fa,4089841
chicken1_C-5_maxbin.026.fasta.contigs.fa,/datadrive05/Flo/NRP72/chicken1/ssbins/ssbins_genomes_chicken1/chicken1_C-5_maxbin.026.fasta.contigs.fa,3003519
chicken1_C-5_maxbin.027.fasta.contigs.fa,/datadrive05/Flo/NRP72/chicken1/ssbins/ssbins_genomes_chicken1/chicken1_C-5_maxbin.027.fasta.contigs.fa,3667438
chicken1_C-5_maxbin.028.fasta.contigs.fa,/datadrive05/Flo/NRP72/chicken1/ssbins/ssbins_genomes_chicken1/chicken1_C-5_maxbin.028.fasta.contigs.fa,2302366
chicken1_C-5_maxbin.029.fasta.contigs.fa,/datadrive05/Flo/NRP72/chicken1/ssbins/ssbins_genomes_chicken1/chicken1_C-5_maxbin.029.fasta.contigs.fa,2540105
chicken1_C-5_maxbin.030.fasta.contigs.fa,/datadrive05/Flo/NRP72/chicken1/ssbins/ssbins_genomes_chicken1/chicken1_C-5_maxbin.030.fasta.contigs.fa,2767636
chicken1_C-5_maxbin.031.fasta.contigs.fa,/datadrive05/Flo/NRP72/chicken1/ssbins/ssbins_genomes_chicken1/chicken1_C-5_maxbin.031.fasta.contigs.fa,2890733
chicken1_C-6_maxbin.001.fasta.contigs.fa,/datadrive05/Flo/NRP72/chicken1/ssbins/ssbins_genomes_chicken1/chicken1_C-6_maxbin.001.fasta.contigs.fa,3960337
chicken1_C-6_maxbin.002.fasta.contigs.fa,/datadrive05/Flo/NRP72/chicken1/ssbins/ssbins_genomes_chicken1/chicken1_C-6_maxbin.002.fasta.contigs.fa,2051927
chicken1_C-6_maxbin.003.fasta.contigs.fa,/datadrive05/Flo/NRP72/chicken1/ssbins/ssbins_genomes_chicken1/chicken1_C-6_maxbin.003.fasta.contigs.fa,2800910
chicken1_C-6_maxbin.004.fasta.contigs.fa,/datadrive05/Flo/NRP72/chicken1/ssbins/ssbins_genomes_chicken1/chicken1_C-6_maxbin.004.fasta.contigs.fa,5020809
chicken1_C-6_maxbin.006.fasta.contigs.fa,/datadrive05/Flo/NRP72/chicken1/ssbins/ssbins_genomes_chicken1/chicken1_C-6_maxbin.006.fasta.contigs.fa,2473366
chicken1_C-6_maxbin.007.fasta.contigs.fa,/datadrive05/Flo/NRP72/chicken1/ssbins/ssbins_genomes_chicken1/chicken1_C-6_maxbin.007.fasta.contigs.fa,4205746
chicken1_C-6_maxbin.008.fasta.contigs.fa,/datadrive05/Flo/NRP72/chicken1/ssbins/ssbins_genomes_chicken1/chicken1_C-6_maxbin.008.fasta.contigs.fa,3396516
chicken1_C-6_maxbin.009.fasta.contigs.fa,/datadrive05/Flo/NRP72/chicken1/ssbins/ssbins_genomes_chicken1/chicken1_C-6_maxbin.009.fasta.contigs.fa,3775398
chicken1_D10_maxbin.002.fasta.contigs.fa,/datadrive05/Flo/NRP72/chicken1/ssbins/ssbins_genomes_chicken1/chicken1_D10_maxbin.002.fasta.contigs.fa,2212057
chicken1_D10_maxbin.003.fasta.contigs.fa,/datadrive05/Flo/NRP72/chicken1/ssbins/ssbins_genomes_chicken1/chicken1_D10_maxbin.003.fasta.contigs.fa,4009210
chicken1_D10_maxbin.005.fasta.contigs.fa,/datadrive05/Flo/NRP72/chicken1/ssbins/ssbins_genomes_chicken1/chicken1_D10_maxbin.005.fasta.contigs.fa,1384844
chicken1_D10_maxbin.008.fasta.contigs.fa,/datadrive05/Flo/NRP72/chicken1/ssbins/ssbins_genomes_chicken1/chicken1_D10_maxbin.008.fasta.contigs.fa,2404161
chicken1_D10_maxbin.010.fasta.contigs.fa,/datadrive05/Flo/NRP72/chicken1/ssbins/ssbins_genomes_chicken1/chicken1_D10_maxbin.010.fasta.contigs.fa,3486009
chicken1_D10_maxbin.011.fasta.contigs.fa,/datadrive05/Flo/NRP72/chicken1/ssbins/ssbins_genomes_chicken1/chicken1_D10_maxbin.011.fasta.contigs.fa,2588438
chicken1_D10_maxbin.013.fasta.contigs.fa,/datadrive05/Flo/NRP72/chicken1/ssbins/ssbins_genomes_chicken1/chicken1_D10_maxbin.013.fasta.contigs.fa,4261955
chicken1_D10_maxbin.016.fasta.contigs.fa,/datadrive05/Flo/NRP72/chicken1/ssbins/ssbins_genomes_chicken1/chicken1_D10_maxbin.016.fasta.contigs.fa,2538303
chicken1_D10_maxbin.017.fasta.contigs.fa,/datadrive05/Flo/NRP72/chicken1/ssbins/ssbins_genomes_chicken1/chicken1_D10_maxbin.017.fasta.contigs.fa,2595014
chicken1_D10_maxbin.019.fasta.contigs.fa,/datadrive05/Flo/NRP72/chicken1/ssbins/ssbins_genomes_chicken1/chicken1_D10_maxbin.019.fasta.contigs.fa,1776223
chicken1_D10_maxbin.020.fasta.contigs.fa,/datadrive05/Flo/NRP72/chicken1/ssbins/ssbins_genomes_chicken1/chicken1_D10_maxbin.020.fasta.contigs.fa,2602384
chicken1_D10_maxbin.021.fasta.contigs.fa,/datadrive05/Flo/NRP72/chicken1/ssbins/ssbins_genomes_chicken1/chicken1_D10_maxbin.021.fasta.contigs.fa,2657845
chicken1_D10_maxbin.029.fasta.contigs.fa,/datadrive05/Flo/NRP72/chicken1/ssbins/ssbins_genomes_chicken1/chicken1_D10_maxbin.029.fasta.contigs.fa,1836565
chicken1_D10_maxbin.034.fasta.contigs.fa,/datadrive05/Flo/NRP72/chicken1/ssbins/ssbins_genomes_chicken1/chicken1_D10_maxbin.034.fasta.contigs.fa,2609996
chicken1_D10_maxbin.036.fasta.contigs.fa,/datadrive05/Flo/NRP72/chicken1/ssbins/ssbins_genomes_chicken1/chicken1_D10_maxbin.036.fasta.contigs.fa,3059079
chicken1_D10_maxbin.037.fasta.contigs.fa,/datadrive05/Flo/NRP72/chicken1/ssbins/ssbins_genomes_chicken1/chicken1_D10_maxbin.037.fasta.contigs.fa,2560411
chicken1_D10_maxbin.038.fasta.contigs.fa,/datadrive05/Flo/NRP72/chicken1/ssbins/ssbins_genomes_chicken1/chicken1_D10_maxbin.038.fasta.contigs.fa,2684525
chicken1_D10_maxbin.039.fasta.contigs.fa,/datadrive05/Flo/NRP72/chicken1/ssbins/ssbins_genomes_chicken1/chicken1_D10_maxbin.039.fasta.contigs.fa,3449934
chicken1_D10_maxbin.042.fasta_sub.contigs.fa,/datadrive05/Flo/NRP72/chicken1/ssbins/ssbins_genomes_chicken1/chicken1_D10_maxbin.042.fasta_sub.contigs.fa,2878426
chicken1_D10_maxbin.044.fasta.contigs.fa,/datadrive05/Flo/NRP72/chicken1/ssbins/ssbins_genomes_chicken1/chicken1_D10_maxbin.044.fasta.contigs.fa,2409252
chicken1_D11_maxbin.001.fasta.contigs.fa,/datadrive05/Flo/NRP72/chicken1/ssbins/ssbins_genomes_chicken1/chicken1_D11_maxbin.001.fasta.contigs.fa,3954445
chicken1_D11_maxbin.003.fasta.contigs.fa,/datadrive05/Flo/NRP72/chicken1/ssbins/ssbins_genomes_chicken1/chicken1_D11_maxbin.003.fasta.contigs.fa,3292165
chicken1_D11_maxbin.005.fasta.contigs.fa,/datadrive05/Flo/NRP72/chicken1/ssbins/ssbins_genomes_chicken1/chicken1_D11_maxbin.005.fasta.contigs.fa,2626792
chicken1_D11_maxbin.007.fasta.contigs.fa,/datadrive05/Flo/NRP72/chicken1/ssbins/ssbins_genomes_chicken1/chicken1_D11_maxbin.007.fasta.contigs.fa,1497571
chicken1_D11_maxbin.008.fasta.contigs.fa,/datadrive05/Flo/NRP72/chicken1/ssbins/ssbins_genomes_chicken1/chicken1_D11_maxbin.008.fasta.contigs.fa,2459411
chicken1_D11_maxbin.010.fasta.contigs.fa,/datadrive05/Flo/NRP72/chicken1/ssbins/ssbins_genomes_chicken1/chicken1_D11_maxbin.010.fasta.contigs.fa,2551317
chicken1_D11_maxbin.011.fasta.contigs.fa,/datadrive05/Flo/NRP72/chicken1/ssbins/ssbins_genomes_chicken1/chicken1_D11_maxbin.011.fasta.contigs.fa,3077633
chicken1_D11_maxbin.014.fasta.contigs.fa,/datadrive05/Flo/NRP72/chicken1/ssbins/ssbins_genomes_chicken1/chicken1_D11_maxbin.014.fasta.contigs.fa,2245476
chicken1_D11_maxbin.018.fasta.contigs.fa,/datadrive05/Flo/NRP72/chicken1/ssbins/ssbins_genomes_chicken1/chicken1_D11_maxbin.018.fasta.contigs.fa,1761727
chicken1_D11_maxbin.019.fasta_sub.contigs.fa,/datadrive05/Flo/NRP72/chicken1/ssbins/ssbins_genomes_chicken1/chicken1_D11_maxbin.019.fasta_sub.contigs.fa,2213739
chicken1_D11_maxbin.021.fasta.contigs.fa,/datadrive05/Flo/NRP72/chicken1/ssbins/ssbins_genomes_chicken1/chicken1_D11_maxbin.021.fasta.contigs.fa,1855849
chicken1_D11_maxbin.022.fasta.contigs.fa,/datadrive05/Flo/NRP72/chicken1/ssbins/ssbins_genomes_chicken1/chicken1_D11_maxbin.022.fasta.contigs.fa,2966835
chicken1_D11_maxbin.023.fasta.contigs.fa,/datadrive05/Flo/NRP72/chicken1/ssbins/ssbins_genomes_chicken1/chicken1_D11_maxbin.023.fasta.contigs.fa,3189797
chicken1_D11_maxbin.026.fasta.contigs.fa,/datadrive05/Flo/NRP72/chicken1/ssbins/ssbins_genomes_chicken1/chicken1_D11_maxbin.026.fasta.contigs.fa,2252784
chicken1_D11_maxbin.030.fasta.contigs.fa,/datadrive05/Flo/NRP72/chicken1/ssbins/ssbins_genomes_chicken1/chicken1_D11_maxbin.030.fasta.contigs.fa,3393934
chicken1_D11_maxbin.032.fasta.contigs.fa,/datadrive05/Flo/NRP72/chicken1/ssbins/ssbins_genomes_chicken1/chicken1_D11_maxbin.032.fasta.contigs.fa,3876894
chicken1_D11_maxbin.034.fasta_sub.contigs.fa,/datadrive05/Flo/NRP72/chicken1/ssbins/ssbins_genomes_chicken1/chicken1_D11_maxbin.034.fasta_sub.contigs.fa,4524309
chicken1_D11_maxbin.036.fasta_sub.contigs.fa,/datadrive05/Flo/NRP72/chicken1/ssbins/ssbins_genomes_chicken1/chicken1_D11_maxbin.036.fasta_sub.contigs.fa,2910913
chicken1_D11_metabat2.37.fa_sub.contigs.fa,/datadrive05/Flo/NRP72/chicken1/ssbins/ssbins_genomes_chicken1/chicken1_D11_metabat2.37.fa_sub.contigs.fa,3069801
chicken1_D11_metabat2.60.fa.contigs.fa,/datadrive05/Flo/NRP72/chicken1/ssbins/ssbins_genomes_chicken1/chicken1_D11_metabat2.60.fa.contigs.fa,1957855
chicken1_D12_maxbin.001.fasta.contigs.fa,/datadrive05/Flo/NRP72/chicken1/ssbins/ssbins_genomes_chicken1/chicken1_D12_maxbin.001.fasta.contigs.fa,4023392
chicken1_D12_maxbin.002.fasta.contigs.fa,/datadrive05/Flo/NRP72/chicken1/ssbins/ssbins_genomes_chicken1/chicken1_D12_maxbin.002.fasta.contigs.fa,2488954
chicken1_D12_maxbin.004.fasta.contigs.fa,/datadrive05/Flo/NRP72/chicken1/ssbins/ssbins_genomes_chicken1/chicken1_D12_maxbin.004.fasta.contigs.fa,2620821
chicken1_D12_maxbin.005.fasta.contigs.fa,/datadrive05/Flo/NRP72/chicken1/ssbins/ssbins_genomes_chicken1/chicken1_D12_maxbin.005.fasta.contigs.fa,2042191
chicken1_D12_maxbin.006.fasta.contigs.fa,/datadrive05/Flo/NRP72/chicken1/ssbins/ssbins_genomes_chicken1/chicken1_D12_maxbin.006.fasta.contigs.fa,5508152
chicken1_D12_maxbin.007.fasta.contigs.fa,/datadrive05/Flo/NRP72/chicken1/ssbins/ssbins_genomes_chicken1/chicken1_D12_maxbin.007.fasta.contigs.fa,3192996
chicken1_D12_maxbin.008.fasta_sub.contigs.fa,/datadrive05/Flo/NRP72/chicken1/ssbins/ssbins_genomes_chicken1/chicken1_D12_maxbin.008.fasta_sub.contigs.fa,3831224
chicken1_D12_maxbin.009.fasta.contigs.fa,/datadrive05/Flo/NRP72/chicken1/ssbins/ssbins_genomes_chicken1/chicken1_D12_maxbin.009.fasta.contigs.fa,4693598
