genome,score,completeness,contamination,strain_heterogeneity,size,N50,cluster,taxonomy,tax_confidence,cluster_members,closest_cluster_member,furthest_cluster_member,completeness_metric,contamination_metric
chicken1_D40_maxbin.040.fasta.contigs.fa,60.56107371391708,77.18,3.81,0.0,2364034,66510,39_1,NA,NA,3,99.97,99.95,substantial,low
chicken1_D1_maxbin.012.fasta.contigs.fa,81.9328476617936,87.36,1.58,0.0,4384792,84310,40_1,NA,NA,15,99.87,97.82,substantial,low
chicken1_D34_maxbin.026.fasta.contigs.fa,78.88444766885647,88.83,2.61,36.36,3814651,19879,40_2,NA,NA,6,99.48,97.94,substantial,low
chicken1_D43_maxbin.062.fasta.contigs.fa,58.63386263420031,87.27,6.12,12.5,3789054,22789,40_3,NA,NA,1,NA,NA,substantial,medium
chicken1_D28_maxbin.018.fasta.contigs.fa,5.8695573507416885,95.98,19.17,22.22,4148735,83170,41_0,NA,NA,1,NA,NA,near,very high
chicken1_D31_maxbin.036.fasta.contigs.fa,81.88584650105058,87.34,1.58,0.0,3234544,71470,42_1,NA,NA,5,99.90,99.86,substantial,low
chicken1_D4_maxbin.031.fasta.contigs.fa,61.21908911354391,94.78,7.08,5.26,3198380,78228,43_0,NA,NA,1,NA,NA,near,medium
chicken1_D29_maxbin.033.fasta.contigs.fa,86.26890046329683,91.28,1.49,0.0,3044007,71462,44_1,NA,NA,3,99.24,99.13,near,low
chicken1_D41_maxbin.038.fasta.contigs.fa,34.62222441941011,93.12,12.06,5.0,4760933,22827,44_2,NA,NA,1,NA,NA,near,high
chicken1_D23_maxbin.022.fasta.contigs.fa,76.0541099750278,94.94,4.08,0.0,5157580,97324,45_0,NA,NA,1,NA,NA,near,low
chicken1_D13_maxbin.036.fasta_sub.contigs.fa,55.355216400436746,70.25,3.58,23.08,3992942,21566,46_1,NA,NA,2,99.21,99.21,substantial,low
chicken1_D15_maxbin.040.fasta.contigs.fa,34.295887687614645,81.27,9.96,20.0,3904429,4244,47_0,NA,NA,1,NA,NA,substantial,medium
chicken1_D43_maxbin.047.fasta.contigs.fa,53.460271094719154,73.42,4.25,0.0,2999906,34717,48_0,NA,NA,1,NA,NA,substantial,low
chicken1_D22_maxbin.025.fasta.contigs.fa,85.1677031344259,92.28,1.9,0.0,3900437,54935,49_1,NA,NA,3,99.87,99.69,near,low
chicken1_D23_maxbin.029.fasta.contigs.fa,54.33439615808568,91.69,7.86,5.56,3453280,94354,50_0,NA,NA,1,NA,NA,near,medium
chicken1_D31_maxbin.046.fasta.contigs.fa,74.12516045303583,88.13,3.41,25.0,3307392,22316,51_1,NA,NA,4,99.90,99.74,substantial,low
chicken1_D40_maxbin.012.fasta.contigs.fa,99.01488527717976,98.1,0.32,0.0,3417041,97983,52_1,NA,NA,11,99.98,99.86,near,low
chicken1_D11_maxbin.011.fasta.contigs.fa,85.37331974966936,85.13,0.47,33.33,3077633,69160,53_1,NA,NA,20,99.81,99.49,substantial,low
chicken1_D21_maxbin.027.fasta.contigs.fa,8.357670691824525,77.08,14.35,15.52,2518535,3640,54_0,NA,NA,1,NA,NA,substantial,high
chicken1_D28_maxbin.041.fasta.contigs.fa,65.47023224474086,79.13,3.07,12.5,2727548,37408,55_0,NA,NA,1,NA,NA,substantial,low
chicken1_D41_maxbin.017.fasta.contigs.fa,90.16666608956612,95.02,1.55,40.0,3060456,32821,56_1,NA,NA,5,99.89,99.81,near,low
chicken1_D5_maxbin.020.fasta.contigs.fa,89.71716620842798,92.76,1.25,60.0,3138318,75797,57_1,NA,NA,4,99.75,99.71,near,low
chicken1_D16_metabat2.39.fa_sub.contigs.fa,74.92957765305064,84.71,2.51,25.0,2604139,17583,58_1,NA,NA,3,99.96,99.95,substantial,low
chicken1_D20_maxbin.007.fasta.contigs.fa,87.02134698659896,98.05,2.95,41.67,3495144,88985,59_1,NA,NA,20,99.92,99.58,near,low
chicken1_D27_maxbin.029.fasta.contigs.fa,65.26991126970735,85.61,4.93,37.5,2686392,76558,60_1,NA,NA,3,99.92,99.91,substantial,low
chicken1_D30_maxbin.026.fasta.contigs.fa,74.97330071508777,86.53,2.87,18.18,2849964,32408,61_1,NA,NA,2,99.62,99.62,substantial,low
chicken1_D42_maxbin.028.fasta_sub.contigs.fa,69.25138259144855,79.83,2.81,45.0,2518409,25272,62_1,NA,NA,3,98.81,98.30,substantial,low
chicken1_D43_maxbin.046.fasta.contigs.fa,65.59724118580694,81.28,3.87,60.0,2130147,44718,63_0,NA,NA,1,NA,NA,substantial,low
chicken1_D16_maxbin.013.fasta.contigs.fa,79.97630656113778,94.09,3.31,0.0,3559269,69501,64_1,NA,NA,10,99.91,98.79,near,low
chicken1_D43_maxbin.018.fasta.contigs.fa,49.90052823667988,93.46,10.34,66.67,2749431,28425,65_0,NA,NA,1,NA,NA,near,high
chicken1_D34_maxbin.025.fasta.contigs.fa,88.44643838569759,85.89,0.0,0.0,2469045,118524,66_1,NA,NA,20,99.99,99.82,substantial,none
chicken1_D30_maxbin.029.fasta.contigs.fa,56.28215282354972,76.48,4.5,7.14,3172862,8472,66_2,NA,NA,3,99.71,99.66,substantial,low
chicken1_D39_maxbin.006.fasta.contigs.fa,82.63798610791885,80.24,0.0,0.0,1585510,57234,67_1,NA,NA,19,99.96,99.81,substantial,none
chicken1_D18_maxbin.005.fasta.contigs.fa,92.207555410253,89.85,0.03,0.0,2368010,94641,68_1,NA,NA,7,99.98,99.91,substantial,low
chicken1_D21_maxbin.013.fasta.contigs.fa,94.84661754817984,93.15,0.18,37.5,2083772,104555,69_1,NA,NA,7,99.97,99.93,near,low
chicken1_D3_maxbin.007.fasta.contigs.fa,76.85013279794532,87.5,2.5,12.5,2668269,108459,70_0,NA,NA,1,NA,NA,substantial,low
chicken1_D39_maxbin.002.fasta.contigs.fa,98.61252217030876,95.97,0.0,0.0,2118984,176021,71_1,NA,NA,7,99.99,99.94,near,none
chicken1_D43_maxbin.048.fasta.contigs.fa,78.0512321579978,84.85,1.69,40.0,1637912,8137,72_0,NA,NA,1,NA,NA,substantial,low
chicken1_D43_maxbin.032.fasta.contigs.fa,87.23316356445461,87.47,0.34,0.0,1868545,76971,73_0,NA,NA,1,NA,NA,substantial,low
chicken1_D23_maxbin.033.fasta.contigs.fa,41.80199314324504,88.1,9.59,6.9,2767561,8721,74_0,NA,NA,1,NA,NA,substantial,medium
chicken1_C-6_maxbin.008.fasta.contigs.fa,84.0339153084576,93.97,2.48,0.0,3396516,78784,75_1,NA,NA,5,99.90,99.31,near,low
chicken1_D43_maxbin.033.fasta.contigs.fa,91.07259558895043,92.07,0.51,0.0,2443062,116196,76_0,NA,NA,1,NA,NA,near,low
chicken1_D9_maxbin.010.fasta.contigs.fa,99.62856972862411,97.32,0.0,0.0,3134623,38620,77_1,NA,NA,42,99.97,97.97,near,none
chicken1_D2_maxbin.027.fasta.contigs.fa,87.6666797728869,91.05,1.17,0.0,2324644,78487,78_1,NA,NA,12,99.97,99.88,near,low
chicken1_D43_maxbin.021.fasta.contigs.fa,95.51242359112682,93.96,0.0,0.0,2088976,116104,79_0,NA,NA,1,NA,NA,near,none
chicken1_D40_maxbin.033.fasta.contigs.fa,94.25685044358414,97.55,1.17,0.0,2142371,118586,80_1,NA,NA,24,100.00,99.97,near,low
chicken1_D43_maxbin.107.fasta.contigs.fa,8.384610822651563,80.22,14.79,8.0,2527365,6650,81_0,NA,NA,1,NA,NA,substantial,high
chicken1_D9_maxbin.006.fasta.contigs.fa,102.7140657836653,100.0,0.0,0.0,4008516,244501,82_1,NA,NA,43,100.00,99.98,perfect,none
chicken1_D14_maxbin.003.fasta.contigs.fa,101.22746595660472,99.62,0.19,50.0,5074844,78900,83_1,NA,NA,31,99.93,98.60,near,low
chicken1_D43_maxbin.153.fasta.contigs.fa,66.90561125774511,74.95,1.89,33.33,1342369,3246,84_0,NA,NA,1,NA,NA,substantial,low
chicken1_D41_maxbin.026.fasta.contigs.fa,101.415349814054,99.59,0.14,50.0,6385845,74395,85_1,NA,NA,2,99.96,99.96,near,low
chicken1_D34_maxbin.038.fasta.contigs.fa,55.00679944292647,73.6,4.19,0.0,1726718,47262,86_1,NA,NA,3,99.96,99.95,substantial,low
chicken1_D21_maxbin.023.fasta.contigs.fa,60.77071496592663,95.41,7.18,3.45,2903193,9683,87_0,NA,NA,1,NA,NA,near,medium
chicken1_D9_maxbin.018.fasta.contigs.fa,95.93830353967384,93.55,0.0,0.0,3113346,55171,88_1,NA,NA,18,99.98,99.15,near,none
chicken1_D22_maxbin.032.fasta.contigs.fa,5.582726413887647,88.21,16.88,4.44,2501249,10151,89_0,NA,NA,1,NA,NA,substantial,very high
chicken1_D43_maxbin.100.fasta.contigs.fa,51.74614716580572,79.27,5.93,20.0,2169060,6923,90_0,NA,NA,1,NA,NA,substantial,medium
chicken1_D21_maxbin.007.fasta.contigs.fa,97.1063294198885,97.96,0.68,0.0,3477310,113288,91_1,NA,NA,3,99.96,99.88,near,low
chicken1_D6_maxbin.015.fasta.contigs.fa,85.48423724738842,86.39,0.68,0.0,2025729,88985,92_1,NA,NA,19,99.99,99.88,substantial,low
chicken1_D34_maxbin.024.fasta.contigs.fa,99.62679479600943,99.2,0.39,0.0,4610884,51827,93_1,NA,NA,14,99.96,99.94,near,low
chicken1_D9_maxbin.019.fasta.contigs.fa,89.9223209282682,94.13,1.34,0.0,2401072,88477,94_1,NA,NA,26,99.96,99.55,near,low
chicken1_D34_maxbin.008.fasta.contigs.fa,67.47320231741506,85.51,4.03,25.0,2822535,14839,94_2,NA,NA,1,NA,NA,substantial,low
chicken1_D30_maxbin.025.fasta.contigs.fa,89.99465125525334,98.66,2.01,0.0,2550072,53617,95_0,NA,NA,1,NA,NA,near,low
chicken1_D43_maxbin.057.fasta.contigs.fa,62.39733963777255,79.99,3.96,25.0,2422481,24813,96_0,NA,NA,1,NA,NA,substantial,low
chicken1_D22_maxbin.014.fasta.contigs.fa,94.07861986968616,93.4,0.36,0.0,2530439,82854,97_1,NA,NA,33,99.97,99.87,near,low
chicken1_D8_metabat2.83.fa.contigs.fa,77.80921983066364,75.76,0.0,0.0,1527694,12114,98_1,NA,NA,11,99.75,98.18,substantial,none
chicken1_D12_metabat2.53.fa.contigs.fa,73.3258951772235,72.21,0.17,0.0,1745859,7839,99_1,NA,NA,3,99.89,99.87,substantial,low
chicken1_D17_maxbin.022.fasta.contigs.fa,84.69678524280924,89.14,1.34,0.0,2140325,30117,100_1,NA,NA,7,99.82,99.56,substantial,low
chicken1_D16_maxbin.015.fasta.contigs.fa,50.32540850113875,95.3,10.6,51.61,3500174,118259,101_1,NA,NA,2,99.83,99.83,near,high
chicken1_D21_maxbin.008.fasta.contigs.fa,98.48202356452528,98.32,0.47,0.0,3315072,96809,102_1,NA,NA,5,99.97,99.82,near,low
chicken1_D9_maxbin.005.fasta.contigs.fa,76.3930757017638,74.7,0.16,100.0,1941439,42915,103_1,NA,NA,7,99.82,99.58,substantial,low
chicken1_D15_maxbin.007.fasta.contigs.fa,52.41475642779597,77.72,6.04,42.86,2726158,37733,104_1,NA,NA,2,99.77,99.77,substantial,medium
chicken1_D35_maxbin.009.fasta.contigs.fa,72.54310821219273,80.51,2.32,57.14,2156612,38198,105_1,NA,NA,2,99.64,99.64,substantial,low
chicken1_D28_maxbin.022.fasta.contigs.fa,49.79201653226066,72.07,5.16,45.45,1954501,20587,105_2,NA,NA,1,NA,NA,substantial,medium
chicken1_D42_maxbin.013.fasta.contigs.fa,12.124874490081616,78.68,14.14,20.69,2231809,25039,105_3,NA,NA,1,NA,NA,substantial,high
chicken1_D20_maxbin.013.fasta.contigs.fa,44.07721982309898,86.21,9.26,30.0,2337428,54757,106_0,NA,NA,1,NA,NA,substantial,medium
chicken1_D43_maxbin.035.fasta.contigs.fa,67.50764108985693,96.71,6.7,43.48,2631723,53575,107_0,NA,NA,1,NA,NA,near,medium
chicken1_C-5_maxbin.019.fasta.contigs.fa,89.98899680252124,89.34,0.34,0.0,2198043,45613,108_1,NA,NA,11,99.98,99.90,substantial,low
chicken1_D28_maxbin.004.fasta.contigs.fa,92.49137056660402,91.16,0.23,0.0,2519428,84259,109_1,NA,NA,31,99.96,98.45,near,low
chicken1_D43_maxbin.005.fasta.contigs.fa,79.39120852471628,84.42,1.43,66.67,2156190,19754,110_0,NA,NA,1,NA,NA,substantial,low
chicken1_D43_maxbin.053.fasta.contigs.fa,56.25745697340948,75.84,4.71,60.0,2016570,17495,111_0,NA,NA,1,NA,NA,substantial,low
chicken1_D8_maxbin.039.fasta.contigs.fa,87.04307689643026,84.56,0.0,0.0,2175331,84647,112_1,NA,NA,20,99.97,99.90,substantial,none
chicken1_D27_maxbin.006.fasta.contigs.fa,96.48182308294258,97.32,0.67,0.0,2440760,96783,113_1,NA,NA,21,99.96,99.74,near,low
chicken1_D33_maxbin.007.fasta.contigs.fa,99.82036690941584,97.29,0.0,0.0,2752954,105393,114_1,NA,NA,6,99.95,99.83,near,none
chicken1_D32_maxbin.010.fasta.contigs.fa,98.03326675084692,97.29,0.34,0.0,3533310,70738,115_1,NA,NA,5,99.94,99.72,near,low
chicken1_D43_maxbin.115.fasta.contigs.fa,56.24180450293531,84.51,5.93,7.69,1729916,6480,116_0,NA,NA,1,NA,NA,substantial,medium
chicken1_D43_maxbin.045.fasta.contigs.fa,75.6743882939386,90.6,3.42,28.57,1891504,22625,117_0,NA,NA,1,NA,NA,near,low
chicken1_D43_maxbin.011.fasta.contigs.fa,21.364223718994,71.3,11.65,61.7,1402110,16306,118_0,NA,NA,1,NA,NA,substantial,high
chicken1_D43_maxbin.028.fasta.contigs.fa,89.31028002561268,88.72,0.16,0.0,1223780,55025,119_0,NA,NA,1,NA,NA,substantial,low
chicken1_D43_maxbin.002.fasta.contigs.fa,88.01414116454745,89.01,0.55,0.0,1034386,293956,120_0,NA,NA,1,NA,NA,substantial,low
