genome,cluster,score
human1_concoct_10_refined_2_Bin_3_3-contigs.fa,89_0,89.31554777343501
human1_concoct_10_refined_2_Bin_2_15-contigs.fa,90_0,66.1768572633917
human1_concoct_10_refined_2_Bin_2_11_1-contigs.fa,91_1,81.72552736565942
human1_concoct_10_refined_2_Bin_2_3-contigs.fa,92_0,75.69165113928383
human1_concoct_10_refined_2_Bin_5_10_1-contigs.fa,93_0,82.92805497495637
human1_concoct_10_refined_2_Bin_2_5_1-contigs.fa,94_1,92.77008783394938
human1_DAS_maxbin_096_fasta_contigs-contigs.fa,95_0,90.47362569335503
human1_DAS_maxbin_125_fasta_contigs-contigs.fa,96_0,73.48128813192314
human1_DAS_maxbin_128_fasta_contigs-contigs.fa,97_0,96.36642112728426
human1_concoct_10_refined_2_Bin_2_17-contigs.fa,98_1,78.56263195861607
human1_concoct_10_refined_2_Bin_9_27-contigs.fa,99_1,88.61079771597697
human1_DAS_maxbin_042_fasta_contigs-contigs.fa,100_0,76.6454136942264
human1_concoct_10_refined_2_Bin_9_26_1-contigs.fa,101_1,95.29836979346811
human1_DAS_maxbin_117_fasta_contigs-contigs.fa,102_1,92.51749630186652
human1_DAS_maxbin_029_fasta_contigs-contigs.fa,103_1,63.299147727315734
human1_concoct_10_refined_2_Bin_2_1-contigs.fa,104_1,92.70929491387997
human1_concoct_10_refined_2_Bin_4_13_1-contigs.fa,105_1,92.43548757500338
human1_concoct_10_refined_2_Bin_3_2_1-contigs.fa,106_1,87.57459750837558
human1_concoct_10_refined_2_Bin_4_5-contigs.fa,107_0,72.79943831468606
human1_DAS_maxbin_156_fasta_contigs-contigs.fa,108_1,95.05642815685616
human1_DAS_maxbin_129_fasta_contigs-contigs.fa,109_1,87.11410564607942
human1_concoct_10_refined_2_Bin_2_18_1-contigs.fa,110_1,86.10764979733732
human1_concoct_10_refined_2_Bin_4_7-contigs.fa,111_1,76.60335994393165
human1_concoct_10_refined_2_Bin_2_25-contigs.fa,112_0,82.72547763065091
human1_DAS_maxbin_065_fasta_contigs-contigs.fa,113_1,77.10831181714839
human1_concoct_10_refined_2_Bin_2_16-contigs.fa,114_1,80.47783672799198
human1_concoct_10_refined_2_Bin_2_12-contigs.fa,115_1,74.66034867629806
human1_concoct_10_refined_2_Bin_2_23-contigs.fa,116_1,67.54283633492746
human1_concoct_10_refined_2_Bin_3_4-contigs.fa,117_0,75.94893562266759
human1_concoct_10_refined_2_Bin_2_9-contigs.fa,118_1,77.77042496598557
human1_DAS_maxbin_019_fasta_contigs-contigs.fa,119_0,75.67304230881568
human1_DAS_maxbin_021_fasta_contigs-contigs.fa,120_0,86.51000449491698
human1_concoct_10_refined_2_Bin_4_2-contigs.fa,121_1,87.33023093521926
human1_DAS_maxbin_135_fasta_contigs-contigs.fa,122_1,74.0921834233181
human1_concoct_10_refined_2_Bin_5_12-contigs.fa,123_0,82.91782849147589
human1_DAS_maxbin_134_fasta_sub_contigs-contigs.fa,124_0,74.23354786294733
human1_concoct_10_refined_2_Bin_2_8_1-contigs.fa,125_0,89.99284934173114
human1_concoct_10_refined_2_Bin_5_6_1-contigs.fa,126_0,55.54492699199217
human1_concoct_10_refined_2_Bin_2_20-contigs.fa,127_1,79.48540122815533
human1_concoct_10_refined_2_Bin_2_19-contigs.fa,128_0,86.30151900175134
