genome,cluster,score
chicken1_concoct_20_refined_2_Bin_18_6_1-contigs.fa,120_1,82.2176523305408
chicken1_DAS_maxbin_119_fasta_contigs-contigs.fa,121_0,77.75951560324584
chicken1_concoct_20_refined_2_Bin_9_10_1-contigs.fa,122_1,97.95259577030342
chicken1_DAS_maxbin_261_fasta_contigs-contigs.fa,123_0,69.04983973119074
chicken1_concoct_20_refined_2_Bin_15_5-contigs.fa,124_1,91.77257835096991
chicken1_concoct_20_refined_2_Bin_12_8_1-contigs.fa,125_1,81.31033315084002
chicken1_concoct_20_refined_2_Bin_18_10_1-contigs.fa,126_1,91.39913670369015
chicken1_DAS_maxbin_130_fasta_contigs-contigs.fa,127_0,91.23588477925658
chicken1_concoct_20_refined_2_Bin_7_3-contigs.fa,128_0,80.36306781503883
chicken1_concoct_20_refined_2_Bin_15_9-contigs.fa,129_1,79.11582322205581
chicken1_concoct_20_refined_2_Bin_11_14-contigs.fa,130_1,83.88183625786534
chicken1_concoct_20_refined_2_Bin_11_16_1-contigs.fa,131_0,93.01234918688738
chicken1_DAS_maxbin_194_fasta_contigs-contigs.fa,132_1,75.52880452881196
chicken1_DAS_maxbin_145_fasta_contigs-contigs.fa,133_0,61.59342515317045
chicken1_concoct_20_refined_2_Bin_9_3_1-contigs.fa,134_1,83.8542341748761
chicken1_concoct_20_refined_2_Bin_11_5-contigs.fa,135_1,72.34969647516097
chicken1_DAS_maxbin_018_fasta_contigs-contigs.fa,136_1,93.0908406081026
chicken1_concoct_20_refined_2_Bin_9_1_1-contigs.fa,137_1,70.95825880527477
chicken1_concoct_20_refined_2_Bin_8_5_1-contigs.fa,138_1,102.5067179516589
chicken1_concoct_20_refined_2_Bin_9_12-contigs.fa,139_1,95.12152860526402
chicken1_concoct_20_refined_2_Bin_17_6_1-contigs.fa,140_1,82.84091568874481
chicken1_DAS_maxbin_199_fasta_contigs-contigs.fa,141_1,75.43618614107396
chicken1_DAS_maxbin_279_fasta_contigs-contigs.fa,142_0,70.18795063961294
chicken1_concoct_20_refined_2_Bin_9_8-contigs.fa,143_1,90.22147318526795
chicken1_concoct_20_refined_2_Bin_12_9-contigs.fa,144_1,86.85331384997806
chicken1_concoct_20_refined_2_Bin_14_5-contigs.fa,145_0,84.77684492299583
chicken1_concoct_20_refined_2_Bin_9_16-contigs.fa,146_1,92.07550297852033
chicken1_DAS_maxbin_113_fasta_contigs-contigs.fa,147_0,70.1522162429116
chicken1_concoct_20_refined_2_Bin_11_6-contigs.fa,148_0,68.74881812616479
chicken1_concoct_20_refined_2_Bin_17_2_1-contigs.fa,149_1,88.18068737579296
chicken1_DAS_maxbin_007_fasta_contigs-contigs.fa,150_0,43.11442366263851
chicken1_DAS_maxbin_161_fasta_contigs-contigs.fa,151_0,31.688058258848226
chicken1_concoct_20_refined_2_Bin_16_5-contigs.fa,152_1,78.06742381648776
chicken1_concoct_20_refined_2_Bin_6_15-contigs.fa,153_1,89.853602208798
chicken1_DAS_maxbin_136_fasta_contigs-contigs.fa,154_0,10.92644284948099
chicken1_concoct_20_refined_2_Bin_6_4-contigs.fa,155_1,80.11874131133033
chicken1_concoct_20_refined_2_Bin_6_5-contigs.fa,156_1,92.41020154346116
chicken1_DAS_maxbin_213_fasta_contigs-contigs.fa,157_1,69.07442560754436
chicken1_concoct_20_refined_2_Bin_12_10_1-contigs.fa,158_1,82.7693079481113
chicken1_concoct_20_refined_2_Bin_11_8_1-contigs.fa,159_1,80.31833097266271
chicken1_concoct_20_refined_2_Bin_14_4-contigs.fa,160_1,76.60729416028123
chicken1_DAS_maxbin_135_fasta_contigs-contigs.fa,161_1,72.81020855298267
chicken1_concoct_20_refined_2_Bin_8_3_1-contigs.fa,162_1,92.25242381648776
chicken1_concoct_20_refined_2_Bin_11_1_1-contigs.fa,163_1,76.02895260695853
chicken1_concoct_20_refined_2_Bin_18_8_1-contigs.fa,164_1,70.54350324872583
chicken1_concoct_20_refined_2_Bin_6_7-contigs.fa,165_1,96.5450678846857
chicken1_DAS_maxbin_169_fasta_contigs-contigs.fa,166_0,84.40379952624063
chicken1_concoct_20_refined_2_Bin_11_4_1-contigs.fa,167_0,75.28385157745261
chicken1_DAS_maxbin_157_fasta_contigs-contigs.fa,168_0,86.19935335176447
chicken1_concoct_20_refined_2_Bin_11_3-contigs.fa,169_0,85.98764973974919
chicken1_concoct_20_refined_2_Bin_11_12-contigs.fa,170_1,64.52848340882548
chicken1_DAS_maxbin_085_fasta_contigs-contigs.fa,171_0,46.835233777685204
chicken1_DAS_maxbin_239_fasta_contigs-contigs.fa,172_0,72.98276533485546
chicken1_concoct_20_refined_2_Bin_11_10_1-contigs.fa,173_1,91.7334263772589
chicken1_concoct_20_refined_2_Bin_18_1_1-contigs.fa,174_1,67.57001000541402
chicken1_concoct_20_refined_2_Bin_13_2-contigs.fa,175_1,73.45431315482999
chicken1_DAS_maxbin_061_fasta_contigs-contigs.fa,176_0,64.89665563399372
chicken1_concoct_20_refined_2_Bin_9_4-contigs.fa,177_1,61.92103353888578
chicken1_DAS_maxbin_132_fasta_contigs-contigs.fa,178_0,59.010184544499914
chicken1_concoct_20_refined_2_Bin_15_7_1-contigs.fa,179_1,71.40988124884261
chicken1_concoct_20_refined_2_Bin_15_2-contigs.fa,180_0,79.45152242130048
chicken1_concoct_20_refined_2_Bin_5_1_1-contigs.fa,181_1,99.9911444790294
chicken1_concoct_20_refined_2_Bin_5_2_1-contigs.fa,182_1,92.34214507566159
chicken1_concoct_20_refined_2_Bin_6_21_1-contigs.fa,183_1,97.14266436570264
chicken1_concoct_20_refined_2_Bin_17_3-contigs.fa,184_1,101.04706405406169
chicken1_concoct_20_refined_2_Bin_9_14-contigs.fa,185_1,95.40449805953067
chicken1_concoct_20_refined_2_Bin_5_4_1-contigs.fa,186_0,97.94791561572119
chicken1_DAS_maxbin_314_fasta_contigs-contigs.fa,187_1,96.8309456783437
chicken1_concoct_20_refined_2_Bin_0_1-contigs.fa,188_0,80.16682943368409
chicken1_concoct_20_refined_2_Bin_0_12-contigs.fa,189_0,73.8135311762772
chicken1_concoct_20_refined_2_Bin_7_7-contigs.fa,190_0,87.28340653000059
chicken1_concoct_20_refined_2_Bin_0_5-contigs.fa,191_0,76.00576295420603
