genome,score,completeness,contamination,strain_heterogeneity,size,N50,cluster,taxonomy,tax_confidence,cluster_members,closest_cluster_member,furthest_cluster_member,completeness_metric,contamination_metric
chicken1_concoct_20_refined_2_Bin_13_8-contigs.fa,82.7217839238094,96.39,3.66,66.67,3411116,19201,30_1,NA,NA,2,100.00,100.00,near,low
chicken1_concoct_20_refined_2_Bin_16_1-contigs.fa,75.1751184719554,85.32,2.49,50.0,2753978,10477,31_0,NA,NA,1,NA,NA,substantial,low
chicken1_concoct_20_refined_2_Bin_7_4_1-contigs.fa,87.10493254642097,96.51,2.42,50.0,3548458,74108,32_0,NA,NA,1,NA,NA,near,low
chicken1_DAS_maxbin_318_fasta_contigs-contigs.fa,92.76564769794832,94.13,0.79,66.67,6529212,10421,33_1,NA,NA,2,100.00,100.00,near,low
chicken1_concoct_20_refined_2_Bin_6_10_1-contigs.fa,99.435806935151,98.21,0.34,100.0,2747622,118051,34_1,NA,NA,2,99.98,99.98,near,low
chicken1_concoct_20_refined_2_Bin_5_6-contigs.fa,91.51960415109288,90.1,0.0,0.0,2088163,54854,35_0,NA,NA,1,NA,NA,near,none
chicken1_DAS_maxbin_165_fasta_contigs-contigs.fa,97.65045379166752,95.3,0.0,0.0,2989489,39894,36_1,NA,NA,2,100.00,100.00,near,none
chicken1_DAS_maxbin_073_fasta_contigs-contigs.fa,85.41688079174955,97.99,2.77,0.0,3786821,28429,37_0,NA,NA,1,NA,NA,near,low
chicken1_concoct_20_refined_2_Bin_7_9_1-contigs.fa,93.80207635358563,100.0,1.74,0.0,4907923,80196,38_1,NA,NA,2,100.00,100.00,perfect,low
chicken1_concoct_20_refined_2_Bin_7_12-contigs.fa,92.41339212104012,98.95,1.79,0.0,2191757,53307,39_1,NA,NA,2,100.00,100.00,near,low
chicken1_DAS_maxbin_010_fasta_contigs-contigs.fa,94.88700485468487,92.62,0.0,0.0,2169643,27165,40_1,NA,NA,2,100.00,100.00,near,none
chicken1_concoct_20_refined_2_Bin_9_7-contigs.fa,86.0973456341911,84.56,0.0,0.0,2025262,94339,41_0,NA,NA,1,NA,NA,substantial,none
chicken1_DAS_maxbin_143_fasta_contigs-contigs.fa,84.67324720769336,86.58,0.89,0.0,2790886,96940,42_1,NA,NA,2,100.00,100.00,substantial,low
chicken1_concoct_20_refined_2_Bin_15_4-contigs.fa,96.95113877346384,94.63,0.0,0.0,2734753,34856,43_1,NA,NA,2,100.00,100.00,near,none
chicken1_concoct_20_refined_2_Bin_7_5_1-contigs.fa,93.5999758777413,91.35,0.05,0.0,2411408,79424,44_1,NA,NA,2,100.00,100.00,near,low
chicken1_DAS_maxbin_077_fasta_contigs-contigs.fa,4.0944435326087625,89.92,17.93,13.33,2427218,58715,45_0,NA,NA,1,NA,NA,substantial,very high
chicken1_DAS_maxbin_256_fasta_contigs-contigs.fa,93.48455792209252,92.34,0.23,50.0,1987119,18160,46_1,NA,NA,2,100.00,100.00,near,low
chicken1_concoct_20_refined_2_Bin_8_4_1-contigs.fa,65.05721251439851,92.34,6.1,12.5,2351585,64480,47_1,NA,NA,2,100.00,100.00,near,medium
chicken1_DAS_maxbin_074_fasta_sub_contigs-contigs.fa,46.35200174016579,71.34,5.27,0.0,2603787,42073,48_0,NA,NA,1,NA,NA,substantial,medium
chicken1_DAS_maxbin_196_fasta_contigs-contigs.fa,69.90893135786312,77.56,1.79,16.67,1758159,7963,49_0,NA,NA,1,NA,NA,substantial,low
chicken1_DAS_maxbin_252_fasta_contigs-contigs.fa,73.70579156485812,72.15,0.0,0.0,1577927,102703,50_0,NA,NA,1,NA,NA,substantial,none
chicken1_concoct_20_refined_2_Bin_0_4-contigs.fa,80.04332553854444,80.73,0.34,0.0,1585675,8446,51_0,NA,NA,1,NA,NA,substantial,low
chicken1_DAS_maxbin_291_fasta_contigs-contigs.fa,85.60945528858778,84.85,0.07,100.0,1435960,9526,52_0,NA,NA,1,NA,NA,substantial,low
chicken1_concoct_20_refined_2_Bin_6_16_1-contigs.fa,90.50132671036744,87.92,0.0,0.0,2561002,115519,53_1,NA,NA,2,100.00,100.00,substantial,none
chicken1_concoct_20_refined_2_Bin_6_22-contigs.fa,87.62451672610376,91.28,1.01,0.0,2369649,48869,54_0,NA,NA,1,NA,NA,near,low
chicken1_concoct_20_refined_2_Bin_17_5_1-contigs.fa,81.02608282498905,81.48,0.56,0.0,1998247,39099,55_1,NA,NA,2,100.00,100.00,substantial,low
chicken1_concoct_20_refined_2_Bin_0_13_1-contigs.fa,42.60903943096873,70.92,5.85,0.0,1358898,5999,56_0,NA,NA,1,NA,NA,substantial,medium
chicken1_concoct_20_refined_2_Bin_11_13-contigs.fa,93.90755739270207,91.95,0.11,0.0,2507500,82246,57_1,NA,NA,2,100.00,100.00,near,low
chicken1_DAS_maxbin_181_fasta_contigs-contigs.fa,84.45508600417837,85.35,0.67,0.0,2006613,64591,58_1,NA,NA,2,100.00,100.00,substantial,low
chicken1_concoct_20_refined_2_Bin_7_14-contigs.fa,83.95572605783292,98.19,3.37,0.0,2878801,135451,59_1,NA,NA,2,99.98,99.98,near,low
chicken1_DAS_maxbin_128_fasta_contigs-contigs.fa,86.42182309324242,92.34,1.69,0.0,2987357,91970,60_1,NA,NA,2,100.00,100.00,near,low
chicken1_concoct_20_refined_2_Bin_6_9_1-contigs.fa,93.07361876030788,90.94,0.06,0.0,2252828,58511,61_1,NA,NA,2,100.00,100.00,near,low
chicken1_concoct_20_refined_2_Bin_15_3-contigs.fa,91.53867441084238,92.62,0.69,50.0,2240936,8859,62_1,NA,NA,2,100.00,100.00,near,low
chicken1_concoct_20_refined_2_Bin_6_12-contigs.fa,73.67765015491204,82.33,2.35,20.0,2399233,143009,63_1,NA,NA,2,100.00,100.00,substantial,low
chicken1_DAS_maxbin_241_fasta_contigs-contigs.fa,78.80633946976727,80.94,0.82,100.0,1984161,15584,64_0,NA,NA,1,NA,NA,substantial,low
chicken1_DAS_maxbin_247_fasta_contigs-contigs.fa,15.973226132747858,81.58,14.6,42.42,2714058,19944,65_0,NA,NA,1,NA,NA,substantial,high
chicken1_DAS_maxbin_282_fasta_contigs-contigs.fa,14.59401072131453,85.74,14.52,3.57,2480036,5906,66_0,NA,NA,1,NA,NA,substantial,high
chicken1_concoct_20_refined_2_Bin_16_6-contigs.fa,48.62289857160192,83.55,8.51,78.26,2810683,6698,67_0,NA,NA,1,NA,NA,substantial,medium
chicken1_DAS_maxbin_090_fasta_contigs-contigs.fa,85.52871743787979,93.2,2.04,0.0,3383751,90664,68_1,NA,NA,2,100.00,100.00,near,low
chicken1_DAS_maxbin_024_fasta_contigs-contigs.fa,67.06529915660565,80.95,3.4,20.0,2166808,58967,69_1,NA,NA,2,100.00,100.00,substantial,low
chicken1_concoct_20_refined_2_Bin_16_4-contigs.fa,84.7777764480097,87.62,1.04,25.0,2331985,12461,70_1,NA,NA,2,100.00,100.00,substantial,low
chicken1_concoct_20_refined_2_Bin_7_1-contigs.fa,78.6691693259721,82.99,1.36,0.0,2148447,72167,71_1,NA,NA,2,100.00,100.00,substantial,low
chicken1_concoct_20_refined_2_Bin_18_2-contigs.fa,76.1100759741097,82.31,1.87,44.44,2316905,34522,72_1,NA,NA,2,100.00,100.00,substantial,low
chicken1_concoct_20_refined_2_Bin_13_1-contigs.fa,41.77065120021325,72.36,6.47,6.67,2810653,36158,73_0,NA,NA,1,NA,NA,substantial,medium
chicken1_concoct_20_refined_2_Bin_6_11-contigs.fa,90.20306732776284,88.59,0.0,0.0,1675953,133701,74_0,NA,NA,1,NA,NA,substantial,none
chicken1_concoct_20_refined_2_Bin_6_27-contigs.fa,85.40068947492053,93.96,2.01,0.0,2441531,76099,75_0,NA,NA,1,NA,NA,near,low
chicken1_DAS_maxbin_141_fasta_contigs-contigs.fa,93.14280447811488,93.96,0.45,0.0,2578552,58292,76_0,NA,NA,1,NA,NA,near,low
chicken1_concoct_20_refined_2_Bin_6_19_1-contigs.fa,71.84756630042149,73.74,0.67,0.0,2036666,65333,77_0,NA,NA,1,NA,NA,substantial,low
chicken1_concoct_20_refined_2_Bin_7_2-contigs.fa,81.1002606280352,78.52,0.02,100.0,1678859,166158,78_1,NA,NA,2,100.00,100.00,substantial,low
chicken1_DAS_maxbin_096_fasta_contigs-contigs.fa,97.86844984483244,98.66,0.67,0.0,2747919,103968,79_1,NA,NA,2,100.00,100.00,near,low
chicken1_concoct_20_refined_2_Bin_6_26-contigs.fa,66.52309042383979,87.19,4.87,28.57,2409256,30443,80_1,NA,NA,2,100.00,100.00,substantial,low
chicken1_concoct_20_refined_2_Bin_5_5_1-contigs.fa,80.75495262298898,81.66,0.67,0.0,2746548,61656,81_1,NA,NA,2,100.00,100.00,substantial,low
chicken1_DAS_maxbin_155_fasta_contigs-contigs.fa,75.19357385182009,92.06,3.86,0.0,3206273,58533,82_1,NA,NA,2,99.99,99.99,near,low
chicken1_concoct_20_refined_2_Bin_6_13-contigs.fa,95.62794450358903,94.34,0.0,0.0,1923162,29915,83_0,NA,NA,1,NA,NA,near,none
chicken1_concoct_20_refined_2_Bin_6_25-contigs.fa,44.83286530116828,84.0,8.9,37.04,3295379,9393,84_1,NA,NA,2,99.99,99.99,substantial,medium
chicken1_concoct_20_refined_2_Bin_6_28_1-contigs.fa,31.182039709271383,78.35,10.37,23.08,2449886,30258,85_1,NA,NA,2,99.82,99.82,substantial,high
chicken1_concoct_20_refined_2_Bin_6_23-contigs.fa,76.55196384638504,85.23,2.37,42.86,2127040,16312,86_1,NA,NA,2,99.99,99.99,substantial,low
chicken1_concoct_20_refined_2_Bin_6_1-contigs.fa,70.1357518422033,92.28,4.97,6.67,2954880,44628,87_1,NA,NA,2,99.94,99.94,near,low
chicken1_concoct_20_refined_2_Bin_6_6-contigs.fa,63.5476117233205,76.94,3.41,45.45,2102805,13101,88_1,NA,NA,2,99.91,99.91,substantial,low
chicken1_concoct_20_refined_2_Bin_13_4_1-contigs.fa,45.77738565264429,87.63,9.77,47.83,3313559,35392,89_1,NA,NA,2,99.99,99.99,substantial,medium
chicken1_concoct_20_refined_2_Bin_18_4_1-contigs.fa,62.90103863820639,78.56,4.47,100.0,3100749,21987,90_1,NA,NA,2,100.00,100.00,substantial,low
chicken1_concoct_20_refined_2_Bin_13_7-contigs.fa,53.93923051352693,74.29,5.08,58.33,2304832,11889,91_1,NA,NA,2,99.85,99.85,substantial,medium
chicken1_concoct_20_refined_2_Bin_13_3_1-contigs.fa,69.67412395900645,90.44,5.09,66.67,2642185,30286,92_0,NA,NA,1,NA,NA,near,medium
chicken1_concoct_20_refined_2_Bin_13_5_1-contigs.fa,56.97152276448639,90.78,7.38,23.08,3358613,47472,93_0,NA,NA,1,NA,NA,near,medium
chicken1_DAS_maxbin_036_fasta_contigs-contigs.fa,48.455614736800015,75.83,6.94,76.92,2350787,7499,94_1,NA,NA,2,99.99,99.99,substantial,medium
chicken1_DAS_maxbin_131_fasta_contigs-contigs.fa,65.05735306530681,73.85,2.14,33.33,1672831,19417,95_0,NA,NA,1,NA,NA,substantial,low
chicken1_concoct_20_refined_2_Bin_6_3_1-contigs.fa,81.08953915918514,82.89,0.67,0.0,2293706,99788,96_0,NA,NA,1,NA,NA,substantial,low
chicken1_DAS_maxbin_217_fasta_contigs-contigs.fa,76.15106799310647,75.96,0.29,100.0,1962064,40007,97_0,NA,NA,1,NA,NA,substantial,low
chicken1_DAS_maxbin_037_fasta_contigs-contigs.fa,72.39589584050165,90.27,4.05,0.0,2812731,44900,98_1,NA,NA,2,99.98,99.98,near,low
chicken1_DAS_maxbin_138_fasta_contigs-contigs.fa,77.25904517186217,77.18,0.47,0.0,1991034,57294,99_1,NA,NA,2,100.00,100.00,substantial,low
chicken1_concoct_20_refined_2_Bin_6_2_1-contigs.fa,95.39730227285015,93.96,0.0,0.0,2086494,59512,100_0,NA,NA,1,NA,NA,near,none
chicken1_concoct_20_refined_2_Bin_6_14-contigs.fa,86.44963760149687,94.63,2.18,11.11,2099859,71612,101_1,NA,NA,2,99.99,99.99,near,low
chicken1_DAS_maxbin_158_fasta_contigs-contigs.fa,32.03019115646075,79.87,10.15,14.81,2382366,51755,102_0,NA,NA,1,NA,NA,substantial,high
chicken1_concoct_20_refined_2_Bin_17_4_1-contigs.fa,65.8931266090869,79.93,3.36,42.86,2508704,35161,103_0,NA,NA,1,NA,NA,substantial,low
chicken1_DAS_maxbin_191_fasta_contigs-contigs.fa,58.44518944301595,74.14,3.86,60.0,1832202,30087,104_0,NA,NA,1,NA,NA,substantial,low
chicken1_DAS_maxbin_210_fasta_contigs-contigs.fa,55.77048003264309,85.4,6.48,11.11,1876942,10028,105_1,NA,NA,2,99.99,99.99,substantial,medium
chicken1_concoct_20_refined_2_Bin_12_6_1-contigs.fa,77.87663437245665,78.86,0.67,0.0,2240896,43009,106_1,NA,NA,2,99.99,99.99,substantial,low
chicken1_concoct_20_refined_2_Bin_9_11_1-contigs.fa,93.90350177390984,94.3,0.65,50.0,2204266,90574,107_1,NA,NA,2,100.00,100.00,near,low
chicken1_concoct_20_refined_2_Bin_11_2-contigs.fa,89.70948322951723,93.65,1.27,0.0,2999500,52356,108_1,NA,NA,2,100.00,100.00,near,low
chicken1_DAS_maxbin_180_fasta_contigs-contigs.fa,79.59746841265283,91.77,2.74,0.0,3469416,90144,109_0,NA,NA,1,NA,NA,near,low
chicken1_concoct_20_refined_2_Bin_11_9_1-contigs.fa,57.46022262830484,95.57,8.02,9.09,3500598,26449,110_0,NA,NA,1,NA,NA,near,medium
chicken1_concoct_20_refined_2_Bin_12_7-contigs.fa,86.37157554156536,91.46,1.5,75.0,2891727,29727,111_0,NA,NA,1,NA,NA,near,low
chicken1_concoct_20_refined_2_Bin_18_3-contigs.fa,92.7427320297813,94.3,0.79,0.0,3256819,48469,112_1,NA,NA,2,100.00,100.00,near,low
chicken1_DAS_maxbin_056_fasta_contigs-contigs.fa,60.88389452539515,90.55,6.21,0.0,2971324,46536,113_0,NA,NA,1,NA,NA,near,medium
chicken1_concoct_20_refined_2_Bin_14_2_1-contigs.fa,97.69601061384472,98.5,0.63,0.0,5809948,39086,114_1,NA,NA,2,100.00,100.00,near,low
chicken1_concoct_20_refined_2_Bin_11_11-contigs.fa,90.23496953951462,92.44,1.11,100.0,2946806,23439,115_1,NA,NA,2,100.00,100.00,near,low
chicken1_concoct_20_refined_2_Bin_9_18-contigs.fa,101.65616723416048,99.37,0.06,0.0,3365627,118123,116_1,NA,NA,2,100.00,100.00,near,low
chicken1_concoct_20_refined_2_Bin_9_9-contigs.fa,91.18129054469956,89.03,0.08,0.0,2474506,100597,117_1,NA,NA,2,100.00,100.00,substantial,low
chicken1_concoct_20_refined_2_Bin_9_17-contigs.fa,101.64309856680892,99.21,0.0,0.0,3587157,58371,118_1,NA,NA,2,100.00,100.00,near,none
chicken1_concoct_20_refined_2_Bin_11_7_1-contigs.fa,91.08855679027953,95.99,1.52,25.0,2280263,34444,119_1,NA,NA,2,100.00,100.00,near,low
chicken1_concoct_20_refined_2_Bin_18_6_1-contigs.fa,82.2176523305408,89.5,2.06,25.0,2684926,80409,120_1,NA,NA,2,100.00,100.00,substantial,low
chicken1_DAS_maxbin_119_fasta_contigs-contigs.fa,77.75951560324584,82.44,1.34,40.0,2920739,73626,121_0,NA,NA,1,NA,NA,substantial,low
chicken1_concoct_20_refined_2_Bin_9_10_1-contigs.fa,97.95259577030342,98.61,0.63,0.0,3756163,76770,122_1,NA,NA,2,100.00,100.00,near,low
chicken1_DAS_maxbin_261_fasta_contigs-contigs.fa,69.04983973119074,93.04,5.26,15.38,3092697,79745,123_0,NA,NA,1,NA,NA,near,medium
chicken1_concoct_20_refined_2_Bin_15_5-contigs.fa,91.77257835096992,93.68,0.99,60.0,3483868,62684,124_1,NA,NA,2,100.00,100.00,near,low
chicken1_concoct_20_refined_2_Bin_12_8_1-contigs.fa,81.31033315084002,78.93,0.0,0.0,2347363,45779,125_1,NA,NA,2,100.00,100.00,substantial,none
chicken1_concoct_20_refined_2_Bin_18_10_1-contigs.fa,91.39913670369016,96.82,1.58,0.0,3282653,72158,126_1,NA,NA,2,100.00,100.00,near,low
chicken1_DAS_maxbin_130_fasta_contigs-contigs.fa,91.23588477925658,90.0,0.0,0.0,3104729,23538,127_0,NA,NA,1,NA,NA,substantial,none
chicken1_concoct_20_refined_2_Bin_7_3-contigs.fa,80.36306781503883,78.86,0.0,0.0,1901875,80563,128_0,NA,NA,1,NA,NA,substantial,none
chicken1_concoct_20_refined_2_Bin_15_9-contigs.fa,79.11582322205581,91.18,2.99,30.0,2288851,7545,129_1,NA,NA,2,100.00,100.00,near,low
chicken1_concoct_20_refined_2_Bin_11_14-contigs.fa,83.88183625786534,89.56,1.75,50.0,3283472,19672,130_1,NA,NA,2,99.99,99.99,substantial,low
chicken1_concoct_20_refined_2_Bin_11_16_1-contigs.fa,93.01234918688738,97.18,1.11,0.0,4131510,46206,131_0,NA,NA,1,NA,NA,near,low
chicken1_DAS_maxbin_194_fasta_contigs-contigs.fa,75.52880452881196,88.61,3.32,33.33,3975989,53027,132_1,NA,NA,2,100.00,100.00,substantial,low
chicken1_DAS_maxbin_145_fasta_contigs-contigs.fa,61.59342515317045,72.07,2.53,25.0,3414455,95907,133_0,NA,NA,1,NA,NA,substantial,low
chicken1_concoct_20_refined_2_Bin_9_3_1-contigs.fa,83.8542341748761,82.91,0.34,33.33,2874018,91585,134_1,NA,NA,2,100.00,100.00,substantial,low
chicken1_concoct_20_refined_2_Bin_11_5-contigs.fa,72.34969647516097,76.27,1.27,0.0,2446136,57502,135_1,NA,NA,2,99.99,99.99,substantial,low
chicken1_DAS_maxbin_018_fasta_contigs-contigs.fa,93.0908406081026,93.96,0.67,0.0,2606398,72729,136_1,NA,NA,2,100.00,100.00,near,low
chicken1_concoct_20_refined_2_Bin_9_1_1-contigs.fa,70.95825880527477,96.48,5.74,13.04,2731319,57486,137_1,NA,NA,2,100.00,100.00,near,medium
chicken1_concoct_20_refined_2_Bin_8_5_1-contigs.fa,102.5067179516589,99.98,0.0,0.0,2449001,89833,138_1,NA,NA,2,100.00,100.00,near,none
chicken1_concoct_20_refined_2_Bin_9_12-contigs.fa,95.12152860526402,96.82,0.78,0.0,3671085,20095,139_1,NA,NA,2,100.00,100.00,near,low
chicken1_concoct_20_refined_2_Bin_17_6_1-contigs.fa,82.84091568874481,86.95,1.32,25.0,2490599,16666,140_1,NA,NA,2,100.00,100.00,substantial,low
chicken1_DAS_maxbin_199_fasta_contigs-contigs.fa,75.43618614107396,89.22,3.16,0.0,3396507,8558,141_1,NA,NA,2,100.00,100.00,substantial,low
chicken1_DAS_maxbin_279_fasta_contigs-contigs.fa,70.18795063961294,85.26,3.36,18.75,2657117,12471,142_0,NA,NA,1,NA,NA,substantial,low
chicken1_concoct_20_refined_2_Bin_9_8-contigs.fa,90.22147318526795,93.96,1.23,0.0,2936300,52838,143_1,NA,NA,2,100.00,100.00,near,low
chicken1_concoct_20_refined_2_Bin_12_9-contigs.fa,86.85331384997806,92.64,1.81,60.0,2725596,17993,144_1,NA,NA,2,99.98,99.98,near,low
chicken1_concoct_20_refined_2_Bin_14_5-contigs.fa,84.77684492299583,86.03,0.63,100.0,2697726,27145,145_0,NA,NA,1,NA,NA,substantial,low
chicken1_concoct_20_refined_2_Bin_9_16-contigs.fa,92.07550297852032,96.31,1.34,0.0,3088233,67779,146_1,NA,NA,2,100.00,100.00,near,low
chicken1_DAS_maxbin_113_fasta_contigs-contigs.fa,70.1522162429116,76.3,1.57,33.33,2262265,18108,147_0,NA,NA,1,NA,NA,substantial,low
chicken1_concoct_20_refined_2_Bin_11_6-contigs.fa,68.74881812616479,92.91,6.07,81.25,3051522,25935,148_0,NA,NA,1,NA,NA,near,medium
chicken1_concoct_20_refined_2_Bin_17_2_1-contigs.fa,88.18068737579296,95.99,2.05,0.0,2956209,60447,149_1,NA,NA,2,100.00,100.00,near,low
chicken1_DAS_maxbin_007_fasta_contigs-contigs.fa,43.11442366263851,81.08,9.11,72.97,4867209,5939,150_0,NA,NA,1,NA,NA,substantial,medium
chicken1_DAS_maxbin_161_fasta_contigs-contigs.fa,31.688058258848223,87.34,11.51,5.71,4819318,24081,151_0,NA,NA,1,NA,NA,substantial,high
chicken1_concoct_20_refined_2_Bin_16_5-contigs.fa,78.06742381648776,81.32,1.17,50.0,2653485,8411,152_1,NA,NA,2,100.00,100.00,substantial,low
chicken1_concoct_20_refined_2_Bin_6_15-contigs.fa,89.853602208798,87.34,0.0,0.0,2256052,84623,153_1,NA,NA,2,99.99,99.99,substantial,none
chicken1_DAS_maxbin_136_fasta_contigs-contigs.fa,10.92644284948099,84.18,15.1,6.82,3049628,21540,154_0,NA,NA,1,NA,NA,substantial,very high
chicken1_concoct_20_refined_2_Bin_6_4-contigs.fa,80.11874131133033,91.97,2.9,10.0,3216424,41446,155_1,NA,NA,2,100.00,100.00,near,low
chicken1_concoct_20_refined_2_Bin_6_5-contigs.fa,92.41020154346116,94.04,0.92,66.67,2702909,41104,156_1,NA,NA,2,99.99,99.99,near,low
chicken1_DAS_maxbin_213_fasta_contigs-contigs.fa,69.07442560754436,91.61,5.06,10.0,3875859,26124,157_1,NA,NA,2,99.99,99.99,near,medium
chicken1_concoct_20_refined_2_Bin_12_10_1-contigs.fa,82.7693079481113,81.88,0.32,50.0,2519543,36204,158_1,NA,NA,2,99.99,99.99,substantial,low
chicken1_concoct_20_refined_2_Bin_11_8_1-contigs.fa,80.31833097266271,98.65,4.54,46.15,3892241,27941,159_1,NA,NA,2,100.00,100.00,near,low
chicken1_concoct_20_refined_2_Bin_14_4-contigs.fa,76.60729416028123,90.83,3.87,75.0,3580739,22366,160_1,NA,NA,2,100.00,100.00,near,low
chicken1_DAS_maxbin_135_fasta_contigs-contigs.fa,72.81020855298267,74.02,0.8,50.0,2646694,47909,161_1,NA,NA,2,100.00,100.00,substantial,low
chicken1_concoct_20_refined_2_Bin_8_3_1-contigs.fa,92.25242381648776,89.74,0.0,0.0,2139475,84110,162_1,NA,NA,2,100.00,100.00,substantial,none
chicken1_concoct_20_refined_2_Bin_11_1_1-contigs.fa,76.02895260695853,81.29,1.58,30.0,2315620,16994,163_1,NA,NA,2,99.98,99.98,substantial,low
chicken1_concoct_20_refined_2_Bin_18_8_1-contigs.fa,70.54350324872583,73.97,1.17,0.0,2560907,55850,164_1,NA,NA,2,100.00,100.00,substantial,low
chicken1_concoct_20_refined_2_Bin_6_7-contigs.fa,96.5450678846857,98.22,0.88,25.0,3441091,81319,165_1,NA,NA,2,100.00,100.00,near,low
chicken1_DAS_maxbin_169_fasta_contigs-contigs.fa,84.40379952624063,86.55,0.78,33.33,2711687,77206,166_0,NA,NA,1,NA,NA,substantial,low
