genome,score,completeness,contamination,strain_heterogeneity,size,N50,cluster,taxonomy,tax_confidence,cluster_members,closest_cluster_member,furthest_cluster_member,completeness_metric,contamination_metric
human1_DAS_maxbin_137_fasta_contigs-contigs.fa,96.481425157091,95.19,0.0,0.0,2504177,34902,40_0,NA,NA,1,NA,NA,near,none
human1_DAS_metabat2_174_fa_contigs-contigs.fa,86.16380954346819,84.9,0.0,0.0,1770331,30734,41_0,NA,NA,1,NA,NA,substantial,none
human1_HC-7_maxbin.014.fasta.contigs.fa,101.13520277454826,98.63,0.0,0.0,2697314,93496,42_1,NA,NA,32,99.99,99.93,near,none
human1_HV-11_maxbin.007.fasta.contigs.fa,102.58159515177093,100.0,0.0,0.0,2685467,133141,43_1,NA,NA,41,99.99,99.64,perfect,none
human1_DAS_maxbin_045_fasta_contigs-contigs.fa,59.50830777377861,70.54,2.68,50.0,2140966,10390,44_0,NA,NA,1,NA,NA,substantial,low
human1_HV-17_maxbin.018.fasta.contigs.fa,98.50876672798157,95.92,0.0,0.0,2969963,137925,45_1,NA,NA,7,99.91,99.88,near,none
human1_DAS_metabat2_261_fa_contigs-contigs.fa,87.71090030350962,85.6,0.0,0.0,1897860,15304,46_1,NA,NA,3,99.87,99.83,substantial,none
human1_DAS_maxbin_054_fasta_contigs-contigs.fa,73.43089713621366,81.36,2.04,0.0,1902223,32140,47_1,NA,NA,2,99.74,99.74,substantial,low
human1_DAS_maxbin_057_fasta_contigs-contigs.fa,34.28002290316135,79.28,10.34,52.38,2748315,33718,48_0,NA,NA,1,NA,NA,substantial,high
human1_DAS_metabat2_240_fa_contigs-contigs.fa,71.92955984301396,80.77,2.4,60.0,2976430,250680,49_0,NA,NA,1,NA,NA,substantial,low
human1_HC-23_maxbin.004.fasta.contigs.fa,96.9767577695924,99.33,1.01,0.0,2114270,225889,50_1,NA,NA,12,99.99,99.96,near,low
human1_D-1_maxbin.034.fasta.contigs.fa,93.1818608089435,97.32,1.34,0.0,2957651,121371,51_1,NA,NA,14,99.99,99.97,near,low
human1_D-1_maxbin.017.fasta.contigs.fa,97.90327197020962,96.98,0.34,0.0,1916913,161100,52_1,NA,NA,2,99.97,99.97,near,low
human1_HC-4_maxbin.033.fasta.contigs.fa,70.77773118102873,74.19,1.12,0.0,1098010,21763,53_1,NA,NA,2,99.89,99.89,substantial,low
human1_DAS_maxbin_124_fasta_contigs-contigs.fa,91.72073187285706,91.28,0.22,0.0,2169566,110018,54_0,NA,NA,1,NA,NA,near,low
human1_HC-10_maxbin.006.fasta.contigs.fa,94.17716144242988,91.44,0.0,0.0,2937606,272597,55_1,NA,NA,15,99.99,99.86,near,none
human1_HC-6_maxbin.009.fasta.contigs.fa,98.94290646217756,97.2,0.17,0.0,6645575,140088,56_1,NA,NA,16,99.99,99.93,near,low
human1_HV-19_maxbin.003.fasta.contigs.fa,97.56112790745124,98.51,0.7,0.0,4678793,115734,57_1,NA,NA,22,100.00,99.70,near,low
human1_HV-10_maxbin.005.fasta.contigs.fa,95.10102531818087,96.84,0.87,25.0,4020995,56031,58_1,NA,NA,8,99.98,99.90,near,low
human1_HC-14_maxbin.012.fasta.contigs.fa,75.88109524737926,85.68,2.74,60.0,5387899,29983,59_1,NA,NA,3,99.92,99.82,substantial,low
human1_DAS_maxbin_020_fasta_contigs-contigs.fa,77.33794505799466,94.41,4.38,62.5,4737411,14081,59_2,NA,NA,9,99.85,98.53,near,low
human1_DAS_maxbin_002_fasta_contigs-contigs.fa,91.01796816874422,88.59,0.0,0.0,3373122,65526,60_1,NA,NA,2,99.98,99.98,substantial,none
human1_DAS_maxbin_035_fasta_contigs-contigs.fa,100.77961797378194,98.27,0.0,0.0,5084709,95529,61_1,NA,NA,6,99.98,99.93,near,none
human1_DAS_maxbin_028_fasta_contigs-contigs.fa,98.87882641062969,98.85,0.51,0.0,4785209,131412,62_1,NA,NA,17,99.98,99.89,near,low
human1_HV-21_maxbin.006.fasta.contigs.fa,98.77397779635044,96.11,0.0,0.0,1400379,194114,63_1,NA,NA,17,100.00,99.98,near,none
human1_HV-13_maxbin.008.fasta.contigs.fa,95.1530288258208,96.52,0.79,0.0,1834475,133872,64_1,NA,NA,3,99.98,99.96,near,low
human1_HV-16_maxbin.007.fasta.contigs.fa,90.43654590477408,87.88,0.0,0.0,1375663,118376,65_1,NA,NA,17,100.00,99.98,substantial,none
human1_HC-16_maxbin.012.fasta.contigs.fa,81.08527387914765,79.41,0.21,0.0,5365569,257784,66_1,NA,NA,2,99.96,99.96,substantial,low
human1_DAS_maxbin_042_fasta_contigs-contigs.fa,76.6154136942264,75.32,0.0,0.0,2093348,35549,67_0,NA,NA,1,NA,NA,substantial,none
human1_DAS_maxbin_111_fasta_contigs-contigs.fa,70.09586404411978,78.29,1.81,0.0,2277999,4696,68_0,NA,NA,1,NA,NA,substantial,low
human1_HC-24_maxbin.028.fasta.contigs.fa,96.0922120802215,93.37,0.0,0.0,3478383,253943,69_1,NA,NA,12,99.99,99.96,near,none
human1_DAS_metabat2_144_fa_contigs-contigs.fa,82.56809967383025,80.13,0.0,0.0,2112057,68639,70_1,NA,NA,2,99.98,99.98,substantial,none
human1_HC-2_maxbin.027.fasta.contigs.fa,90.39169476584698,87.97,0.0,0.0,2754317,63672,71_1,NA,NA,13,99.99,99.94,substantial,none
human1_DAS_maxbin_134_fasta_sub_contigs-contigs.fa,74.20354786294733,83.0,2.22,50.0,2824795,22238,72_0,NA,NA,1,NA,NA,substantial,low
human1_HC-15_maxbin.016.fasta.contigs.fa,88.7969265027283,89.15,0.56,0.0,4876733,71973,73_1,NA,NA,4,99.91,99.78,substantial,low
human1_DAS_maxbin_157_fasta_contigs-contigs.fa,90.17042302950304,96.1,1.74,80.0,5556849,52101,74_0,NA,NA,1,NA,NA,near,low
human1_HV-11_maxbin.014.fasta.contigs.fa,95.71039169788544,95.19,0.38,0.0,3198178,63565,75_1,NA,NA,10,99.93,99.79,near,low
human1_HC-18_maxbin.014.fasta.contigs.fa,98.13236904213464,95.89,0.0,0.0,2869307,28279,76_1,NA,NA,12,99.88,99.05,near,none
human1_HC-13_maxbin.018.fasta.contigs.fa,93.85316746123291,97.68,1.27,0.0,3193968,103869,77_1,NA,NA,16,99.97,97.97,near,low
human1_HC-3_maxbin.003.fasta.contigs.fa,90.43618819377352,97.87,2.09,28.57,3505196,62972,78_1,NA,NA,27,99.98,99.85,near,low
human1_HC-17_maxbin.021.fasta.contigs.fa,83.98277416910078,89.08,1.52,0.0,5365349,92640,79_1,NA,NA,23,99.99,99.88,substantial,low
human1_DAS_maxbin_145_fasta_contigs-contigs.fa,26.14236000362031,90.32,13.2,6.06,6603095,10113,80_0,NA,NA,1,NA,NA,near,high
human1_DAS_maxbin_156_fasta_contigs-contigs.fa,94.02644165685616,96.58,0.95,66.67,6666361,121942,81_0,NA,NA,1,NA,NA,near,low
human1_HC-16_maxbin.022.fasta_sub.contigs.fa,-6.066470767999512,83.25,18.03,0.0,3982311,4237,82_0,NA,NA,1,NA,NA,substantial,very high
human1_DAS_maxbin_061_fasta_contigs-contigs.fa,58.6118108595952,73.15,3.4,0.0,2601903,76650,83_1,NA,NA,3,99.97,99.95,substantial,low
human1_DAS_maxbin_053_fasta_contigs-contigs.fa,83.70641589725432,90.84,1.66,0.0,3209009,19626,84_0,NA,NA,1,NA,NA,near,low
human1_DAS_maxbin_109_fasta_contigs-contigs.fa,86.48648870678807,88.1,0.92,66.67,2640313,50927,85_1,NA,NA,2,99.97,99.97,substantial,low
human1_HV-3_maxbin.016.fasta.contigs.fa,100.0280734369684,97.32,0.0,0.0,2694397,237969,86_1,NA,NA,25,100.00,99.96,near,none
human1_DAS_maxbin_117_fasta_contigs-contigs.fa,92.4869534685332,90.05,0.0,0.0,2354668,68390,87_1,NA,NA,4,99.96,99.93,near,none
human1_HV-12_maxbin.006.fasta.contigs.fa,87.50157196618109,97.1,2.48,12.5,3052451,88037,88_1,NA,NA,9,99.97,99.88,near,low
human1_HC-21_maxbin.005.fasta.contigs.fa,92.65079523921662,90.1,0.0,0.0,2685372,115492,89_1,NA,NA,17,99.99,99.86,near,none
human1_HV-6_maxbin.002.fasta.contigs.fa,81.31937782778374,81.24,0.48,0.0,1799985,83628,89_2,NA,NA,5,99.97,99.45,substantial,low
human1_DAS_maxbin_008_fasta_contigs-contigs.fa,87.60418647288013,94.2,1.83,0.0,2596485,117427,90_1,NA,NA,6,99.97,99.81,near,low
human1_DAS_maxbin_037_fasta_contigs-contigs.fa,81.67065193178664,88.89,1.73,0.0,3182217,66268,91_0,NA,NA,1,NA,NA,substantial,low
human1_DAS_maxbin_064_fasta_contigs-contigs.fa,76.13856200528605,92.52,4.18,55.0,3151075,25240,92_1,NA,NA,2,99.85,99.85,near,low
human1_DAS_maxbin_130_fasta_contigs-contigs.fa,62.31784256897082,70.58,1.9,0.0,2525973,27270,93_0,NA,NA,1,NA,NA,substantial,low
human1_DAS_maxbin_152_fasta_contigs-contigs.fa,64.98240688202134,80.74,3.5,22.22,2486052,7752,94_0,NA,NA,1,NA,NA,substantial,low
human1_DAS_metabat2_203_fa_contigs-contigs.fa,75.36574393333427,73.89,0.0,0.0,1661800,81562,95_0,NA,NA,1,NA,NA,substantial,none
human1_DAS_metabat2_307_fa_contigs-contigs.fa,81.96451609841827,81.94,0.32,0.0,3385232,161820,96_0,NA,NA,1,NA,NA,substantial,low
human1_DAS_maxbin_025_fasta_contigs-contigs.fa,76.84626899548944,97.29,4.69,20.0,3179080,12855,97_1,NA,NA,3,99.67,99.08,near,low
human1_DAS_maxbin_107_fasta_contigs-contigs.fa,74.8599679773004,93.95,4.36,33.33,3210334,29755,98_0,NA,NA,1,NA,NA,near,low
human1_D-1_maxbin.012.fasta.contigs.fa,83.73145418964393,85.91,1.02,75.0,2081113,19530,99_1,NA,NA,6,99.46,98.87,substantial,low
human1_DAS_maxbin_090_fasta_contigs-contigs.fa,73.86813331793506,76.01,0.67,0.0,2177663,23783,100_0,NA,NA,1,NA,NA,substantial,low
human1_DAS_maxbin_036_fasta_contigs-contigs.fa,70.90890926438584,89.47,3.95,0.0,3482898,21768,101_0,NA,NA,1,NA,NA,substantial,low
human1_HC-19_maxbin.016.fasta.contigs.fa,85.36898674814329,96.61,2.74,0.0,3148553,75837,102_1,NA,NA,13,99.97,99.82,near,low
human1_DAS_maxbin_129_fasta_contigs-contigs.fa,87.08333801607942,91.14,1.29,0.0,3076375,56003,103_1,NA,NA,3,99.93,99.92,near,low
human1_HV-2_maxbin.009.fasta.contigs.fa,82.0379279233232,86.06,1.27,0.0,3863995,41555,104_1,NA,NA,10,99.89,99.80,substantial,low
human1_DAS_maxbin_127_fasta_contigs-contigs.fa,36.441642461036885,75.85,8.91,44.0,3869701,25263,105_0,NA,NA,1,NA,NA,substantial,medium
human1_DAS_maxbin_040_fasta_contigs-contigs.fa,74.1388009051367,75.64,0.78,0.0,2454300,57561,106_1,NA,NA,2,99.87,99.87,substantial,low
human1_HC-21_maxbin.012.fasta.contigs.fa,93.8912497383791,98.28,1.36,0.0,3490136,60882,107_1,NA,NA,11,99.97,99.69,near,low
human1_HV-1_maxbin.033.fasta.contigs.fa,11.86006291539272,73.68,14.51,64.0,2203948,70360,107_2,NA,NA,1,NA,NA,substantial,high
human1_DAS_maxbin_135_fasta_contigs-contigs.fa,73.0621834233181,77.66,1.31,60.0,2614897,19605,108_0,NA,NA,1,NA,NA,substantial,low
human1_DAS_maxbin_068_fasta_sub_contigs-contigs.fa,-6.797592720645808,83.78,19.75,36.54,3464382,7439,109_0,NA,NA,1,NA,NA,substantial,very high
human1_DAS_metabat2_179_fa_contigs-contigs.fa,70.13466279590875,79.04,2.53,100.0,1890558,24509,110_0,NA,NA,1,NA,NA,substantial,low
human1_DAS_maxbin_021_fasta_contigs-contigs.fa,87.47843299491699,86.57,0.29,0.0,2782824,47864,111_1,NA,NA,2,99.84,99.84,substantial,low
human1_DAS_maxbin_019_fasta_contigs-contigs.fa,76.63249472131568,89.76,3.5,66.67,3902312,11460,112_1,NA,NA,5,99.59,98.26,substantial,low
human1_DAS_maxbin_112_fasta_contigs-contigs.fa,73.28228303863348,74.64,0.63,100.0,2118661,19256,113_0,NA,NA,1,NA,NA,substantial,low
human1_HV-11_maxbin.015.fasta.contigs.fa,92.58427327117116,96.52,1.27,0.0,3665874,61601,114_1,NA,NA,4,99.97,99.92,near,low
human1_HC-23_maxbin.021.fasta.contigs.fa,98.48432602088236,96.49,0.1,50.0,2428085,70706,115_1,NA,NA,15,99.98,99.92,near,low
human1_DAS_maxbin_041_fasta_contigs-contigs.fa,64.32005452506793,83.08,4.31,10.53,2651203,43494,116_1,NA,NA,3,99.78,99.62,substantial,low
human1_HV-5_maxbin.023.fasta_sub.contigs.fa,60.733700873540485,92.11,7.33,39.29,2910807,56402,117_1,NA,NA,8,99.92,99.53,near,medium
human1_DAS_maxbin_096_fasta_contigs-contigs.fa,91.43986477335504,91.1,0.49,50.0,2309056,114091,118_1,NA,NA,3,99.95,99.30,near,low
human1_DAS_maxbin_101_fasta_contigs-contigs.fa,70.10511009296911,94.25,5.19,5.56,2330609,98422,119_0,NA,NA,1,NA,NA,near,medium
