genome,score,completeness,contamination,strain_heterogeneity,size,N50,cluster,taxonomy,tax_confidence,cluster_members,closest_cluster_member,furthest_cluster_member,completeness_metric,contamination_metric
chicken1_DAS_maxbin_149_fasta_contigs-contigs.fa,38.47427984041311,90.06,11.13,25.58,3186310,24800,50_0,NA,NA,1,NA,NA,near,high
chicken1_DAS_maxbin_161_fasta_contigs-contigs.fa,31.658058258848225,87.34,11.51,5.71,4819318,24081,51_0,NA,NA,1,NA,NA,substantial,high
chicken1_DAS_maxbin_279_fasta_contigs-contigs.fa,70.15795063961293,85.26,3.36,18.75,2657117,12471,52_0,NA,NA,1,NA,NA,substantial,low
chicken1_DAS_maxbin_171_fasta_contigs-contigs.fa,36.16782919305032,85.63,10.09,0.0,2945243,8623,53_0,NA,NA,1,NA,NA,substantial,high
chicken1_DAS_maxbin_143_fasta_contigs-contigs.fa,84.64083936769337,86.58,0.89,0.0,2790886,96940,54_1,NA,NA,2,99.76,99.76,substantial,low
chicken1_DAS_maxbin_125_fasta_contigs-contigs.fa,87.46640708646073,86.47,0.06,0.0,2683197,35712,55_0,NA,NA,1,NA,NA,substantial,low
chicken1_DAS_maxbin_220_fasta_contigs-contigs.fa,82.32451845953067,84.4,0.71,0.0,2488018,81103,56_0,NA,NA,1,NA,NA,substantial,low
chicken1_D21_maxbin.007.fasta.contigs.fa,97.10652746488849,97.96,0.68,0.0,3477310,113288,57_1,NA,NA,4,99.98,99.88,near,low
chicken1_D6_maxbin.015.fasta.contigs.fa,85.48423406080947,86.39,0.68,0.0,2025729,88985,58_1,NA,NA,20,99.99,99.88,substantial,low
chicken1_DAS_maxbin_112_fasta_contigs-contigs.fa,87.3951104217596,94.78,2.03,16.67,4036774,65442,59_1,NA,NA,2,99.88,99.88,near,low
chicken1_D1_maxbin.012.fasta.contigs.fa,81.93237056065074,87.36,1.58,0.0,4384792,84310,60_1,NA,NA,16,99.87,97.82,substantial,low
chicken1_D34_maxbin.026.fasta.contigs.fa,78.88444766885647,88.83,2.61,36.36,3814651,19879,60_2,NA,NA,6,99.48,97.94,substantial,low
chicken1_D43_maxbin.062.fasta.contigs.fa,58.63386263420031,87.27,6.12,12.5,3789054,22789,60_3,NA,NA,1,NA,NA,substantial,medium
chicken1_DAS_maxbin_038_fasta_contigs-contigs.fa,86.20739757860727,91.75,1.58,0.0,3959781,47836,61_1,NA,NA,3,99.85,99.65,near,low
chicken1_D29_maxbin.033.fasta.contigs.fa,86.26890046329683,91.28,1.49,0.0,3044007,71462,62_1,NA,NA,3,99.24,99.13,near,low
chicken1_D41_maxbin.038.fasta.contigs.fa,34.62222441941011,93.12,12.06,5.0,4760933,22827,62_2,NA,NA,1,NA,NA,near,high
chicken1_D15_maxbin.040.fasta.contigs.fa,34.295887687614645,81.27,9.96,20.0,3904429,4244,63_0,NA,NA,1,NA,NA,substantial,medium
chicken1_D43_maxbin.047.fasta.contigs.fa,53.460271094719154,73.42,4.25,0.0,2999906,34717,64_0,NA,NA,1,NA,NA,substantial,low
chicken1_DAS_maxbin_148_fasta_contigs-contigs.fa,101.9964526291589,100.0,0.1,0.0,2529925,89833,65_1,NA,NA,5,99.98,99.97,perfect,low
chicken1_D42_maxbin.009.fasta.contigs.fa,94.82896866426968,92.45,0.0,0.0,2979003,52412,66_1,NA,NA,22,99.99,99.80,near,none
chicken1_D23_maxbin.030.fasta.contigs.fa,72.67877955701108,77.43,1.42,0.0,2505533,45521,67_1,NA,NA,2,99.97,99.97,substantial,low
chicken1_DAS_maxbin_199_fasta_contigs-contigs.fa,74.40618614107396,89.22,3.16,0.0,3396507,8558,68_0,NA,NA,1,NA,NA,substantial,low
chicken1_DAS_maxbin_209_fasta_contigs-contigs.fa,94.01762111527796,96.66,0.76,0.0,3621285,18847,69_0,NA,NA,1,NA,NA,near,low
chicken1_DAS_maxbin_134_fasta_contigs-contigs.fa,22.50929139348724,84.81,12.82,3.23,3743391,53754,70_0,NA,NA,1,NA,NA,substantial,high
chicken1_DAS_maxbin_182_fasta_contigs-contigs.fa,68.41350070532343,80.14,2.69,28.57,2899813,7412,71_0,NA,NA,1,NA,NA,substantial,low
chicken1_DAS_maxbin_130_fasta_contigs-contigs.fa,91.20588477925658,90.0,0.0,0.0,3104729,23538,72_0,NA,NA,1,NA,NA,substantial,none
chicken1_DAS_maxbin_136_fasta_contigs-contigs.fa,10.896442849480987,84.18,15.1,6.82,3049628,21540,73_0,NA,NA,1,NA,NA,substantial,very high
chicken1_D21_maxbin.016.fasta.contigs.fa,87.78828791583899,88.54,0.64,0.0,3670681,74868,74_1,NA,NA,3,99.34,98.89,substantial,low
chicken1_DAS_maxbin_135_fasta_contigs-contigs.fa,71.78020855298267,74.02,0.8,50.0,2646694,47909,75_0,NA,NA,1,NA,NA,substantial,low
chicken1_DAS_maxbin_261_fasta_contigs-contigs.fa,70.01922803119075,93.04,5.26,15.38,3092697,79745,76_1,NA,NA,2,99.94,99.94,near,medium
chicken1_DAS_maxbin_213_fasta_contigs-contigs.fa,69.04364113754436,91.61,5.06,10.0,3875859,26124,77_1,NA,NA,2,99.91,99.91,near,medium
chicken1_DAS_maxbin_195_fasta_contigs-contigs.fa,77.28258119557803,95.17,4.23,21.43,3073236,47595,78_1,NA,NA,2,99.73,99.73,near,low
chicken1_DAS_maxbin_187_fasta_contigs-contigs.fa,66.81145147543143,81.92,3.53,40.0,2657334,16554,79_0,NA,NA,1,NA,NA,substantial,low
chicken1_DAS_maxbin_066_fasta_contigs-contigs.fa,88.18031800626797,91.95,1.23,0.0,2931548,52838,80_1,NA,NA,11,99.91,99.85,near,low
chicken1_DAS_maxbin_103_fasta_contigs-contigs.fa,88.31616556858116,89.22,0.67,0.0,2922198,71495,81_1,NA,NA,4,99.93,99.86,substantial,low
chicken1_DAS_maxbin_194_fasta_contigs-contigs.fa,75.49802966881197,88.61,3.32,33.33,3975989,53027,82_1,NA,NA,2,99.92,99.92,substantial,low
chicken1_D23_maxbin.022.fasta.contigs.fa,77.0534909250278,94.94,4.08,0.0,5157580,97324,83_1,NA,NA,2,99.94,99.94,near,low
chicken1_C-1_metabat2.79.fa.contigs.fa,70.88130526880629,75.91,1.42,0.0,2241441,12739,84_1,NA,NA,2,99.87,99.87,substantial,low
chicken1_DAS_maxbin_092_fasta_contigs-contigs.fa,72.0297637395935,85.02,2.96,18.75,3154206,29480,85_0,NA,NA,1,NA,NA,substantial,low
chicken1_DAS_maxbin_189_fasta_contigs-contigs.fa,60.114653281715526,88.57,6.41,38.89,2845292,14575,86_0,NA,NA,1,NA,NA,substantial,medium
chicken1_DAS_maxbin_141_fasta_contigs-contigs.fa,93.11280447811488,93.96,0.45,0.0,2578552,58292,87_0,NA,NA,1,NA,NA,near,low
chicken1_D43_maxbin.046.fasta.contigs.fa,65.59724118580694,81.28,3.87,60.0,2130147,44718,88_0,NA,NA,1,NA,NA,substantial,low
chicken1_DAS_maxbin_113_fasta_contigs-contigs.fa,70.1222162429116,76.3,1.57,33.33,2262265,18108,89_0,NA,NA,1,NA,NA,substantial,low
chicken1_DAS_maxbin_094_fasta_contigs-contigs.fa,29.455751859387565,94.58,13.97,18.52,5413842,17652,90_1,NA,NA,2,99.51,99.51,near,high
chicken1_D41_maxbin.028.fasta.contigs.fa,85.89006054208662,86.62,0.64,50.0,3048256,18900,91_1,NA,NA,7,99.28,99.10,substantial,low
chicken1_DAS_maxbin_185_fasta_contigs-contigs.fa,6.227296612969877,83.57,17.25,44.44,4958009,27720,92_0,NA,NA,1,NA,NA,substantial,very high
chicken1_DAS_maxbin_214_fasta_contigs-contigs.fa,84.03914224369015,90.49,1.58,0.0,3168965,72158,93_0,NA,NA,1,NA,NA,near,low
chicken1_DAS_maxbin_156_fasta_contigs-contigs.fa,7.09837330960973,95.39,18.3,12.5,3333853,6335,94_0,NA,NA,1,NA,NA,near,very high
chicken1_D31_maxbin.046.fasta.contigs.fa,74.12516045303583,88.13,3.41,25.0,3307392,22316,95_1,NA,NA,4,99.90,99.74,substantial,low
chicken1_DAS_maxbin_081_fasta_contigs-contigs.fa,55.66353764971462,84.48,6.84,48.39,2599325,13107,96_1,NA,NA,2,99.49,99.49,substantial,medium
chicken1_DAS_maxbin_085_fasta_contigs-contigs.fa,46.80523377768521,72.69,5.75,31.58,2135527,11449,97_0,NA,NA,1,NA,NA,substantial,medium
chicken1_D40_maxbin.012.fasta.contigs.fa,99.01492075799796,98.1,0.32,0.0,3417041,97983,98_1,NA,NA,12,99.98,99.86,near,low
chicken1_D11_maxbin.011.fasta.contigs.fa,85.37322839830094,85.13,0.47,33.33,3077633,69160,99_1,NA,NA,21,99.81,99.49,substantial,low
chicken1_DAS_maxbin_239_fasta_contigs-contigs.fa,73.95175273485546,80.19,1.75,14.29,2060690,30576,100_1,NA,NA,2,99.90,99.90,substantial,low
chicken1_D16_maxbin.013.fasta.contigs.fa,79.97643743369332,94.09,3.31,0.0,3559269,69501,101_1,NA,NA,11,99.91,98.79,near,low
chicken1_D4_maxbin.025.fasta.contigs.fa,68.59825703963818,76.9,2.17,16.67,3061421,21989,102_1,NA,NA,2,99.54,99.54,substantial,low
chicken1_D22_maxbin.024.fasta.contigs.fa,60.79681196622276,91.61,6.46,0.0,4056285,85827,103_0,NA,NA,1,NA,NA,near,medium
chicken1_D28_maxbin.041.fasta.contigs.fa,66.46914494474086,79.13,3.07,12.5,2727548,37408,104_1,NA,NA,2,99.89,99.89,substantial,low
chicken1_D27_maxbin.029.fasta.contigs.fa,65.26991126970735,85.61,4.93,37.5,2686392,76558,105_1,NA,NA,3,99.92,99.91,substantial,low
chicken1_D30_maxbin.026.fasta.contigs.fa,74.97414871508778,86.53,2.87,18.18,2849964,32408,106_1,NA,NA,3,99.79,99.62,substantial,low
chicken1_D42_maxbin.028.fasta_sub.contigs.fa,69.25220569644856,79.83,2.81,45.0,2518409,25272,107_1,NA,NA,4,98.81,98.30,substantial,low
chicken1_D16_metabat2.39.fa_sub.contigs.fa,74.92855111805063,84.71,2.51,25.0,2604139,17583,108_1,NA,NA,4,99.96,99.65,substantial,low
chicken1_D20_maxbin.007.fasta.contigs.fa,87.02134698659896,98.05,2.95,41.67,3495144,88985,109_1,NA,NA,20,99.92,99.58,near,low
chicken1_D41_maxbin.017.fasta.contigs.fa,90.16649003856612,95.02,1.55,40.0,3060456,32821,110_1,NA,NA,6,99.89,99.77,near,low
chicken1_D5_maxbin.020.fasta.contigs.fa,89.71680845842798,92.76,1.25,60.0,3138318,75797,111_1,NA,NA,5,99.75,99.59,near,low
chicken1_D41_maxbin.026.fasta.contigs.fa,101.414653944054,99.59,0.14,50.0,6385845,74395,112_1,NA,NA,3,99.96,99.82,near,low
chicken1_D43_maxbin.057.fasta.contigs.fa,63.39437143777255,79.99,3.96,25.0,2422481,24813,113_1,NA,NA,2,99.70,99.70,substantial,low
chicken1_DAS_maxbin_241_fasta_contigs-contigs.fa,78.77633946976727,80.94,0.82,100.0,1984161,15584,114_0,NA,NA,1,NA,NA,substantial,low
chicken1_DAS_maxbin_318_fasta_contigs-contigs.fa,91.73564769794832,94.13,0.79,66.67,6529212,10421,115_0,NA,NA,1,NA,NA,near,low
chicken1_D9_maxbin.018.fasta.contigs.fa,95.93832438346467,93.55,0.0,0.0,3113346,55171,116_1,NA,NA,19,99.98,99.15,near,none
chicken1_D43_maxbin.100.fasta.contigs.fa,52.74489546580571,79.27,5.93,20.0,2169060,6923,117_1,NA,NA,2,99.87,99.87,substantial,medium
chicken1_DAS_maxbin_114_fasta_contigs-contigs.fa,51.14034231825275,81.63,6.58,0.0,2156987,60554,118_1,NA,NA,2,99.93,99.93,substantial,medium
chicken1_D30_maxbin.025.fasta.contigs.fa,89.99465125525334,98.66,2.01,0.0,2550072,53617,119_0,NA,NA,1,NA,NA,near,low
chicken1_DAS_maxbin_116_fasta_contigs-contigs.fa,64.50518168491205,77.63,3.02,12.5,2334914,143009,120_0,NA,NA,1,NA,NA,substantial,low
chicken1_DAS_maxbin_138_fasta_contigs-contigs.fa,76.22905457186216,77.18,0.47,0.0,1991034,57294,121_0,NA,NA,1,NA,NA,substantial,low
chicken1_C-5_maxbin.019.fasta.contigs.fa,89.98891904033943,89.34,0.34,0.0,2198043,45613,122_1,NA,NA,12,99.98,99.86,substantial,low
chicken1_D28_maxbin.004.fasta.contigs.fa,92.49137056660402,91.16,0.23,0.0,2519428,84259,123_1,NA,NA,31,99.96,98.45,near,low
chicken1_D43_maxbin.005.fasta.contigs.fa,79.39120852471628,84.42,1.43,66.67,2156190,19754,124_0,NA,NA,1,NA,NA,substantial,low
chicken1_D43_maxbin.053.fasta.contigs.fa,56.25745697340948,75.84,4.71,60.0,2016570,17495,125_0,NA,NA,1,NA,NA,substantial,low
chicken1_DAS_maxbin_133_fasta_contigs-contigs.fa,41.88774650333893,87.96,9.5,4.0,2301459,11363,126_0,NA,NA,1,NA,NA,substantial,medium
chicken1_D27_maxbin.006.fasta.contigs.fa,96.48182308294258,97.32,0.67,0.0,2440760,96783,127_1,NA,NA,21,99.96,99.74,near,low
chicken1_D32_maxbin.010.fasta.contigs.fa,98.03326675084692,97.29,0.34,0.0,3533310,70738,128_1,NA,NA,5,99.94,99.72,near,low
chicken1_D33_maxbin.007.fasta.contigs.fa,99.8198302100825,97.29,0.0,0.0,2752954,105393,129_1,NA,NA,7,99.95,99.57,near,none
chicken1_DAS_maxbin_191_fasta_contigs-contigs.fa,58.415189443015954,74.14,3.86,60.0,1832202,30087,130_0,NA,NA,1,NA,NA,substantial,low
chicken1_DAS_maxbin_210_fasta_contigs-contigs.fa,54.7405351626431,85.4,6.48,11.11,1876942,10028,131_0,NA,NA,1,NA,NA,substantial,medium
chicken1_D8_maxbin.039.fasta.contigs.fa,87.04307689643026,84.56,0.0,0.0,2175331,84647,132_1,NA,NA,20,99.97,99.90,substantial,none
chicken1_DAS_maxbin_105_fasta_contigs-contigs.fa,86.67485270191484,92.28,1.4,0.0,2463080,56196,133_0,NA,NA,1,NA,NA,near,low
chicken1_DAS_maxbin_152_fasta_contigs-contigs.fa,79.04498767298898,80.98,0.67,0.0,2791399,61656,134_0,NA,NA,1,NA,NA,substantial,low
chicken1_D22_maxbin.014.fasta.contigs.fa,94.07860199908956,93.4,0.36,0.0,2530439,82854,135_1,NA,NA,34,99.97,99.87,near,low
chicken1_DAS_maxbin_217_fasta_contigs-contigs.fa,77.11910795310646,75.96,0.29,100.0,1962064,40007,136_1,NA,NA,2,99.80,99.80,substantial,low
chicken1_D35_maxbin.009.fasta.contigs.fa,72.54310821219273,80.51,2.32,57.14,2156612,38198,137_1,NA,NA,2,99.64,99.64,substantial,low
chicken1_DAS_maxbin_036_fasta_contigs-contigs.fa,48.412979026800016,75.83,6.94,76.92,2350787,7499,137_2,NA,NA,2,98.72,98.72,substantial,medium
chicken1_D28_maxbin.022.fasta.contigs.fa,49.79201653226066,72.07,5.16,45.45,1954501,20587,137_3,NA,NA,1,NA,NA,substantial,medium
chicken1_DAS_maxbin_131_fasta_contigs-contigs.fa,65.02735306530681,73.85,2.14,33.33,1672831,19417,138_0,NA,NA,1,NA,NA,substantial,low
chicken1_D8_metabat2.83.fa.contigs.fa,77.80891963557274,75.76,0.0,0.0,1527694,12114,139_1,NA,NA,12,99.75,98.18,substantial,none
chicken1_D20_maxbin.013.fasta.contigs.fa,44.07721982309898,86.21,9.26,30.0,2337428,54757,140_1,NA,NA,1,NA,NA,substantial,medium
chicken1_DAS_maxbin_063_fasta_contigs-contigs.fa,23.13927364551474,78.63,12.89,61.29,2915722,11967,140_2,NA,NA,1,NA,NA,substantial,high
chicken1_D17_maxbin.022.fasta.contigs.fa,84.69631056447591,89.14,1.34,0.0,2140325,30117,141_1,NA,NA,8,99.82,99.41,substantial,low
chicken1_D12_metabat2.53.fa.contigs.fa,73.32455136222349,72.21,0.17,0.0,1745859,7839,142_1,NA,NA,4,99.89,99.47,substantial,low
chicken1_D16_maxbin.015.fasta.contigs.fa,50.32540850113875,95.3,10.6,51.61,3500174,118259,143_1,NA,NA,2,99.83,99.83,near,high
chicken1_D21_maxbin.008.fasta.contigs.fa,98.4814835250253,98.32,0.47,0.0,3315072,96809,144_1,NA,NA,6,99.97,99.64,near,low
chicken1_D15_maxbin.007.fasta.contigs.fa,52.41360012779597,77.72,6.04,42.86,2726158,37733,145_1,NA,NA,3,99.77,99.53,substantial,medium
chicken1_D9_maxbin.005.fasta.contigs.fa,76.39286978128762,74.7,0.16,100.0,1941439,42915,146_1,NA,NA,8,99.82,99.53,substantial,low
chicken1_DAS_maxbin_068_fasta_contigs-contigs.fa,17.313101277665954,84.03,14.08,16.67,2828389,42848,147_0,NA,NA,1,NA,NA,substantial,high
chicken1_DAS_maxbin_154_fasta_contigs-contigs.fa,81.6330729045013,90.71,2.19,20.0,1945388,67631,148_0,NA,NA,1,NA,NA,near,low
chicken1_DAS_maxbin_096_fasta_contigs-contigs.fa,97.83812584483243,98.66,0.67,0.0,2747919,103968,149_1,NA,NA,2,99.97,99.97,near,low
chicken1_DAS_maxbin_155_fasta_contigs-contigs.fa,75.16310599182009,92.06,3.86,0.0,3206273,58533,150_1,NA,NA,4,99.95,99.93,near,low
chicken1_DAS_metabat2_150_fa_contigs-contigs.fa,74.11026062803522,72.48,0.0,0.0,1472035,166158,151_0,NA,NA,1,NA,NA,substantial,none
chicken1_D34_maxbin.024.fasta.contigs.fa,99.62678778166875,99.2,0.39,0.0,4610884,51827,152_1,NA,NA,15,99.96,99.94,near,low
chicken1_D9_maxbin.019.fasta.contigs.fa,89.92230395003743,94.13,1.34,0.0,2401072,88477,153_1,NA,NA,27,99.96,99.55,near,low
chicken1_D34_maxbin.008.fasta.contigs.fa,67.47320231741506,85.51,4.03,25.0,2822535,14839,153_2,NA,NA,1,NA,NA,substantial,low
chicken1_DAS_maxbin_179_fasta_contigs-contigs.fa,7.655212178046128,86.93,16.11,0.0,3478845,32391,154_0,NA,NA,1,NA,NA,substantial,very high
chicken1_D12_maxbin.005.fasta.contigs.fa,97.7527826310998,95.29,0.0,0.0,2042191,76902,155_1,NA,NA,9,99.99,99.96,near,none
chicken1_DAS_maxbin_280_fasta_contigs-contigs.fa,89.57614177631456,91.01,0.75,0.0,1455414,39163,156_1,NA,NA,2,99.97,99.97,near,low
chicken1_D43_maxbin.011.fasta.contigs.fa,22.348860518994,71.3,11.65,61.7,1402110,16306,157_1,NA,NA,2,98.46,98.46,substantial,high
chicken1_DAS_maxbin_174_fasta_contigs-contigs.fa,54.11953311085702,84.29,7.53,85.0,1688019,13124,158_0,NA,NA,1,NA,NA,substantial,medium
chicken1_DAS_maxbin_070_fasta_contigs-contigs.fa,102.54619259554984,100.0,0.0,0.0,3909787,112852,159_1,NA,NA,23,100.00,99.97,perfect,none
chicken1_D15_maxbin.006.fasta.contigs.fa,98.0665739942174,98.17,0.59,16.67,5748251,286775,160_1,NA,NA,3,99.97,99.92,near,low
chicken1_DAS_maxbin_018_fasta_contigs-contigs.fa,93.06063772719352,93.96,0.67,0.0,2606398,72729,161_1,NA,NA,23,99.99,99.96,near,low
chicken1_DAS_maxbin_219_fasta_contigs-contigs.fa,76.39176433134716,88.2,2.81,0.0,1496489,27963,162_1,NA,NA,2,99.85,99.85,substantial,low
chicken1_D20_maxbin.029.fasta.contigs.fa,31.163564459703142,88.68,11.87,3.57,2698535,60202,163_0,NA,NA,1,NA,NA,substantial,high
chicken1_DAS_maxbin_073_fasta_contigs-contigs.fa,85.38688079174955,97.99,2.77,0.0,3786821,28429,164_0,NA,NA,1,NA,NA,near,low
