genome,location,length
chicken1_DAS_maxbin_034_fasta_contigs-contigs.fa,/datadrive05/Flo/NRP72/dRep_SS_coASS/chicken1/DAS/chicken1_DAS_maxbin_034_fasta_contigs-contigs.fa,2443052
chicken1_DAS_maxbin_035_fasta_contigs-contigs.fa,/datadrive05/Flo/NRP72/dRep_SS_coASS/chicken1/DAS/chicken1_DAS_maxbin_035_fasta_contigs-contigs.fa,3530712
chicken1_DAS_maxbin_036_fasta_contigs-contigs.fa,/datadrive05/Flo/NRP72/dRep_SS_coASS/chicken1/DAS/chicken1_DAS_maxbin_036_fasta_contigs-contigs.fa,2350787
chicken1_DAS_maxbin_037_fasta_contigs-contigs.fa,/datadrive05/Flo/NRP72/dRep_SS_coASS/chicken1/DAS/chicken1_DAS_maxbin_037_fasta_contigs-contigs.fa,2812731
chicken1_DAS_maxbin_038_fasta_contigs-contigs.fa,/datadrive05/Flo/NRP72/dRep_SS_coASS/chicken1/DAS/chicken1_DAS_maxbin_038_fasta_contigs-contigs.fa,3959781
chicken1_DAS_maxbin_043_fasta_contigs-contigs.fa,/datadrive05/Flo/NRP72/dRep_SS_coASS/chicken1/DAS/chicken1_DAS_maxbin_043_fasta_contigs-contigs.fa,2888129
chicken1_DAS_maxbin_046_fasta_contigs-contigs.fa,/datadrive05/Flo/NRP72/dRep_SS_coASS/chicken1/DAS/chicken1_DAS_maxbin_046_fasta_contigs-contigs.fa,3574685
chicken1_DAS_maxbin_047_fasta_contigs-contigs.fa,/datadrive05/Flo/NRP72/dRep_SS_coASS/chicken1/DAS/chicken1_DAS_maxbin_047_fasta_contigs-contigs.fa,1752730
chicken1_DAS_maxbin_050_fasta_contigs-contigs.fa,/datadrive05/Flo/NRP72/dRep_SS_coASS/chicken1/DAS/chicken1_DAS_maxbin_050_fasta_contigs-contigs.fa,3467011
chicken1_DAS_maxbin_052_fasta_contigs-contigs.fa,/datadrive05/Flo/NRP72/dRep_SS_coASS/chicken1/DAS/chicken1_DAS_maxbin_052_fasta_contigs-contigs.fa,3714050
chicken1_DAS_maxbin_053_fasta_contigs-contigs.fa,/datadrive05/Flo/NRP72/dRep_SS_coASS/chicken1/DAS/chicken1_DAS_maxbin_053_fasta_contigs-contigs.fa,3861466
chicken1_DAS_maxbin_056_fasta_contigs-contigs.fa,/datadrive05/Flo/NRP72/dRep_SS_coASS/chicken1/DAS/chicken1_DAS_maxbin_056_fasta_contigs-contigs.fa,2971324
chicken1_DAS_maxbin_059_fasta_contigs-contigs.fa,/datadrive05/Flo/NRP72/dRep_SS_coASS/chicken1/DAS/chicken1_DAS_maxbin_059_fasta_contigs-contigs.fa,3815051
chicken1_DAS_maxbin_061_fasta_contigs-contigs.fa,/datadrive05/Flo/NRP72/dRep_SS_coASS/chicken1/DAS/chicken1_DAS_maxbin_061_fasta_contigs-contigs.fa,3249657
chicken1_DAS_maxbin_062_fasta_contigs-contigs.fa,/datadrive05/Flo/NRP72/dRep_SS_coASS/chicken1/DAS/chicken1_DAS_maxbin_062_fasta_contigs-contigs.fa,3343188
chicken1_DAS_maxbin_063_fasta_contigs-contigs.fa,/datadrive05/Flo/NRP72/dRep_SS_coASS/chicken1/DAS/chicken1_DAS_maxbin_063_fasta_contigs-contigs.fa,2915722
chicken1_DAS_maxbin_065_fasta_contigs-contigs.fa,/datadrive05/Flo/NRP72/dRep_SS_coASS/chicken1/DAS/chicken1_DAS_maxbin_065_fasta_contigs-contigs.fa,4808589
chicken1_DAS_maxbin_066_fasta_contigs-contigs.fa,/datadrive05/Flo/NRP72/dRep_SS_coASS/chicken1/DAS/chicken1_DAS_maxbin_066_fasta_contigs-contigs.fa,2931548
chicken1_DAS_maxbin_068_fasta_contigs-contigs.fa,/datadrive05/Flo/NRP72/dRep_SS_coASS/chicken1/DAS/chicken1_DAS_maxbin_068_fasta_contigs-contigs.fa,2828389
chicken1_DAS_maxbin_070_fasta_contigs-contigs.fa,/datadrive05/Flo/NRP72/dRep_SS_coASS/chicken1/DAS/chicken1_DAS_maxbin_070_fasta_contigs-contigs.fa,3909787
chicken1_DAS_maxbin_072_fasta_contigs-contigs.fa,/datadrive05/Flo/NRP72/dRep_SS_coASS/chicken1/DAS/chicken1_DAS_maxbin_072_fasta_contigs-contigs.fa,2182821
chicken1_DAS_maxbin_073_fasta_contigs-contigs.fa,/datadrive05/Flo/NRP72/dRep_SS_coASS/chicken1/DAS/chicken1_DAS_maxbin_073_fasta_contigs-contigs.fa,3786821
chicken1_DAS_maxbin_074_fasta_sub_contigs-contigs.fa,/datadrive05/Flo/NRP72/dRep_SS_coASS/chicken1/DAS/chicken1_DAS_maxbin_074_fasta_sub_contigs-contigs.fa,2603787
chicken1_DAS_maxbin_075_fasta_contigs-contigs.fa,/datadrive05/Flo/NRP72/dRep_SS_coASS/chicken1/DAS/chicken1_DAS_maxbin_075_fasta_contigs-contigs.fa,2897438
chicken1_DAS_maxbin_076_fasta_contigs-contigs.fa,/datadrive05/Flo/NRP72/dRep_SS_coASS/chicken1/DAS/chicken1_DAS_maxbin_076_fasta_contigs-contigs.fa,4752297
chicken1_DAS_maxbin_077_fasta_contigs-contigs.fa,/datadrive05/Flo/NRP72/dRep_SS_coASS/chicken1/DAS/chicken1_DAS_maxbin_077_fasta_contigs-contigs.fa,2427218
chicken1_DAS_maxbin_079_fasta_contigs-contigs.fa,/datadrive05/Flo/NRP72/dRep_SS_coASS/chicken1/DAS/chicken1_DAS_maxbin_079_fasta_contigs-contigs.fa,2242110
chicken1_DAS_maxbin_080_fasta_contigs-contigs.fa,/datadrive05/Flo/NRP72/dRep_SS_coASS/chicken1/DAS/chicken1_DAS_maxbin_080_fasta_contigs-contigs.fa,3759100
chicken1_DAS_maxbin_081_fasta_contigs-contigs.fa,/datadrive05/Flo/NRP72/dRep_SS_coASS/chicken1/DAS/chicken1_DAS_maxbin_081_fasta_contigs-contigs.fa,2599325
chicken1_DAS_maxbin_082_fasta_contigs-contigs.fa,/datadrive05/Flo/NRP72/dRep_SS_coASS/chicken1/DAS/chicken1_DAS_maxbin_082_fasta_contigs-contigs.fa,3529722
chicken1_DAS_maxbin_084_fasta_contigs-contigs.fa,/datadrive05/Flo/NRP72/dRep_SS_coASS/chicken1/DAS/chicken1_DAS_maxbin_084_fasta_contigs-contigs.fa,3212510
chicken1_DAS_maxbin_085_fasta_contigs-contigs.fa,/datadrive05/Flo/NRP72/dRep_SS_coASS/chicken1/DAS/chicken1_DAS_maxbin_085_fasta_contigs-contigs.fa,2135527
chicken1_DAS_maxbin_086_fasta_contigs-contigs.fa,/datadrive05/Flo/NRP72/dRep_SS_coASS/chicken1/DAS/chicken1_DAS_maxbin_086_fasta_contigs-contigs.fa,3912374
chicken1_DAS_maxbin_088_fasta_contigs-contigs.fa,/datadrive05/Flo/NRP72/dRep_SS_coASS/chicken1/DAS/chicken1_DAS_maxbin_088_fasta_contigs-contigs.fa,2980965
chicken1_DAS_maxbin_090_fasta_contigs-contigs.fa,/datadrive05/Flo/NRP72/dRep_SS_coASS/chicken1/DAS/chicken1_DAS_maxbin_090_fasta_contigs-contigs.fa,3383751
chicken1_DAS_maxbin_092_fasta_contigs-contigs.fa,/datadrive05/Flo/NRP72/dRep_SS_coASS/chicken1/DAS/chicken1_DAS_maxbin_092_fasta_contigs-contigs.fa,3154206
chicken1_DAS_maxbin_094_fasta_contigs-contigs.fa,/datadrive05/Flo/NRP72/dRep_SS_coASS/chicken1/DAS/chicken1_DAS_maxbin_094_fasta_contigs-contigs.fa,5413842
chicken1_DAS_maxbin_096_fasta_contigs-contigs.fa,/datadrive05/Flo/NRP72/dRep_SS_coASS/chicken1/DAS/chicken1_DAS_maxbin_096_fasta_contigs-contigs.fa,2747919
chicken1_DAS_maxbin_099_fasta_contigs-contigs.fa,/datadrive05/Flo/NRP72/dRep_SS_coASS/chicken1/DAS/chicken1_DAS_maxbin_099_fasta_contigs-contigs.fa,3445314
chicken1_DAS_maxbin_101_fasta_contigs-contigs.fa,/datadrive05/Flo/NRP72/dRep_SS_coASS/chicken1/DAS/chicken1_DAS_maxbin_101_fasta_contigs-contigs.fa,2622118
chicken1_DAS_maxbin_103_fasta_contigs-contigs.fa,/datadrive05/Flo/NRP72/dRep_SS_coASS/chicken1/DAS/chicken1_DAS_maxbin_103_fasta_contigs-contigs.fa,2922198
chicken1_DAS_maxbin_105_fasta_contigs-contigs.fa,/datadrive05/Flo/NRP72/dRep_SS_coASS/chicken1/DAS/chicken1_DAS_maxbin_105_fasta_contigs-contigs.fa,2463080
chicken1_DAS_maxbin_107_fasta_contigs-contigs.fa,/datadrive05/Flo/NRP72/dRep_SS_coASS/chicken1/DAS/chicken1_DAS_maxbin_107_fasta_contigs-contigs.fa,2321775
chicken1_DAS_maxbin_110_fasta_contigs-contigs.fa,/datadrive05/Flo/NRP72/dRep_SS_coASS/chicken1/DAS/chicken1_DAS_maxbin_110_fasta_contigs-contigs.fa,3686105
chicken1_DAS_maxbin_112_fasta_contigs-contigs.fa,/datadrive05/Flo/NRP72/dRep_SS_coASS/chicken1/DAS/chicken1_DAS_maxbin_112_fasta_contigs-contigs.fa,4036774
chicken1_DAS_maxbin_113_fasta_contigs-contigs.fa,/datadrive05/Flo/NRP72/dRep_SS_coASS/chicken1/DAS/chicken1_DAS_maxbin_113_fasta_contigs-contigs.fa,2262265
chicken1_DAS_maxbin_114_fasta_contigs-contigs.fa,/datadrive05/Flo/NRP72/dRep_SS_coASS/chicken1/DAS/chicken1_DAS_maxbin_114_fasta_contigs-contigs.fa,2156987
chicken1_DAS_maxbin_115_fasta_contigs-contigs.fa,/datadrive05/Flo/NRP72/dRep_SS_coASS/chicken1/DAS/chicken1_DAS_maxbin_115_fasta_contigs-contigs.fa,3193020
chicken1_DAS_maxbin_116_fasta_contigs-contigs.fa,/datadrive05/Flo/NRP72/dRep_SS_coASS/chicken1/DAS/chicken1_DAS_maxbin_116_fasta_contigs-contigs.fa,2334914
chicken1_DAS_maxbin_119_fasta_contigs-contigs.fa,/datadrive05/Flo/NRP72/dRep_SS_coASS/chicken1/DAS/chicken1_DAS_maxbin_119_fasta_contigs-contigs.fa,2920739
chicken1_DAS_maxbin_120_fasta_contigs-contigs.fa,/datadrive05/Flo/NRP72/dRep_SS_coASS/chicken1/DAS/chicken1_DAS_maxbin_120_fasta_contigs-contigs.fa,2330960
chicken1_DAS_maxbin_124_fasta_contigs-contigs.fa,/datadrive05/Flo/NRP72/dRep_SS_coASS/chicken1/DAS/chicken1_DAS_maxbin_124_fasta_contigs-contigs.fa,1727189
chicken1_DAS_maxbin_125_fasta_contigs-contigs.fa,/datadrive05/Flo/NRP72/dRep_SS_coASS/chicken1/DAS/chicken1_DAS_maxbin_125_fasta_contigs-contigs.fa,2683197
chicken1_DAS_maxbin_127_fasta_contigs-contigs.fa,/datadrive05/Flo/NRP72/dRep_SS_coASS/chicken1/DAS/chicken1_DAS_maxbin_127_fasta_contigs-contigs.fa,5165740
chicken1_DAS_maxbin_128_fasta_contigs-contigs.fa,/datadrive05/Flo/NRP72/dRep_SS_coASS/chicken1/DAS/chicken1_DAS_maxbin_128_fasta_contigs-contigs.fa,2987357
chicken1_DAS_maxbin_130_fasta_contigs-contigs.fa,/datadrive05/Flo/NRP72/dRep_SS_coASS/chicken1/DAS/chicken1_DAS_maxbin_130_fasta_contigs-contigs.fa,3104729
chicken1_DAS_maxbin_131_fasta_contigs-contigs.fa,/datadrive05/Flo/NRP72/dRep_SS_coASS/chicken1/DAS/chicken1_DAS_maxbin_131_fasta_contigs-contigs.fa,1672831
chicken1_DAS_maxbin_132_fasta_contigs-contigs.fa,/datadrive05/Flo/NRP72/dRep_SS_coASS/chicken1/DAS/chicken1_DAS_maxbin_132_fasta_contigs-contigs.fa,3395660
chicken1_DAS_maxbin_133_fasta_contigs-contigs.fa,/datadrive05/Flo/NRP72/dRep_SS_coASS/chicken1/DAS/chicken1_DAS_maxbin_133_fasta_contigs-contigs.fa,2301459
chicken1_DAS_maxbin_134_fasta_contigs-contigs.fa,/datadrive05/Flo/NRP72/dRep_SS_coASS/chicken1/DAS/chicken1_DAS_maxbin_134_fasta_contigs-contigs.fa,3743391
chicken1_DAS_maxbin_135_fasta_contigs-contigs.fa,/datadrive05/Flo/NRP72/dRep_SS_coASS/chicken1/DAS/chicken1_DAS_maxbin_135_fasta_contigs-contigs.fa,2646694
chicken1_DAS_maxbin_136_fasta_contigs-contigs.fa,/datadrive05/Flo/NRP72/dRep_SS_coASS/chicken1/DAS/chicken1_DAS_maxbin_136_fasta_contigs-contigs.fa,3049628
chicken1_DAS_maxbin_137_fasta_contigs-contigs.fa,/datadrive05/Flo/NRP72/dRep_SS_coASS/chicken1/DAS/chicken1_DAS_maxbin_137_fasta_contigs-contigs.fa,2053413
chicken1_DAS_maxbin_138_fasta_contigs-contigs.fa,/datadrive05/Flo/NRP72/dRep_SS_coASS/chicken1/DAS/chicken1_DAS_maxbin_138_fasta_contigs-contigs.fa,1991034
chicken1_DAS_maxbin_139_fasta_contigs-contigs.fa,/datadrive05/Flo/NRP72/dRep_SS_coASS/chicken1/DAS/chicken1_DAS_maxbin_139_fasta_contigs-contigs.fa,3017961
chicken1_DAS_maxbin_140_fasta_contigs-contigs.fa,/datadrive05/Flo/NRP72/dRep_SS_coASS/chicken1/DAS/chicken1_DAS_maxbin_140_fasta_contigs-contigs.fa,3741855
chicken1_DAS_maxbin_141_fasta_contigs-contigs.fa,/datadrive05/Flo/NRP72/dRep_SS_coASS/chicken1/DAS/chicken1_DAS_maxbin_141_fasta_contigs-contigs.fa,2578552
chicken1_DAS_maxbin_142_fasta_contigs-contigs.fa,/datadrive05/Flo/NRP72/dRep_SS_coASS/chicken1/DAS/chicken1_DAS_maxbin_142_fasta_contigs-contigs.fa,2639623
chicken1_DAS_maxbin_143_fasta_contigs-contigs.fa,/datadrive05/Flo/NRP72/dRep_SS_coASS/chicken1/DAS/chicken1_DAS_maxbin_143_fasta_contigs-contigs.fa,2790886
chicken1_DAS_maxbin_144_fasta_contigs-contigs.fa,/datadrive05/Flo/NRP72/dRep_SS_coASS/chicken1/DAS/chicken1_DAS_maxbin_144_fasta_contigs-contigs.fa,2636946
chicken1_DAS_maxbin_145_fasta_contigs-contigs.fa,/datadrive05/Flo/NRP72/dRep_SS_coASS/chicken1/DAS/chicken1_DAS_maxbin_145_fasta_contigs-contigs.fa,3414455
chicken1_DAS_maxbin_148_fasta_contigs-contigs.fa,/datadrive05/Flo/NRP72/dRep_SS_coASS/chicken1/DAS/chicken1_DAS_maxbin_148_fasta_contigs-contigs.fa,2529925
chicken1_DAS_maxbin_149_fasta_contigs-contigs.fa,/datadrive05/Flo/NRP72/dRep_SS_coASS/chicken1/DAS/chicken1_DAS_maxbin_149_fasta_contigs-contigs.fa,3186310
chicken1_DAS_maxbin_151_fasta_contigs-contigs.fa,/datadrive05/Flo/NRP72/dRep_SS_coASS/chicken1/DAS/chicken1_DAS_maxbin_151_fasta_contigs-contigs.fa,6426719
chicken1_DAS_maxbin_152_fasta_contigs-contigs.fa,/datadrive05/Flo/NRP72/dRep_SS_coASS/chicken1/DAS/chicken1_DAS_maxbin_152_fasta_contigs-contigs.fa,2791399
chicken1_DAS_maxbin_154_fasta_contigs-contigs.fa,/datadrive05/Flo/NRP72/dRep_SS_coASS/chicken1/DAS/chicken1_DAS_maxbin_154_fasta_contigs-contigs.fa,1945388
chicken1_DAS_maxbin_155_fasta_contigs-contigs.fa,/datadrive05/Flo/NRP72/dRep_SS_coASS/chicken1/DAS/chicken1_DAS_maxbin_155_fasta_contigs-contigs.fa,3206273
chicken1_DAS_maxbin_156_fasta_contigs-contigs.fa,/datadrive05/Flo/NRP72/dRep_SS_coASS/chicken1/DAS/chicken1_DAS_maxbin_156_fasta_contigs-contigs.fa,3333853
chicken1_DAS_maxbin_157_fasta_contigs-contigs.fa,/datadrive05/Flo/NRP72/dRep_SS_coASS/chicken1/DAS/chicken1_DAS_maxbin_157_fasta_contigs-contigs.fa,2724803
chicken1_DAS_maxbin_158_fasta_contigs-contigs.fa,/datadrive05/Flo/NRP72/dRep_SS_coASS/chicken1/DAS/chicken1_DAS_maxbin_158_fasta_contigs-contigs.fa,2382366
chicken1_DAS_maxbin_161_fasta_contigs-contigs.fa,/datadrive05/Flo/NRP72/dRep_SS_coASS/chicken1/DAS/chicken1_DAS_maxbin_161_fasta_contigs-contigs.fa,4819318
chicken1_DAS_maxbin_164_fasta_contigs-contigs.fa,/datadrive05/Flo/NRP72/dRep_SS_coASS/chicken1/DAS/chicken1_DAS_maxbin_164_fasta_contigs-contigs.fa,3547089
chicken1_DAS_maxbin_165_fasta_contigs-contigs.fa,/datadrive05/Flo/NRP72/dRep_SS_coASS/chicken1/DAS/chicken1_DAS_maxbin_165_fasta_contigs-contigs.fa,2989489
chicken1_DAS_maxbin_169_fasta_contigs-contigs.fa,/datadrive05/Flo/NRP72/dRep_SS_coASS/chicken1/DAS/chicken1_DAS_maxbin_169_fasta_contigs-contigs.fa,2711687
chicken1_DAS_maxbin_171_fasta_contigs-contigs.fa,/datadrive05/Flo/NRP72/dRep_SS_coASS/chicken1/DAS/chicken1_DAS_maxbin_171_fasta_contigs-contigs.fa,2945243
chicken1_DAS_maxbin_173_fasta_contigs-contigs.fa,/datadrive05/Flo/NRP72/dRep_SS_coASS/chicken1/DAS/chicken1_DAS_maxbin_173_fasta_contigs-contigs.fa,3253050
chicken1_DAS_maxbin_174_fasta_contigs-contigs.fa,/datadrive05/Flo/NRP72/dRep_SS_coASS/chicken1/DAS/chicken1_DAS_maxbin_174_fasta_contigs-contigs.fa,1688019
chicken1_DAS_maxbin_179_fasta_contigs-contigs.fa,/datadrive05/Flo/NRP72/dRep_SS_coASS/chicken1/DAS/chicken1_DAS_maxbin_179_fasta_contigs-contigs.fa,3478845
chicken1_DAS_maxbin_180_fasta_contigs-contigs.fa,/datadrive05/Flo/NRP72/dRep_SS_coASS/chicken1/DAS/chicken1_DAS_maxbin_180_fasta_contigs-contigs.fa,3469416
chicken1_DAS_maxbin_181_fasta_contigs-contigs.fa,/datadrive05/Flo/NRP72/dRep_SS_coASS/chicken1/DAS/chicken1_DAS_maxbin_181_fasta_contigs-contigs.fa,2006613
chicken1_DAS_maxbin_182_fasta_contigs-contigs.fa,/datadrive05/Flo/NRP72/dRep_SS_coASS/chicken1/DAS/chicken1_DAS_maxbin_182_fasta_contigs-contigs.fa,2899813
chicken1_DAS_maxbin_183_fasta_contigs-contigs.fa,/datadrive05/Flo/NRP72/dRep_SS_coASS/chicken1/DAS/chicken1_DAS_maxbin_183_fasta_contigs-contigs.fa,3412002
chicken1_DAS_maxbin_185_fasta_contigs-contigs.fa,/datadrive05/Flo/NRP72/dRep_SS_coASS/chicken1/DAS/chicken1_DAS_maxbin_185_fasta_contigs-contigs.fa,4958009
chicken1_DAS_maxbin_187_fasta_contigs-contigs.fa,/datadrive05/Flo/NRP72/dRep_SS_coASS/chicken1/DAS/chicken1_DAS_maxbin_187_fasta_contigs-contigs.fa,2657334
chicken1_DAS_maxbin_188_fasta_contigs-contigs.fa,/datadrive05/Flo/NRP72/dRep_SS_coASS/chicken1/DAS/chicken1_DAS_maxbin_188_fasta_contigs-contigs.fa,1639143
chicken1_DAS_maxbin_189_fasta_contigs-contigs.fa,/datadrive05/Flo/NRP72/dRep_SS_coASS/chicken1/DAS/chicken1_DAS_maxbin_189_fasta_contigs-contigs.fa,2845292
chicken1_DAS_maxbin_191_fasta_contigs-contigs.fa,/datadrive05/Flo/NRP72/dRep_SS_coASS/chicken1/DAS/chicken1_DAS_maxbin_191_fasta_contigs-contigs.fa,1832202
chicken1_DAS_maxbin_194_fasta_contigs-contigs.fa,/datadrive05/Flo/NRP72/dRep_SS_coASS/chicken1/DAS/chicken1_DAS_maxbin_194_fasta_contigs-contigs.fa,3975989
chicken1_DAS_maxbin_195_fasta_contigs-contigs.fa,/datadrive05/Flo/NRP72/dRep_SS_coASS/chicken1/DAS/chicken1_DAS_maxbin_195_fasta_contigs-contigs.fa,3073236
chicken1_DAS_maxbin_196_fasta_contigs-contigs.fa,/datadrive05/Flo/NRP72/dRep_SS_coASS/chicken1/DAS/chicken1_DAS_maxbin_196_fasta_contigs-contigs.fa,1758159
chicken1_DAS_maxbin_199_fasta_contigs-contigs.fa,/datadrive05/Flo/NRP72/dRep_SS_coASS/chicken1/DAS/chicken1_DAS_maxbin_199_fasta_contigs-contigs.fa,3396507
chicken1_DAS_maxbin_202_fasta_contigs-contigs.fa,/datadrive05/Flo/NRP72/dRep_SS_coASS/chicken1/DAS/chicken1_DAS_maxbin_202_fasta_contigs-contigs.fa,1577315
chicken1_DAS_maxbin_207_fasta_contigs-contigs.fa,/datadrive05/Flo/NRP72/dRep_SS_coASS/chicken1/DAS/chicken1_DAS_maxbin_207_fasta_contigs-contigs.fa,3344681
chicken1_DAS_maxbin_209_fasta_contigs-contigs.fa,/datadrive05/Flo/NRP72/dRep_SS_coASS/chicken1/DAS/chicken1_DAS_maxbin_209_fasta_contigs-contigs.fa,3621285
chicken1_DAS_maxbin_210_fasta_contigs-contigs.fa,/datadrive05/Flo/NRP72/dRep_SS_coASS/chicken1/DAS/chicken1_DAS_maxbin_210_fasta_contigs-contigs.fa,1876942
chicken1_DAS_maxbin_213_fasta_contigs-contigs.fa,/datadrive05/Flo/NRP72/dRep_SS_coASS/chicken1/DAS/chicken1_DAS_maxbin_213_fasta_contigs-contigs.fa,3875859
chicken1_DAS_maxbin_214_fasta_contigs-contigs.fa,/datadrive05/Flo/NRP72/dRep_SS_coASS/chicken1/DAS/chicken1_DAS_maxbin_214_fasta_contigs-contigs.fa,3168965
chicken1_DAS_maxbin_216_fasta_contigs-contigs.fa,/datadrive05/Flo/NRP72/dRep_SS_coASS/chicken1/DAS/chicken1_DAS_maxbin_216_fasta_contigs-contigs.fa,2329980
chicken1_DAS_maxbin_217_fasta_contigs-contigs.fa,/datadrive05/Flo/NRP72/dRep_SS_coASS/chicken1/DAS/chicken1_DAS_maxbin_217_fasta_contigs-contigs.fa,1962064
chicken1_DAS_maxbin_219_fasta_contigs-contigs.fa,/datadrive05/Flo/NRP72/dRep_SS_coASS/chicken1/DAS/chicken1_DAS_maxbin_219_fasta_contigs-contigs.fa,1496489
chicken1_DAS_maxbin_220_fasta_contigs-contigs.fa,/datadrive05/Flo/NRP72/dRep_SS_coASS/chicken1/DAS/chicken1_DAS_maxbin_220_fasta_contigs-contigs.fa,2488018
chicken1_DAS_maxbin_225_fasta_contigs-contigs.fa,/datadrive05/Flo/NRP72/dRep_SS_coASS/chicken1/DAS/chicken1_DAS_maxbin_225_fasta_contigs-contigs.fa,5966103
chicken1_DAS_maxbin_227_fasta_contigs-contigs.fa,/datadrive05/Flo/NRP72/dRep_SS_coASS/chicken1/DAS/chicken1_DAS_maxbin_227_fasta_contigs-contigs.fa,2815168
chicken1_DAS_maxbin_239_fasta_contigs-contigs.fa,/datadrive05/Flo/NRP72/dRep_SS_coASS/chicken1/DAS/chicken1_DAS_maxbin_239_fasta_contigs-contigs.fa,2060690
chicken1_DAS_maxbin_241_fasta_contigs-contigs.fa,/datadrive05/Flo/NRP72/dRep_SS_coASS/chicken1/DAS/chicken1_DAS_maxbin_241_fasta_contigs-contigs.fa,1984161
chicken1_DAS_maxbin_247_fasta_contigs-contigs.fa,/datadrive05/Flo/NRP72/dRep_SS_coASS/chicken1/DAS/chicken1_DAS_maxbin_247_fasta_contigs-contigs.fa,2714058
chicken1_DAS_maxbin_252_fasta_contigs-contigs.fa,/datadrive05/Flo/NRP72/dRep_SS_coASS/chicken1/DAS/chicken1_DAS_maxbin_252_fasta_contigs-contigs.fa,1577927
chicken1_DAS_maxbin_255_fasta_contigs-contigs.fa,/datadrive05/Flo/NRP72/dRep_SS_coASS/chicken1/DAS/chicken1_DAS_maxbin_255_fasta_contigs-contigs.fa,2307620
chicken1_DAS_maxbin_256_fasta_contigs-contigs.fa,/datadrive05/Flo/NRP72/dRep_SS_coASS/chicken1/DAS/chicken1_DAS_maxbin_256_fasta_contigs-contigs.fa,1987119
