genome,secondary_cluster,threshold,cluster_method,comparison_algorithm,primary_cluster
chicken1_DAS_metabat2_150_fa_contigs-contigs.fa,78_1,0.020000000000000018,average,ANImf,78
chicken1_concoct_20_refined_2_Bin_7_2-contigs.fa,78_1,0.020000000000000018,average,ANImf,78
chicken1_DAS_maxbin_096_fasta_contigs-contigs.fa,79_1,0.020000000000000018,average,ANImf,79
chicken1_concoct_20_refined_2_Bin_6_8-contigs.fa,79_1,0.020000000000000018,average,ANImf,79
chicken1_DAS_maxbin_015_fasta_contigs-contigs.fa,80_1,0.020000000000000018,average,ANImf,80
chicken1_concoct_20_refined_2_Bin_6_26-contigs.fa,80_1,0.020000000000000018,average,ANImf,80
chicken1_DAS_maxbin_152_fasta_contigs-contigs.fa,81_1,0.020000000000000018,average,ANImf,81
chicken1_concoct_20_refined_2_Bin_5_5_1-contigs.fa,81_1,0.020000000000000018,average,ANImf,81
chicken1_DAS_maxbin_155_fasta_contigs-contigs.fa,82_1,0.020000000000000018,average,ANImf,82
chicken1_concoct_20_refined_2_Bin_9_15-contigs.fa,82_1,0.020000000000000018,average,ANImf,82
chicken1_concoct_20_refined_2_Bin_6_13-contigs.fa,83_0,0.020000000000000018,average,ANImf,83
chicken1_DAS_maxbin_016_fasta_contigs-contigs.fa,84_1,0.020000000000000018,average,ANImf,84
chicken1_concoct_20_refined_2_Bin_6_25-contigs.fa,84_1,0.020000000000000018,average,ANImf,84
chicken1_DAS_maxbin_031_fasta_contigs-contigs.fa,85_1,0.020000000000000018,average,ANImf,85
chicken1_concoct_20_refined_2_Bin_6_28_1-contigs.fa,85_1,0.020000000000000018,average,ANImf,85
chicken1_DAS_maxbin_034_fasta_contigs-contigs.fa,86_1,0.020000000000000018,average,ANImf,86
chicken1_concoct_20_refined_2_Bin_6_23-contigs.fa,86_1,0.020000000000000018,average,ANImf,86
chicken1_DAS_maxbin_068_fasta_contigs-contigs.fa,87_1,0.020000000000000018,average,ANImf,87
chicken1_concoct_20_refined_2_Bin_6_1-contigs.fa,87_1,0.020000000000000018,average,ANImf,87
chicken1_DAS_maxbin_063_fasta_contigs-contigs.fa,88_1,0.020000000000000018,average,ANImf,88
chicken1_concoct_20_refined_2_Bin_6_6-contigs.fa,88_1,0.020000000000000018,average,ANImf,88
chicken1_DAS_maxbin_033_fasta_contigs-contigs.fa,89_1,0.020000000000000018,average,ANImf,89
chicken1_concoct_20_refined_2_Bin_13_4_1-contigs.fa,89_1,0.020000000000000018,average,ANImf,89
chicken1_DAS_maxbin_082_fasta_contigs-contigs.fa,90_1,0.020000000000000018,average,ANImf,90
chicken1_concoct_20_refined_2_Bin_18_4_1-contigs.fa,90_1,0.020000000000000018,average,ANImf,90
chicken1_DAS_maxbin_008_fasta_contigs-contigs.fa,91_1,0.020000000000000018,average,ANImf,91
chicken1_concoct_20_refined_2_Bin_13_7-contigs.fa,91_1,0.020000000000000018,average,ANImf,91
chicken1_concoct_20_refined_2_Bin_13_3_1-contigs.fa,92_0,0.020000000000000018,average,ANImf,92
chicken1_concoct_20_refined_2_Bin_13_5_1-contigs.fa,93_0,0.020000000000000018,average,ANImf,93
chicken1_DAS_maxbin_036_fasta_contigs-contigs.fa,94_1,0.020000000000000018,average,ANImf,94
chicken1_concoct_20_refined_2_Bin_13_10-contigs.fa,94_1,0.020000000000000018,average,ANImf,94
chicken1_DAS_maxbin_131_fasta_contigs-contigs.fa,95_0,0.020000000000000018,average,ANImf,95
chicken1_concoct_20_refined_2_Bin_6_3_1-contigs.fa,96_0,0.020000000000000018,average,ANImf,96
chicken1_DAS_maxbin_217_fasta_contigs-contigs.fa,97_0,0.020000000000000018,average,ANImf,97
chicken1_DAS_maxbin_037_fasta_contigs-contigs.fa,98_1,0.020000000000000018,average,ANImf,98
chicken1_concoct_20_refined_2_Bin_13_9_1-contigs.fa,98_1,0.020000000000000018,average,ANImf,98
chicken1_DAS_maxbin_138_fasta_contigs-contigs.fa,99_1,0.020000000000000018,average,ANImf,99
chicken1_concoct_20_refined_2_Bin_6_17_1-contigs.fa,99_1,0.020000000000000018,average,ANImf,99
chicken1_concoct_20_refined_2_Bin_6_2_1-contigs.fa,100_0,0.020000000000000018,average,ANImf,100
chicken1_DAS_maxbin_154_fasta_contigs-contigs.fa,101_1,0.020000000000000018,average,ANImf,101
chicken1_concoct_20_refined_2_Bin_6_14-contigs.fa,101_1,0.020000000000000018,average,ANImf,101
chicken1_DAS_maxbin_158_fasta_contigs-contigs.fa,102_0,0.020000000000000018,average,ANImf,102
chicken1_concoct_20_refined_2_Bin_17_4_1-contigs.fa,103_0,0.020000000000000018,average,ANImf,103
chicken1_DAS_maxbin_191_fasta_contigs-contigs.fa,104_0,0.020000000000000018,average,ANImf,104
chicken1_DAS_maxbin_210_fasta_contigs-contigs.fa,105_1,0.020000000000000018,average,ANImf,105
chicken1_concoct_20_refined_2_Bin_17_7-contigs.fa,105_1,0.020000000000000018,average,ANImf,105
chicken1_DAS_maxbin_179_fasta_contigs-contigs.fa,106_1,0.020000000000000018,average,ANImf,106
chicken1_concoct_20_refined_2_Bin_12_6_1-contigs.fa,106_1,0.020000000000000018,average,ANImf,106
chicken1_DAS_maxbin_107_fasta_contigs-contigs.fa,107_1,0.020000000000000018,average,ANImf,107
chicken1_concoct_20_refined_2_Bin_9_11_1-contigs.fa,107_1,0.020000000000000018,average,ANImf,107
chicken1_DAS_maxbin_038_fasta_contigs-contigs.fa,108_1,0.020000000000000018,average,ANImf,108
chicken1_concoct_20_refined_2_Bin_11_2-contigs.fa,108_1,0.020000000000000018,average,ANImf,108
chicken1_DAS_maxbin_180_fasta_contigs-contigs.fa,109_0,0.020000000000000018,average,ANImf,109
chicken1_concoct_20_refined_2_Bin_11_9_1-contigs.fa,110_0,0.020000000000000018,average,ANImf,110
chicken1_concoct_20_refined_2_Bin_12_7-contigs.fa,111_0,0.020000000000000018,average,ANImf,111
chicken1_DAS_maxbin_059_fasta_contigs-contigs.fa,112_1,0.020000000000000018,average,ANImf,112
chicken1_concoct_20_refined_2_Bin_18_3-contigs.fa,112_1,0.020000000000000018,average,ANImf,112
chicken1_DAS_maxbin_056_fasta_contigs-contigs.fa,113_0,0.020000000000000018,average,ANImf,113
chicken1_DAS_maxbin_225_fasta_contigs-contigs.fa,114_1,0.020000000000000018,average,ANImf,114
chicken1_concoct_20_refined_2_Bin_14_2_1-contigs.fa,114_1,0.020000000000000018,average,ANImf,114
chicken1_DAS_maxbin_080_fasta_contigs-contigs.fa,115_1,0.020000000000000018,average,ANImf,115
chicken1_concoct_20_refined_2_Bin_11_11-contigs.fa,115_1,0.020000000000000018,average,ANImf,115
chicken1_DAS_maxbin_084_fasta_contigs-contigs.fa,116_1,0.020000000000000018,average,ANImf,116
chicken1_concoct_20_refined_2_Bin_9_18-contigs.fa,116_1,0.020000000000000018,average,ANImf,116
chicken1_DAS_maxbin_072_fasta_contigs-contigs.fa,117_1,0.020000000000000018,average,ANImf,117
chicken1_concoct_20_refined_2_Bin_9_9-contigs.fa,117_1,0.020000000000000018,average,ANImf,117
chicken1_DAS_maxbin_207_fasta_contigs-contigs.fa,118_1,0.020000000000000018,average,ANImf,118
chicken1_concoct_20_refined_2_Bin_9_17-contigs.fa,118_1,0.020000000000000018,average,ANImf,118
chicken1_DAS_maxbin_101_fasta_contigs-contigs.fa,119_1,0.020000000000000018,average,ANImf,119
chicken1_concoct_20_refined_2_Bin_11_7_1-contigs.fa,119_1,0.020000000000000018,average,ANImf,119
chicken1_DAS_maxbin_164_fasta_contigs-contigs.fa,120_1,0.020000000000000018,average,ANImf,120
chicken1_concoct_20_refined_2_Bin_18_6_1-contigs.fa,120_1,0.020000000000000018,average,ANImf,120
chicken1_DAS_maxbin_119_fasta_contigs-contigs.fa,121_0,0.020000000000000018,average,ANImf,121
chicken1_DAS_maxbin_046_fasta_contigs-contigs.fa,122_1,0.020000000000000018,average,ANImf,122
chicken1_concoct_20_refined_2_Bin_9_10_1-contigs.fa,122_1,0.020000000000000018,average,ANImf,122
chicken1_DAS_maxbin_261_fasta_contigs-contigs.fa,123_0,0.020000000000000018,average,ANImf,123
chicken1_DAS_maxbin_140_fasta_contigs-contigs.fa,124_1,0.020000000000000018,average,ANImf,124
chicken1_concoct_20_refined_2_Bin_15_5-contigs.fa,124_1,0.020000000000000018,average,ANImf,124
chicken1_DAS_maxbin_139_fasta_contigs-contigs.fa,125_1,0.020000000000000018,average,ANImf,125
chicken1_concoct_20_refined_2_Bin_12_8_1-contigs.fa,125_1,0.020000000000000018,average,ANImf,125
chicken1_DAS_maxbin_214_fasta_contigs-contigs.fa,126_1,0.020000000000000018,average,ANImf,126
chicken1_concoct_20_refined_2_Bin_18_10_1-contigs.fa,126_1,0.020000000000000018,average,ANImf,126
chicken1_DAS_maxbin_130_fasta_contigs-contigs.fa,127_0,0.020000000000000018,average,ANImf,127
chicken1_concoct_20_refined_2_Bin_7_3-contigs.fa,128_0,0.020000000000000018,average,ANImf,128
chicken1_DAS_maxbin_156_fasta_contigs-contigs.fa,129_1,0.020000000000000018,average,ANImf,129
chicken1_concoct_20_refined_2_Bin_15_9-contigs.fa,129_1,0.020000000000000018,average,ANImf,129
chicken1_DAS_maxbin_094_fasta_contigs-contigs.fa,130_1,0.020000000000000018,average,ANImf,130
chicken1_concoct_20_refined_2_Bin_11_14-contigs.fa,130_1,0.020000000000000018,average,ANImf,130
chicken1_concoct_20_refined_2_Bin_11_16_1-contigs.fa,131_0,0.020000000000000018,average,ANImf,131
chicken1_DAS_maxbin_194_fasta_contigs-contigs.fa,132_1,0.020000000000000018,average,ANImf,132
chicken1_concoct_20_refined_2_Bin_18_9_1-contigs.fa,132_1,0.020000000000000018,average,ANImf,132
chicken1_DAS_maxbin_145_fasta_contigs-contigs.fa,133_0,0.020000000000000018,average,ANImf,133
chicken1_DAS_maxbin_035_fasta_contigs-contigs.fa,134_1,0.020000000000000018,average,ANImf,134
chicken1_concoct_20_refined_2_Bin_9_3_1-contigs.fa,134_1,0.020000000000000018,average,ANImf,134
chicken1_DAS_maxbin_029_fasta_contigs-contigs.fa,135_1,0.020000000000000018,average,ANImf,135
chicken1_concoct_20_refined_2_Bin_11_5-contigs.fa,135_1,0.020000000000000018,average,ANImf,135
chicken1_DAS_maxbin_018_fasta_contigs-contigs.fa,136_1,0.020000000000000018,average,ANImf,136
chicken1_concoct_20_refined_2_Bin_9_5_1-contigs.fa,136_1,0.020000000000000018,average,ANImf,136
chicken1_DAS_maxbin_017_fasta_contigs-contigs.fa,137_1,0.020000000000000018,average,ANImf,137
chicken1_concoct_20_refined_2_Bin_9_1_1-contigs.fa,137_1,0.020000000000000018,average,ANImf,137
chicken1_DAS_maxbin_148_fasta_contigs-contigs.fa,138_1,0.020000000000000018,average,ANImf,138
chicken1_concoct_20_refined_2_Bin_8_5_1-contigs.fa,138_1,0.020000000000000018,average,ANImf,138
chicken1_DAS_maxbin_209_fasta_contigs-contigs.fa,139_1,0.020000000000000018,average,ANImf,139
chicken1_concoct_20_refined_2_Bin_9_12-contigs.fa,139_1,0.020000000000000018,average,ANImf,139
chicken1_DAS_maxbin_187_fasta_contigs-contigs.fa,140_1,0.020000000000000018,average,ANImf,140
chicken1_concoct_20_refined_2_Bin_17_6_1-contigs.fa,140_1,0.020000000000000018,average,ANImf,140
chicken1_DAS_maxbin_199_fasta_contigs-contigs.fa,141_1,0.020000000000000018,average,ANImf,141
chicken1_concoct_20_refined_2_Bin_15_6-contigs.fa,141_1,0.020000000000000018,average,ANImf,141
chicken1_DAS_maxbin_279_fasta_contigs-contigs.fa,142_0,0.020000000000000018,average,ANImf,142
chicken1_DAS_maxbin_066_fasta_contigs-contigs.fa,143_1,0.020000000000000018,average,ANImf,143
chicken1_concoct_20_refined_2_Bin_9_8-contigs.fa,143_1,0.020000000000000018,average,ANImf,143
chicken1_DAS_maxbin_189_fasta_contigs-contigs.fa,144_1,0.020000000000000018,average,ANImf,144
chicken1_concoct_20_refined_2_Bin_12_9-contigs.fa,144_1,0.020000000000000018,average,ANImf,144
chicken1_concoct_20_refined_2_Bin_14_5-contigs.fa,145_0,0.020000000000000018,average,ANImf,145
chicken1_DAS_maxbin_103_fasta_contigs-contigs.fa,146_1,0.020000000000000018,average,ANImf,146
chicken1_concoct_20_refined_2_Bin_9_16-contigs.fa,146_1,0.020000000000000018,average,ANImf,146
chicken1_DAS_maxbin_113_fasta_contigs-contigs.fa,147_0,0.020000000000000018,average,ANImf,147
chicken1_concoct_20_refined_2_Bin_11_6-contigs.fa,148_0,0.020000000000000018,average,ANImf,148
chicken1_DAS_metabat2_353_fa_contigs-contigs.fa,149_1,0.020000000000000018,average,ANImf,149
chicken1_concoct_20_refined_2_Bin_17_2_1-contigs.fa,149_1,0.020000000000000018,average,ANImf,149
chicken1_DAS_maxbin_007_fasta_contigs-contigs.fa,150_0,0.020000000000000018,average,ANImf,150
chicken1_DAS_maxbin_161_fasta_contigs-contigs.fa,151_0,0.020000000000000018,average,ANImf,151
chicken1_DAS_maxbin_182_fasta_contigs-contigs.fa,152_1,0.020000000000000018,average,ANImf,152
chicken1_concoct_20_refined_2_Bin_16_5-contigs.fa,152_1,0.020000000000000018,average,ANImf,152
chicken1_DAS_maxbin_134_fasta_contigs-contigs.fa,153_1,0.020000000000000018,average,ANImf,153
chicken1_concoct_20_refined_2_Bin_6_15-contigs.fa,153_1,0.020000000000000018,average,ANImf,153
chicken1_DAS_maxbin_136_fasta_contigs-contigs.fa,154_0,0.020000000000000018,average,ANImf,154
chicken1_DAS_maxbin_050_fasta_contigs-contigs.fa,155_1,0.020000000000000018,average,ANImf,155
chicken1_concoct_20_refined_2_Bin_6_4-contigs.fa,155_1,0.020000000000000018,average,ANImf,155
chicken1_DAS_maxbin_092_fasta_contigs-contigs.fa,156_1,0.020000000000000018,average,ANImf,156
chicken1_concoct_20_refined_2_Bin_6_5-contigs.fa,156_1,0.020000000000000018,average,ANImf,156
chicken1_DAS_maxbin_213_fasta_contigs-contigs.fa,157_1,0.020000000000000018,average,ANImf,157
chicken1_concoct_20_refined_2_Bin_14_7_1-contigs.fa,157_1,0.020000000000000018,average,ANImf,157
chicken1_DAS_maxbin_195_fasta_contigs-contigs.fa,158_1,0.020000000000000018,average,ANImf,158
chicken1_concoct_20_refined_2_Bin_12_10_1-contigs.fa,158_1,0.020000000000000018,average,ANImf,158
chicken1_DAS_maxbin_086_fasta_contigs-contigs.fa,159_1,0.020000000000000018,average,ANImf,159
